"","Region","Market","Month","Year","Longitude","Latitude","01.1 FOOD_Bread Wheat (Bakery)","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat White","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Black (Red)","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (shelled) Aja","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (unshelled)","CEREALS MILLED_Wheat White","CEREALS MILLED_Wheat Mixed","CEREALS MILLED_Emmer Wheat(Aja)","01.2.1.1 COFFEE AND TEA_Malt-Wheat","P R I C E   I N    B I R R_Porridge 'bula' or wheat"
"415","OROMIYA","Nekemte","October","2017","36.54851971","9.09042469","5.60","14.00","10.98","11.30","-","31.03","-","-","48.00","-","-"
"416","OROMIYA","Bedele","October","2017","36.36017384","8.454821965","7.00","34.00","30.00","25.24","60.00","-","-","-","-","-","-"
"417","OROMIYA","Metu","October","2017","35.58726864","8.300606827","3.59","13.00","-","-","28.00","30.00","-","-","-","-","-"
"418","OROMIYA","Jimma","October","2017","36.84385226","7.672338798","5.31","13.49","-","-","-","28.00","-","-","-","11.90","-"
"419","OROMIYA","Agaro","October","2017","36.58627683","7.848002731","4.38","12.94","-","-","-","27.50","-","-","-","16.67","-"
"420","OROMIYA","Ambo","October","2017","37.8446066","8.976806527","3.89","12.07","15.49","18.39","10.00","30.00","-","-","30.00","11.87","-"
"421","OROMIYA","Weliso","October","2017","37.97073066","8.534178897","4.38","11.90","-","-","-","27.50","-","-","30.00","22.75","-"
"422","OROMIYA","Ejere","October","2017","39.262249","8.78288","6.00","12.33","-","15.58","-","-","-","-","-","15.52","-"
"423","OROMIYA","Fiche","October","2017","38.73344116","9.791083661","4.55","12.66","-","14.44","18.50","-","18.29","-","28.98","31.75","-"
"424","OROMIYA","Ghimbi","September","2017","35.83291974","9.163103789","5.90","-","11.00","-","-","-","-","-","48.00","-","-"
"425","OROMIYA","Dembi- dolo ","September","2017","34.79748694","8.530219501","4.18","14.00","12.00","-","-","16.00","-","-","60.00","-","-"
"426","OROMIYA","Shambu","September","2017","37.09431432","9.569809208","5.88","8.50","8.50","-","-","28.99","-","-","48.00","-","-"
"427","OROMIYA","Nekemte","September","2017","36.54851971","9.09042469","5.38","14.00","11.35","11.43","-","31.50","-","-","48.00","-","50.00"
"428","OROMIYA","Bedele","September","2017","36.36017384","8.454821965","3.50","15.00","13.00","11.00","30.00","-","-","-","-","-","-"
"429","OROMIYA","Metu","September","2017","35.58726864","8.300606827","3.68","13.00","-","10.49","28.00","30.00","-","-","-","-","-"
"430","OROMIYA","Jimma","September","2017","36.84385226","7.672338798","5.31","13.49","-","-","-","28.98","-","-","-","18.18","25.00"
"431","OROMIYA","Agaro","September","2017","36.58627683","7.848002731","4.38","12.05","-","-","-","26.00","-","-","-","17.39","-"
"432","OROMIYA","Ambo","September","2017","37.8446066","8.976806527","4.13","12.28","-","14.28","10.95","30.00","-","-","36.47","17.03","-"
"433","OROMIYA","Weliso","September","2017","37.97073066","8.534178897","4.38","10.41","-","-","-","28.00","-","-","-","22.73","-"
"434","OROMIYA","Ejere","September","2017","39.262249","8.78288","6.00","12.55","-","-","-","-","-","-","-","19.64","-"
"435","OROMIYA","Fiche","September","2017","38.73344116","9.791083661","4.80","12.65","-","14.90","18.51","-","19.54","-","-","17.88","-"
"436","OROMIYA","Adama","April","2018","39.26941988","8.535362997","4.55","12.00","10.49","20.98","16.49","25.50","15.00","-","45.00","16.49","-"
"437","OROMIYA","Shashe- mene ","April","2018","38.608142","7.205388","4.86","13.00","11.00","10.75","25.00","28.98","15.00","-","40.00","15.00","-"
"438","OROMIYA","Diksise","April","2018","39.55824","8.059179","7.00","11.40","10.34","10.34","15.26","25.98","-","-","-","-","-"
"439","OROMIYA","Asella","April","2018","39.12972322","7.949589951","4.55","11.00","-","-","-","30.00","14.00","-","35.00","25.00","-"
"440","OROMIYA","Asebe- Teferi ","April","2018","40.86319806","9.072493603","7.00","15.49","-","11.00","-","28.50","-","-","40.00","-","-"
"441","OROMIYA","Bedessa","April","2018","40.77378712","8.902011546","6.14","15.49","-","13.82","-","27.50","-","-","50.00","-","-"
"442","OROMIYA","Haromaya","April","2018","42.01641123","9.379383214","5.15","15.49","-","12.00","-","32.00","-","-","-","-","-"
"443","OROMIYA","Boreda","April","2018","41.278686","9.331067","5.52","13.49","-","12.00","-","-","-","-","-","-","-"
"444","OROMIYA","Adaba","April","2018","39.3890878","7.004454253","7.69","11.90","10.06","-","11.13","31.72","-","11.00","-","-","-"
"445","OROMIYA","Robe","April","2018","39.631104","7.860619","6.76","11.71","10.49","-","9.12","30.50","-","-","-","-","-"
"446","OROMIYA","Hagere- Mariam ","April","2018","38.23373735","5.63380625","5.83","13.00","-","-","25.50","27.50","14.00","-","-","16.67","-"
"447","OROMIYA","Negele- Borena ","April","2018","39.577385","5.33699","5.83","12.00","11.25","9.00","-","30.00","-","-","-","-","-"
"448","OROMIYA","Adama","August","2017","39.26941988","8.535362997","4.55","10.49","8.75","-","16.49","25.50","13.00","-","45.00","16.00","-"
"449","OROMIYA","Shashe- mene ","August","2017","38.608142","7.205388","4.86","11.00","10.00","9.25","24.49","27.50","15.00","-","37.42","15.00","-"
"450","OROMIYA","Diksise","August","2017","39.55824","8.059179","6.56","11.20","10.40","10.34","-","-","-","-","-","-","-"
"451","OROMIYA","Asella","August","2017","39.12972322","7.949589951","4.55","10.00","-","-","-","30.00","12.00","-","30.00","17.95","-"
"452","OROMIYA","Asebe- Teferi ","August","2017","40.86319806","9.072493603","6.80","13.00","-","11.00","-","28.00","-","-","40.00","-","-"
"453","OROMIYA","Bedessa","August","2017","40.77378712","8.902011546","6.36","12.00","-","11.00","-","28.98","-","-","40.00","-","-"
"454","OROMIYA","Haromaya","August","2017","42.01641123","9.379383214","5.88","14.00","-","11.00","-","26.98","-","-","-","-","-"
"455","OROMIYA","Boreda","August","2017","41.278686","9.331067","4.83","12.00","-","-","-","-","-","-","-","-","-"
"456","OROMIYA","Adaba","August","2017","39.3890878","7.004454253","5.51","9.99","8.82","-","11.84","31.33","-","12.00","-","-","-"
"457","OROMIYA","Robe","August","2017","39.631104","7.860619","-","10.21","9.22","-","17.20","32.00","-","-","-","-","-"
"458","OROMIYA","Hagere- Mariam ","August","2017","38.23373735","5.63380625","5.60","11.00","-","-","22.00","25.50","12.00","-","-","12.45","-"
"459","OROMIYA","Negele- Borena ","August","2017","39.577385","5.33699","5.00","9.00","8.00","-","-","32.00","-","-","-","-","-"
"460","OROMIYA","Adama","December","2017","39.26941988","8.535362997","4.55","12.25","10.49","-","14.49","24.49","13.49","-","40.00","17.49","40.00"
"461","OROMIYA","Shashe- mene ","December","2017","38.608142","7.205388","4.86","12.00","11.00","10.25","27.00","30.00","15.00","-","37.42","15.00","75.00"
"462","OROMIYA","Diksise","December","2017","39.55824","8.059179","7.00","10.63","9.62","10.06","11.64","-","-","-","-","-","-"
"463","OROMIYA","Asella","December","2017","39.12972322","7.949589951","4.55","9.00","-","-","-","30.98","12.00","-","35.50","25.00","45.00"
"464","OROMIYA","Asebe- Teferi ","December","2017","40.86319806","9.072493603","7.00","14.97","-","11.00","-","28.50","-","-","40.00","-","-"
"465","OROMIYA","Bedessa","December","2017","40.77378712","8.902011546","5.69","-","-","12.00","-","28.00","-","-","47.43","-","-"
"466","OROMIYA","Haromaya","December","2017","42.01641123","9.379383214","5.48","15.49","-","11.49","-","-","-","-","-","-","-"
"467","OROMIYA","Boreda","December","2017","41.278686","9.331067","5.00","12.49","-","10.00","-","-","-","-","-","-","-"
"468","OROMIYA","Adaba","December","2017","39.3890878","7.004454253","6.70","9.83","9.21","-","11.23","31.27","-","12.00","-","-","-"
"469","OROMIYA","Robe","December","2017","39.631104","7.860619","7.07","11.49","10.39","-","12.32","30.50","-","-","-","-","-"
"470","OROMIYA","Hagere- Mariam ","December","2017","38.23373735","5.63380625","5.00","11.00","-","-","22.49","24.49","12.00","-","-","13.06","-"
"471","OROMIYA","Negele- Borena ","December","2017","39.577385","5.33699","5.00","11.00","10.00","-","-","30.00","-","-","-","-","-"
"472","OROMIYA","Adama","February","2018","39.26941988","8.535362997","4.55","12.00","10.49","18.49","16.49","25.00","15.00","-","45.00","16.49","-"
"473","OROMIYA","Shashe- mene ","February","2018","38.608142","7.205388","4.86","12.00","10.75","10.00","25.00","28.00","15.00","-","32.40","28.29","-"
"474","OROMIYA","Diksise","February","2018","39.55824","8.059179","-","13.50","12.64","12.64","11.64","22.00","-","-","-","-","-"
"475","OROMIYA","Asella","February","2018","39.12972322","7.949589951","4.55","12.00","-","15.00","-","26.00","14.00","-","30.98","25.00","-"
"476","OROMIYA","Asebe- Teferi ","February","2018","40.86319806","9.072493603","6.57","16.49","-","10.00","-","28.50","-","-","40.00","-","-"
"477","OROMIYA","Bedessa","February","2018","40.77378712","8.902011546","5.65","17.00","-","13.00","-","28.00","-","-","50.00","-","-"
"478","OROMIYA","Haromaya","February","2018","42.01641123","9.379383214","5.96","16.00","-","10.49","-","29.50","-","-","-","-","-"
"479","OROMIYA","Boreda","February","2018","41.278686","9.331067","5.03","13.49","-","12.00","-","-","-","-","-","-","-"
"480","OROMIYA","Adaba","February","2018","39.3890878","7.004454253","5.54","10.25","9.26","-","13.94","31.74","-","13.00","-","-","-"
"481","OROMIYA","Robe","February","2018","39.631104","7.860619","6.60","10.91","9.91","-","9.54","32.00","-","-","-","-","-"
"482","OROMIYA","Hagere- Mariam ","February","2018","38.23373735","5.63380625","5.83","11.49","-","-","24.00","26.00","12.49","-","-","16.67","-"
"483","OROMIYA","Negele- Borena ","February","2018","39.577385","5.33699","5.00","12.00","11.00","10.25","-","30.00","-","-","-","-","-"
"484","OROMIYA","Adama","January","2018","39.26941988","8.535362997","4.55","11.49","10.00","-","15.00","24.49","13.00","-","40.00","16.00","-"
"485","OROMIYA","Shashe- mene ","January","2018","38.608142","7.205388","4.38","12.00","10.49","11.00","24.00","25.00","15.00","-","-","15.00","-"
"486","OROMIYA","Diksise","January","2018","39.55824","8.059179","-","13.71","11.78","11.86","-","22.49","-","-","-","-","-"
"487","OROMIYA","Asella","January","2018","39.12972322","7.949589951","4.55","13.49","-","-","-","32.00","14.00","-","36.00","25.00","-"
"488","OROMIYA","Asebe- Teferi ","January","2018","40.86319806","9.072493603","-","14.49","-","11.00","-","27.98","-","-","40.00","-","-"
"489","OROMIYA","Bedessa","January","2018","40.77378712","8.902011546","5.83","15.00","-","11.49","-","28.00","-","-","50.00","-","-"
"490","OROMIYA","Haromaya","January","2018","42.01641123","9.379383214","-","15.00","-","11.49","-","28.50","-","-","-","-","-"
"491","OROMIYA","Boreda","January","2018","41.278686","9.331067","5.11","-","-","13.00","-","-","-","-","-","-","-"
"492","OROMIYA","Adaba","January","2018","39.3890878","7.004454253","5.24","10.09","8.55","-","13.06","31.79","-","14.00","-","-","-"
"493","OROMIYA","Robe","January","2018","39.631104","7.860619","6.73","10.87","9.74","-","-","30.50","-","-","-","-","-"
"494","OROMIYA","Hagere- Mariam ","January","2018","38.23373735","5.63380625","5.19","12.00","-","-","23.49","25.50","13.00","-","-","16.67","-"
"495","OROMIYA","Negele- Borena ","January","2018","39.577385","5.33699","5.00","12.00","11.25","10.00","-","30.00","-","-","-","-","-"
"496","OROMIYA","Adama","July","2017","39.26941988","8.535362997","4.55","10.00","8.25","20.00","16.49","25.50","12.75","-","40.00","15.49","-"
"497","OROMIYA","Shashe- mene ","July","2017","38.608142","7.205388","4.38","10.00","9.00","8.25","25.00","30.00","15.00","-","40.00","15.00","-"
"498","OROMIYA","Diksise","July","2017","39.55824","8.059179","5.84","9.20","8.62","8.62","11.31","-","-","-","-","-","-"
"499","OROMIYA","Asella","July","2017","39.12972322","7.949589951","4.55","8.49","-","-","-","32.00","12.00","-","32.00","17.95","-"
"500","OROMIYA","Asebe- Teferi ","July","2017","40.86319806","9.072493603","6.52","12.49","-","11.00","-","26.98","-","-","40.00","-","-"
"501","OROMIYA","Bedessa","July","2017","40.77378712","8.902011546","6.36","12.00","-","9.13","-","30.98","-","-","50.00","-","-"
"502","OROMIYA","Haromaya","July","2017","42.01641123","9.379383214","5.61","14.49","-","10.49","-","25.50","-","-","-","-","-"
"503","OROMIYA","Boreda","July","2017","41.278686","9.331067","4.61","12.00","-","-","-","-","-","-","-","-","-"
"504","OROMIYA","Adaba","July","2017","39.3890878","7.004454253","5.69","9.32","8.10","-","11.45","30.90","-","11.00","-","-","-"
"505","OROMIYA","Robe","July","2017","39.631104","7.860619","6.67","10.07","9.09","-","14.44","31.50","-","-","-","-","-"
"506","OROMIYA","Hagere- Mariam ","July","2017","38.23373735","5.63380625","5.60","11.49","-","-","22.49","25.50","12.49","-","-","16.67","-"
"507","OROMIYA","Negele- Borena ","July","2017","39.577385","5.33699","5.00","10.00","10.00","7.00","-","34.00","-","-","-","-","-"
"508","OROMIYA","Adama","June","2018","39.26941988","8.535362997","4.55","14.49","12.49","-","15.49","26.50","20.00","-","40.00","16.49","42.43"
"509","OROMIYA","Shashe- mene ","June","2018","38.608142","7.205388","5.83","15.00","14.00","-","26.00","28.00","-","-","40.00","24.49","50.00"
"510","OROMIYA","Diksise","June","2018","39.55824","8.059179","-","13.31","12.50","12.57","14.55","22.00","-","-","-","-","-"
"511","OROMIYA","Asella","June","2018","39.12972322","7.949589951","5.25","13.49","-","-","-","30.00","20.00","-","35.00","26.32","-"
"512","OROMIYA","Asebe- Teferi ","June","2018","40.86319806","9.072493603","-","18.97","-","11.49","-","28.00","-","-","41.47","-","-"
"513","OROMIYA","Bedessa","June","2018","40.77378712","8.902011546","6.36","17.49","-","14.64","-","26.98","-","-","54.77","-","-"
"514","OROMIYA","Haromaya","June","2018","42.01641123","9.379383214","6.53","16.49","-","12.00","-","32.00","-","-","-","-","-"
"515","OROMIYA","Boreda","June","2018","41.278686","9.331067","5.22","14.00","-","13.00","-","-","-","-","-","-","-"
"516","OROMIYA","Adaba","June","2018","39.3890878","7.004454253","-","13.30","11.53","-","13.93","31.76","-","15.00","-","-","-"
"517","OROMIYA","Robe","June","2018","39.631104","7.860619","-","14.70","12.73","-","9.33","32.00","-","-","-","-","-"
"518","OROMIYA","Hagere- Mariam ","June","2018","38.23373735","5.63380625","5.83","14.00","-","-","26.00","28.00","15.00","-","40.00","16.67","-"
"519","OROMIYA","Negele- Borena ","June","2018","39.577385","5.33699","-","14.00","13.00","12.00","-","30.98","-","-","-","-","-"
"520","OROMIYA","Adama","March","2018","39.26941988","8.535362997","4.55","12.49","10.49","20.49","14.97","22.98","15.00","-","45.00","17.49","42.43"
"521","OROMIYA","Shashe- mene ","March","2018","38.608142","7.205388","4.86","13.00","11.00","10.25","25.00","27.50","15.00","-","40.00","24.75","80.00"
"522","OROMIYA","Diksise","March","2018","39.55824","8.059179","7.00","12.06","9.20","9.20","10.55","25.00","-","-","-","-","-"
"523","OROMIYA","Asella","March","2018","39.12972322","7.949589951","4.55","11.00","-","-","-","30.00","14.00","-","35.50","25.65","40.00"
"524","OROMIYA","Asebe- Teferi ","March","2018","40.86319806","9.072493603","6.97","15.00","-","11.00","-","28.50","-","-","40.00","-","-"
"525","OROMIYA","Bedessa","March","2018","40.77378712","8.902011546","5.56","13.96","-","9.34","-","26.50","-","-","40.00","-","-"
"526","OROMIYA","Haromaya","March","2018","42.01641123","9.379383214","6.07","15.49","-","12.00","-","28.98","-","-","-","-","-"
"527","OROMIYA","Boreda","March","2018","41.278686","9.331067","5.07","12.49","-","-","-","-","-","-","-","-","-"
"528","OROMIYA","Adaba","March","2018","39.3890878","7.004454253","7.44","11.85","9.88","-","-","31.68","-","14.00","-","-","-"
"529","OROMIYA","Robe","March","2018","39.631104","7.860619","6.76","10.98","9.91","-","9.53","28.98","-","-","-","-","-"
"530","OROMIYA","Hagere- Mariam ","March","2018","38.23373735","5.63380625","5.83","12.00","-","-","24.49","26.00","13.00","-","-","16.67","-"
"531","OROMIYA","Negele- Borena ","March","2018","39.577385","5.33699","5.00","13.49","12.00","9.49","-","30.00","-","-","-","-","-"
"532","OROMIYA","Adama","May","2018","39.26941988","8.535362997","4.55","13.49","11.75","13.00","17.75","27.50","19.49","-","50.00","17.49","-"
"533","OROMIYA","Shashe- mene ","May","2018","38.608142","7.205388","5.83","15.00","14.00","-","24.00","25.50","-","-","37.42","25.82","-"
"534","OROMIYA","Diksise","May","2018","39.55824","8.059179","3.50","11.49","10.63","11.20","12.27","26.46","-","-","-","-","-"
"535","OROMIYA","Asella","May","2018","39.12972322","7.949589951","4.90","13.49","-","-","-","30.98","20.00","-","35.00","25.00","-"
"536","OROMIYA","Asebe- Teferi ","May","2018","40.86319806","9.072493603","7.89","16.97","-","10.49","-","28.50","-","-","40.00","-","-"
"537","OROMIYA","Bedessa","May","2018","40.77378712","8.902011546","5.93","19.49","-","13.57","-","28.98","-","-","57.45","-","-"
"538","OROMIYA","Haromaya","May","2018","42.01641123","9.379383214","7.30","15.49","-","12.00","-","32.00","-","-","-","-","-"
"539","OROMIYA","Boreda","May","2018","41.278686","9.331067","5.03","15.00","-","14.49","-","-","-","-","-","-","-"
"540","OROMIYA","Adaba","May","2018","39.3890878","7.004454253","8.30","13.18","11.71","-","13.98","31.83","-","-","-","-","-"
"541","OROMIYA","Robe","May","2018","39.631104","7.860619","7.74","13.18","11.92","-","10.27","31.50","-","-","-","-","-"
"542","OROMIYA","Hagere- Mariam ","May","2018","38.23373735","5.63380625","6.09","13.49","-","-","26.00","28.00","14.49","-","-","16.67","-"
"543","OROMIYA","Negele- Borena ","May","2018","39.577385","5.33699","-","15.00","14.00","13.00","-","35.00","-","-","-","-","-"
"544","OROMIYA","Adama","November","2017","39.26941988","8.535362997","4.55","13.75","12.49","-","19.49","27.50","14.49","-","40.00","18.00","-"
"545","OROMIYA","Shashe- mene ","November","2017","38.608142","7.205388","4.86","12.25","11.00","10.25","28.98","25.00","17.00","-","37.42","15.00","-"
"546","OROMIYA","Diksise","November","2017","39.55824","8.059179","7.00","13.39","12.57","12.64","19.36","22.00","-","-","32.00","-","-"
"547","OROMIYA","Asella","November","2017","39.12972322","7.949589951","4.55","11.00","-","-","-","30.98","14.00","-","33.47","25.65","-"
"548","OROMIYA","Asebe- Teferi ","November","2017","40.86319806","9.072493603","7.07","13.49","-","11.00","-","28.50","-","-","40.00","-","-"
"549","OROMIYA","Bedessa","November","2017","40.77378712","8.902011546","6.14","-","-","15.00","-","30.00","-","-","50.00","-","-"
"550","OROMIYA","Haromaya","November","2017","42.01641123","9.379383214","5.41","14.49","-","11.49","-","27.50","-","-","-","-","-"
"551","OROMIYA","Boreda","November","2017","41.278686","9.331067","4.96","13.49","-","12.00","-","-","-","-","-","-","-"
"552","OROMIYA","Adaba","November","2017","39.3890878","7.004454253","5.95","-","8.63","-","-","31.81","-","12.00","-","-","-"
"553","OROMIYA","Robe","November","2017","39.631104","7.860619","7.00","11.49","10.46","-","12.56","31.50","-","-","-","-","-"
"554","OROMIYA","Hagere- Mariam ","November","2017","38.23373735","5.63380625","5.38","10.00","-","-","23.49","25.50","10.85","-","-","12.45","-"
"555","OROMIYA","Negele- Borena ","November","2017","39.577385","5.33699","5.00","11.25","10.50","11.00","-","30.00","-","-","-","-","-"
"556","OROMIYA","Adama","October","2017","39.26941988","8.535362997","4.55","13.49","12.00","24.49","20.98","28.98","16.00","-","42.43","16.00","-"
"557","OROMIYA","Shashe- mene ","October","2017","38.608142","7.205388","4.86","12.00","11.50","11.00","24.00","28.98","15.00","-","40.00","20.00","-"
"558","OROMIYA","Diksise","October","2017","39.55824","8.059179","6.68","13.33","12.24","12.17","11.64","-","-","-","-","-","-"
"559","OROMIYA","Asella","October","2017","39.12972322","7.949589951","4.55","11.00","-","-","-","32.00","12.00","-","35.00","25.65","-"
"560","OROMIYA","Asebe- Teferi ","October","2017","40.86319806","9.072493603","6.79","12.96","-","11.00","-","28.00","-","-","40.00","-","-"
"561","OROMIYA","Bedessa","October","2017","40.77378712","8.902011546","5.52","19.00","-","11.00","-","30.98","-","-","40.00","-","-"
"562","OROMIYA","Haromaya","October","2017","42.01641123","9.379383214","6.13","15.49","-","12.00","-","28.00","-","-","-","-","-"
"563","OROMIYA","Boreda","October","2017","41.278686","9.331067","4.83","14.00","-","13.00","-","-","-","-","-","-","-"
"564","OROMIYA","Adaba","October","2017","39.3890878","7.004454253","7.44","11.90","9.83","-","13.58","30.83","-","14.00","-","-","-"
"565","OROMIYA","Robe","October","2017","39.631104","7.860619","7.61","11.27","9.68","-","17.59","32.00","-","-","-","-","-"
"566","OROMIYA","Hagere- Mariam ","October","2017","38.23373735","5.63380625","5.00","11.00","-","-","23.00","25.50","11.49","-","-","13.64","-"
"567","OROMIYA","Negele- Borena ","October","2017","39.577385","5.33699","5.00","11.00","10.50","10.25","-","30.00","-","-","-","-","-"
"568","OROMIYA","Adama","September","2017","39.26941988","8.535362997","4.55","10.00","9.00","21.49","15.49","27.50","14.49","-","40.00","16.49","40.00"
"569","OROMIYA","Shashe- mene ","September","2017","38.608142","7.205388","4.86","12.00","11.00","10.00","24.49","26.50","15.00","-","37.42","15.00","70.00"
"570","OROMIYA","Diksise","September","2017","39.55824","8.059179","6.56","12.18","11.03","11.49","12.73","-","-","-","-","-","-"
"571","OROMIYA","Asella","September","2017","39.12972322","7.949589951","4.55","11.00","-","-","-","30.98","12.49","-","32.00","17.50","45.00"
"572","OROMIYA","Asebe- Teferi ","September","2017","40.86319806","9.072493603","6.97","13.49","-","11.00","-","28.00","-","-","40.00","-","-"
"573","OROMIYA","Bedessa","September","2017","40.77378712","8.902011546","5.79","13.49","-","11.00","-","30.00","-","-","54.77","-","-"
"574","OROMIYA","Haromaya","September","2017","42.01641123","9.379383214","5.76","15.00","-","12.00","-","26.50","-","-","-","-","-"
"575","OROMIYA","Boreda","September","2017","41.278686","9.331067","5.11","13.00","-","12.00","-","-","-","-","-","-","-"
"576","OROMIYA","Adaba","September","2017","39.3890878","7.004454253","5.47","11.88","9.49","-","13.40","30.96","-","13.00","-","-","-"
"577","OROMIYA","Robe","September","2017","39.631104","7.860619","6.67","10.07","9.22","-","17.31","32.00","-","-","-","-","-"
"578","OROMIYA","Hagere- Mariam ","September","2017","38.23373735","5.63380625","5.19","11.00","-","-","22.49","25.50","11.70","-","-","12.50","-"
"579","OROMIYA","Negele- Borena ","September","2017","39.577385","5.33699","5.00","10.00","9.25","11.40","-","-","-","-","-","-","-"
"580","SNNP","Welikite","April","2018","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"581","SNNP","Butajira","April","2018","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"582","SNNP","Hosahna","April","2018","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"583","SNNP","Shone","April","2018","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"584","SNNP","Doyugena","April","2018","37.78333","7.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"585","SNNP","Alaba","April","2018","38.086143","7.311546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"586","SNNP","Awasa","April","2018","38.474819","7.058624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"587","SNNP","Hagere- Selam ","April","2018","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"588","SNNP","Dilla","April","2018","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"589","SNNP","Yirega-¦ chefie ","April","2018","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"590","SNNP","Welikite","August","2017","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"591","SNNP","Butajira","August","2017","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"592","SNNP","Hosahna","August","2017","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"593","SNNP","Shone","August","2017","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"594","SNNP","Doyugena","August","2017","37.78333","7.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"595","SNNP","Alaba","August","2017","38.086143","7.311546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"596","SNNP","Awasa","August","2017","38.474819","7.058624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"597","SNNP","Hagere- Selam ","August","2017","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"598","SNNP","Dilla","August","2017","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"599","SNNP","Yirega-¦ chefie ","August","2017","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"600","SNNP","Welikite","December","2017","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"601","SNNP","Butajira","December","2017","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"602","SNNP","Hosahna","December","2017","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"603","SNNP","Shone","December","2017","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"604","SNNP","Doyugena","December","2017","37.78333","7.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"605","SNNP","Alaba","December","2017","38.086143","7.311546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"606","SNNP","Awasa","December","2017","38.474819","7.058624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.44"
"607","SNNP","Hagere- Selam ","December","2017","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"608","SNNP","Dilla","December","2017","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"609","SNNP","Yirega-¦ chefie ","December","2017","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"610","SNNP","Welikite","February","2018","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"611","SNNP","Butajira","February","2018","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"612","SNNP","Hosahna","February","2018","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"613","SNNP","Shone","February","2018","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"614","SNNP","Doyugena","February","2018","37.78333","7.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"615","SNNP","Alaba","February","2018","38.086143","7.311546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"616","SNNP","Awasa","February","2018","38.474819","7.058624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"617","SNNP","Hagere- Selam ","February","2018","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"618","SNNP","Dilla","February","2018","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"619","SNNP","Yirega-¦ chefie ","February","2018","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-"
