"","Region","Market","Month","Year","Longitude","Latitude","pkg.bar.white","pkg.bar.mixed","pkg.bar.black","pkg.bar.bbeer","pkg.bar.temez","pkg.bar.millw","pkg.bar.millm","pkg.bar.maltb","pkg.bar.allba"
"227","Amhara","Debre- Markos ","November",2016,37.72636868,10.33641293,12.61,NA,NA,NA,16.04,NA,NA,NA,12.61
"228","Amhara","Dembecha","November",2016,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"229","Amhara","Bahir- Dar ","November",2016,37.3815488,11.58416449,12.97,NA,11.66,NA,20.33,NA,NA,15.66,12.97
"230","Amhara","Sekota","November",2016,39.03355257,12.62479803,8.21,7.39,9.4,NA,NA,NA,NA,20.55,8.21
"231","Amhara","Amde Work ","November",2016,38.85815043,12.45920199,9.53,NA,NA,NA,NA,NA,NA,NA,9.53
"232","Amhara","Danigla","November",2016,36.83153176,11.25223153,13.97,NA,NA,NA,NA,NA,NA,15.42,13.97
"233","Amhara","Chagni","November",2016,36.50793596,10.95196565,11.66,NA,8,NA,NA,NA,NA,10.36,11.66
"234","Amhara","Kemise","November",2016,39.85696873,10.71374234,12.3,11.76,11.67,NA,NA,NA,NA,25.02,12.3
"235","Amhara","Bati","November",2016,40.0181327,11.19153266,12.55,NA,NA,NA,NA,30,NA,35.83,12.55
"236","Amhara","Mota","October",2016,37.8807432,11.07475582,25,NA,14.19,NA,17.45,NA,NA,18.95,25
"237","Amhara","Debre- Markos ","October",2016,37.72636868,10.33641293,9.25,NA,NA,NA,14.37,NA,NA,NA,9.25
"238","Amhara","Dembecha","October",2016,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"239","Amhara","Bahir- Dar ","October",2016,37.3815488,11.58416449,12.49,NA,11.32,NA,20.65,NA,NA,16,12.49
"240","Amhara","Sekota","October",2016,39.03355257,12.62479803,9.68,9.25,9.27,NA,NA,NA,NA,20.84,9.68
"241","Amhara","Amde Work ","October",2016,38.85815043,12.45920199,10.3,NA,NA,NA,NA,NA,NA,NA,10.3
"242","Amhara","Danigla","October",2016,36.83153176,11.25223153,14.08,NA,NA,NA,NA,NA,NA,14.31,14.08
"243","Amhara","Chagni","October",2016,36.50793596,10.95196565,11.66,NA,8,NA,NA,NA,NA,10.03,11.66
"244","Amhara","Kemise","October",2016,39.85696873,10.71374234,9.84,10.09,11.18,NA,NA,NA,NA,24.01,9.84
"245","Amhara","Bati","October",2016,40.0181327,11.19153266,11.91,NA,NA,NA,NA,30,NA,37.18,11.91
"246","Amhara","Mota","September",2016,37.8807432,11.07475582,17.54,NA,13.66,NA,16.86,NA,NA,20.42,17.54
"247","Amhara","Debre- Markos ","September",2016,37.72636868,10.33641293,9.12,NA,NA,NA,16.39,NA,NA,NA,9.12
"248","Amhara","Dembecha","September",2016,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"249","Amhara","Bahir- Dar ","September",2016,37.3815488,11.58416449,12.32,NA,11.66,NA,20,NA,NA,16.33,12.32
"250","Amhara","Sekota","September",2016,39.03355257,12.62479803,9.64,8.61,8.23,NA,NA,NA,NA,20.84,9.64
"251","Amhara","Amde Work ","September",2016,38.85815043,12.45920199,10.64,NA,NA,NA,NA,NA,NA,NA,10.64
"252","Amhara","Danigla","September",2016,36.83153176,11.25223153,14.06,NA,NA,NA,NA,NA,NA,14.31,14.06
"253","Amhara","Chagni","September",2016,36.50793596,10.95196565,12,NA,9,NA,NA,NA,NA,9.69,12
"254","Amhara","Kemise","September",2016,39.85696873,10.71374234,10.17,9.84,14.36,NA,NA,NA,NA,24.66,10.17
"255","Amhara","Bati","September",2016,40.0181327,11.19153266,11.97,NA,NA,NA,NA,30,NA,34.9,11.97
"256","Gambella","Gambella","April",2017,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"257","Gambella","Shebo- Kire ","April",2017,NA,NA,15.49,NA,15,NA,NA,50.99,NA,NA,15.49
"258","Gambella","Meti","April",2017,7.233333333,35.31666667,12,NA,10,NA,NA,NA,NA,23.18,12
"259","Gambella","Gambella","June",2017,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"260","Gambella","Shebo- Kire ","June",2017,NA,NA,15.49,NA,15,NA,NA,50,NA,NA,15.49
"261","Gambella","Meti","June",2017,7.233333333,35.31666667,12,NA,10.49,NA,NA,NA,NA,20.92,12
"262","Gambella","Gambella","May",2017,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"263","Gambella","Shebo- Kire ","May",2017,NA,NA,15.49,NA,15,NA,NA,50,NA,NA,15.49
"264","Gambella","Meti","May",2017,7.233333333,35.31666667,12,NA,10.49,NA,NA,NA,NA,20.92,12
"265","Gambella","Gambella","August",2016,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"266","Gambella","Shebo- Kire ","August",2016,NA,NA,17.33,NA,16.33,NA,NA,NA,NA,NA,17.33
"267","Gambella","Meti","August",2016,7.233333333,35.31666667,11,NA,10,NA,NA,NA,NA,22.52,11
"268","Diredawa","Dire Dawa ","August",2016,41.8572763,9.593652332,13.33,NA,10.66,14,NA,NA,NA,26.32,13.33
"269","Diredawa","Melka- Jebdu ","August",2016,41.77420401,9.617496554,11.66,NA,10,NA,NA,NA,NA,30,11.66
"270","Gambella","Gambella","December",2016,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"271","Gambella","Shebo- Kire ","December",2016,NA,NA,15.33,NA,15,NA,NA,48.66,NA,NA,15.33
"272","Gambella","Meti","December",2016,7.233333333,35.31666667,10,NA,9,NA,NA,NA,NA,24.36,10
"273","Diredawa","Dire Dawa ","December",2016,41.8572763,9.593652332,12.49,NA,11,13.33,NA,NA,NA,25.65,12.49
"274","Diredawa","Melka- Jebdu ","December",2016,41.77420401,9.617496554,11,NA,10,NA,NA,NA,NA,30,11
"275","Gambella","Gambella","February",2017,34.58547076,8.249396585,15,15,14.66,NA,NA,NA,NA,NA,15
"276","Gambella","Shebo- Kire ","February",2017,NA,NA,15.33,NA,15,NA,NA,48,NA,NA,15.33
"277","Gambella","Meti","February",2017,7.233333333,35.31666667,12,NA,10,NA,NA,NA,NA,24.41,12
"278","Diredawa","Dire Dawa ","February",2017,41.8572763,9.593652332,12.49,NA,11,13.66,NA,NA,NA,24.66,12.49
"279","Diredawa","Melka- Jebdu ","February",2017,41.77420401,9.617496554,11,NA,10,NA,NA,NA,NA,30,11
"280","Gambella","Gambella","January",2017,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"281","Gambella","Shebo- Kire ","January",2017,NA,NA,16.66,NA,15,NA,NA,NA,NA,NA,16.66
"282","Gambella","Meti","January",2017,7.233333333,35.31666667,10,12,10,NA,NA,NA,NA,12.94,10
"283","Diredawa","Dire Dawa ","January",2017,41.8572763,9.593652332,12.49,NA,10.49,14,NA,NA,NA,24.66,12.49
"284","Diredawa","Melka- Jebdu ","January",2017,41.77420401,9.617496554,11,NA,10,NA,NA,NA,NA,30,11
"285","Gambella","Gambella","July",2016,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"286","Gambella","Shebo- Kire ","July",2016,NA,NA,16,NA,15.98,NA,NA,NA,NA,NA,16
"287","Gambella","Meti","July",2016,7.233333333,35.31666667,11,NA,10,NA,NA,NA,NA,19.5,11
"288","Diredawa","Dire Dawa ","July",2016,41.8572763,9.593652332,13.06,NA,11,13.66,NA,NA,NA,25.99,13.06
"289","Diredawa","Melka- Jebdu ","July",2016,41.77420401,9.617496554,11.49,NA,10,NA,NA,NA,NA,30,11.49
"290","Gambella","Gambella","March",2017,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"291","Gambella","Shebo- Kire ","March",2017,NA,NA,15.33,NA,15,NA,NA,48.66,NA,NA,15.33
"292","Gambella","Meti","March",2017,7.233333333,35.31666667,10,NA,9,NA,NA,NA,NA,16.22,10
"293","Diredawa","Dire Dawa ","March",2017,41.8572763,9.593652332,12.49,NA,10.64,14,NA,NA,NA,25.65,12.49
"294","Diredawa","Melka- Jebdu ","March",2017,41.77420401,9.617496554,11,NA,10,NA,NA,NA,NA,30,11
"295","Gambella","Gambella","November",2016,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"296","Gambella","Shebo- Kire ","November",2016,NA,NA,18,NA,14.98,NA,NA,NA,NA,NA,18
"297","Gambella","Meti","November",2016,7.233333333,35.31666667,11,NA,9.32,NA,NA,NA,NA,25.37,11
"298","Diredawa","Dire Dawa ","November",2016,41.8572763,9.593652332,12.57,NA,11,13.33,NA,NA,NA,24.33,12.57
"299","Diredawa","Melka- Jebdu ","November",2016,41.77420401,9.617496554,11,NA,10,NA,NA,NA,NA,30,11
"300","Gambella","Gambella","October",2016,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"301","Gambella","Shebo- Kire ","October",2016,NA,NA,18.33,NA,17,NA,NA,NA,NA,NA,18.33
"302","Gambella","Meti","October",2016,7.233333333,35.31666667,10,NA,10,NA,NA,NA,NA,23.09,10
"303","Diredawa","Dire Dawa ","October",2016,41.8572763,9.593652332,12.91,NA,11,13.33,NA,NA,NA,26.32,12.91
"304","Diredawa","Melka- Jebdu ","October",2016,41.77420401,9.617496554,11.32,NA,9.32,12,NA,NA,NA,30,11.32
"305","Gambella","Gambella","September",2016,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"306","Gambella","Shebo- Kire ","September",2016,NA,NA,18,NA,16.66,NA,NA,NA,NA,NA,18
"307","Gambella","Meti","September",2016,7.233333333,35.31666667,12,NA,10,NA,NA,NA,NA,23.4,12
"308","Diredawa","Dire Dawa ","September",2016,41.8572763,9.593652332,13.33,NA,11.32,14,NA,NA,NA,25.65,13.33
"309","Diredawa","Melka- Jebdu ","September",2016,41.77420401,9.617496554,11,NA,10,NA,NA,NA,NA,30,11
"310","Oromiya","Ghimbi","April",2017,35.83291974,9.163103789,11.49,10,10,NA,NA,40,24,NA,11.49
"311","Oromiya","Dembi- Dolo ","April",2017,34.79748694,8.530219501,13,11,NA,NA,NA,40,30,NA,13
"312","Oromiya","Shambu","April",2017,37.09431432,9.569809208,7.15,7,NA,NA,NA,NA,NA,NA,7.15
"313","Oromiya","Nekemte","April",2017,36.54851971,9.09042469,11,8,11,NA,NA,40,36,15.85,11
"314","Oromiya","Bedele","April",2017,36.36017384,8.454821965,15,12,10.95,NA,NA,NA,NA,22.22,15
"315","Oromiya","Metu","April",2017,35.58726864,8.300606827,12.49,10,10.95,NA,NA,NA,NA,NA,12.49
"316","Oromiya","Jimma","April",2017,36.84385226,7.672338798,12.49,NA,12.49,NA,NA,NA,NA,19.07,12.49
"317","Oromiya","Agaro","April",2017,36.58627683,7.848002731,11.76,NA,10.59,NA,NA,NA,NA,14.22,11.76
"318","Oromiya","Ambo","April",2017,37.8446066,8.976806527,9.65,9.84,9.46,NA,14.55,NA,NA,NA,9.65
"319","Oromiya","Weliso","April",2017,37.97073066,8.534178897,9.81,10.64,10.21,NA,18.52,NA,NA,18.61,9.81
"320","Oromiya","Ejere","April",2017,39.262249,8.78288,10.26,NA,NA,NA,14.23,NA,NA,NA,10.26
"321","Oromiya","Fiche","April",2017,38.73344116,9.791083661,9.77,8.28,9.25,NA,17.27,NA,NA,13.09,9.77
"322","Oromiya","Ghimbi","August",2016,35.83291974,9.163103789,10.82,9.65,9.32,NA,NA,NA,22,NA,10.82
"323","Oromiya","Dembi- Dolo ","August",2016,34.79748694,8.530219501,12,10,NA,NA,NA,40,25.96,NA,12
"324","Oromiya","Shambu","August",2016,37.09431432,9.569809208,7.02,6.89,6.92,NA,NA,NA,NA,NA,7.02
"325","Oromiya","Nekemte","August",2016,36.54851971,9.09042469,10,8,10,NA,NA,32,30,12.25,10
"326","Oromiya","Bedele","August",2016,36.36017384,8.454821965,13.3,10,10,NA,NA,NA,NA,13.89,13.3
"327","Oromiya","Metu","August",2016,35.58726864,8.300606827,11.66,10.32,10.32,NA,NA,NA,NA,NA,11.66
"328","Oromiya","Jimma","August",2016,36.84385226,7.672338798,12.32,NA,12,NA,NA,NA,NA,NA,12.32
"329","Oromiya","Agaro","August",2016,36.58627683,7.848002731,10.59,NA,10,NA,NA,NA,NA,12.23,10.59
"330","Oromiya","Ambo","August",2016,37.8446066,8.976806527,7.9,7.9,7.9,NA,10.23,NA,NA,NA,7.9
"331","Oromiya","Weliso","August",2016,37.97073066,8.534178897,9.38,9.66,7.79,NA,12.63,NA,NA,19.68,9.38
"332","Oromiya","Ejere","August",2016,39.262249,8.78288,10.85,NA,9.88,NA,12.7,NA,NA,NA,10.85
"333","Oromiya","Fiche","August",2016,38.73344116,9.791083661,9.48,7.57,8.56,NA,15.39,NA,NA,13.86,9.48
"334","Oromiya","Ghimbi","December",2016,35.83291974,9.163103789,10.32,9.65,9.65,NA,NA,40,24,NA,10.32
"335","Oromiya","Dembi- Dolo ","December",2016,34.79748694,8.530219501,14,12,NA,NA,NA,50,35,NA,14
"336","Oromiya","Shambu","December",2016,37.09431432,9.569809208,6.96,5.88,5.96,NA,NA,NA,NA,NA,6.96
"337","Oromiya","Nekemte","December",2016,36.54851971,9.09042469,10,8,9.32,NA,NA,38,32,11.82,10
"338","Oromiya","Bedele","December",2016,36.36017384,8.454821965,13,12,10,NA,NA,NA,NA,16.67,13
"339","Oromiya","Metu","December",2016,35.58726864,8.300606827,12,10,10,NA,NA,NA,NA,NA,12
"340","Oromiya","Jimma","December",2016,36.84385226,7.672338798,12,NA,11.32,NA,NA,NA,NA,NA,12
"341","Oromiya","Agaro","December",2016,36.58627683,7.848002731,11.76,NA,10.59,NA,NA,NA,NA,13.53,11.76
"342","Oromiya","Ambo","December",2016,37.8446066,8.976806527,7.79,9.04,9.04,NA,NA,NA,NA,NA,7.79
"343","Oromiya","Weliso","December",2016,37.97073066,8.534178897,9.38,8.54,8.89,NA,12.9,NA,NA,16.22,9.38
"344","Oromiya","Ejere","December",2016,39.262249,8.78288,8.28,NA,NA,NA,NA,NA,NA,NA,8.28
"345","Oromiya","Fiche","December",2016,38.73344116,9.791083661,8.55,NA,NA,NA,15.14,NA,NA,12.5,8.55
"346","Oromiya","Ghimbi","February",2017,35.83291974,9.163103789,10.83,10,10,NA,NA,40,NA,NA,10.83
"347","Oromiya","Dembi- Dolo ","February",2017,34.79748694,8.530219501,14,12,NA,NA,NA,40,30,NA,14
"348","Oromiya","Shambu","February",2017,37.09431432,9.569809208,6.16,6.18,6.05,NA,NA,NA,NA,NA,6.16
"349","Oromiya","Nekemte","February",2017,36.54851971,9.09042469,10,8,10,NA,NA,40,32,14.39,10
"350","Oromiya","Bedele","February",2017,36.36017384,8.454821965,15,13,10,NA,NA,NA,NA,17.97,15
"351","Oromiya","Metu","February",2017,35.58726864,8.300606827,11.66,10,10,NA,NA,NA,NA,NA,11.66
"352","Oromiya","Jimma","February",2017,36.84385226,7.672338798,12.66,NA,12,NA,NA,NA,NA,NA,12.66
"353","Oromiya","Agaro","February",2017,36.58627683,7.848002731,10.98,NA,10,NA,NA,NA,NA,12.89,10.98
"354","Oromiya","Ambo","February",2017,37.8446066,8.976806527,7.79,9.04,8,NA,9.71,NA,NA,NA,7.79
"355","Oromiya","Weliso","February",2017,37.97073066,8.534178897,9.87,8.77,8.22,NA,11.89,NA,NA,18.82,9.87
"356","Oromiya","Ejere","February",2017,39.262249,8.78288,8.83,NA,NA,NA,12.33,NA,NA,NA,8.83
"357","Oromiya","Fiche","February",2017,38.73344116,9.791083661,9.58,7.94,8.68,NA,12.83,NA,NA,12.5,9.58
"358","Oromiya","Ghimbi","January",2017,35.83291974,9.163103789,11.32,10,10,NA,NA,24,NA,NA,11.32
"359","Oromiya","Dembi- Dolo ","January",2017,34.79748694,8.530219501,14,12,NA,NA,NA,50,45,NA,14
"360","Oromiya","Shambu","January",2017,37.09431432,9.569809208,7.29,6.18,6.07,NA,NA,NA,NA,NA,7.29
"361","Oromiya","Nekemte","January",2017,36.54851971,9.09042469,9,7,9,NA,NA,32,30,14.96,9
"362","Oromiya","Bedele","January",2017,36.36017384,8.454821965,14.33,10,10.63,NA,NA,NA,NA,17.86,14.33
"363","Oromiya","Metu","January",2017,35.58726864,8.300606827,12,10,10,NA,NA,NA,NA,NA,12
"364","Oromiya","Jimma","January",2017,36.84385226,7.672338798,12,NA,12,NA,NA,NA,NA,NA,12
"365","Oromiya","Agaro","January",2017,36.58627683,7.848002731,11.76,NA,11.76,NA,NA,NA,NA,13.75,11.76
"366","Oromiya","Ambo","January",2017,37.8446066,8.976806527,7.79,9.04,9.04,NA,NA,NA,NA,NA,7.79
"367","Oromiya","Weliso","January",2017,37.97073066,8.534178897,9.38,8.54,8.89,NA,12.9,NA,NA,16.22,9.38
"368","Oromiya","Ejere","January",2017,39.262249,8.78288,8.28,NA,NA,NA,NA,NA,NA,NA,8.28
"369","Oromiya","Fiche","January",2017,38.73344116,9.791083661,8.55,NA,NA,NA,15.14,NA,NA,12.5,8.55
"370","Oromiya","Ghimbi","July",2016,35.83291974,9.163103789,11.16,10,9.65,NA,NA,40,21.31,NA,11.16
"371","Oromiya","Dembi- Dolo ","July",2016,34.79748694,8.530219501,12,10,NA,NA,NA,NA,40,NA,12
"372","Oromiya","Shambu","July",2016,37.09431432,9.569809208,7.05,5.93,5.85,NA,NA,NA,NA,NA,7.05
"373","Oromiya","Nekemte","July",2016,36.54851971,9.09042469,10,8,9.32,NA,NA,40,36.65,12.07,10
"374","Oromiya","Bedele","July",2016,36.36017384,8.454821965,15.33,12,10,NA,NA,NA,NA,14.16,15.33
"375","Oromiya","Metu","July",2016,35.58726864,8.300606827,12,10.32,10,NA,NA,NA,NA,NA,12
"376","Oromiya","Jimma","July",2016,36.84385226,7.672338798,13,NA,12,NA,NA,NA,NA,NA,13
"377","Oromiya","Agaro","July",2016,36.58627683,7.848002731,11.76,NA,10,NA,NA,NA,NA,12.7,11.76
"378","Oromiya","Ambo","July",2016,37.8446066,8.976806527,7.79,7.79,9.24,NA,13.95,NA,NA,NA,7.79
"379","Oromiya","Weliso","July",2016,37.97073066,8.534178897,8.33,7.79,8.22,NA,10.86,NA,NA,16.91,8.33
"380","Oromiya","Ejere","July",2016,39.262249,8.78288,10.95,NA,9.42,NA,12.04,NA,NA,NA,10.95
"381","Oromiya","Fiche","July",2016,38.73344116,9.791083661,9.42,7.26,9.38,NA,16.98,NA,NA,16.28,9.42
"382","Oromiya","Ghimbi","June",2017,35.83291974,9.163103789,12.49,12,10,NA,NA,40,26.98,NA,12.49
"383","Oromiya","Dembi- Dolo ","June",2017,34.79748694,8.530219501,14,12,NA,NA,NA,40,30,NA,14
"384","Oromiya","Shambu","June",2017,37.09431432,9.569809208,7,6,NA,NA,NA,NA,NA,NA,7
"385","Oromiya","Nekemte","June",2017,36.54851971,9.09042469,12,10,12,NA,NA,40,36,15.06,12
"386","Oromiya","Bedele","June",2017,36.36017384,8.454821965,15,13,10.95,NA,NA,NA,NA,17.86,15
"387","Oromiya","Metu","June",2017,35.58726864,8.300606827,13,10,12.49,NA,NA,NA,NA,NA,13
"388","Oromiya","Jimma","June",2017,36.84385226,7.672338798,13,NA,13,NA,NA,NA,NA,19.07,13
"389","Oromiya","Agaro","June",2017,36.58627683,7.848002731,13,NA,11.18,NA,NA,NA,NA,14.04,13
"390","Oromiya","Ambo","June",2017,37.8446066,8.976806527,10.47,10.47,10.47,NA,NA,NA,NA,NA,10.47
"391","Oromiya","Weliso","June",2017,37.97073066,8.534178897,11.4,NA,11.64,NA,19.69,NA,NA,19.52,11.4
"392","Oromiya","Ejere","June",2017,39.262249,8.78288,10.81,NA,NA,NA,16.24,NA,NA,NA,10.81
"393","Oromiya","Fiche","June",2017,38.73344116,9.791083661,9.82,8.85,9.42,NA,16.06,NA,NA,12.55,9.82
"394","Oromiya","Ghimbi","March",2017,35.83291974,9.163103789,10.75,10,10,NA,NA,40,24,NA,10.75
"395","Oromiya","Dembi- Dolo ","March",2017,34.79748694,8.530219501,13.66,11.66,NA,NA,NA,50,35,NA,13.66
"396","Oromiya","Shambu","March",2017,37.09431432,9.569809208,7.23,7.17,7.11,NA,NA,NA,NA,NA,7.23
"397","Oromiya","Nekemte","March",2017,36.54851971,9.09042469,10,10,10,NA,NA,35.33,34,14.05,10
"398","Oromiya","Bedele","March",2017,36.36017384,8.454821965,15,10.63,10,NA,NA,NA,NA,17.97,15
"399","Oromiya","Metu","March",2017,35.58726864,8.300606827,12,10.32,10,NA,NA,NA,NA,NA,12
"400","Oromiya","Jimma","March",2017,36.84385226,7.672338798,12.32,NA,12,NA,NA,NA,NA,NA,12.32
"401","Oromiya","Agaro","March",2017,36.58627683,7.848002731,10.59,NA,10.59,NA,NA,NA,NA,13.25,10.59
"402","Oromiya","Ambo","March",2017,37.8446066,8.976806527,9.71,9.59,9.71,NA,12.5,NA,NA,NA,9.71
"403","Oromiya","Weliso","March",2017,37.97073066,8.534178897,9.5,8.77,8.11,NA,13.04,NA,NA,19.06,9.5
"404","Oromiya","Ejere","March",2017,39.262249,8.78288,8.77,NA,NA,NA,12.65,NA,NA,NA,8.77
"405","Oromiya","Fiche","March",2017,38.73344116,9.791083661,9.58,7.74,8.54,NA,14.14,NA,NA,12.36,9.58
"406","Oromiya","Ghimbi","May",2017,35.83291974,9.163103789,12.49,12,10,NA,NA,40,26.98,NA,12.49
"407","Oromiya","Dembi- Dolo ","May",2017,34.79748694,8.530219501,14,12,NA,NA,NA,40,30,NA,14
"408","Oromiya","Shambu","May",2017,37.09431432,9.569809208,7,6,NA,NA,NA,NA,NA,NA,7
"409","Oromiya","Nekemte","May",2017,36.54851971,9.09042469,12,10,12,NA,NA,40,36,15.06,12
"410","Oromiya","Bedele","May",2017,36.36017384,8.454821965,15,13,10.95,NA,NA,NA,NA,17.86,15
"411","Oromiya","Metu","May",2017,35.58726864,8.300606827,13,10,12.49,NA,NA,NA,NA,NA,13
"412","Oromiya","Jimma","May",2017,36.84385226,7.672338798,13,NA,13,NA,NA,NA,NA,19.07,13
"413","Oromiya","Agaro","May",2017,36.58627683,7.848002731,13,NA,11.18,NA,NA,NA,NA,14.04,13
"414","Oromiya","Ambo","May",2017,37.8446066,8.976806527,10.47,10.47,10.47,NA,NA,NA,NA,NA,10.47
"415","Oromiya","Weliso","May",2017,37.97073066,8.534178897,11.4,NA,11.64,NA,19.69,NA,NA,19.52,11.4
"416","Oromiya","Ejere","May",2017,39.262249,8.78288,10.81,NA,NA,NA,16.24,NA,NA,NA,10.81
"417","Oromiya","Fiche","May",2017,38.73344116,9.791083661,9.82,8.85,9.42,NA,16.06,NA,NA,12.55,9.82
"418","Oromiya","Ghimbi","November",2016,35.83291974,9.163103789,10.66,10,10,NA,NA,NA,22,NA,10.66
"419","Oromiya","Dembi- Dolo ","November",2016,34.79748694,8.530219501,13.33,11.66,NA,NA,NA,50,35,NA,13.33
"420","Oromiya","Shambu","November",2016,37.09431432,9.569809208,6.96,6.95,6.91,NA,NA,NA,NA,NA,6.96
"421","Oromiya","Nekemte","November",2016,36.54851971,9.09042469,10,7.65,9.65,NA,NA,32,28,NA,10
"422","Oromiya","Bedele","November",2016,36.36017384,8.454821965,14.66,12,9,NA,NA,NA,NA,16.99,14.66
"423","Oromiya","Metu","November",2016,35.58726864,8.300606827,12.66,11.32,11,NA,NA,NA,NA,NA,12.66
"424","Oromiya","Jimma","November",2016,36.84385226,7.672338798,12,NA,10,NA,NA,NA,NA,NA,12
"425","Oromiya","Agaro","November",2016,36.58627683,7.848002731,10.59,NA,10.59,NA,NA,NA,NA,13.42,10.59
"426","Oromiya","Ambo","November",2016,37.8446066,8.976806527,7.9,8.11,7.79,NA,10.11,NA,NA,NA,7.9
"427","Oromiya","Weliso","November",2016,37.97073066,8.534178897,8.89,7.79,8.11,NA,13.48,NA,NA,18.19,8.89
"428","Oromiya","Ejere","November",2016,39.262249,8.78288,10.51,NA,NA,NA,NA,NA,NA,NA,10.51
"429","Oromiya","Fiche","November",2016,38.73344116,9.791083661,8.91,7.99,9.41,NA,14.24,NA,NA,12.81,8.91
"430","Oromiya","Ghimbi","October",2016,35.83291974,9.163103789,11,9.32,10,NA,NA,40,22,NA,11
"431","Oromiya","Dembi- Dolo ","October",2016,34.79748694,8.530219501,14,11.32,NA,NA,NA,50,40.66,NA,14
"432","Oromiya","Shambu","October",2016,37.09431432,9.569809208,6.35,6.36,NA,NA,NA,NA,NA,NA,6.35
"433","Oromiya","Nekemte","October",2016,36.54851971,9.09042469,11,8,10,NA,NA,40,36,14.68,11
"434","Oromiya","Bedele","October",2016,36.36017384,8.454821965,13.3,12.5,10,NA,NA,NA,NA,13.89,13.3
"435","Oromiya","Metu","October",2016,35.58726864,8.300606827,12,10,11,NA,NA,NA,NA,NA,12
"436","Oromiya","Jimma","October",2016,36.84385226,7.672338798,12.32,NA,12,NA,NA,NA,NA,NA,12.32
"437","Oromiya","Agaro","October",2016,36.58627683,7.848002731,11.36,NA,10.59,NA,NA,NA,NA,12.7,11.36
"438","Oromiya","Ambo","October",2016,37.8446066,8.976806527,8.81,7.79,7.79,NA,12.42,NA,NA,NA,8.81
"439","Oromiya","Weliso","October",2016,37.97073066,8.534178897,9.04,8.22,8.33,NA,17.87,NA,NA,21.07,9.04
"440","Oromiya","Ejere","October",2016,39.262249,8.78288,9.13,NA,NA,NA,11.11,NA,NA,NA,9.13
"441","Oromiya","Fiche","October",2016,38.73344116,9.791083661,8.64,7.68,8.23,NA,15.61,NA,NA,12.89,8.64
"442","Oromiya","Ghimbi","September",2016,35.83291974,9.163103789,11.16,10,10,NA,NA,40,22,NA,11.16
"443","Oromiya","Dembi- Dolo ","September",2016,34.79748694,8.530219501,16,13,NA,NA,NA,44.4,38.26,NA,16
"444","Oromiya","Shambu","September",2016,37.09431432,9.569809208,6.96,6.94,6.9,NA,NA,NA,NA,NA,6.96
"445","Oromiya","Nekemte","September",2016,36.54851971,9.09042469,11,8,10,NA,NA,40,36.65,14.68,11
"446","Oromiya","Bedele","September",2016,36.36017384,8.454821965,14,12,10,NA,NA,NA,NA,11.22,14
"447","Oromiya","Metu","September",2016,35.58726864,8.300606827,11.29,10,10,NA,NA,NA,NA,NA,11.29
"448","Oromiya","Jimma","September",2016,36.84385226,7.672338798,13,NA,12,NA,NA,NA,NA,NA,13
"449","Oromiya","Agaro","September",2016,36.58627683,7.848002731,12,NA,11,NA,NA,NA,NA,13.31,12
"450","Oromiya","Ambo","September",2016,37.8446066,8.976806527,7.79,7.9,3.8,NA,13.64,NA,NA,NA,7.79
"451","Oromiya","Weliso","September",2016,37.97073066,8.534178897,7.06,7.7,8.11,NA,12.77,NA,NA,18.19,7.06
"452","Oromiya","Ejere","September",2016,39.262249,8.78288,10.41,NA,9.44,NA,NA,NA,NA,NA,10.41
"453","Oromiya","Fiche","September",2016,38.73344116,9.791083661,9.21,8.75,8.59,NA,17,NA,NA,13.64,9.21
"454","Oromiya","Adama","April",2017,39.26941988,8.535362997,12,11,11,12,15,20,NA,14.49,12
"455","Oromiya","Shashe- Mene ","April",2017,38.608142,7.205388,9,10,10,12,NA,NA,NA,15,9
"456","Oromiya","Diksise","April",2017,39.55824,8.059179,8.7,7.17,7.17,9.28,NA,NA,NA,NA,8.7
"457","Oromiya","Asella","April",2017,39.12972322,7.949589951,9.75,8.49,8.49,8.15,NA,NA,NA,16.45,9.75
"458","Oromiya","Asebe- Teferi ","April",2017,40.86319806,9.072493603,14,10,10.49,14,NA,NA,NA,38.92,14
"459","Oromiya","Bedessa","April",2017,40.77378712,8.902011546,13,NA,NA,NA,NA,NA,NA,NA,13
"460","Oromiya","Haromaya","April",2017,42.01641123,9.379383214,14,NA,NA,45.83,NA,NA,NA,NA,14
