"","Region","Market","Month","Year","Longitude","Latitude","pkg.bar.white","pkg.bar.mixed","pkg.bar.black","pkg.bar.bbeer","pkg.bar.temez","pkg.bar.millw","pkg.bar.millm","pkg.bar.maltb","pkg.bar.allba"
"48","Amhara","Esete","February",2017,37.88657423,10.92298692,9.67,9.67,7.85,11.08,NA,NA,NA,11.49,9.67
"49","Amhara","Debre- Tabor ","February",2017,38.00833967,11.84769551,NA,10.52,10.14,NA,16.33,NA,NA,18.3,10.52
"50","Amhara","Kobo","February",2017,39.63127424,12.16406542,11.57,NA,18.58,NA,NA,NA,NA,11.07,11.57
"51","Amhara","Weldiya","February",2017,39.6014117,11.82360232,13.87,9.42,10.53,NA,16.14,NA,NA,20.34,13.87
"52","Amhara","Kombolcha","February",2017,39.73724188,11.07807805,11.59,9.42,9.51,NA,34.11,NA,NA,NA,11.59
"53","Amhara","Dessie","February",2017,39.63548793,11.11703902,8.59,NA,7.38,NA,NA,NA,NA,15.63,8.59
"54","Amhara","Shewa- Robit ","February",2017,39.90269733,10.00580856,10.09,NA,10.02,11.74,27.73,NA,NA,12.1,10.09
"55","Amhara","Debre-¦","February",2017,39.52890047,9.67650294,7.66,7.16,NA,11,NA,NA,NA,18.02,7.66
"56","Amhara","Chuahit","January",2017,39.311961,10.643157,NA,5.5,NA,NA,NA,NA,NA,13.57,5.5
"57","Amhara","Gondar","January",2017,37.46149667,12.59878688,11.5,NA,NA,NA,17.33,NA,NA,NA,11.5
"58","Amhara","Esete","January",2017,37.88657423,10.92298692,8.52,8.32,7.3,9.3,17.27,NA,NA,13.75,8.52
"59","Amhara","Debre- Tabor ","January",2017,38.00833967,11.84769551,NA,11.88,10.53,17.37,16.47,NA,NA,14,11.88
"60","Amhara","Kobo","January",2017,39.63127424,12.16406542,10.56,NA,NA,NA,NA,NA,NA,18.39,10.56
"61","Amhara","Weldiya","January",2017,39.6014117,11.82360232,12.49,9.73,9.09,NA,14.97,NA,NA,16.64,12.49
"62","Amhara","Kombolcha","January",2017,39.73724188,11.07807805,12.5,9.52,9.75,NA,33.74,NA,NA,NA,12.5
"63","Amhara","Dessie","January",2017,39.63548793,11.11703902,8,NA,6.4,NA,NA,NA,NA,15.47,8
"64","Amhara","Shewa- Robit ","January",2017,39.90269733,10.00580856,10.26,NA,NA,11.73,NA,NA,NA,11.78,10.26
"65","Amhara","Debre-¦","January",2017,39.52890047,9.67650294,8,7.16,NA,11,NA,NA,NA,15.67,8
"66","Amhara","Chuahit","July",2016,39.311961,10.643157,NA,7.33,NA,NA,NA,NA,NA,NA,7.33
"67","Amhara","Gondar","July",2016,37.46149667,12.59878688,11,NA,NA,NA,16,NA,NA,NA,11
"68","Amhara","Esete","July",2016,37.88657423,10.92298692,NA,6.68,5.93,9.92,16.62,NA,NA,10.17,6.68
"69","Amhara","Debre- Tabor ","July",2016,38.00833967,11.84769551,NA,6.77,7.79,13.19,17.17,NA,NA,14.13,6.77
"70","Amhara","Kobo","July",2016,39.63127424,12.16406542,10.17,9.78,NA,NA,NA,NA,NA,20.09,10.17
"71","Amhara","Weldiya","July",2016,39.6014117,11.82360232,14.71,10.66,8.97,NA,11.37,NA,NA,17.52,14.71
"72","Amhara","Kombolcha","July",2016,39.73724188,11.07807805,13.11,11.03,9.54,NA,NA,NA,NA,40.4,13.11
"73","Amhara","Dessie","July",2016,39.63548793,11.11703902,8.68,8.26,NA,NA,NA,NA,NA,15.84,8.68
"74","Amhara","Shewa- Robit ","July",2016,39.90269733,10.00580856,10.14,NA,10.13,11.93,NA,NA,NA,12.31,10.14
"75","Amhara","Debre-¦","July",2016,39.52890047,9.67650294,7.66,5.66,NA,10,NA,NA,NA,15.38,7.66
"76","Amhara","Chuahit","June",2017,39.311961,10.643157,NA,10.49,NA,NA,NA,NA,NA,14.31,10.49
"77","Amhara","Gondar","June",2017,37.46149667,12.59878688,12.5,NA,NA,NA,18.25,NA,NA,NA,12.5
"78","Amhara","Esete","June",2017,37.88657423,10.92298692,10.4,10.38,9.51,10.85,18.6,NA,NA,11.91,10.4
"79","Amhara","Debre- Tabor ","June",2017,38.00833967,11.84769551,NA,12.42,13.26,12.76,17.35,NA,NA,13.9,12.42
"80","Amhara","Kobo","June",2017,39.63127424,12.16406542,12.19,NA,NA,NA,NA,NA,NA,21.59,12.19
"81","Amhara","Weldiya","June",2017,39.6014117,11.82360232,14.14,9.57,10.81,NA,19.67,NA,NA,20.25,14.14
"82","Amhara","Kombolcha","June",2017,39.73724188,11.07807805,13,10,10,NA,32.73,NA,NA,NA,13
"83","Amhara","Dessie","June",2017,39.63548793,11.11703902,7,NA,6.24,NA,NA,NA,NA,18.46,7
"84","Amhara","Shewa- Robit ","June",2017,39.90269733,10.00580856,12.74,NA,12.16,13.21,NA,NA,NA,16.01,12.74
"85","Amhara","Debre-¦","June",2017,39.52890047,9.67650294,NA,9,NA,NA,NA,NA,NA,33.56,9
"86","Amhara","Chuahit","March",2017,39.311961,10.643157,NA,8.83,NA,NA,NA,NA,NA,14.37,8.83
"87","Amhara","Gondar","March",2017,37.46149667,12.59878688,11.33,NA,NA,NA,16.66,NA,NA,NA,11.33
"88","Amhara","Esete","March",2017,37.88657423,10.92298692,9.52,9.49,8.13,12.96,20.34,NA,NA,10.69,9.52
"89","Amhara","Debre- Tabor ","March",2017,38.00833967,11.84769551,10.25,11.02,11.23,17.04,16.34,NA,NA,11.54,10.25
"90","Amhara","Kobo","March",2017,39.63127424,12.16406542,11.46,NA,NA,NA,NA,NA,NA,16.44,11.46
"91","Amhara","Weldiya","March",2017,39.6014117,11.82360232,12.81,9.72,9.52,NA,16.14,NA,NA,20.34,12.81
"92","Amhara","Kombolcha","March",2017,39.73724188,11.07807805,10.97,8.97,8.63,NA,32.2,NA,NA,NA,10.97
"93","Amhara","Dessie","March",2017,39.63548793,11.11703902,8.78,NA,8.22,NA,NA,NA,NA,15.63,8.78
"94","Amhara","Shewa- Robit ","March",2017,39.90269733,10.00580856,9.88,NA,10.36,12.02,33.56,NA,NA,12.92,9.88
"95","Amhara","Debre-¦","March",2017,39.52890047,9.67650294,8,7.83,NA,10.32,NA,NA,NA,15.67,8
"96","Amhara","Chuahit","May",2017,39.311961,10.643157,NA,10.49,NA,NA,NA,NA,NA,14.31,10.49
"97","Amhara","Gondar","May",2017,37.46149667,12.59878688,12.5,NA,NA,NA,18.25,NA,NA,NA,12.5
"98","Amhara","Esete","May",2017,37.88657423,10.92298692,10.4,10.38,9.51,10.85,18.6,NA,NA,11.91,10.4
"99","Amhara","Debre- Tabor ","May",2017,38.00833967,11.84769551,NA,12.42,13.26,12.76,17.35,NA,NA,13.9,12.42
"100","Amhara","Kobo","May",2017,39.63127424,12.16406542,12.19,NA,NA,NA,NA,NA,NA,21.59,12.19
"101","Amhara","Weldiya","May",2017,39.6014117,11.82360232,14.14,9.57,10.81,NA,19.67,NA,NA,20.25,14.14
"102","Amhara","Kombolcha","May",2017,39.73724188,11.07807805,13,10,10,NA,32.73,NA,NA,NA,13
"103","Amhara","Dessie","May",2017,39.63548793,11.11703902,7,NA,6.24,NA,NA,NA,NA,18.46,7
"104","Amhara","Shewa- Robit ","May",2017,39.90269733,10.00580856,12.74,NA,12.16,13.21,NA,NA,NA,16.01,12.74
"105","Amhara","Debre-¦","May",2017,39.52890047,9.67650294,NA,9,NA,NA,NA,NA,NA,33.56,9
"106","Amhara","Chuahit","November",2016,39.311961,10.643157,NA,NA,NA,NA,NA,NA,NA,11.58,NA
"107","Amhara","Gondar","November",2016,37.46149667,12.59878688,11.16,NA,NA,NA,15.33,NA,NA,NA,11.16
"108","Amhara","Esete","November",2016,37.88657423,10.92298692,7.87,7.75,6.72,9.47,15.47,NA,NA,10.44,7.87
"109","Amhara","Debre- Tabor ","November",2016,38.00833967,11.84769551,NA,10.14,9.99,NA,15.66,NA,NA,18.44,10.14
"110","Amhara","Kobo","November",2016,39.63127424,12.16406542,9.75,9.69,NA,NA,NA,NA,NA,18.16,9.75
"111","Amhara","Weldiya","November",2016,39.6014117,11.82360232,12.32,9.59,7.91,NA,11.61,NA,NA,20.67,12.32
"112","Amhara","Kombolcha","November",2016,39.73724188,11.07807805,12.32,9.76,8.89,NA,35.3,NA,NA,40.4,12.32
"113","Amhara","Dessie","November",2016,39.63548793,11.11703902,6.6,NA,6.58,NA,22.86,NA,NA,13.94,6.6
"114","Amhara","Shewa- Robit ","November",2016,39.90269733,10.00580856,9.21,NA,9.09,12.05,27.13,NA,NA,14.01,9.21
"115","Amhara","Debre-¦","November",2016,39.52890047,9.67650294,7.83,5.65,NA,10,NA,NA,NA,15.19,7.83
"116","Amhara","Chuahit","October",2016,39.311961,10.643157,NA,NA,NA,NA,NA,NA,NA,12.15,NA
"117","Amhara","Gondar","October",2016,37.46149667,12.59878688,11,NA,NA,NA,17.33,NA,NA,14,11
"118","Amhara","Esete","October",2016,37.88657423,10.92298692,7.65,7.62,6.89,9.57,14.31,NA,NA,10.4,7.65
"119","Amhara","Debre- Tabor ","October",2016,38.00833967,11.84769551,NA,7.54,10.04,12.97,16.16,NA,NA,11.29,7.54
"120","Amhara","Kobo","October",2016,39.63127424,12.16406542,9.67,NA,NA,NA,NA,NA,NA,15.98,9.67
"121","Amhara","Weldiya","October",2016,39.6014117,11.82360232,12.79,9.4,9,NA,15.76,NA,NA,16.64,12.79
"122","Amhara","Kombolcha","October",2016,39.73724188,11.07807805,12.11,9.3,9.49,NA,NA,NA,NA,41.23,12.11
"123","Amhara","Dessie","October",2016,39.63548793,11.11703902,9.05,8.11,NA,NA,19.77,NA,NA,16.52,9.05
"124","Amhara","Shewa- Robit ","October",2016,39.90269733,10.00580856,11.41,NA,11.6,12.38,27.35,NA,NA,12.99,11.41
"125","Amhara","Debre-¦","October",2016,39.52890047,9.67650294,7.33,6,NA,10.49,NA,NA,NA,15.27,7.33
"126","Amhara","Chuahit","September",2016,39.311961,10.643157,NA,NA,NA,NA,NA,NA,NA,13.66,NA
"127","Amhara","Gondar","September",2016,37.46149667,12.59878688,11.83,NA,NA,NA,16.83,NA,NA,16.33,11.83
"128","Amhara","Esete","September",2016,37.88657423,10.92298692,7.53,7.66,12.96,10.7,16.06,NA,NA,10.11,7.53
"129","Amhara","Debre- Tabor ","September",2016,38.00833967,11.84769551,NA,8.5,8.37,9.04,17.18,NA,NA,12.23,8.5
"130","Amhara","Kobo","September",2016,39.63127424,12.16406542,9.55,10.49,NA,NA,NA,NA,NA,19.15,9.55
"131","Amhara","Weldiya","September",2016,39.6014117,11.82360232,12.45,9.93,8,NA,16.27,NA,NA,15.81,12.45
"132","Amhara","Kombolcha","September",2016,39.73724188,11.07807805,12.35,9.2,9.08,NA,34.92,NA,NA,NA,12.35
"133","Amhara","Dessie","September",2016,39.63548793,11.11703902,10.62,9.61,NA,NA,22.88,NA,NA,14.53,10.62
"134","Amhara","Shewa- Robit ","September",2016,39.90269733,10.00580856,9.74,NA,9.79,11.79,25.02,NA,NA,12.98,9.74
"135","Amhara","Debre-¦","September",2016,39.52890047,9.67650294,7.33,NA,7,10,NA,NA,NA,15.51,7.33
"136","Amhara","Mota","April",2017,37.8807432,11.07475582,NA,NA,12.5,NA,20,NA,NA,22.43,12.5
"137","Amhara","Debre- Markos ","April",2017,37.72636868,10.33641293,10.68,NA,NA,NA,NA,NA,NA,NA,10.68
"138","Amhara","Dembecha","April",2017,37.48251554,10.56669266,15,NA,NA,NA,NA,NA,NA,NA,15
"139","Amhara","Bahir- Dar ","April",2017,37.3815488,11.58416449,12.49,NA,11.49,NA,22.49,NA,NA,16.49,12.49
"140","Amhara","Sekota","April",2017,39.03355257,12.62479803,10,9.34,9.58,NA,NA,NA,NA,17.87,10
"141","Amhara","Amde Work ","April",2017,38.85815043,12.45920199,12.37,11.88,NA,NA,NA,NA,NA,NA,12.37
"142","Amhara","Danigla","April",2017,36.83153176,11.25223153,12.21,NA,NA,NA,NA,NA,NA,14.82,12.21
"143","Amhara","Chagni","April",2017,36.50793596,10.95196565,12,NA,10,NA,NA,NA,NA,9.53,12
"144","Amhara","Kemise","April",2017,39.85696873,10.71374234,13.11,11.59,NA,NA,NA,NA,NA,29.7,13.11
"145","Amhara","Bati","April",2017,40.0181327,11.19153266,12.14,NA,NA,NA,NA,NA,NA,41.68,12.14
"146","Amhara","Mota","August",2016,37.8807432,11.07475582,18.64,NA,14.38,NA,16.86,NA,NA,NA,18.64
"147","Amhara","Debre- Markos ","August",2016,37.72636868,10.33641293,9.07,NA,NA,NA,14.67,NA,NA,NA,9.07
"148","Amhara","Dembecha","August",2016,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"149","Amhara","Bahir- Dar ","August",2016,37.3815488,11.58416449,13.3,NA,12.32,NA,20,NA,NA,16.66,13.3
"150","Amhara","Sekota","August",2016,39.03355257,12.62479803,10.25,9.9,9.53,NA,NA,NA,NA,18.71,10.25
"151","Amhara","Amde Work ","August",2016,38.85815043,12.45920199,10.87,NA,NA,NA,NA,NA,NA,NA,10.87
"152","Amhara","Danigla","August",2016,36.83153176,11.25223153,14.31,NA,NA,NA,NA,NA,NA,15.42,14.31
"153","Amhara","Chagni","August",2016,36.50793596,10.95196565,12,NA,9,NA,NA,NA,NA,10.73,12
"154","Amhara","Kemise","August",2016,39.85696873,10.71374234,11.47,10.4,10.73,NA,NA,NA,NA,23.54,11.47
"155","Amhara","Bati","August",2016,40.0181327,11.19153266,11.85,NA,NA,NA,NA,30,NA,35.5,11.85
"156","Amhara","Mota","December",2016,37.8807432,11.07475582,20.93,NA,14.58,NA,21.18,NA,NA,NA,20.93
"157","Amhara","Debre- Markos ","December",2016,37.72636868,10.33641293,12.44,NA,NA,NA,15.17,NA,NA,NA,12.44
"158","Amhara","Dembecha","December",2016,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"159","Amhara","Bahir- Dar ","December",2016,37.3815488,11.58416449,13.16,NA,11,NA,20,NA,NA,16.33,13.16
"160","Amhara","Sekota","December",2016,39.03355257,12.62479803,8.14,8.05,9.28,NA,NA,NA,NA,10.79,8.14
"161","Amhara","Amde Work ","December",2016,38.85815043,12.45920199,9.65,NA,NA,NA,NA,NA,NA,NA,9.65
"162","Amhara","Danigla","December",2016,36.83153176,11.25223153,16.44,NA,NA,NA,NA,NA,NA,14.31,16.44
"163","Amhara","Chagni","December",2016,36.50793596,10.95196565,12,NA,8,NA,NA,NA,NA,9.69,12
"164","Amhara","Kemise","December",2016,39.85696873,10.71374234,11.28,10.36,11.39,NA,NA,NA,NA,24.69,11.28
"165","Amhara","Bati","December",2016,40.0181327,11.19153266,11.01,NA,NA,NA,NA,30,NA,NA,11.01
"166","Amhara","Mota","February",2017,37.8807432,11.07475582,20.83,NA,13.82,NA,20.32,NA,NA,16.66,20.83
"167","Amhara","Debre- Markos ","February",2017,37.72636868,10.33641293,9.91,NA,NA,NA,13.61,NA,NA,NA,9.91
"168","Amhara","Dembecha","February",2017,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"169","Amhara","Bahir- Dar ","February",2017,37.3815488,11.58416449,12.32,NA,11.66,NA,21.33,NA,NA,16.66,12.32
"170","Amhara","Sekota","February",2017,39.03355257,12.62479803,8.59,8.69,9.28,NA,NA,NA,NA,20.98,8.59
"171","Amhara","Amde Work ","February",2017,38.85815043,12.45920199,10.38,10.08,NA,NA,NA,NA,NA,NA,10.38
"172","Amhara","Danigla","February",2017,36.83153176,11.25223153,12.12,NA,NA,NA,NA,NA,NA,14.31,12.12
"173","Amhara","Chagni","February",2017,36.50793596,10.95196565,12,NA,8.16,NA,NA,NA,NA,10.73,12
"174","Amhara","Kemise","February",2017,39.85696873,10.71374234,11.06,11.47,11.34,NA,NA,NA,NA,23.54,11.06
"175","Amhara","Bati","February",2017,40.0181327,11.19153266,11.61,NA,NA,NA,NA,30,NA,36.79,11.61
"176","Amhara","Mota","January",2017,37.8807432,11.07475582,20.55,NA,13.82,NA,20.7,NA,NA,8.57,20.55
"177","Amhara","Debre- Markos ","January",2017,37.72636868,10.33641293,9.73,NA,NA,NA,NA,NA,NA,NA,9.73
"178","Amhara","Dembecha","January",2017,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"179","Amhara","Bahir- Dar ","January",2017,37.3815488,11.58416449,12.32,NA,11.66,NA,20,NA,NA,15.66,12.32
"180","Amhara","Sekota","January",2017,39.03355257,12.62479803,9.08,8.97,8.79,NA,NA,NA,NA,21.43,9.08
"181","Amhara","Amde Work ","January",2017,38.85815043,12.45920199,10.81,NA,NA,NA,NA,NA,NA,NA,10.81
"182","Amhara","Danigla","January",2017,36.83153176,11.25223153,12.7,NA,NA,NA,NA,NA,NA,12.51,12.7
"183","Amhara","Chagni","January",2017,36.50793596,10.95196565,12,NA,8,NA,NA,NA,NA,9.11,12
"184","Amhara","Kemise","January",2017,39.85696873,10.71374234,12.35,11.74,11.5,NA,NA,NA,NA,25.39,12.35
"185","Amhara","Bati","January",2017,40.0181327,11.19153266,11.37,NA,NA,NA,NA,30,NA,NA,11.37
"186","Amhara","Mota","July",2016,37.8807432,11.07475582,20.83,NA,15.04,NA,16.49,NA,NA,15.53,20.83
"187","Amhara","Debre- Markos ","July",2016,37.72636868,10.33641293,11.62,NA,NA,NA,14.19,NA,NA,NA,11.62
"188","Amhara","Dembecha","July",2016,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"189","Amhara","Bahir- Dar ","July",2016,37.3815488,11.58416449,13.33,NA,10.66,NA,20.33,NA,NA,16.33,13.33
"190","Amhara","Sekota","July",2016,39.03355257,12.62479803,10.85,10.8,10.31,NA,NA,NA,NA,15.35,10.85
"191","Amhara","Amde Work ","July",2016,38.85815043,12.45920199,11.04,NA,NA,NA,NA,NA,NA,NA,11.04
"192","Amhara","Danigla","July",2016,36.83153176,11.25223153,14.24,NA,NA,NA,NA,NA,NA,15.8,14.24
"193","Amhara","Chagni","July",2016,36.50793596,10.95196565,11.32,NA,8.49,NA,NA,NA,NA,9.72,11.32
"194","Amhara","Kemise","July",2016,39.85696873,10.71374234,11.65,11.54,10.93,NA,NA,NA,NA,22.89,11.65
"195","Amhara","Bati","July",2016,40.0181327,11.19153266,11.38,NA,NA,NA,NA,30,NA,35.46,11.38
"196","Amhara","Mota","June",2017,37.8807432,11.07475582,NA,NA,14.29,NA,21.06,NA,NA,NA,14.29
"197","Amhara","Debre- Markos ","June",2017,37.72636868,10.33641293,11.01,NA,NA,NA,582.25,NA,NA,NA,11.01
"198","Amhara","Dembecha","June",2017,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"199","Amhara","Bahir- Dar ","June",2017,37.3815488,11.58416449,12.49,NA,12,NA,22.49,NA,NA,16.49,12.49
"200","Amhara","Sekota","June",2017,39.03355257,12.62479803,9.09,9.34,9.28,NA,NA,NA,NA,21.51,9.09
"201","Amhara","Amde Work ","June",2017,38.85815043,12.45920199,12.37,11.96,NA,NA,NA,NA,NA,NA,12.37
"202","Amhara","Danigla","June",2017,36.83153176,11.25223153,16.28,NA,NA,NA,NA,NA,NA,14.82,16.28
"203","Amhara","Chagni","June",2017,36.50793596,10.95196565,14,NA,10,NA,NA,NA,NA,NA,14
"204","Amhara","Kemise","June",2017,39.85696873,10.71374234,15.69,14.7,15.09,NA,NA,NA,NA,27.3,15.69
"205","Amhara","Bati","June",2017,40.0181327,11.19153266,12.33,NA,NA,NA,NA,30.98,NA,40,12.33
"206","Amhara","Mota","March",2017,37.8807432,11.07475582,22.4,NA,14.05,NA,20.23,NA,NA,22.73,22.4
"207","Amhara","Debre- Markos ","March",2017,37.72636868,10.33641293,11.22,NA,NA,NA,16.44,NA,NA,NA,11.22
"208","Amhara","Dembecha","March",2017,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"209","Amhara","Bahir- Dar ","March",2017,37.3815488,11.58416449,12.32,NA,11.29,NA,20.65,NA,NA,15.33,12.32
"210","Amhara","Sekota","March",2017,39.03355257,12.62479803,9.39,9,8.97,NA,NA,NA,NA,20.41,9.39
"211","Amhara","Amde Work ","March",2017,38.85815043,12.45920199,11.27,11.11,NA,NA,NA,NA,NA,NA,11.27
"212","Amhara","Danigla","March",2017,36.83153176,11.25223153,12.7,NA,NA,NA,NA,NA,NA,13.35,12.7
"213","Amhara","Chagni","March",2017,36.50793596,10.95196565,12,NA,9,NA,NA,NA,NA,NA,12
"214","Amhara","Kemise","March",2017,39.85696873,10.71374234,11.41,9.98,11.22,NA,NA,NA,NA,23.22,11.41
"215","Amhara","Bati","March",2017,40.0181327,11.19153266,11.96,NA,NA,NA,NA,NA,NA,35.79,11.96
"216","Amhara","Mota","May",2017,37.8807432,11.07475582,NA,NA,14.29,NA,21.06,NA,NA,NA,14.29
"217","Amhara","Debre- Markos ","May",2017,37.72636868,10.33641293,11.01,NA,NA,NA,582.25,NA,NA,NA,11.01
"218","Amhara","Dembecha","May",2017,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"219","Amhara","Bahir- Dar ","May",2017,37.3815488,11.58416449,12.49,NA,12,NA,22.49,NA,NA,16.49,12.49
"220","Amhara","Sekota","May",2017,39.03355257,12.62479803,9.09,9.34,9.28,NA,NA,NA,NA,21.51,9.09
"221","Amhara","Amde Work ","May",2017,38.85815043,12.45920199,12.37,11.96,NA,NA,NA,NA,NA,NA,12.37
"222","Amhara","Danigla","May",2017,36.83153176,11.25223153,16.28,NA,NA,NA,NA,NA,NA,14.82,16.28
"223","Amhara","Chagni","May",2017,36.50793596,10.95196565,14,NA,10,NA,NA,NA,NA,NA,14
"224","Amhara","Kemise","May",2017,39.85696873,10.71374234,15.69,14.7,15.09,NA,NA,NA,NA,27.3,15.69
"225","Amhara","Bati","May",2017,40.0181327,11.19153266,12.33,NA,NA,NA,NA,30.98,NA,40,12.33
"226","Amhara","Mota","November",2016,37.8807432,11.07475582,NA,NA,12.98,NA,17.65,NA,NA,16,12.98
