"","Region","Market","Month","Year","Longitude","Latitude","pkg.bar.white","pkg.bar.mixed","pkg.bar.black","pkg.bar.bbeer","pkg.bar.hullb","pkg.bar.millw","pkg.bar.millm","pkg.bar.maltb","pkg.bar.allba"
"39","Amhara","Kobo","December",2013,39.63127424,12.16406542,9.35,8.89,NA,NA,NA,NA,NA,21.29,9.35
"40","Amhara","Weldiya","December",2013,39.6014117,11.82360232,10.83,8.5,8.42,NA,15.63,NA,NA,14.78,10.83
"41","Amhara","Kombolcha","December",2013,39.73724188,11.07807805,9.44,8.65,8.67,NA,NA,NA,NA,NA,9.44
"42","Amhara","Dessie","December",2013,39.63548793,11.11703902,9.49,8.83,NA,NA,24.54,28,NA,23,9.49
"43","Amhara","Shewa- Robit ","December",2013,39.90269733,10.00580856,9.75,NA,10.24,NA,15.97,NA,NA,15.35,9.75
"44","Amhara","Debre-¦","December",2013,39.52890047,9.67650294,7.66,7.16,NA,8.75,9.57,NA,NA,21.06,7.66
"45","Amhara","Chuahit","February",2014,39.311961,10.643157,NA,8.73,NA,NA,NA,NA,NA,14.14,8.73
"46","Amhara","Gondar","February",2014,37.46149667,12.59878688,10,NA,NA,NA,14,NA,NA,NA,10
"47","Amhara","Esete","February",2014,37.88657423,10.92298692,8.85,8.7,7.11,8.5,15.48,NA,NA,10.23,8.85
"48","Amhara","Debre- Tabor ","February",2014,38.00833967,11.84769551,NA,7.62,7.49,10.66,12.56,NA,NA,13.61,7.49
"49","Amhara","Kobo","February",2014,39.63127424,12.16406542,8.13,7.47,NA,NA,NA,NA,NA,22.56,8.13
"50","Amhara","Weldiya","February",2014,39.6014117,11.82360232,10.8,8.59,8.42,NA,15.63,NA,NA,14.53,10.8
"51","Amhara","Kombolcha","February",2014,39.73724188,11.07807805,9.58,8.78,8.68,NA,NA,NA,NA,34.01,9.58
"52","Amhara","Dessie","February",2014,39.63548793,11.11703902,10.32,9.29,NA,NA,NA,20,NA,16.3,10.32
"53","Amhara","Shewa- Robit ","February",2014,39.90269733,10.00580856,10.26,NA,9.02,10.24,23.18,NA,NA,14.39,10.26
"54","Amhara","Debre-¦","February",2014,39.52890047,9.67650294,7,6,6.76,8,7.64,NA,NA,21.06,7
"55","Amhara","Chuahit","January",2014,39.311961,10.643157,NA,8,NA,NA,NA,NA,NA,15.06,8
"56","Amhara","Gondar","January",2014,37.46149667,12.59878688,10.16,NA,NA,NA,14.66,NA,NA,NA,10.16
"57","Amhara","Esete","January",2014,37.88657423,10.92298692,7.89,7.87,6.56,7.76,12.58,NA,NA,10.29,7.89
"58","Amhara","Debre- Tabor ","January",2014,38.00833967,11.84769551,NA,9.37,8.78,10.94,NA,NA,NA,9.93,8.78
"59","Amhara","Kobo","January",2014,39.63127424,12.16406542,9.38,8.3,NA,NA,NA,NA,NA,21.96,9.38
"60","Amhara","Weldiya","January",2014,39.6014117,11.82360232,10.83,8.53,8.45,NA,15.64,NA,NA,15.81,10.83
"61","Amhara","Kombolcha","January",2014,39.73724188,11.07807805,9.35,8.7,8.45,NA,NA,NA,NA,36.01,9.35
"62","Amhara","Dessie","January",2014,39.63548793,11.11703902,10.07,8.72,NA,NA,NA,NA,NA,16.3,10.07
"63","Amhara","Shewa- Robit ","January",2014,39.90269733,10.00580856,10.05,NA,8.65,9.98,NA,NA,NA,NA,10.05
"64","Amhara","Debre-¦","January",2014,39.52890047,9.67650294,7.5,7,NA,8.5,9.56,NA,NA,19.87,7.5
"65","Amhara","Chuahit","July",2013,39.311961,10.643157,NA,8.66,NA,NA,NA,NA,NA,NA,8.66
"66","Amhara","Gondar","July",2013,37.46149667,12.59878688,9.66,NA,NA,NA,14.83,NA,NA,NA,9.66
"67","Amhara","Esete","July",2013,37.88657423,10.92298692,7.62,7.86,7.27,7.55,11.05,NA,NA,10.28,7.62
"68","Amhara","Debre- Tabor ","July",2013,38.00833967,11.84769551,NA,8.61,7.88,NA,11.23,NA,NA,10.17,7.88
"69","Amhara","Kobo","July",2013,39.63127424,12.16406542,10.63,NA,NA,NA,NA,NA,NA,18.85,10.63
"70","Amhara","Weldiya","July",2013,39.6014117,11.82360232,10.78,8.69,8.59,NA,12.9,NA,NA,15.74,10.78
"71","Amhara","Kombolcha","July",2013,39.73724188,11.07807805,9.6,8.7,8.27,NA,19.57,NA,NA,NA,9.6
"72","Amhara","Dessie","July",2013,39.63548793,11.11703902,9.51,8.82,NA,NA,NA,14,NA,13.94,9.51
"73","Amhara","Shewa- Robit ","July",2013,39.90269733,10.00580856,9.89,NA,8.83,10.04,16.42,NA,NA,13.42,9.89
"74","Amhara","Debre-¦","July",2013,39.52890047,9.67650294,8,7.08,NA,NA,9.49,NA,NA,10.69,8
"75","Amhara","Chuahit","June",2014,39.311961,10.643157,NA,7.5,NA,NA,NA,NA,NA,13.71,7.5
"76","Amhara","Gondar","June",2014,37.46149667,12.59878688,10,NA,NA,NA,16.66,NA,NA,NA,10
"77","Amhara","Esete","June",2014,37.88657423,10.92298692,7.63,7.59,7.22,8.3,12.63,NA,NA,10.15,7.63
"78","Amhara","Debre- Tabor ","June",2014,38.00833967,11.84769551,NA,8.03,8.51,10.08,11.24,NA,NA,13.01,8.51
"79","Amhara","Kobo","June",2014,39.63127424,12.16406542,7.94,NA,NA,NA,NA,NA,NA,14.43,7.94
"80","Amhara","Weldiya","June",2014,39.6014117,11.82360232,11.83,9.2,8.59,NA,16.1,NA,NA,16.69,11.83
"81","Amhara","Kombolcha","June",2014,39.73724188,11.07807805,9.42,8.41,8.59,NA,NA,NA,NA,34.62,9.42
"82","Amhara","Dessie","June",2014,39.63548793,11.11703902,9.6,8.66,NA,NA,NA,26,NA,29.23,9.6
"83","Amhara","Shewa- Robit ","June",2014,39.90269733,10.00580856,10.38,10.05,NA,12.22,23.65,NA,NA,9.59,10.38
"84","Amhara","Debre-¦","June",2014,39.52890047,9.67650294,8.33,8,8.31,9,11.42,NA,NA,21.68,8.33
"85","Amhara","Chuahit","May",2014,39.311961,10.643157,NA,8,NA,NA,NA,NA,NA,13.67,8
"86","Amhara","Gondar","May",2014,37.46149667,12.59878688,10,NA,NA,NA,16,NA,NA,NA,10
"87","Amhara","Esete","May",2014,37.88657423,10.92298692,7.83,7.65,7.87,8.48,12.81,NA,NA,11.2,7.83
"88","Amhara","Debre- Tabor ","May",2014,38.00833967,11.84769551,NA,8.1,8.12,9.93,10.53,NA,NA,NA,8.12
"89","Amhara","Kobo","May",2014,39.63127424,12.16406542,7.64,7.64,NA,NA,NA,NA,NA,19.58,7.64
"90","Amhara","Weldiya","May",2014,39.6014117,11.82360232,10.7,NA,NA,NA,NA,NA,NA,NA,10.7
"91","Amhara","Kombolcha","May",2014,39.73724188,11.07807805,9.01,8.72,8.59,NA,23.08,NA,NA,33.37,9.01
"92","Amhara","Dessie","May",2014,39.63548793,11.11703902,9.09,8.39,NA,NA,NA,26,NA,17.67,9.09
"93","Amhara","Shewa- Robit ","May",2014,39.90269733,10.00580856,10.5,NA,9.65,10.11,24.3,NA,NA,12.2,10.5
"94","Amhara","Debre-¦","May",2014,39.52890047,9.67650294,7.5,6.5,7.54,8,7.64,NA,NA,21.51,7.5
"95","Amhara","Chuahit","November",2013,39.311961,10.643157,NA,NA,NA,NA,NA,NA,NA,11.97,NA
"96","Amhara","Gondar","November",2013,37.46149667,12.59878688,11.16,NA,NA,NA,13.83,NA,NA,15.83,11.16
"97","Amhara","Esete","November",2013,37.88657423,10.92298692,8.85,8.85,7.6,8.85,12.54,NA,NA,11.29,8.85
"98","Amhara","Debre- Tabor ","November",2013,38.00833967,11.84769551,NA,9.3,9.25,NA,11.5,NA,NA,9.21,9.25
"99","Amhara","Kobo","November",2013,39.63127424,12.16406542,9.41,9.44,NA,NA,NA,NA,NA,21.3,9.41
"100","Amhara","Weldiya","November",2013,39.6014117,11.82360232,10.46,9.16,8.45,NA,17.56,NA,NA,18.44,10.46
"101","Amhara","Kombolcha","November",2013,39.73724188,11.07807805,9.49,8.76,8.74,NA,NA,NA,NA,27.86,9.49
"102","Amhara","Dessie","November",2013,39.63548793,11.11703902,10.45,9.02,NA,NA,23.22,NA,NA,12.87,10.45
"103","Amhara","Shewa- Robit ","November",2013,39.90269733,10.00580856,9.71,NA,9.69,9.75,16.24,NA,NA,13.51,9.71
"104","Amhara","Debre-¦","November",2013,39.52890047,9.67650294,8.5,7.92,7.79,9,9.55,NA,NA,21.52,8.5
"105","Amhara","Chuahit","October",2013,39.311961,10.643157,NA,NA,NA,NA,NA,NA,NA,12.07,NA
"106","Amhara","Gondar","October",2013,37.46149667,12.59878688,10,NA,NA,NA,17,NA,NA,15.33,10
"107","Amhara","Esete","October",2013,37.88657423,10.92298692,10.64,10.88,8.92,8.61,12.42,NA,NA,14.45,10.64
"108","Amhara","Debre- Tabor ","October",2013,38.00833967,11.84769551,9.92,8.6,8.47,NA,12.15,NA,NA,10.71,9.92
"109","Amhara","Kobo","October",2013,39.63127424,12.16406542,9.37,9.18,NA,NA,NA,NA,NA,13.9,9.37
"110","Amhara","Weldiya","October",2013,39.6014117,11.82360232,11.2,9,8.5,NA,21.08,NA,NA,16.21,11.2
"111","Amhara","Kombolcha","October",2013,39.73724188,11.07807805,9.42,8.63,8.63,NA,NA,NA,NA,28.86,9.42
"112","Amhara","Dessie","October",2013,39.63548793,11.11703902,10.37,8.83,NA,NA,22.97,14,NA,13.96,10.37
"113","Amhara","Shewa- Robit ","October",2013,39.90269733,10.00580856,9.57,NA,9.48,9.76,17.45,NA,NA,12.92,9.57
"114","Amhara","Debre-¦","October",2013,39.52890047,9.67650294,8.5,8,7.88,8.75,9.61,NA,NA,22.48,8.5
"115","Amhara","Chuahit","September",2013,39.311961,10.643157,NA,NA,NA,NA,NA,NA,NA,13.62,NA
"116","Amhara","Gondar","September",2013,37.46149667,12.59878688,10,NA,NA,NA,14.33,NA,NA,NA,10
"117","Amhara","Esete","September",2013,37.88657423,10.92298692,8.86,9.08,8.79,9.23,12.67,NA,NA,9.68,8.86
"118","Amhara","Debre- Tabor ","September",2013,38.00833967,11.84769551,NA,8.66,8.27,NA,12.15,NA,NA,12.89,8.27
"119","Amhara","Kobo","September",2013,39.63127424,12.16406542,10.26,9.78,NA,NA,NA,NA,NA,19.83,10.26
"120","Amhara","Weldiya","September",2013,39.6014117,11.82360232,10.66,9.59,8.5,NA,NA,NA,NA,20.82,10.66
"121","Amhara","Kombolcha","September",2013,39.73724188,11.07807805,9.07,8.72,9.15,NA,NA,NA,NA,28.86,9.07
"122","Amhara","Dessie","September",2013,39.63548793,11.11703902,10.04,8.96,NA,NA,27.02,17,NA,13.4,10.04
"123","Amhara","Shewa- Robit ","September",2013,39.90269733,10.00580856,8.83,NA,9.25,9.15,16.97,NA,NA,19.49,8.83
"124","Amhara","Debre-¦","September",2013,39.52890047,9.67650294,7.47,7.16,8.41,8,11.4,NA,NA,12.72,7.47
"125","Amhara","Mota","April",2014,37.8807432,11.07475582,7.22,NA,11.84,NA,13.8,NA,NA,NA,7.22
"126","Amhara","Debre- Markos ","April",2014,37.72636868,10.33641293,8.9,NA,NA,NA,12.23,NA,NA,NA,8.9
"127","Amhara","Dembecha","April",2014,37.48251554,10.56669266,15,NA,NA,NA,NA,NA,NA,NA,15
"128","Amhara","Bahir- Dar ","April",2014,37.3815488,11.58416449,11.66,NA,9.65,NA,17.31,NA,NA,13.33,11.66
"129","Amhara","Sekota","April",2014,39.03355257,12.62479803,8.93,8.31,8.38,NA,NA,NA,NA,15,8.93
"130","Amhara","Amde Work ","April",2014,38.85815043,12.45920199,10.66,NA,NA,NA,NA,NA,NA,NA,10.66
"131","Amhara","Danigla","April",2014,36.83153176,11.25223153,8.95,NA,7.73,NA,NA,NA,NA,20.71,8.95
"132","Amhara","Chagni","April",2014,36.50793596,10.95196565,9,NA,6.93,NA,NA,NA,NA,10.03,9
"133","Amhara","Kemise","April",2014,39.85696873,10.71374234,9.35,9.01,8.22,NA,NA,NA,NA,19.52,9.35
"134","Amhara","Bati","April",2014,40.0181327,11.19153266,10.14,NA,NA,NA,NA,NA,NA,16.99,10.14
"135","Amhara","Mota","August",2013,37.8807432,11.07475582,NA,NA,11.7,NA,13.19,NA,NA,NA,11.7
"136","Amhara","Debre- Markos ","August",2013,37.72636868,10.33641293,9.64,NA,NA,NA,NA,NA,NA,NA,9.64
"137","Amhara","Dembecha","August",2013,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Amhara","Bahir- Dar ","August",2013,37.3815488,11.58416449,10.66,NA,9.15,NA,17.66,NA,NA,12.32,10.66
"139","Amhara","Sekota","August",2013,39.03355257,12.62479803,9.52,8.83,8.96,NA,NA,NA,NA,14.66,9.52
"140","Amhara","Amde Work ","August",2013,38.85815043,12.45920199,10.13,NA,NA,NA,NA,NA,NA,NA,10.13
"141","Amhara","Danigla","August",2013,36.83153176,11.25223153,10.27,NA,8.04,NA,NA,NA,NA,18.23,10.27
"142","Amhara","Chagni","August",2013,36.50793596,10.95196565,8,NA,7.83,NA,NA,NA,NA,10.36,8
"143","Amhara","Kemise","August",2013,39.85696873,10.71374234,9.1,8.57,NA,NA,NA,NA,NA,18.83,9.1
"144","Amhara","Bati","August",2013,40.0181327,11.19153266,9.36,NA,NA,NA,NA,NA,NA,16.99,9.36
"145","Amhara","Mota","December",2013,37.8807432,11.07475582,NA,NA,14.63,NA,15.37,NA,NA,NA,14.63
"146","Amhara","Debre- Markos ","December",2013,37.72636868,10.33641293,8.82,NA,NA,NA,NA,NA,NA,NA,8.82
"147","Amhara","Dembecha","December",2013,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Amhara","Bahir- Dar ","December",2013,37.3815488,11.58416449,11,NA,9.15,NA,18.64,NA,NA,12.32,11
"149","Amhara","Sekota","December",2013,39.03355257,12.62479803,7.67,7.28,7.77,NA,NA,NA,NA,13.74,7.67
"150","Amhara","Amde Work ","December",2013,38.85815043,12.45920199,9.62,NA,NA,NA,NA,NA,NA,NA,9.62
"151","Amhara","Danigla","December",2013,36.83153176,11.25223153,8.97,NA,6.2,NA,NA,NA,NA,11.47,8.97
"152","Amhara","Chagni","December",2013,36.50793596,10.95196565,NA,NA,8,NA,NA,NA,NA,11.16,8
"153","Amhara","Kemise","December",2013,39.85696873,10.71374234,8.57,8.85,8.24,NA,NA,NA,NA,19.79,8.57
"154","Amhara","Bati","December",2013,40.0181327,11.19153266,10.87,NA,NA,NA,NA,NA,NA,17.32,10.87
"155","Amhara","Mota","February",2014,37.8807432,11.07475582,9.14,NA,11.39,NA,16.49,NA,NA,NA,9.14
"156","Amhara","Debre- Markos ","February",2014,37.72636868,10.33641293,8.29,NA,NA,NA,NA,NA,NA,NA,8.29
"157","Amhara","Dembecha","February",2014,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Amhara","Bahir- Dar ","February",2014,37.3815488,11.58416449,10,NA,10.32,NA,19.31,NA,NA,13.33,10
"159","Amhara","Sekota","February",2014,39.03355257,12.62479803,8.5,8.17,8.16,NA,NA,NA,NA,11.44,8.5
"160","Amhara","Amde Work ","February",2014,38.85815043,12.45920199,10.11,NA,NA,NA,NA,NA,NA,NA,10.11
"161","Amhara","Danigla","February",2014,36.83153176,11.25223153,11.06,NA,7.81,NA,NA,NA,NA,17.66,11.06
"162","Amhara","Chagni","February",2014,36.50793596,10.95196565,9,NA,7,NA,NA,NA,NA,9.69,9
"163","Amhara","Kemise","February",2014,39.85696873,10.71374234,8.34,8.45,7.96,NA,NA,NA,NA,19.52,8.34
"164","Amhara","Bati","February",2014,40.0181327,11.19153266,9.86,NA,NA,NA,NA,NA,NA,17.26,9.86
"165","Amhara","Mota","January",2014,37.8807432,11.07475582,NA,NA,11.7,NA,15.92,NA,NA,NA,11.7
"166","Amhara","Debre- Markos ","January",2014,37.72636868,10.33641293,7.58,NA,NA,NA,NA,NA,NA,NA,7.58
"167","Amhara","Dembecha","January",2014,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Amhara","Bahir- Dar ","January",2014,37.3815488,11.58416449,10.97,NA,10.32,NA,16.33,NA,NA,13.33,10.97
"169","Amhara","Sekota","January",2014,39.03355257,12.62479803,8.6,8.12,8.25,NA,NA,NA,NA,14.72,8.6
"170","Amhara","Amde Work ","January",2014,38.85815043,12.45920199,9.58,NA,NA,NA,NA,NA,NA,NA,9.58
"171","Amhara","Danigla","January",2014,36.83153176,11.25223153,9.27,NA,6.56,NA,NA,NA,NA,13.33,9.27
"172","Amhara","Chagni","January",2014,36.50793596,10.95196565,10.97,NA,10.32,NA,16.33,NA,NA,13.33,10.97
"173","Amhara","Kemise","January",2014,39.85696873,10.71374234,8.93,8.22,8.06,NA,NA,NA,NA,20.56,8.93
"174","Amhara","Bati","January",2014,40.0181327,11.19153266,9.63,NA,NA,NA,NA,NA,NA,18.8,9.63
"175","Amhara","Mota","July",2013,37.8807432,11.07475582,8.84,NA,11.39,NA,13.19,NA,NA,NA,8.84
"176","Amhara","Debre- Markos ","July",2013,37.72636868,10.33641293,10.05,NA,NA,NA,NA,NA,NA,NA,10.05
"177","Amhara","Dembecha","July",2013,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Amhara","Bahir- Dar ","July",2013,37.3815488,11.58416449,10,NA,9.32,NA,13.66,NA,NA,12.32,10
"179","Amhara","Sekota","July",2013,39.03355257,12.62479803,10.16,9.73,9.3,NA,NA,NA,NA,13.06,10.16
"180","Amhara","Amde Work ","July",2013,38.85815043,12.45920199,9.53,NA,NA,NA,NA,NA,NA,NA,9.53
"181","Amhara","Danigla","July",2013,36.83153176,11.25223153,10.51,NA,7.62,NA,NA,NA,NA,20.71,10.51
"182","Amhara","Chagni","July",2013,36.50793596,10.95196565,8.49,NA,8,NA,NA,NA,NA,10.54,8.49
"183","Amhara","Kemise","July",2013,39.85696873,10.71374234,8.75,9.1,8.8,NA,NA,NA,NA,18.37,8.75
"184","Amhara","Bati","July",2013,40.0181327,11.19153266,9.08,NA,NA,NA,NA,NA,NA,14.03,9.08
"185","Amhara","Mota","June",2014,37.8807432,11.07475582,11.25,NA,11.77,NA,13.34,NA,NA,NA,11.25
"186","Amhara","Debre- Markos ","June",2014,37.72636868,10.33641293,11.58,NA,NA,NA,NA,NA,NA,NA,11.58
"187","Amhara","Dembecha","June",2014,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Amhara","Bahir- Dar ","June",2014,37.3815488,11.58416449,12,NA,9.65,NA,18,NA,NA,13.33,12
"189","Amhara","Sekota","June",2014,39.03355257,12.62479803,8.17,8.04,7.68,NA,NA,NA,NA,15,8.17
"190","Amhara","Amde Work ","June",2014,38.85815043,12.45920199,10.85,NA,NA,NA,NA,NA,NA,NA,10.85
"191","Amhara","Danigla","June",2014,36.83153176,11.25223153,8.82,NA,8.04,NA,NA,NA,NA,13.05,8.82
"192","Amhara","Chagni","June",2014,36.50793596,10.95196565,9,NA,7.66,NA,NA,NA,NA,NA,9
"193","Amhara","Kemise","June",2014,39.85696873,10.71374234,11.28,10.4,9.02,NA,NA,NA,NA,18.33,11.28
"194","Amhara","Bati","June",2014,40.0181327,11.19153266,10,NA,NA,NA,NA,NA,NA,16.98,10
"195","Amhara","Mota","May",2014,37.8807432,11.07475582,8.53,NA,11.4,NA,16.49,NA,NA,NA,8.53
"196","Amhara","Debre- Markos ","May",2014,37.72636868,10.33641293,9.47,NA,NA,NA,NA,NA,NA,NA,9.47
"197","Amhara","Dembecha","May",2014,37.48251554,10.56669266,15,NA,NA,NA,NA,NA,NA,NA,15
"198","Amhara","Bahir- Dar ","May",2014,37.3815488,11.58416449,10.97,NA,9.32,NA,17.66,NA,NA,13.33,10.97
"199","Amhara","Sekota","May",2014,39.03355257,12.62479803,8.27,7.86,7.98,NA,NA,NA,NA,14.64,8.27
"200","Amhara","Amde Work ","May",2014,38.85815043,12.45920199,10.7,NA,NA,NA,NA,NA,NA,NA,10.7
"201","Amhara","Danigla","May",2014,36.83153176,11.25223153,9.23,NA,8.21,NA,NA,NA,NA,14.7,9.23
"202","Amhara","Chagni","May",2014,36.50793596,10.95196565,9,NA,8,NA,NA,NA,NA,8.83,9
"203","Amhara","Kemise","May",2014,39.85696873,10.71374234,9.04,9.06,8.85,NA,NA,NA,NA,19.52,9.04
"204","Amhara","Bati","May",2014,40.0181327,11.19153266,10.13,NA,NA,NA,NA,NA,NA,18.59,10.13
"205","Amhara","Mota","November",2013,37.8807432,11.07475582,NA,NA,14.63,NA,14.11,NA,NA,NA,14.63
"206","Amhara","Debre- Markos ","November",2013,37.72636868,10.33641293,9.71,NA,NA,NA,NA,NA,NA,NA,9.71
"207","Amhara","Dembecha","November",2013,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Amhara","Bahir- Dar ","November",2013,37.3815488,11.58416449,11,NA,9.49,NA,17.66,NA,NA,12.32,11
"209","Amhara","Sekota","November",2013,39.03355257,12.62479803,8.13,7.46,7.68,NA,NA,NA,NA,14.82,8.13
"210","Amhara","Amde Work ","November",2013,38.85815043,12.45920199,9.52,NA,NA,NA,NA,NA,NA,NA,9.52
"211","Amhara","Danigla","November",2013,36.83153176,11.25223153,9.1,NA,9.01,NA,NA,NA,NA,22.31,9.1
"212","Amhara","Chagni","November",2013,36.50793596,10.95196565,9.5,NA,9,NA,NA,NA,NA,11.56,9.5
"213","Amhara","Kemise","November",2013,39.85696873,10.71374234,9.32,9.23,8.57,NA,NA,NA,NA,20.84,9.32
"214","Amhara","Bati","November",2013,40.0181327,11.19153266,9.27,NA,NA,NA,NA,NA,NA,16.83,9.27
"215","Amhara","Mota","October",2013,37.8807432,11.07475582,NA,NA,NA,NA,13.19,NA,NA,NA,NA
"216","Amhara","Debre- Markos ","October",2013,37.72636868,10.33641293,9.97,NA,NA,NA,NA,NA,NA,NA,9.97
"217","Amhara","Dembecha","October",2013,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Amhara","Bahir- Dar ","October",2013,37.3815488,11.58416449,10.66,NA,9.65,NA,18.64,NA,NA,12,10.66
"219","Amhara","Sekota","October",2013,39.03355257,12.62479803,9.49,8.75,8.92,NA,NA,NA,NA,14.29,9.49
"220","Amhara","Amde Work ","October",2013,38.85815043,12.45920199,10.13,NA,9.88,NA,NA,NA,NA,NA,10.13
"221","Amhara","Danigla","October",2013,36.83153176,11.25223153,10.52,NA,9.14,NA,NA,NA,NA,20.71,10.52
"222","Amhara","Chagni","October",2013,36.50793596,10.95196565,9.66,NA,8,NA,NA,NA,NA,10.73,9.66
"223","Amhara","Kemise","October",2013,39.85696873,10.71374234,9.38,8.93,8.7,NA,NA,NA,NA,18.83,9.38
"224","Amhara","Bati","October",2013,40.0181327,11.19153266,10.24,NA,NA,NA,NA,NA,NA,16.98,10.24
"225","Amhara","Mota","September",2013,37.8807432,11.07475582,NA,NA,11.25,NA,12.63,NA,NA,NA,11.25
"226","Amhara","Debre- Markos ","September",2013,37.72636868,10.33641293,8.55,NA,NA,NA,NA,NA,NA,NA,8.55
