"","Region","Market","Month","Year","Longitude","Latitude","pkg.bar.white","pkg.bar.mixed","pkg.bar.black","pkg.bar.bbeer","pkg.bar.hullb","pkg.bar.millw","pkg.bar.millm","pkg.bar.maltb","pkg.bar.allba"
"263","Gambella","Meti","December",2014,7.233333333,35.31666667,10.66,10,9,NA,NA,NA,NA,17.5,10.66
"264","Diredawa","Dire Dawa ","December",2014,41.8572763,9.593652332,11.98,NA,11,12.66,NA,NA,NA,21.31,11.98
"265","Diredawa","Melka- Jebdu ","December",2014,41.77420401,9.617496554,10.66,NA,9.83,NA,NA,NA,NA,25,10.66
"266","Gambella","Gambella","February",2015,34.58547076,8.249396585,13.33,13.33,13.33,NA,NA,NA,NA,NA,13.33
"267","Gambella","Shebo- Kire ","February",2015,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,15
"268","Gambella","Meti","February",2015,7.233333333,35.31666667,10.32,10,9,NA,NA,NA,NA,20.29,10.32
"269","Diredawa","Dire Dawa ","February",2015,41.8572763,9.593652332,11.47,NA,11.37,12,NA,NA,NA,24.33,11.47
"270","Diredawa","Melka- Jebdu ","February",2015,41.77420401,9.617496554,10,NA,9.32,10.5,NA,NA,NA,30,10
"271","Gambella","Gambella","January",2015,34.58547076,8.249396585,13.66,13.66,13.33,NA,NA,NA,NA,NA,13.66
"272","Gambella","Shebo- Kire ","January",2015,NA,NA,14,13,15,NA,NA,NA,NA,NA,14
"273","Gambella","Meti","January",2015,7.233333333,35.31666667,10.32,10,8.32,NA,NA,NA,NA,20.24,10.32
"274","Diredawa","Dire Dawa ","January",2015,41.8572763,9.593652332,12.33,13,10.99,12.66,NA,NA,NA,19.66,12.33
"275","Diredawa","Melka- Jebdu ","January",2015,41.77420401,9.617496554,10.66,NA,10.16,NA,NA,NA,NA,30,10.66
"276","Gambella","Gambella","July",2014,34.58547076,8.249396585,12,12,12,NA,NA,NA,NA,NA,12
"277","Gambella","Shebo- Kire ","July",2014,NA,NA,13,NA,13.64,NA,NA,NA,NA,NA,13
"278","Gambella","Meti","July",2014,7.233333333,35.31666667,10.32,9.65,8,NA,NA,NA,NA,NA,10.32
"279","Diredawa","Dire Dawa ","July",2014,41.8572763,9.593652332,11.51,NA,10,12.66,NA,NA,NA,17.95,11.51
"280","Diredawa","Melka- Jebdu ","July",2014,41.77420401,9.617496554,10.49,NA,9.49,NA,NA,NA,NA,20,10.49
"281","Gambella","Gambella","June",2015,34.58547076,8.249396585,14,14,13.66,NA,NA,NA,NA,NA,14
"282","Gambella","Shebo- Kire ","June",2015,NA,NA,15,NA,14,NA,NA,NA,NA,NA,15
"283","Gambella","Meti","June",2015,7.233333333,35.31666667,11.49,NA,9.65,NA,NA,NA,NA,19.36,11.49
"284","Diredawa","Dire Dawa ","June",2015,41.8572763,9.593652332,12.72,12.49,11.24,13.33,NA,NA,NA,24.66,12.72
"285","Diredawa","Melka- Jebdu ","June",2015,41.77420401,9.617496554,11.83,NA,11,NA,NA,NA,NA,30,11.83
"286","Gambella","Gambella","March",2015,34.58547076,8.249396585,13.33,13.33,13.33,NA,NA,NA,NA,NA,13.33
"287","Gambella","Shebo- Kire ","March",2015,NA,NA,NA,NA,14.66,NA,NA,NA,NA,NA,14.66
"288","Gambella","Meti","March",2015,7.233333333,35.31666667,8,8,8,NA,NA,NA,NA,22.45,8
"289","Diredawa","Dire Dawa ","March",2015,41.8572763,9.593652332,12.16,11,11,13,NA,NA,NA,23.66,12.16
"290","Diredawa","Melka- Jebdu ","March",2015,41.77420401,9.617496554,10,9.16,9.32,10,NA,NA,NA,30,10
"291","Gambella","Gambella","May",2015,34.58547076,8.249396585,14,14,14,NA,NA,NA,NA,NA,14
"292","Gambella","Shebo- Kire ","May",2015,NA,NA,15,14,14,NA,NA,NA,NA,NA,15
"293","Gambella","Meti","May",2015,7.233333333,35.31666667,12,12,11,NA,NA,NA,NA,17.67,12
"294","Diredawa","Dire Dawa ","May",2015,41.8572763,9.593652332,12.64,11,10.87,13,NA,NA,NA,24.33,12.64
"295","Diredawa","Melka- Jebdu ","May",2015,41.77420401,9.617496554,10.66,NA,10,11,NA,NA,NA,30,10.66
"296","Gambella","Gambella","November",2014,34.58547076,8.249396585,12.66,13,13,NA,NA,NA,NA,NA,12.66
"297","Gambella","Shebo- Kire ","November",2014,NA,NA,14,13,14.66,NA,NA,NA,NA,NA,14
"298","Gambella","Meti","November",2014,7.233333333,35.31666667,10,10,10,NA,NA,NA,NA,20.83,10
"299","Diredawa","Dire Dawa ","November",2014,41.8572763,9.593652332,12.48,13,10.66,12.66,NA,NA,NA,19.66,12.48
"300","Diredawa","Melka- Jebdu ","November",2014,41.77420401,9.617496554,11,NA,10,NA,NA,NA,NA,25,11
"301","Gambella","Gambella","October",2014,34.58547076,8.249396585,12.66,13,13,NA,NA,NA,NA,NA,12.66
"302","Gambella","Shebo- Kire ","October",2014,NA,NA,13,NA,15,NA,NA,NA,NA,NA,13
"303","Gambella","Meti","October",2014,7.233333333,35.31666667,9,9,8,NA,NA,NA,NA,NA,9
"304","Diredawa","Dire Dawa ","October",2014,41.8572763,9.593652332,12.15,11.32,NA,13,NA,NA,NA,19.31,12.15
"305","Diredawa","Melka- Jebdu ","October",2014,41.77420401,9.617496554,10.49,NA,9.83,NA,NA,NA,NA,25,10.49
"311","Gambella","Gambella","September",2014,34.58547076,8.249396585,12,12,12,NA,NA,NA,NA,NA,12
"312","Gambella","Shebo- Kire ","September",2014,NA,NA,NA,NA,13.33,NA,NA,NA,NA,NA,13.33
"313","Gambella","Meti","September",2014,7.233333333,35.31666667,11,10,8,NA,NA,NA,NA,25.72,11
"314","Diredawa","Dire Dawa ","September",2014,41.8572763,9.593652332,11.63,NA,10.32,12.66,NA,NA,NA,19.31,11.63
"315","Diredawa","Melka- Jebdu ","September",2014,41.77420401,9.617496554,10.33,NA,9.66,NA,NA,NA,NA,23.96,10.33
"316","Oromiya","Ghimbi","August",2014,35.83291974,9.163103789,10,8,8,NA,NA,NA,20,NA,10
"317","Oromiya","Dembi- Dolo ","August",2014,34.79748694,8.530219501,13,10,NA,NA,NA,35,25,NA,13
"318","Oromiya","Shambu","August",2014,37.09431432,9.569809208,6.94,6.28,6.82,NA,NA,NA,NA,NA,6.94
"319","Oromiya","Nekemte","August",2014,36.54851971,9.09042469,10.66,8.33,8,NA,NA,28,24,13.95,10.66
"320","Oromiya","Bedele","August",2014,36.36017384,8.454821965,10,7.4,7.4,NA,NA,NA,NA,13.19,10
"321","Oromiya","Metu","August",2014,35.58726864,8.300606827,11,9,9,NA,NA,NA,NA,NA,11
"322","Oromiya","Jimma","August",2014,36.84385226,7.672338798,11,NA,11,NA,NA,NA,NA,NA,11
"323","Oromiya","Agaro","August",2014,36.58627683,7.848002731,10.59,NA,9.41,NA,NA,NA,NA,11.62,10.59
"324","Oromiya","Ambo","August",2014,37.8446066,8.976806527,9.82,8.96,9.41,NA,10.46,NA,NA,NA,9.82
"325","Oromiya","Weliso","August",2014,37.97073066,8.534178897,9.87,9.01,8.77,NA,12.18,NA,NA,17.3,9.87
"326","Oromiya","Ejere","August",2014,39.262249,8.78288,11.74,NA,NA,NA,9.26,NA,NA,18.01,11.74
"327","Oromiya","Fiche","August",2014,38.73344116,9.791083661,9.41,8.52,8.63,NA,11.75,NA,NA,12.24,9.41
"328","Oromiya","Ghimbi","December",2014,35.83291974,9.163103789,10,8,8,NA,NA,NA,20,NA,10
"329","Oromiya","Dembi- Dolo ","December",2014,34.79748694,8.530219501,12,10,NA,NA,NA,30,20,NA,12
"330","Oromiya","Shambu","December",2014,37.09431432,9.569809208,5.2,5.18,5.19,NA,NA,NA,NA,NA,5.2
"331","Oromiya","Nekemte","December",2014,36.54851971,9.09042469,10,8,8,NA,NA,28,24,11.85,10
"332","Oromiya","Bedele","December",2014,36.36017384,8.454821965,12.63,7,7.16,NA,NA,NA,NA,11.11,12.63
"333","Oromiya","Metu","December",2014,35.58726864,8.300606827,10.66,9,9,NA,NA,NA,NA,NA,10.66
"334","Oromiya","Jimma","December",2014,36.84385226,7.672338798,12,NA,12,NA,NA,NA,NA,NA,12
"335","Oromiya","Agaro","December",2014,36.58627683,7.848002731,12.35,10,10,NA,NA,NA,NA,12.7,12.35
"336","Oromiya","Ambo","December",2014,37.8446066,8.976806527,9.41,6.86,9.04,NA,10.6,NA,NA,NA,9.41
"337","Oromiya","Weliso","December",2014,37.97073066,8.534178897,8.77,10.42,11.14,NA,NA,NA,NA,17.83,8.77
"338","Oromiya","Ejere","December",2014,39.262249,8.78288,9.84,NA,NA,NA,14.91,NA,NA,NA,9.84
"339","Oromiya","Fiche","December",2014,38.73344116,9.791083661,8.26,7.02,8.72,NA,11.5,NA,NA,12.6,8.26
"340","Oromiya","Ghimbi","February",2015,35.83291974,9.163103789,15,10,8,NA,NA,32,20,NA,15
"341","Oromiya","Dembi- Dolo ","February",2015,34.79748694,8.530219501,12,10,NA,NA,NA,30,20,NA,12
"342","Oromiya","Shambu","February",2015,37.09431432,9.569809208,6.68,5.81,5.76,NA,NA,NA,NA,NA,6.68
"343","Oromiya","Nekemte","February",2015,36.54851971,9.09042469,10,9,10,NA,NA,28,24,11.96,10
"344","Oromiya","Bedele","February",2015,36.36017384,8.454821965,12,10,9,NA,NA,NA,NA,14.02,12
"345","Oromiya","Metu","February",2015,35.58726864,8.300606827,11,9,9,NA,NA,NA,NA,NA,11
"346","Oromiya","Jimma","February",2015,36.84385226,7.672338798,12,NA,12,NA,NA,NA,NA,NA,12
"347","Oromiya","Agaro","February",2015,36.58627683,7.848002731,11.37,9.41,9.41,NA,NA,NA,NA,13,11.37
"348","Oromiya","Ambo","February",2015,37.8446066,8.976806527,7.63,7.17,8.22,NA,10.98,NA,NA,NA,7.63
"349","Oromiya","Weliso","February",2015,37.97073066,8.534178897,8.11,8,8.77,NA,12.18,NA,NA,18.12,8.11
"350","Oromiya","Ejere","February",2015,39.262249,8.78288,8.9,NA,NA,NA,10.75,NA,NA,NA,8.9
"351","Oromiya","Fiche","February",2015,38.73344116,9.791083661,8.09,6.95,8.51,NA,9.86,NA,NA,11.69,8.09
"352","Oromiya","Ghimbi","January",2015,35.83291974,9.163103789,10,8,8,NA,NA,NA,20,NA,10
"353","Oromiya","Dembi- Dolo ","January",2015,34.79748694,8.530219501,12,9,NA,NA,NA,30,20,NA,12
"354","Oromiya","Shambu","January",2015,37.09431432,9.569809208,6.05,4.45,4.42,NA,NA,NA,NA,NA,6.05
"355","Oromiya","Nekemte","January",2015,36.54851971,9.09042469,10,9,9,NA,NA,28,24,11.9,10
"356","Oromiya","Bedele","January",2015,36.36017384,8.454821965,13.33,9.28,8.62,NA,NA,NA,NA,13.89,13.33
"357","Oromiya","Metu","January",2015,35.58726864,8.300606827,11,10,10,NA,NA,NA,NA,NA,11
"358","Oromiya","Jimma","January",2015,36.84385226,7.672338798,12,NA,12,NA,NA,NA,NA,NA,12
"359","Oromiya","Agaro","January",2015,36.58627683,7.848002731,12.35,10,10,NA,NA,NA,NA,12.7,12.35
"360","Oromiya","Ambo","January",2015,37.8446066,8.976806527,9.96,8.57,9.28,NA,12.65,NA,NA,NA,9.96
"361","Oromiya","Weliso","January",2015,37.97073066,8.534178897,8.11,10.01,9.87,NA,NA,NA,NA,15.81,8.11
"362","Oromiya","Ejere","January",2015,39.262249,8.78288,11.07,NA,NA,NA,11.31,NA,NA,26.1,11.07
"363","Oromiya","Fiche","January",2015,38.73344116,9.791083661,8.74,7.94,8.89,NA,10.44,NA,NA,13.06,8.74
"364","Oromiya","Ghimbi","July",2014,35.83291974,9.163103789,10,8,8,NA,NA,NA,20,NA,10
"365","Oromiya","Dembi- Dolo ","July",2014,34.79748694,8.530219501,12,10,NA,NA,NA,30,20,NA,12
"366","Oromiya","Shambu","July",2014,37.09431432,9.569809208,6.27,6.18,6.84,NA,NA,NA,NA,NA,6.27
"367","Oromiya","Nekemte","July",2014,36.54851971,9.09042469,9.66,8,8,NA,NA,28,24,13.58,9.66
"368","Oromiya","Bedele","July",2014,36.36017384,8.454821965,11.66,7.13,7.13,NA,NA,NA,NA,13.33,11.66
"369","Oromiya","Metu","July",2014,35.58726864,8.300606827,10,9.32,9.32,NA,NA,NA,NA,NA,10
"370","Oromiya","Jimma","July",2014,36.84385226,7.672338798,12,NA,10,NA,NA,NA,NA,NA,12
"371","Oromiya","Agaro","July",2014,36.58627683,7.848002731,10.59,NA,9.41,NA,NA,NA,NA,11.62,10.59
"372","Oromiya","Ambo","July",2014,37.8446066,8.976806527,9.82,7.75,8.57,NA,10.98,NA,NA,NA,9.82
"373","Oromiya","Weliso","July",2014,37.97073066,8.534178897,10.15,9,9.87,NA,12.49,NA,NA,18.77,10.15
"374","Oromiya","Ejere","July",2014,39.262249,8.78288,10.44,NA,NA,NA,13.56,NA,NA,NA,10.44
"375","Oromiya","Fiche","July",2014,38.73344116,9.791083661,8.23,6.96,8.73,NA,10.74,NA,NA,13.78,8.23
"376","Oromiya","Ghimbi","June",2015,35.83291974,9.163103789,10.66,9,9,NA,NA,34,22,NA,10.66
"377","Oromiya","Dembi- Dolo ","June",2015,34.79748694,8.530219501,12.66,10,NA,NA,NA,40,25,NA,12.66
"378","Oromiya","Shambu","June",2015,37.09431432,9.569809208,7.11,5.86,NA,NA,NA,NA,NA,NA,7.11
"379","Oromiya","Nekemte","June",2015,36.54851971,9.09042469,10,8,10,NA,NA,28,26,12.26,10
"380","Oromiya","Bedele","June",2015,36.36017384,8.454821965,16,14,11.29,NA,NA,NA,NA,14.16,16
"381","Oromiya","Metu","June",2015,35.58726864,8.300606827,11.66,10.32,10,NA,NA,NA,NA,NA,11.66
"382","Oromiya","Jimma","June",2015,36.84385226,7.672338798,13,NA,12,NA,NA,NA,NA,NA,13
"383","Oromiya","Agaro","June",2015,36.58627683,7.848002731,13.04,10.59,10.59,NA,NA,NA,NA,12.14,13.04
"384","Oromiya","Ambo","June",2015,37.8446066,8.976806527,8.96,7.86,9.17,NA,14.82,NA,NA,NA,8.96
"385","Oromiya","Weliso","June",2015,37.97073066,8.534178897,11.6,10.01,10.01,NA,11.62,NA,NA,18.12,11.6
"386","Oromiya","Ejere","June",2015,39.262249,8.78288,11.11,NA,NA,NA,12.75,NA,NA,NA,11.11
"387","Oromiya","Fiche","June",2015,38.73344116,9.791083661,9.97,8.37,9.73,NA,12.58,NA,NA,16.48,9.97
"388","Oromiya","Ghimbi","March",2015,35.83291974,9.163103789,NA,10,9,NA,NA,32,20,NA,9
"389","Oromiya","Dembi- Dolo ","March",2015,34.79748694,8.530219501,12,10,NA,NA,NA,30,23.65,NA,12
"390","Oromiya","Shambu","March",2015,37.09431432,9.569809208,6.95,5.92,5.94,NA,NA,NA,NA,NA,6.95
"391","Oromiya","Nekemte","March",2015,36.54851971,9.09042469,10,8,8,NA,NA,28,24,11.82,10
"392","Oromiya","Bedele","March",2015,36.36017384,8.454821965,10,8,8,NA,NA,NA,NA,14.02,10
"393","Oromiya","Metu","March",2015,35.58726864,8.300606827,11,10,10,NA,NA,NA,NA,NA,11
"394","Oromiya","Jimma","March",2015,36.84385226,7.672338798,10,NA,11,NA,NA,NA,NA,NA,10
"395","Oromiya","Agaro","March",2015,36.58627683,7.848002731,11.76,10.98,10.98,NA,NA,NA,NA,13.42,11.76
"396","Oromiya","Ambo","March",2015,37.8446066,8.976806527,8.45,6.86,8.22,NA,10.98,NA,NA,NA,8.45
"397","Oromiya","Weliso","March",2015,37.97073066,8.534178897,8.34,8.11,8.22,NA,10.98,NA,NA,18.77,8.34
"398","Oromiya","Ejere","March",2015,39.262249,8.78288,8.14,NA,NA,NA,11.29,NA,NA,NA,8.14
"399","Oromiya","Fiche","March",2015,38.73344116,9.791083661,8.46,6.85,8.64,NA,9.9,NA,NA,12.4,8.46
"400","Oromiya","Ghimbi","May",2015,35.83291974,9.163103789,10,9,9.32,NA,NA,32,22,NA,10
"401","Oromiya","Dembi- Dolo ","May",2015,34.79748694,8.530219501,12,10,NA,NA,NA,30,20,NA,12
"402","Oromiya","Shambu","May",2015,37.09431432,9.569809208,7.1,7.02,NA,NA,NA,NA,NA,NA,7.1
"403","Oromiya","Nekemte","May",2015,36.54851971,9.09042469,10,9,9,NA,NA,28,24.65,12.18,10
"404","Oromiya","Bedele","May",2015,36.36017384,8.454821965,NA,12.66,11.29,NA,NA,NA,NA,14.16,11.29
"405","Oromiya","Metu","May",2015,35.58726864,8.300606827,12,10,10,NA,NA,NA,NA,NA,12
"406","Oromiya","Jimma","May",2015,36.84385226,7.672338798,12,NA,12,NA,NA,NA,NA,NA,12
"407","Oromiya","Agaro","May",2015,36.58627683,7.848002731,11.76,10,10,NA,NA,NA,NA,12.89,11.76
"408","Oromiya","Ambo","May",2015,37.8446066,8.976806527,8.57,7.85,9.55,NA,14.82,NA,NA,NA,8.57
"409","Oromiya","Weliso","May",2015,37.97073066,8.534178897,8.89,8.65,9,NA,11.49,NA,NA,18.75,8.89
"410","Oromiya","Ejere","May",2015,39.262249,8.78288,9.49,NA,11.54,NA,11.64,NA,NA,25.54,9.49
"411","Oromiya","Fiche","May",2015,38.73344116,9.791083661,8.69,7.97,8.64,NA,10.04,NA,NA,12.34,8.69
"412","Oromiya","Ghimbi","November",2014,35.83291974,9.163103789,10,8,8,NA,NA,NA,20,NA,10
"413","Oromiya","Dembi- Dolo ","November",2014,34.79748694,8.530219501,12,10,NA,NA,NA,30,20,NA,12
"414","Oromiya","Shambu","November",2014,37.09431432,9.569809208,5.97,5.17,5.18,NA,NA,NA,NA,NA,5.97
"415","Oromiya","Nekemte","November",2014,36.54851971,9.09042469,10,8,8,NA,NA,28,24,11.9,10
"416","Oromiya","Bedele","November",2014,36.36017384,8.454821965,13.66,7.65,7.32,NA,NA,NA,NA,11.22,13.66
"417","Oromiya","Metu","November",2014,35.58726864,8.300606827,11.66,9,9,NA,NA,NA,NA,NA,11.66
"418","Oromiya","Jimma","November",2014,36.84385226,7.672338798,12,NA,12,NA,NA,NA,NA,NA,12
"419","Oromiya","Agaro","November",2014,36.58627683,7.848002731,11.08,10.59,10.59,NA,NA,NA,NA,12.51,11.08
"420","Oromiya","Ambo","November",2014,37.8446066,8.976806527,9.68,9.55,9.04,NA,10.23,NA,NA,NA,9.68
"421","Oromiya","Weliso","November",2014,37.97073066,8.534178897,10.01,10.14,11.45,NA,11.75,NA,NA,21.45,10.01
"422","Oromiya","Ejere","November",2014,39.262249,8.78288,11.07,NA,NA,NA,14.91,NA,NA,28.62,11.07
"423","Oromiya","Fiche","November",2014,38.73344116,9.791083661,8.36,7.17,8.46,NA,11.7,NA,NA,14.05,8.36
"424","Oromiya","Ghimbi","October",2014,35.83291974,9.163103789,10,8,8,NA,NA,NA,20,NA,10
"425","Oromiya","Dembi- Dolo ","October",2014,34.79748694,8.530219501,12,10,NA,NA,NA,40,25,NA,12
"426","Oromiya","Shambu","October",2014,37.09431432,9.569809208,6.94,6.87,6.83,NA,NA,NA,NA,NA,6.94
"427","Oromiya","Nekemte","October",2014,36.54851971,9.09042469,10,8.83,9,NA,NA,28,24,11.87,10
"428","Oromiya","Bedele","October",2014,36.36017384,8.454821965,8.83,8.5,8.16,NA,NA,NA,NA,12.4,8.83
"429","Oromiya","Metu","October",2014,35.58726864,8.300606827,11,9,9,NA,NA,NA,NA,NA,11
"430","Oromiya","Jimma","October",2014,36.84385226,7.672338798,12,NA,12,NA,NA,NA,NA,NA,12
"431","Oromiya","Agaro","October",2014,36.58627683,7.848002731,12.35,11.18,11.18,NA,NA,NA,NA,13,12.35
"432","Oromiya","Ambo","October",2014,37.8446066,8.976806527,10.4,9.96,9.69,NA,11.42,NA,NA,NA,10.4
"433","Oromiya","Weliso","October",2014,37.97073066,8.534178897,11.6,9.75,10.83,NA,18.87,NA,NA,18.77,11.6
"434","Oromiya","Ejere","October",2014,39.262249,8.78288,11.35,NA,10.46,NA,13.92,NA,NA,NA,11.35
"435","Oromiya","Fiche","October",2014,38.73344116,9.791083661,9.49,7.65,9.16,NA,11.86,NA,NA,13.99,9.49
"448","Oromiya","Ghimbi","September",2014,35.83291974,9.163103789,10,8,8,NA,NA,NA,20,NA,10
"449","Oromiya","Dembi- Dolo ","September",2014,34.79748694,8.530219501,12,9,NA,NA,NA,30,20,NA,12
"450","Oromiya","Shambu","September",2014,37.09431432,9.569809208,6.87,5.93,6.84,NA,NA,NA,NA,NA,6.87
"451","Oromiya","Nekemte","September",2014,36.54851971,9.09042469,10,9,9,NA,NA,28,24,13.72,10
"452","Oromiya","Bedele","September",2014,36.36017384,8.454821965,12.66,12,8.62,NA,NA,NA,NA,NA,12.66
"453","Oromiya","Metu","September",2014,35.58726864,8.300606827,11,9,11,NA,NA,NA,NA,NA,11
"454","Oromiya","Jimma","September",2014,36.84385226,7.672338798,NA,NA,11.83,NA,NA,NA,NA,NA,11.83
"455","Oromiya","Agaro","September",2014,36.58627683,7.848002731,12.15,10.59,10.59,NA,NA,NA,NA,12.41,12.15
"456","Oromiya","Ambo","September",2014,37.8446066,8.976806527,9.82,8.58,9.41,NA,10.47,NA,NA,NA,9.82
"457","Oromiya","Weliso","September",2014,37.97073066,8.534178897,10.01,10.01,11.6,NA,14.63,NA,NA,18.77,10.01
"458","Oromiya","Ejere","September",2014,39.262249,8.78288,11.39,NA,NA,NA,13.92,NA,NA,26.1,11.39
"459","Oromiya","Fiche","September",2014,38.73344116,9.791083661,9.23,8.44,9.59,NA,14.44,NA,NA,14.12,9.23
"460","Oromiya","Nazareth","August",2014,39.26941988,8.535362997,9.65,8.65,8.65,10,12.32,19.31,NA,12.51,9.65
"461","Oromiya","Shashe-","August",2014,38.608142,7.205388,10,10,10,12,NA,NA,NA,17.22,10
"462","Oromiya","Diksise","August",2014,39.55824,8.059179,10.24,7.71,7.68,10.36,NA,NA,NA,NA,10.24
"463","Oromiya","Asella","August",2014,39.12972322,7.949589951,11,8.66,8.66,12,NA,NA,NA,16.98,11
"464","Oromiya","Asebe- Teferi ","August",2014,40.86319806,9.072493603,10.32,NA,10,10.66,NA,NA,NA,29.49,10.32
"465","Oromiya","Bedessa","August",2014,40.77378712,8.902011546,11.66,NA,NA,NA,NA,NA,NA,NA,11.66
"466","Oromiya","Alemaya","August",2014,42.01641123,9.379383214,10,NA,NA,12,NA,NA,NA,NA,10
"467","Oromiya","Boreda","August",2014,41.278686,9.331067,11,NA,NA,NA,NA,NA,NA,NA,11
"468","Oromiya","Adaba","August",2014,39.3890878,7.004454253,9.13,7.16,NA,9.19,NA,NA,NA,NA,9.13
"469","Oromiya","Robe","August",2014,39.631104,7.860619,9.57,8.66,NA,NA,NA,NA,NA,NA,9.57
"470","Oromiya","Hagere- Mariam ","August",2014,38.23373735,5.63380625,7.35,7.38,NA,NA,NA,NA,NA,12.02,7.35
"471","Oromiya","Negele- Borena ","August",2014,39.577385,5.33699,10.98,10.91,11.11,NA,NA,24.49,20.98,NA,10.98
"472","Oromiya","Nazareth","December",2014,39.26941988,8.535362997,11.66,9,9,11,13.3,20,NA,15.66,11.66
"473","Oromiya","Shashe-","December",2014,38.608142,7.205388,10,10,10,11.83,NA,NA,NA,28.17,10
"474","Oromiya","Diksise","December",2014,39.55824,8.059179,7.32,6.67,6.7,11.65,NA,NA,NA,NA,7.32
"475","Oromiya","Asella","December",2014,39.12972322,7.949589951,11,9,9,9,NA,NA,NA,17.31,11
"476","Oromiya","Asebe- Teferi ","December",2014,40.86319806,9.072493603,12,8,10,12,NA,NA,NA,26.79,12
"477","Oromiya","Bedessa","December",2014,40.77378712,8.902011546,7.8,NA,NA,NA,NA,NA,NA,NA,7.8
"478","Oromiya","Alemaya","December",2014,42.01641123,9.379383214,11.97,NA,NA,NA,NA,NA,NA,NA,11.97
"479","Oromiya","Boreda","December",2014,41.278686,9.331067,10.66,NA,NA,NA,NA,NA,NA,NA,10.66
"480","Oromiya","Adaba","December",2014,39.3890878,7.004454253,8.09,6.45,5.9,7.72,NA,NA,NA,NA,8.09
"481","Oromiya","Robe","December",2014,39.631104,7.860619,8.38,7.22,7.25,NA,NA,NA,NA,NA,8.38
"482","Oromiya","Hagere- Mariam ","December",2014,38.23373735,5.63380625,9.32,NA,NA,NA,NA,NA,NA,12.57,9.32
"483","Oromiya","Negele- Borena ","December",2014,39.577385,5.33699,9.32,9.26,9.87,NA,NA,27.32,20,NA,9.32
"484","Oromiya","Nazareth","February",2015,39.26941988,8.535362997,11.66,9,9,10.32,13.66,20,NA,14.88,11.66
"485","Oromiya","Shashe-","February",2015,38.608142,7.205388,7,7,8,11,NA,NA,NA,26.83,7
"486","Oromiya","Diksise","February",2015,39.55824,8.059179,11.54,10.29,10.19,14.49,NA,NA,NA,NA,11.54
"487","Oromiya","Asella","February",2015,39.12972322,7.949589951,14,9,9,9.93,18,NA,NA,17.66,14
"488","Oromiya","Asebe- Teferi ","February",2015,40.86319806,9.072493603,10.63,NA,NA,10.63,NA,NA,NA,31.04,10.63
"489","Oromiya","Bedessa","February",2015,40.77378712,8.902011546,7.4,NA,NA,NA,NA,NA,NA,NA,7.4
"490","Oromiya","Alemaya","February",2015,42.01641123,9.379383214,12,NA,NA,NA,NA,NA,NA,NA,12
"491","Oromiya","Boreda","February",2015,41.278686,9.331067,10,NA,NA,NA,NA,NA,NA,NA,10
"492","Oromiya","Adaba","February",2015,39.3890878,7.004454253,7.16,5.79,5.94,7.62,NA,NA,NA,NA,7.16
"493","Oromiya","Robe","February",2015,39.631104,7.860619,9.7,7.37,NA,NA,NA,NA,NA,NA,9.7
"494","Oromiya","Hagere- Mariam ","February",2015,38.23373735,5.63380625,10,NA,NA,13,NA,NA,NA,11.11,10
"495","Oromiya","Negele- Borena ","February",2015,39.577385,5.33699,9.04,9.09,8.98,NA,NA,24.66,20,NA,9.04
"496","Oromiya","Nazareth","January",2015,39.26941988,8.535362997,11.32,9,9,10.66,13.66,20,NA,15.66,11.32
"497","Oromiya","Shashe-","January",2015,38.608142,7.205388,9.32,9,9.65,12,NA,NA,NA,28.32,9.32
"498","Oromiya","Diksise","January",2015,39.55824,8.059179,11.59,6.7,6.67,12.54,NA,NA,NA,NA,11.59
"499","Oromiya","Asella","January",2015,39.12972322,7.949589951,10,7.32,7.32,9.66,NA,NA,NA,17.48,10
"500","Oromiya","Asebe- Teferi ","January",2015,40.86319806,9.072493603,11.29,NA,NA,11.29,NA,NA,NA,31.04,11.29
"501","Oromiya","Bedessa","January",2015,40.77378712,8.902011546,7.07,NA,NA,NA,NA,NA,NA,NA,7.07
"502","Oromiya","Alemaya","January",2015,42.01641123,9.379383214,12,NA,NA,NA,NA,NA,NA,NA,12
"503","Oromiya","Boreda","January",2015,41.278686,9.331067,10.66,NA,NA,NA,NA,NA,NA,NA,10.66
"504","Oromiya","Adaba","January",2015,39.3890878,7.004454253,7.15,5.78,5.83,6.8,NA,NA,NA,NA,7.15
"505","Oromiya","Robe","January",2015,39.631104,7.860619,8.33,6.16,NA,NA,NA,NA,NA,NA,8.33
"506","Oromiya","Hagere- Mariam ","January",2015,38.23373735,5.63380625,12,8.43,NA,NA,NA,NA,NA,10.78,12
"507","Oromiya","Negele- Borena ","January",2015,39.577385,5.33699,9.2,9.26,9.15,NA,NA,24.66,22.65,NA,9.2
"508","Oromiya","Nazareth","July",2014,39.26941988,8.535362997,9.65,9,9,10,11.97,19.31,NA,12.51,9.65
"509","Oromiya","Shashe-","July",2014,38.608142,7.205388,8,9,10,12,NA,NA,NA,13.22,8
"510","Oromiya","Diksise","July",2014,39.55824,8.059179,11.59,8.01,7.97,12.32,NA,NA,NA,NA,11.59
"511","Oromiya","Asella","July",2014,39.12972322,7.949589951,7.66,7.66,7.66,10,NA,NA,NA,16.68,7.66
