"","Region","Market","Month","Year","Longitude","Latitude","pkg.bar.white","pkg.bar.mixed","pkg.bar.black","pkg.bar.bbeer","pkg.bar.hullb","pkg.bar.millw","pkg.bar.millm","pkg.bar.maltb","pkg.bar.allba"
"17","Amhara","Gondar","August",2014,37.46149667,12.59878688,11.33,NA,NA,NA,16,NA,NA,NA,11.33
"18","Amhara","Esete","August",2014,37.88657423,10.92298692,8.68,8.73,8.68,8.7,14.11,NA,NA,11.25,8.68
"19","Amhara","Debre- Tabor ","August",2014,38.00833967,11.84769551,NA,7.63,7.32,NA,13.16,NA,NA,13.68,7.32
"20","Amhara","Kobo","August",2014,39.63127424,12.16406542,9.49,9.11,NA,NA,NA,NA,NA,21.82,9.49
"21","Amhara","Weldiya","August",2014,39.6014117,11.82360232,11.12,9.26,8.66,NA,17.16,NA,NA,13.17,11.12
"22","Amhara","Kombolcha","August",2014,39.73724188,11.07807805,9.68,8.13,8.07,NA,NA,NA,NA,NA,9.68
"23","Amhara","Dessie","August",2014,39.63548793,11.11703902,9.12,8.35,NA,NA,NA,26,NA,17.16,9.12
"24","Amhara","Shewa- Robit ","August",2014,39.90269733,10.00580856,9.93,NA,10.19,NA,16.67,NA,NA,12.62,9.93
"25","Amhara","Debre-¦","August",2014,39.52890047,9.67650294,8.66,7.93,NA,10,11.43,NA,NA,22.57,8.66
"26","Amhara","Chuahit","December",2014,39.311961,10.643157,NA,6.5,NA,NA,NA,NA,NA,10.64,6.5
"27","Amhara","Gondar","December",2014,37.46149667,12.59878688,11.66,NA,NA,NA,14,NA,NA,NA,11.66
"28","Amhara","Esete","December",2014,37.88657423,10.92298692,7.65,7.88,6.93,10.14,16.49,NA,NA,10.54,7.65
"29","Amhara","Debre- Tabor ","December",2014,38.00833967,11.84769551,NA,9.12,9.14,11.2,15.05,NA,NA,13.89,9.14
"30","Amhara","Kobo","December",2014,39.63127424,12.16406542,9.02,8.28,NA,NA,NA,NA,NA,22.4,9.02
"31","Amhara","Weldiya","December",2014,39.6014117,11.82360232,10.83,9.24,8.45,NA,15.09,NA,NA,14.45,10.83
"32","Amhara","Kombolcha","December",2014,39.73724188,11.07807805,8.93,8.14,NA,NA,22.89,NA,NA,26.15,8.93
"33","Amhara","Dessie","December",2014,39.63548793,11.11703902,9.12,7.85,NA,NA,17.14,26,NA,14.76,9.12
"34","Amhara","Shewa- Robit ","December",2014,39.90269733,10.00580856,10.6,NA,9.86,12.44,NA,NA,NA,16.59,10.6
"35","Amhara","Debre-¦","December",2014,39.52890047,9.67650294,7.16,6.83,NA,NA,13.37,NA,NA,23.73,7.16
"36","Amhara","Chuahit","February",2015,39.311961,10.643157,NA,7,NA,NA,NA,NA,NA,11.86,7
"37","Amhara","Gondar","February",2015,37.46149667,12.59878688,11.66,NA,NA,NA,13.83,NA,NA,NA,11.66
"38","Amhara","Esete","February",2015,37.88657423,10.92298692,8.51,8.73,7.2,10.7,13.51,NA,NA,10.76,8.51
"39","Amhara","Debre- Tabor ","February",2015,38.00833967,11.84769551,NA,9.21,9.47,NA,12.82,NA,NA,11.64,9.47
"40","Amhara","Kobo","February",2015,39.63127424,12.16406542,9.53,8.83,NA,NA,NA,NA,NA,19.91,9.53
"41","Amhara","Weldiya","February",2015,39.6014117,11.82360232,10.83,8.92,8.5,NA,15.64,NA,NA,15.81,10.83
"42","Amhara","Kombolcha","February",2015,39.73724188,11.07807805,9.23,8.94,NA,NA,20.02,NA,NA,20,9.23
"43","Amhara","Dessie","February",2015,39.63548793,11.11703902,8.2,7.22,NA,NA,NA,26,NA,15.85,8.2
"44","Amhara","Shewa- Robit ","February",2015,39.90269733,10.00580856,10.38,9.02,9.13,10.43,22.56,NA,NA,13.23,10.38
"45","Amhara","Debre-¦","February",2015,39.52890047,9.67650294,7.81,6.33,NA,10,11.4,NA,NA,22.06,7.81
"46","Amhara","Chuahit","January",2015,39.311961,10.643157,NA,7,NA,NA,NA,NA,NA,13.64,7
"47","Amhara","Gondar","January",2015,37.46149667,12.59878688,11.33,NA,NA,NA,14.33,NA,NA,13,11.33
"48","Amhara","Esete","January",2015,37.88657423,10.92298692,7.48,7.61,6.18,9.68,16.25,NA,NA,10.57,7.48
"49","Amhara","Debre- Tabor ","January",2015,38.00833967,11.84769551,NA,8.87,10.02,NA,13.09,NA,NA,13.07,10.02
"50","Amhara","Kobo","January",2015,39.63127424,12.16406542,9.55,9.28,NA,NA,NA,NA,NA,22.91,9.55
"51","Amhara","Weldiya","January",2015,39.6014117,11.82360232,10.83,9.13,8.59,NA,16.14,NA,NA,18.92,10.83
"52","Amhara","Kombolcha","January",2015,39.73724188,11.07807805,9.48,9.12,NA,NA,14.24,NA,NA,24.28,9.48
"53","Amhara","Dessie","January",2015,39.63548793,11.11703902,8.37,7.73,NA,NA,NA,26,NA,16.15,8.37
"54","Amhara","Shewa- Robit ","January",2015,39.90269733,10.00580856,11.8,NA,10.92,11.14,21.53,NA,NA,13.35,11.8
"55","Amhara","Debre-¦","January",2015,39.52890047,9.67650294,7,6.5,NA,NA,11.46,NA,NA,23.54,7
"56","Amhara","Chuahit","July",2014,39.311961,10.643157,NA,7.5,NA,NA,NA,NA,NA,13.43,7.5
"57","Amhara","Gondar","July",2014,37.46149667,12.59878688,11,NA,NA,NA,16,NA,NA,14,11
"58","Amhara","Esete","July",2014,37.88657423,10.92298692,8.27,8.26,8.12,10.33,12.78,NA,NA,10.42,8.27
"59","Amhara","Debre- Tabor ","July",2014,38.00833967,11.84769551,NA,7.62,6.91,NA,11.76,NA,NA,10.91,6.91
"60","Amhara","Kobo","July",2014,39.63127424,12.16406542,8.41,NA,NA,NA,NA,NA,NA,15.99,8.41
"61","Amhara","Weldiya","July",2014,39.6014117,11.82360232,11.45,8.99,8.5,NA,16.79,NA,NA,14,11.45
"62","Amhara","Kombolcha","July",2014,39.73724188,11.07807805,10.05,9.26,9.03,NA,33.34,NA,NA,34.62,10.05
"63","Amhara","Dessie","July",2014,39.63548793,11.11703902,9.12,8.2,NA,NA,NA,26,NA,15.66,9.12
"64","Amhara","Shewa- Robit ","July",2014,39.90269733,10.00580856,11.4,NA,10.82,11.09,21.22,NA,NA,13.9,11.4
"65","Amhara","Debre-¦","July",2014,39.52890047,9.67650294,8.5,8,NA,8.5,12.34,NA,NA,23.73,8.5
"66","Amhara","Chuahit","June",2015,39.311961,10.643157,NA,7,NA,NA,NA,NA,NA,13.43,7
"67","Amhara","Gondar","June",2015,37.46149667,12.59878688,11.49,NA,NA,NA,15.33,NA,NA,NA,11.49
"68","Amhara","Esete","June",2015,37.88657423,10.92298692,8.57,8.61,8.11,12.48,15.23,NA,NA,11.56,8.57
"69","Amhara","Debre- Tabor ","June",2015,38.00833967,11.84769551,NA,11.22,11.35,16.64,13.12,NA,NA,11.92,11.35
"70","Amhara","Kobo","June",2015,39.63127424,12.16406542,13.32,NA,NA,NA,NA,NA,NA,24.23,13.32
"71","Amhara","Weldiya","June",2015,39.6014117,11.82360232,15.28,10.72,9,NA,16.53,NA,NA,16.67,15.28
"72","Amhara","Kombolcha","June",2015,39.73724188,11.07807805,12.96,9.38,8.82,NA,33.71,NA,NA,36.01,12.96
"73","Amhara","Dessie","June",2015,39.63548793,11.11703902,10.04,9.09,9.09,NA,NA,26,NA,15.95,10.04
"74","Amhara","Shewa- Robit ","June",2015,39.90269733,10.00580856,10.02,NA,10.49,12.4,23.53,NA,NA,11.12,10.02
"75","Amhara","Debre-¦","June",2015,39.52890047,9.67650294,8.83,7.16,NA,10.49,NA,NA,NA,23.03,8.83
"76","Amhara","Chuahit","March",2015,39.311961,10.643157,NA,7,NA,NA,NA,NA,NA,15.06,7
"77","Amhara","Gondar","March",2015,37.46149667,12.59878688,12,NA,NA,NA,14.16,NA,NA,NA,12
"78","Amhara","Esete","March",2015,37.88657423,10.92298692,9.69,10.11,8.67,9.58,13.69,NA,NA,11.41,9.69
"79","Amhara","Debre- Tabor ","March",2015,38.00833967,11.84769551,10.24,8.33,8.32,NA,13.02,NA,NA,11.66,10.24
"80","Amhara","Kobo","March",2015,39.63127424,12.16406542,11.73,NA,NA,NA,NA,NA,NA,27,11.73
"81","Amhara","Weldiya","March",2015,39.6014117,11.82360232,11.71,9,8.05,NA,17.04,NA,NA,15.16,11.71
"82","Amhara","Kombolcha","March",2015,39.73724188,11.07807805,8.85,8.06,NA,NA,22.24,NA,NA,21.02,8.85
"83","Amhara","Dessie","March",2015,39.63548793,11.11703902,8.76,7.62,NA,NA,20,26,NA,13.15,8.76
"84","Amhara","Shewa- Robit ","March",2015,39.90269733,10.00580856,10.67,NA,10.39,10.93,NA,NA,NA,12.52,10.67
"85","Amhara","Debre-¦","March",2015,39.52890047,9.67650294,7,6.5,NA,10,10.95,NA,NA,22.31,7
"86","Amhara","Chuahit","May",2015,39.311961,10.643157,NA,7,NA,NA,NA,NA,NA,13.18,7
"87","Amhara","Gondar","May",2015,37.46149667,12.59878688,11.16,NA,NA,NA,16.66,NA,NA,NA,11.16
"88","Amhara","Esete","May",2015,37.88657423,10.92298692,8.64,8.6,7.87,11.05,13.62,NA,NA,11.22,8.64
"89","Amhara","Debre- Tabor ","May",2015,38.00833967,11.84769551,NA,10.42,10.48,NA,13.15,NA,NA,14.04,10.48
"90","Amhara","Kobo","May",2015,39.63127424,12.16406542,12.24,NA,NA,NA,NA,NA,NA,NA,12.24
"91","Amhara","Weldiya","May",2015,39.6014117,11.82360232,15.14,9.41,8,NA,15.76,NA,NA,14.87,15.14
"92","Amhara","Kombolcha","May",2015,39.73724188,11.07807805,11.43,8.89,8.55,NA,34.9,NA,NA,22.8,11.43
"93","Amhara","Dessie","May",2015,39.63548793,11.11703902,10.54,9.46,NA,NA,NA,26,NA,15.63,10.54
"94","Amhara","Shewa- Robit ","May",2015,39.90269733,10.00580856,10.33,NA,9,12.39,34.37,NA,NA,12.67,10.33
"95","Amhara","Debre-¦","May",2015,39.52890047,9.67650294,7.5,6.5,NA,10,13.4,NA,NA,22.48,7.5
"96","Amhara","Chuahit","November",2014,39.311961,10.643157,NA,6,NA,NA,NA,NA,NA,10.6,6
"97","Amhara","Gondar","November",2014,37.46149667,12.59878688,10.83,NA,9,NA,15.66,NA,NA,NA,10.83
"98","Amhara","Esete","November",2014,37.88657423,10.92298692,8.72,8.75,6.79,8.76,16.46,NA,NA,9.92,8.72
"99","Amhara","Debre- Tabor ","November",2014,38.00833967,11.84769551,NA,9.14,9.21,13.24,14.64,NA,NA,13.03,9.21
"100","Amhara","Kobo","November",2014,39.63127424,12.16406542,9.05,9.01,NA,NA,NA,NA,NA,15.57,9.05
"101","Amhara","Weldiya","November",2014,39.6014117,11.82360232,10.8,9.16,8.59,NA,14.6,NA,NA,15.44,10.8
"102","Amhara","Kombolcha","November",2014,39.73724188,11.07807805,8.7,9.01,NA,NA,19.95,NA,NA,32.87,8.7
"103","Amhara","Dessie","November",2014,39.63548793,11.11703902,9.07,8.29,NA,NA,18.07,26,NA,13.81,9.07
"104","Amhara","Shewa- Robit ","November",2014,39.90269733,10.00580856,12.06,NA,10.9,12.2,NA,NA,NA,13.16,12.06
"105","Amhara","Debre-¦","November",2014,39.52890047,9.67650294,8.16,7.5,NA,NA,14,NA,NA,24.59,8.16
"106","Amhara","Chuahit","October",2014,39.311961,10.643157,NA,5.5,NA,NA,NA,NA,NA,11.94,5.5
"107","Amhara","Gondar","October",2014,37.46149667,12.59878688,11.5,NA,NA,NA,16,NA,NA,NA,11.5
"108","Amhara","Esete","October",2014,37.88657423,10.92298692,10.26,10.27,8.44,13.17,16.64,NA,NA,10.06,10.26
"109","Amhara","Debre- Tabor ","October",2014,38.00833967,11.84769551,NA,7.79,7.77,NA,15.99,NA,NA,11.29,7.77
"110","Amhara","Kobo","October",2014,39.63127424,12.16406542,10.07,NA,NA,NA,NA,NA,NA,15.21,10.07
"111","Amhara","Weldiya","October",2014,39.6014117,11.82360232,11.15,8.91,8.59,NA,14.85,NA,NA,15.65,11.15
"112","Amhara","Kombolcha","October",2014,39.73724188,11.07807805,9.4,8.65,8.59,NA,NA,NA,NA,34.62,9.4
"113","Amhara","Dessie","October",2014,39.63548793,11.11703902,7.86,7.26,NA,NA,19.07,26,NA,16.15,7.86
"114","Amhara","Shewa- Robit ","October",2014,39.90269733,10.00580856,11.5,NA,10.32,12.87,NA,NA,NA,14.24,11.5
"115","Amhara","Debre-¦","October",2014,39.52890047,9.67650294,8.66,7.99,NA,10,14,NA,NA,22.48,8.66
"126","Amhara","Chuahit","September",2014,39.311961,10.643157,NA,5.5,NA,NA,NA,NA,NA,12.12,5.5
"127","Amhara","Gondar","September",2014,37.46149667,12.59878688,11.33,NA,NA,NA,16,NA,NA,15,11.33
"128","Amhara","Esete","September",2014,37.88657423,10.92298692,7.34,7.48,7.51,8.46,12.91,NA,NA,10.86,7.34
"129","Amhara","Debre- Tabor ","September",2014,38.00833967,11.84769551,NA,7.72,7.69,NA,13.32,NA,NA,10.85,7.69
"130","Amhara","Kobo","September",2014,39.63127424,12.16406542,10.56,8.33,NA,NA,NA,NA,NA,16.74,10.56
"131","Amhara","Weldiya","September",2014,39.6014117,11.82360232,10.82,9.33,8.42,NA,20.25,NA,NA,16.69,10.82
"132","Amhara","Kombolcha","September",2014,39.73724188,11.07807805,10.1,8.7,8.63,NA,23.33,NA,NA,36.01,10.1
"133","Amhara","Dessie","September",2014,39.63548793,11.11703902,9.02,7.66,6.9,NA,24.54,26,NA,14.6,9.02
"134","Amhara","Shewa- Robit ","September",2014,39.90269733,10.00580856,10.32,NA,10.31,12.04,23.79,NA,NA,12.65,10.32
"135","Amhara","Debre-¦","September",2014,39.52890047,9.67650294,7.83,7.49,NA,10,11.39,NA,NA,22.82,7.83
"136","Amhara","Mota","August",2014,37.8807432,11.07475582,9.76,NA,11.55,NA,16.31,NA,NA,NA,9.76
"137","Amhara","Debre- Markos ","August",2014,37.72636868,10.33641293,10.71,NA,NA,NA,NA,NA,NA,NA,10.71
"138","Amhara","Dembecha","August",2014,37.48251554,10.56669266,15,NA,NA,NA,NA,NA,NA,NA,15
"139","Amhara","Bahir- Dar ","August",2014,37.3815488,11.58416449,12,NA,10.32,NA,17.66,NA,NA,13,12
"140","Amhara","Sekota","August",2014,39.03355257,12.62479803,8.18,8.71,8.52,NA,NA,NA,NA,14.72,8.18
"141","Amhara","Amde Work ","August",2014,38.85815043,12.45920199,10.69,NA,NA,NA,NA,NA,NA,NA,10.69
"142","Amhara","Danigla","August",2014,36.83153176,11.25223153,9.95,NA,NA,NA,NA,NA,NA,19.44,9.95
"143","Amhara","Chagni","August",2014,36.50793596,10.95196565,9.32,NA,8,NA,NA,NA,NA,NA,9.32
"144","Amhara","Kemise","August",2014,39.85696873,10.71374234,11.54,11.69,10.93,NA,NA,NA,NA,17.93,11.54
"145","Amhara","Bati","August",2014,40.0181327,11.19153266,9.29,NA,NA,NA,NA,NA,NA,17.66,9.29
"146","Amhara","Mota","December",2014,37.8807432,11.07475582,NA,NA,14.46,NA,16.29,NA,NA,10.96,14.46
"147","Amhara","Debre- Markos ","December",2014,37.72636868,10.33641293,10.91,NA,NA,NA,NA,NA,NA,NA,10.91
"148","Amhara","Dembecha","December",2014,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Amhara","Bahir- Dar ","December",2014,37.3815488,11.58416449,12.32,NA,10,NA,16.33,NA,NA,13.66,12.32
"150","Amhara","Sekota","December",2014,39.03355257,12.62479803,7.76,7.11,6.69,NA,NA,NA,NA,14.84,7.76
"151","Amhara","Amde Work ","December",2014,38.85815043,12.45920199,9.66,NA,NA,NA,NA,NA,NA,NA,9.66
"152","Amhara","Danigla","December",2014,36.83153176,11.25223153,14.1,NA,NA,NA,NA,NA,NA,13.64,14.1
"153","Amhara","Chagni","December",2014,36.50793596,10.95196565,NA,NA,8.32,NA,NA,NA,NA,9.69,8.32
"154","Amhara","Kemise","December",2014,39.85696873,10.71374234,11.54,9.36,10.42,NA,NA,NA,NA,19.52,11.54
"155","Amhara","Bati","December",2014,40.0181327,11.19153266,10.66,NA,NA,NA,NA,NA,NA,16.68,10.66
"156","Amhara","Mota","February",2015,37.8807432,11.07475582,10.53,NA,13.3,NA,16.49,NA,NA,24.41,10.53
"157","Amhara","Debre- Markos ","February",2015,37.72636868,10.33641293,10.09,NA,NA,NA,NA,NA,NA,NA,10.09
"158","Amhara","Dembecha","February",2015,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Amhara","Bahir- Dar ","February",2015,37.3815488,11.58416449,12.32,NA,10.63,NA,16.66,NA,NA,13.66,12.32
"160","Amhara","Sekota","February",2015,39.03355257,12.62479803,8.08,7.73,7.36,NA,NA,NA,NA,14.64,8.08
"161","Amhara","Amde Work ","February",2015,38.85815043,12.45920199,10.69,NA,NA,NA,NA,NA,NA,NA,10.69
"162","Amhara","Danigla","February",2015,36.83153176,11.25223153,NA,NA,NA,NA,NA,NA,NA,13.35,NA
"163","Amhara","Chagni","February",2015,36.50793596,10.95196565,10,NA,8.16,NA,NA,NA,NA,9.41,10
"164","Amhara","Kemise","February",2015,39.85696873,10.71374234,11.34,11.37,13.17,NA,NA,NA,NA,20.28,11.34
"165","Amhara","Bati","February",2015,40.0181327,11.19153266,11.38,NA,NA,NA,NA,NA,NA,16.99,11.38
"166","Amhara","Mota","January",2015,37.8807432,11.07475582,NA,NA,13.82,NA,16.15,NA,NA,8.33,13.82
"167","Amhara","Debre- Markos ","January",2015,37.72636868,10.33641293,9.91,NA,NA,NA,NA,NA,NA,NA,9.91
"168","Amhara","Dembecha","January",2015,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Amhara","Bahir- Dar ","January",2015,37.3815488,11.58416449,13,NA,11.66,NA,16.33,NA,NA,13.66,13
"170","Amhara","Sekota","January",2015,39.03355257,12.62479803,7.95,7.28,6.89,NA,NA,NA,NA,15,7.95
"171","Amhara","Amde Work ","January",2015,38.85815043,12.45920199,10.5,NA,NA,NA,NA,NA,NA,NA,10.5
"172","Amhara","Danigla","January",2015,36.83153176,11.25223153,14,NA,NA,NA,NA,NA,NA,13.64,14
"173","Amhara","Chagni","January",2015,36.50793596,10.95196565,NA,NA,9,NA,NA,NA,NA,9.38,9
"174","Amhara","Kemise","January",2015,39.85696873,10.71374234,11.37,10.34,9.89,NA,NA,NA,NA,20.01,11.37
"175","Amhara","Bati","January",2015,40.0181327,11.19153266,10.83,NA,NA,NA,NA,NA,NA,17.83,10.83
"176","Amhara","Mota","July",2014,37.8807432,11.07475582,NA,NA,NA,NA,15.74,NA,NA,NA,NA
"177","Amhara","Debre- Markos ","July",2014,37.72636868,10.33641293,10.79,NA,NA,NA,NA,NA,NA,NA,10.79
"178","Amhara","Dembecha","July",2014,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"179","Amhara","Bahir- Dar ","July",2014,37.3815488,11.58416449,12.32,NA,9.97,NA,14.66,NA,NA,13.33,12.32
"180","Amhara","Sekota","July",2014,39.03355257,12.62479803,8.58,8.31,8.08,NA,NA,NA,NA,14.64,8.58
"181","Amhara","Amde Work ","July",2014,38.85815043,12.45920199,10.81,NA,NA,NA,NA,NA,NA,NA,10.81
"182","Amhara","Danigla","July",2014,36.83153176,11.25223153,10.39,NA,NA,NA,NA,NA,NA,13.05,10.39
"183","Amhara","Chagni","July",2014,36.50793596,10.95196565,8.83,NA,8,NA,NA,NA,NA,8.83,8.83
"184","Amhara","Kemise","July",2014,39.85696873,10.71374234,10.28,9.92,12.91,NA,NA,NA,NA,21.8,10.28
"185","Amhara","Bati","July",2014,40.0181327,11.19153266,10.76,NA,NA,NA,NA,NA,NA,16.99,10.76
"186","Amhara","Mota","June",2015,37.8807432,11.07475582,16.45,NA,12.16,NA,15.97,NA,NA,10.14,16.45
"187","Amhara","Debre- Markos ","June",2015,37.72636868,10.33641293,10.78,NA,NA,NA,NA,NA,NA,NA,10.78
"188","Amhara","Dembecha","June",2015,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"189","Amhara","Bahir- Dar ","June",2015,37.3815488,11.58416449,13,NA,12.16,NA,20.98,NA,NA,14.33,13
"190","Amhara","Sekota","June",2015,39.03355257,12.62479803,9,8.34,8.48,NA,NA,NA,NA,14.9,9
"191","Amhara","Amde Work ","June",2015,38.85815043,12.45920199,12.58,NA,NA,NA,NA,NA,NA,NA,12.58
"192","Amhara","Danigla","June",2015,36.83153176,11.25223153,13.39,NA,NA,NA,NA,NA,NA,15.42,13.39
"193","Amhara","Chagni","June",2015,36.50793596,10.95196565,11.83,NA,9,NA,NA,NA,NA,10.73,11.83
"194","Amhara","Kemise","June",2015,39.85696873,10.71374234,11.74,9.9,10.14,NA,NA,NA,NA,24.68,11.74
"195","Amhara","Bati","June",2015,40.0181327,11.19153266,11.89,NA,NA,NA,NA,26,NA,22.44,11.89
"196","Amhara","Mota","March",2015,37.8807432,11.07475582,NA,NA,11.4,NA,17.05,NA,NA,13.78,11.4
"197","Amhara","Debre- Markos ","March",2015,37.72636868,10.33641293,10.55,NA,NA,NA,NA,NA,NA,NA,10.55
"198","Amhara","Dembecha","March",2015,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Amhara","Bahir- Dar ","March",2015,37.3815488,11.58416449,12.83,NA,11.16,NA,17.66,NA,NA,14.66,12.83
"200","Amhara","Sekota","March",2015,39.03355257,12.62479803,8.31,7.86,7.19,NA,NA,NA,NA,14.72,8.31
"201","Amhara","Amde Work ","March",2015,38.85815043,12.45920199,10.72,NA,NA,NA,NA,NA,NA,NA,10.72
"202","Amhara","Danigla","March",2015,36.83153176,11.25223153,NA,NA,NA,NA,NA,NA,NA,13.35,NA
"203","Amhara","Chagni","March",2015,36.50793596,10.95196565,NA,NA,9,NA,NA,NA,NA,10.03,9
"204","Amhara","Kemise","March",2015,39.85696873,10.71374234,11.32,11.54,9.62,NA,NA,NA,NA,20.03,11.32
"205","Amhara","Bati","March",2015,40.0181327,11.19153266,11.48,NA,NA,NA,NA,NA,NA,16.69,11.48
"206","Amhara","Mota","May",2015,37.8807432,11.07475582,NA,NA,10.84,NA,16.31,NA,NA,13.25,10.84
"207","Amhara","Debre- Markos ","May",2015,37.72636868,10.33641293,9.74,NA,NA,NA,NA,NA,NA,NA,9.74
"208","Amhara","Dembecha","May",2015,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Amhara","Bahir- Dar ","May",2015,37.3815488,11.58416449,12.66,NA,12.32,NA,18.64,NA,NA,14.33,12.66
"210","Amhara","Sekota","May",2015,39.03355257,12.62479803,8.86,8.13,8.38,NA,NA,NA,NA,14.9,8.86
"211","Amhara","Amde Work ","May",2015,38.85815043,12.45920199,10.97,NA,NA,NA,NA,NA,NA,NA,10.97
"212","Amhara","Danigla","May",2015,36.83153176,11.25223153,10.99,NA,NA,NA,NA,NA,NA,14.64,10.99
"213","Amhara","Chagni","May",2015,36.50793596,10.95196565,10.83,NA,9,NA,NA,NA,NA,10.36,10.83
"214","Amhara","Kemise","May",2015,39.85696873,10.71374234,11.32,10.93,9.82,NA,NA,NA,NA,23.11,11.32
"215","Amhara","Bati","May",2015,40.0181327,11.19153266,12.31,NA,NA,NA,NA,NA,NA,21.82,12.31
"216","Amhara","Mota","November",2014,37.8807432,11.07475582,15.39,NA,15.2,NA,16.86,NA,NA,10.99,15.39
"217","Amhara","Debre- Markos ","November",2014,37.72636868,10.33641293,10.35,NA,NA,NA,NA,NA,NA,NA,10.35
"218","Amhara","Dembecha","November",2014,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Amhara","Bahir- Dar ","November",2014,37.3815488,11.58416449,12.16,NA,10,NA,16.98,NA,NA,13.66,12.16
"220","Amhara","Sekota","November",2014,39.03355257,12.62479803,7.64,7.27,6.96,NA,NA,NA,NA,14.37,7.64
"221","Amhara","Amde Work ","November",2014,38.85815043,12.45920199,9.56,NA,NA,NA,NA,NA,NA,NA,9.56
"222","Amhara","Danigla","November",2014,36.83153176,11.25223153,12.5,NA,NA,NA,NA,NA,NA,14.31,12.5
"223","Amhara","Chagni","November",2014,36.50793596,10.95196565,NA,NA,8,NA,NA,NA,NA,9.38,8
"224","Amhara","Kemise","November",2014,39.85696873,10.71374234,9.41,8.2,8.07,NA,NA,NA,NA,18.55,9.41
"225","Amhara","Bati","November",2014,40.0181327,11.19153266,9.69,NA,NA,NA,NA,NA,NA,17.32,9.69
"226","Amhara","Mota","October",2014,37.8807432,11.07475582,NA,NA,NA,NA,15.34,NA,NA,NA,NA
"227","Amhara","Debre- Markos ","October",2014,37.72636868,10.33641293,10.44,NA,NA,NA,NA,NA,NA,NA,10.44
"228","Amhara","Dembecha","October",2014,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Amhara","Bahir- Dar ","October",2014,37.3815488,11.58416449,12,NA,10.32,NA,16.98,NA,NA,13.66,12
"230","Amhara","Sekota","October",2014,39.03355257,12.62479803,8.64,8.34,8.11,NA,NA,NA,NA,14.72,8.64
"231","Amhara","Amde Work ","October",2014,38.85815043,12.45920199,10.51,NA,NA,NA,NA,NA,NA,NA,10.51
"232","Amhara","Danigla","October",2014,36.83153176,11.25223153,11.26,NA,NA,NA,NA,NA,NA,14.31,11.26
"233","Amhara","Chagni","October",2014,36.50793596,10.95196565,9.83,NA,8,NA,NA,NA,NA,9.09,9.83
"234","Amhara","Kemise","October",2014,39.85696873,10.71374234,11.13,8.98,9.43,NA,NA,NA,NA,19.55,11.13
"235","Amhara","Bati","October",2014,40.0181327,11.19153266,11.62,NA,NA,NA,NA,NA,NA,17.48,11.62
"246","Amhara","Mota","September",2014,37.8807432,11.07475582,NA,NA,13.29,NA,16.49,NA,NA,NA,13.29
"247","Amhara","Debre- Markos ","September",2014,37.72636868,10.33641293,10,NA,NA,NA,NA,NA,NA,NA,10
"248","Amhara","Dembecha","September",2014,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Amhara","Bahir- Dar ","September",2014,37.3815488,11.58416449,11.83,NA,10,NA,16.29,NA,NA,13.66,11.83
"250","Amhara","Sekota","September",2014,39.03355257,12.62479803,8.86,8.28,8.35,NA,NA,NA,NA,14.82,8.86
"251","Amhara","Amde Work ","September",2014,38.85815043,12.45920199,10.31,NA,NA,NA,NA,NA,NA,NA,10.31
"252","Amhara","Danigla","September",2014,36.83153176,11.25223153,11.74,NA,NA,NA,NA,NA,NA,14.31,11.74
"253","Amhara","Chagni","September",2014,36.50793596,10.95196565,9.66,NA,8,NA,NA,NA,NA,10.73,9.66
"254","Amhara","Kemise","September",2014,39.85696873,10.71374234,9.8,9.44,9.23,NA,NA,NA,NA,19.75,9.8
"255","Amhara","Bati","September",2014,40.0181327,11.19153266,10.09,NA,NA,NA,NA,NA,NA,17.18,10.09
"256","Gambella","Gambella","August",2014,34.58547076,8.249396585,12.32,12,12,NA,NA,NA,NA,NA,12.32
"257","Gambella","Shebo- Kire ","August",2014,NA,NA,13,NA,14.33,NA,NA,NA,NA,NA,13
"258","Gambella","Meti","August",2014,7.233333333,35.31666667,9.65,8,9,NA,NA,NA,NA,18,9.65
"259","Diredawa","Dire Dawa ","August",2014,41.8572763,9.593652332,11.83,10.83,10,12.32,NA,NA,NA,20,11.83
"260","Diredawa","Melka- Jebdu ","August",2014,41.77420401,9.617496554,10.33,NA,9.33,10.16,NA,NA,NA,23.21,10.33
"261","Gambella","Gambella","December",2014,34.58547076,8.249396585,13.33,13.33,13,NA,NA,NA,NA,NA,13.33
"262","Gambella","Shebo- Kire ","December",2014,NA,NA,14,13,14.66,NA,NA,NA,NA,NA,14
