"","Region","Market","Month","Year","Longitude","Latitude","01.1 FOOD_Bread Wheat (Bakery)","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat White","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Wheat Black (Red)","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (shelled) Aja","01.1.1.2 UNMILLED CEREALS/GRAINS_Emmer Wheat (unshelled)","CEREALS MILLED_Wheat White","CEREALS MILLED_Wheat Mixed","CEREALS MILLED_Emmer Wheat(Aja)","01.2.1.1 COFFEE AND TEA_Malt-Wheat","P R I C E   I N    B I R R_Porridge 'bula' or wheat","CEREALS UNMILLED_Wheat White","CEREALS UNMILLED_Wheat Mixed","CEREALS UNMILLED_Wheat Black (Red)","BREAD AND OTHER PREPARED FOODS_Bread Wheat (Bakery)","P R I C E   I N    B I R R_Malt-Wheat"
"687","SNNP","Yirega-¦ chefie ","July","2016","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.66","-","-","3.91","12.32"
"688","SNNP","Welikite","June","2017","37.77266735","8.27732366","4.20","9.90","-","-","-","28.00","-","-","32.00","22.45",NA,NA,NA,NA,NA,NA
"689","SNNP","Butajira","June","2017","38.42140499","8.173264069","4.20","10.00","-","16.01","-","30.00","-","-","32.00","20.70",NA,NA,NA,NA,NA,NA
"690","SNNP","Hosahna","June","2017","37.84747123","7.538579317","4.20","11.00","-","-","-","-","-","-","-","13.94",NA,NA,NA,NA,NA,NA
"691","SNNP","Shone","June","2017","37.94869425","7.134857075","4.20","9.49","-","-","-","22.49","-","-","40.00","11.04",NA,NA,NA,NA,NA,NA
"692","SNNP","Doyugena","June","2017","37.78333","7.33333","4.52","8.75","-","-","-","30.00","-","-","40.00","18.14",NA,NA,NA,NA,NA,NA
"693","SNNP","Alaba","June","2017","38.086143","7.311546","5.74","12.00","-","-","-","25.50","-","-","30.00","17.02",NA,NA,NA,NA,NA,NA
"694","SNNP","Awasa","June","2017","38.474819","7.058624","6.08","13.00","-","15.00","26.00","30.00","-","-","-","34.19",NA,NA,NA,NA,NA,NA
"695","SNNP","Hagere- Selam ","June","2017","38.51921184","6.513880636","4.15","10.96","-","-","24.98","-","-","-","-","16.67",NA,NA,NA,NA,NA,NA
"696","SNNP","Dilla","June","2017","38.30745962","6.410516676","4.18","12.00","-","-","27.00","30.00","-","-","-","-",NA,NA,NA,NA,NA,NA
"697","SNNP","Yirega-¦ chefie ","June","2017","38.1988827","6.16095383","4.13","11.00","-","10.49","25.00","28.98","-","-","-","13.00",NA,NA,NA,NA,NA,NA
"698","SNNP","Welikite","March","2017","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.93","-","-","3.76","21.80"
"699","SNNP","Butajira","March","2017","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.30","-","12.99","4.20","16.91"
"700","SNNP","Hosahna","March","2017","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.00","-","-","4.20","13.05"
"701","SNNP","Shone","March","2017","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.00","7.93","-","4.20","11.04"
"702","SNNP","Doyugena","March","2017","37.78333","7.33333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.13","-","-","5.12","22.57"
"703","SNNP","Alaba","March","2017","38.086143","7.311546",NA,NA,NA,NA,NA,NA,"12.00","-",NA,NA,NA,"10.00","-","-","7.51","13.64"
"704","SNNP","Awasa","March","2017","38.474819","7.058624",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.66","-","14.33","5.38","34.89"
"705","SNNP","Hagere- Selam ","March","2017","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.42","-","-","4.78","16.67"
"706","SNNP","Dilla","March","2017","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.48","3.94","-"
"707","SNNP","Yirega-¦ chefie ","March","2017","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","-","3.91","14.00"
"708","SNNP","Welikite","May","2017","37.77266735","8.27732366","4.20","9.90","-","-","-","28.00","-","-","32.00","22.45",NA,NA,NA,NA,NA,NA
"709","SNNP","Butajira","May","2017","38.42140499","8.173264069","4.20","10.00","-","16.01","-","30.00","-","-","32.00","20.70",NA,NA,NA,NA,NA,NA
"710","SNNP","Hosahna","May","2017","37.84747123","7.538579317","4.20","11.00","-","-","-","-","-","-","-","13.94",NA,NA,NA,NA,NA,NA
"711","SNNP","Shone","May","2017","37.94869425","7.134857075","4.20","9.49","-","-","-","22.49","-","-","40.00","11.04",NA,NA,NA,NA,NA,NA
"712","SNNP","Doyugena","May","2017","37.78333","7.33333","4.52","8.75","-","-","-","30.00","-","-","40.00","18.14",NA,NA,NA,NA,NA,NA
"713","SNNP","Alaba","May","2017","38.086143","7.311546","5.74","12.00","-","-","-","25.50","-","-","30.00","17.02",NA,NA,NA,NA,NA,NA
"714","SNNP","Awasa","May","2017","38.474819","7.058624","6.08","13.00","-","15.00","26.00","30.00","-","-","-","34.19",NA,NA,NA,NA,NA,NA
"715","SNNP","Hagere- Selam ","May","2017","38.51921184","6.513880636","4.15","10.96","-","-","24.98","-","-","-","-","16.67",NA,NA,NA,NA,NA,NA
"716","SNNP","Dilla","May","2017","38.30745962","6.410516676","4.18","12.00","-","-","27.00","30.00","-","-","-","-",NA,NA,NA,NA,NA,NA
"717","SNNP","Yirega-¦ chefie ","May","2017","38.1988827","6.16095383","4.13","11.00","-","10.49","25.00","28.98","-","-","-","13.00",NA,NA,NA,NA,NA,NA
"718","SNNP","Welikite","November","2016","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.49","-","-","4.20","19.01"
"719","SNNP","Butajira","November","2016","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.33","-","15.65","4.20","16.91"
"720","SNNP","Hosahna","November","2016","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.65","-","-","4.20","13.64"
"721","SNNP","Shone","November","2016","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","5.08","12.34"
"722","SNNP","Doyugena","November","2016","37.78333","7.33333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.50","-","-","6.00","18.52"
"723","SNNP","Alaba","November","2016","38.086143","7.311546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","6.78","12.25"
"724","SNNP","Awasa","November","2016","38.474819","7.058624",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","-","5.38","26.48"
"725","SNNP","Hagere- Selam ","November","2016","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.05","-","-","4.78","16.67"
"726","SNNP","Dilla","November","2016","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","11.29","4.80","-"
"727","SNNP","Yirega-¦ chefie ","November","2016","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.63","-","-","3.91","13.33"
"728","SNNP","Welikite","October","2016","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.99","-","-","4.09","21.18"
"729","SNNP","Butajira","October","2016","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.90","-","14.15","4.20","21.43"
"730","SNNP","Hosahna","October","2016","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","4.20","13.33"
"731","SNNP","Shone","October","2016","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","4.32","12.86"
"732","SNNP","Doyugena","October","2016","37.78333","7.33333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.50","-","-","5.84","18.41"
"733","SNNP","Alaba","October","2016","38.086143","7.311546",NA,NA,NA,NA,NA,NA,"-","12.49",NA,NA,NA,"12.00","8.00","-","8.41","20.28"
"734","SNNP","Awasa","October","2016","38.474819","7.058624",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","-","5.38","27.11"
"735","SNNP","Hagere- Selam ","October","2016","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.80","-","-","4.89","16.67"
"736","SNNP","Dilla","October","2016","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.83","-","10.90","4.24","-"
"737","SNNP","Yirega-¦ chefie ","October","2016","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.32","-","-","3.91","13.66"
"738","SNNP","Welikite","September","2016","37.77266735","8.27732366",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.49","-","-","4.47","15.81"
"739","SNNP","Butajira","September","2016","38.42140499","8.173264069",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","12.99","4.20","17.40"
"740","SNNP","Hosahna","September","2016","37.84747123","7.538579317",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","4.20","13.96"
"741","SNNP","Shone","September","2016","37.94869425","7.134857075",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","3.80","10.88"
"742","SNNP","Doyugena","September","2016","37.78333","7.33333",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.26","-","-","6.38","18.87"
"743","SNNP","Alaba","September","2016","38.086143","7.311546",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","5.25","13.96"
"744","SNNP","Awasa","September","2016","38.474819","7.058624",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","-","5.38","26.74"
"745","SNNP","Hagere- Selam ","September","2016","38.51921184","6.513880636",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.55","-","-","4.78","16.67"
"746","SNNP","Dilla","September","2016","38.30745962","6.410516676",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.83","-","10.55","4.11","27.64"
"747","SNNP","Yirega-¦ chefie ","September","2016","38.1988827","6.16095383",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.66","-","-","3.91","12.66"
"748","SNNP","Welayita","April","2017",NA,NA,"4.83","10.00","-","8.49","-","25.00","-","-","-","20.00","-",NA,NA,NA,NA,NA
"749","SNNP","Bodite","April","2017","37.89064905","7.038034865","6.14","10.00","-","-","-","25.50","-","-","40.00","15.79","-",NA,NA,NA,NA,NA
"750","SNNP","Jinka","April","2017","36.56441614","5.78310286","7.61","9.94","-","9.02","-","32.00","-","-","-","18.10","-",NA,NA,NA,NA,NA
"751","SNNP","Dimeka","April","2017","36.45041198","4.892522922","4.12","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"752","SNNP","Masha","April","2017","35.47956686","7.741652627","5.38","12.00","-","19.00","-","-","-","22.00","-","-","-",NA,NA,NA,NA,NA
"753","SNNP","Tepi","April","2017","35.36770327","7.320015599","5.60","11.00","-","8.00","-","28.00","13.00","-","-","-","-",NA,NA,NA,NA,NA
"754","SNNP","Boniga","April","2017","36.24008346","7.388535704","5.93","13.00","11.00","10.00","-","24.00","-","-","-","24.45","-",NA,NA,NA,NA,NA
"755","SNNP","Chana","April","2017","36.11775846","6.226550231","4.83","11.00","-","10.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"756","SNNP","Arbam- minch ","April","2017","37.5527474","6.024547891","-","14.49","-","12.49","-","28.98","-","-","-","20.00","-",NA,NA,NA,NA,NA
"757","SNNP","Sawla","April","2017","36.87437474","6.300226567","3.34","8.56","-","10.28","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"758","SNNP","Welayita sodo ","August","2016","37.766643","6.86176",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.65","-","10.00","4.78","23.81"
"759","SNNP","Bodite","August","2016","37.89064905","7.038034865",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.32","-","-","6.36","12.21"
"760","SNNP","Jinka","August","2016","36.56441614","5.78310286",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"7.29","-","-","5.25","11.64"
"761","SNNP","Dimeka","August","2016","36.45041198","4.892522922",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.60","-"
"762","SNNP","Masha","August","2016","35.47956686","7.741652627",NA,NA,NA,NA,NA,NA,"-","13.00",NA,NA,NA,"14.00","-","12.00","5.12","-"
"763","SNNP","Tepi","August","2016","35.36770327","7.320015599",NA,NA,NA,NA,NA,NA,"13.00","-",NA,NA,NA,"11.32","-","12.00","4.57","22.02"
"764","SNNP","Boniga","August","2016","36.24008346","7.388535704",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","8.00","6.11","17.87"
"765","SNNP","Chana","August","2016","36.11775846","6.226550231",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","12.00","3.69","-"
"766","SNNP","Arbam- minch ","August","2016","37.5527474","6.024547891",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","-","12.00","3.89","-"
"767","SNNP","Sawla","August","2016","36.87437474","6.300226567",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.90","-","9.43","4.07","-"
"768","SNNP","Welayita sodo ","December","2016","37.766643","6.86176",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.65","-","9.00","4.89","19.74"
"769","SNNP","Bodite","December","2016","37.89064905","7.038034865",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.32","-","-","6.00","13.41"
"770","SNNP","Jinka","December","2016","36.56441614","5.78310286",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.59","9.17","9.77","5.80","13.37"
"771","SNNP","Dimeka","December","2016","36.45041198","4.892522922",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.38","-"
"772","SNNP","Masha","December","2016","35.47956686","7.741652627",NA,NA,NA,NA,NA,NA,"-","13.00",NA,NA,NA,"13.00","-","12.00","5.12","-"
"773","SNNP","Tepi","December","2016","35.36770327","7.320015599",NA,NA,NA,NA,NA,NA,"13.00","-",NA,NA,NA,"11.32","-","8.32","4.67","-"
"774","SNNP","Boniga","December","2016","36.24008346","7.388535704",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","8.32","6.41","22.01"
"775","SNNP","Chana","December","2016","36.11775846","6.226550231",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","3.98","-"
"776","SNNP","Arbam- minch ","December","2016","37.5527474","6.024547891",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","-","12.00","3.89","20.48"
"777","SNNP","Sawla","December","2016","36.87437474","6.300226567",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.50","-","9.05","6.20","-"
"778","SNNP","Welayita sodo ","February","2017","37.766643","6.86176",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.65","-","8.49","4.78","23.44"
"779","SNNP","Bodite","February","2017","37.89064905","7.038034865",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.65","-","-","6.00","12.61"
"780","SNNP","Jinka","February","2017","36.56441614","5.78310286",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.53","7.55","6.49","5.80","11.56"
"781","SNNP","Dimeka","February","2017","36.45041198","4.892522922",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","4.12","-"
"782","SNNP","Masha","February","2017","35.47956686","7.741652627",NA,NA,NA,NA,NA,NA,"-","13.00",NA,NA,NA,"12.00","-","11.00","4.89","-"
"783","SNNP","Tepi","February","2017","35.36770327","7.320015599",NA,NA,NA,NA,NA,NA,"13.00","-",NA,NA,NA,"11.32","-","8.32","4.90","-"
"784","SNNP","Boniga","February","2017","36.24008346","7.388535704",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","8.00","6.57","21.43"
"785","SNNP","Chana","February","2017","36.11775846","6.226550231",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","10.00","4.29","-"
"786","SNNP","Arbam- minch ","February","2017","37.5527474","6.024547891",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.33","-","12.00","3.89","20.48"
"787","SNNP","Sawla","February","2017","36.87437474","6.300226567",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.72","-","8.61","3.45","-"
"788","SNNP","Welayita sodo ","January","2017","37.766643","6.86176",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.00","-","10.00","4.78","20.00"
"789","SNNP","Bodite","January","2017","37.89064905","7.038034865",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.00","-","-","6.18","12.94"
"790","SNNP","Jinka","January","2017","36.56441614","5.78310286",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.84","8.12","6.77","5.44","13.19"
"791","SNNP","Dimeka","January","2017","36.45041198","4.892522922",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.60","-"
"792","SNNP","Masha","January","2017","35.47956686","7.741652627",NA,NA,NA,NA,NA,NA,"-","12.00",NA,NA,NA,"12.66","-","11.00","5.53","-"
"793","SNNP","Tepi","January","2017","35.36770327","7.320015599",NA,NA,NA,NA,NA,NA,"13.49","-",NA,NA,NA,"10.00","-","9.00","4.78","-"
"794","SNNP","Boniga","January","2017","36.24008346","7.388535704",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","7.65","6.57","22.01"
"795","SNNP","Chana","January","2017","36.11775846","6.226550231",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","12.00","4.13","-"
"796","SNNP","Arbam- minch ","January","2017","37.5527474","6.024547891",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","12.00","3.89","19.28"
"797","SNNP","Sawla","January","2017","36.87437474","6.300226567",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.95","-","9.80","3.63","-"
"798","SNNP","Welayita sodo ","July","2016","37.766643","6.86176",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.32","-","10.00","4.78","24.20"
"799","SNNP","Bodite","July","2016","37.89064905","7.038034865",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.29","-","-","-","13.28"
"800","SNNP","Jinka","July","2016","36.56441614","5.78310286",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.66","-","8.65","4.79","11.03"
"801","SNNP","Dimeka","July","2016","36.45041198","4.892522922",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.19","-"
"802","SNNP","Masha","July","2016","35.47956686","7.741652627",NA,NA,NA,NA,NA,NA,"-","13.66",NA,NA,NA,"14.66","-","13.33","5.25","-"
"803","SNNP","Tepi","July","2016","35.36770327","7.320015599",NA,NA,NA,NA,NA,NA,"13.00","-",NA,NA,NA,"12.00","-","11.00","4.78","-"
"804","SNNP","Boniga","July","2016","36.24008346","7.388535704",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","-","-","17.86"
"805","SNNP","Chana","July","2016","36.11775846","6.226550231",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","11.00","3.69","-"
"806","SNNP","Arbam- minch ","July","2016","37.5527474","6.024547891",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","-","12.00","3.89","-"
"807","SNNP","Sawla","July","2016","36.87437474","6.300226567",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.22","-","10.45","-","-"
"808","SNNP","Welayita","June","2017",NA,NA,"4.64","11.00","-","10.00","-","25.00","-","-","44.72","24.40","-",NA,NA,NA,NA,NA
"809","SNNP","Bodite","June","2017","37.89064905","7.038034865","6.67","10.00","-","-","-","25.50","-","-","40.00","15.20","-",NA,NA,NA,NA,NA
"810","SNNP","Jinka","June","2017","36.56441614","5.78310286","7.78","9.86","-","8.54","-","32.00","-","-","-","19.37","-",NA,NA,NA,NA,NA
"811","SNNP","Dimeka","June","2017","36.45041198","4.892522922","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"812","SNNP","Masha","June","2017","35.47956686","7.741652627","5.60","12.49","-","12.00","-","-","-","13.00","-","-","-",NA,NA,NA,NA,NA
"813","SNNP","Tepi","June","2017","35.36770327","7.320015599","5.29","12.00","-","9.00","-","26.98","13.00","-","-","-","-",NA,NA,NA,NA,NA
"814","SNNP","Boniga","June","2017","36.24008346","7.388535704","6.63","12.00","10.00","10.00","-","32.00","-","-","-","16.86","-",NA,NA,NA,NA,NA
"815","SNNP","Chana","June","2017","36.11775846","6.226550231","4.52","13.00","-","11.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"816","SNNP","Arbam- minch ","June","2017","37.5527474","6.024547891","5.25","14.00","-","13.00","-","35.00","-","-","-","20.00","-",NA,NA,NA,NA,NA
"817","SNNP","Sawla","June","2017","36.87437474","6.300226567","3.34","9.52","-","9.91","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"818","SNNP","Welayita sodo ","March","2017","37.766643","6.86176",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.65","-","10.00","4.78","24.20"
"819","SNNP","Bodite","March","2017","37.89064905","7.038034865",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.32","-","-","6.00","13.66"
"820","SNNP","Jinka","March","2017","36.56441614","5.78310286",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.15","-","8.40","4.83","20.81"
"821","SNNP","Dimeka","March","2017","36.45041198","4.892522922",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","4.12","-"
"822","SNNP","Masha","March","2017","35.47956686","7.741652627",NA,NA,NA,NA,NA,NA,"-","12.00",NA,NA,NA,"-","-","11.00","4.89","-"
"823","SNNP","Tepi","March","2017","35.36770327","7.320015599",NA,NA,NA,NA,NA,NA,"13.49","-",NA,NA,NA,"12.00","-","8.00","4.89","-"
"824","SNNP","Boniga","March","2017","36.24008346","7.388535704",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","8.16","3.67","21.18"
"825","SNNP","Chana","March","2017","36.11775846","6.226550231",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","11.00","4.68","-"
"826","SNNP","Arbam- minch ","March","2017","37.5527474","6.024547891",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.00","-","12.66","3.89","24.10"
"827","SNNP","Sawla","March","2017","36.87437474","6.300226567",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"8.18","-","8.51","3.57","-"
"828","SNNP","Welayita","May","2017",NA,NA,"4.64","11.00","-","10.00","-","25.00","-","-","44.72","24.40","-",NA,NA,NA,NA,NA
"829","SNNP","Bodite","May","2017","37.89064905","7.038034865","6.67","10.00","-","-","-","25.50","-","-","40.00","15.20","-",NA,NA,NA,NA,NA
"830","SNNP","Jinka","May","2017","36.56441614","5.78310286","7.78","9.86","-","8.54","-","32.00","-","-","-","19.37","-",NA,NA,NA,NA,NA
"831","SNNP","Dimeka","May","2017","36.45041198","4.892522922","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"832","SNNP","Masha","May","2017","35.47956686","7.741652627","5.60","12.49","-","12.00","-","-","-","13.00","-","-","-",NA,NA,NA,NA,NA
"833","SNNP","Tepi","May","2017","35.36770327","7.320015599","5.29","12.00","-","9.00","-","26.98","13.00","-","-","-","-",NA,NA,NA,NA,NA
"834","SNNP","Boniga","May","2017","36.24008346","7.388535704","6.63","12.00","10.00","10.00","-","32.00","-","-","-","16.86","-",NA,NA,NA,NA,NA
"835","SNNP","Chana","May","2017","36.11775846","6.226550231","4.52","13.00","-","11.00","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"836","SNNP","Arbam- minch ","May","2017","37.5527474","6.024547891","5.25","14.00","-","13.00","-","35.00","-","-","-","20.00","-",NA,NA,NA,NA,NA
"837","SNNP","Sawla","May","2017","36.87437474","6.300226567","3.34","9.52","-","9.91","-","-","-","-","-","-","-",NA,NA,NA,NA,NA
"838","SNNP","Welayita sodo ","November","2016","37.766643","6.86176",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.83","-","10.00","4.78","19.74"
"839","SNNP","Bodite","November","2016","37.89064905","7.038034865",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.32","-","-","6.78","13.40"
"840","SNNP","Jinka","November","2016","36.56441614","5.78310286",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.11","9.10","8.87","5.27","13.37"
"841","SNNP","Dimeka","November","2016","36.45041198","4.892522922",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.38","-"
"842","SNNP","Masha","November","2016","35.47956686","7.741652627",NA,NA,NA,NA,NA,NA,"-","14.00",NA,NA,NA,"13.00","-","12.00","5.39","-"
"843","SNNP","Tepi","November","2016","35.36770327","7.320015599",NA,NA,NA,NA,NA,NA,"13.00","-",NA,NA,NA,"11.66","-","10.00","4.67","-"
"844","SNNP","Boniga","November","2016","36.24008346","7.388535704",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","8.65","6.41","21.88"
"845","SNNP","Chana","November","2016","36.11775846","6.226550231",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","12.00","4.05","-"
"846","SNNP","Arbam- minch ","November","2016","37.5527474","6.024547891",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.33","-","12.00","3.89","14.46"
"847","SNNP","Sawla","November","2016","36.87437474","6.300226567",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"14.29","-","10.83","6.38","-"
"848","SNNP","Welayita sodo ","October","2016","37.766643","6.86176",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"10.00","-","10.00","4.67","22.73"
"849","SNNP","Bodite","October","2016","37.89064905","7.038034865",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"12.00","-","-","6.18","12.94"
"850","SNNP","Jinka","October","2016","36.56441614","5.78310286",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"9.57","8.90","8.01","4.79","12.20"
"851","SNNP","Dimeka","October","2016","36.45041198","4.892522922",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"-","-","-","5.19","-"
"852","SNNP","Masha","October","2016","35.47956686","7.741652627",NA,NA,NA,NA,NA,NA,"-","13.00",NA,NA,NA,"13.33","-","12.32","5.69","-"
"853","SNNP","Tepi","October","2016","35.36770327","7.320015599",NA,NA,NA,NA,NA,NA,"13.00","-",NA,NA,NA,"12.00","-","10.00","4.78","-"
"854","SNNP","Boniga","October","2016","36.24008346","7.388535704",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"11.00","-","9.00","6.91","17.86"
"855","SNNP","Chana","October","2016","36.11775846","6.226550231",NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,"13.00","-","12.00","3.82","-"
