"","Region","Market","Month","Year","Longitude","Latitude","pkg.wht.bread","pkg.wht.white","pkg.wht.mixed","pkg.wht.blred","pkg.wht.shaja","pkg.wht.unshe","pkg.wht.millw","pkg.wht.millm","pkg.wht.milla","pkg.wht.maltw","pkg.wht.pbula","pkg.wht.allwh"
"17","AMHARA","Gondar","April",2017,37.46149667,12.59878688,4.38,11.25,NA,9,NA,36.47,NA,NA,35.5,16,NA,11.25
"18","AMHARA","Esete","April",2017,37.88657423,10.92298692,4.27,8.26,NA,7.67,NA,16,NA,NA,40,11.05,NA,8.26
"19","AMHARA","Debre- Tabor ","April",2017,38.00833967,11.84769551,4.36,13.49,NA,8.09,NA,34.5,NA,NA,40,NA,NA,13.49
"20","AMHARA","Kobo","April",2017,39.63127424,12.16406542,3.5,9.88,NA,14.29,NA,NA,NA,NA,NA,NA,NA,9.88
"21","AMHARA","Weldiya","April",2017,39.6014117,11.82360232,4.38,9.59,NA,11.63,NA,45.5,NA,NA,NA,24.4,NA,9.59
"22","AMHARA","Kombolcha","April",2017,39.73724188,11.07807805,4.8,8.62,NA,11.43,17.98,42,NA,NA,NA,52.71,NA,8.62
"23","AMHARA","Dessie","April",2017,39.63548793,11.11703902,4.55,6.24,NA,6,12,42,NA,NA,NA,22.23,NA,6.24
"24","AMHARA","Shewa- Robit ","April",2017,39.90269733,10.00580856,5.03,10.83,NA,12.66,NA,NA,NA,NA,NA,NA,NA,10.83
"25","AMHARA","Debre-¦","April",2017,39.52890047,9.67650294,4.78,8.5,7.75,NA,NA,NA,NA,NA,28,31.55,NA,8.5
"26","AMHARA","Chuahit","August",2016,39.311961,10.643157,4.41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"27","AMHARA","Gondar","August",2016,37.46149667,12.59878688,4.38,10.33,NA,NA,NA,NA,NA,NA,NA,15,NA,10.33
"28","AMHARA","Esete","August",2016,37.88657423,10.92298692,4.19,7.52,NA,5.92,NA,NA,NA,NA,NA,9.99,NA,7.52
"29","AMHARA","Debre- Tabor ","August",2016,38.00833967,11.84769551,4.52,11.8,NA,7.38,NA,NA,NA,NA,NA,NA,NA,11.8
"30","AMHARA","Kobo","August",2016,39.63127424,12.16406542,4.72,10.13,NA,12.28,NA,NA,NA,NA,NA,NA,NA,10.13
"31","AMHARA","Weldiya","August",2016,39.6014117,11.82360232,4.72,9.38,NA,11.88,NA,NA,NA,NA,NA,27.33,NA,9.38
"32","AMHARA","Kombolcha","August",2016,39.73724188,11.07807805,4.53,8.77,NA,12.64,NA,NA,NA,NA,NA,42.02,NA,8.77
"33","AMHARA","Dessie","August",2016,39.63548793,11.11703902,4.1,7.83,7.48,11.99,NA,NA,NA,NA,NA,22.66,NA,7.83
"34","AMHARA","Shewa- Robit ","August",2016,39.90269733,10.00580856,5.05,11.6,NA,12.97,NA,NA,NA,NA,NA,NA,NA,11.6
"35","AMHARA","Debre-¦","August",2016,39.52890047,9.67650294,5.65,8.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,8.5
"36","AMHARA","Chuahit","December",2016,39.311961,10.643157,4.41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"37","AMHARA","Gondar","December",2016,37.46149667,12.59878688,4.53,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"38","AMHARA","Esete","December",2016,37.88657423,10.92298692,NA,6.83,NA,6.22,NA,NA,NA,NA,NA,NA,NA,6.83
"39","AMHARA","Debre- Tabor ","December",2016,38.00833967,11.84769551,3.81,11.93,NA,7.85,NA,NA,NA,NA,NA,NA,NA,11.93
"40","AMHARA","Kobo","December",2016,39.63127424,12.16406542,4.61,9.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.45
"41","AMHARA","Weldiya","December",2016,39.6014117,11.82360232,4.38,11.47,NA,12.14,NA,NA,NA,NA,NA,27.33,NA,11.47
"42","AMHARA","Kombolcha","December",2016,39.73724188,11.07807805,4.78,7.42,NA,11.49,NA,NA,NA,NA,NA,57.71,NA,7.42
"43","AMHARA","Dessie","December",2016,39.63548793,11.11703902,4.14,7.49,NA,9.24,NA,NA,NA,NA,NA,16.29,NA,7.49
"44","AMHARA","Shewa- Robit ","December",2016,39.90269733,10.00580856,5.52,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9
"45","AMHARA","Debre-¦","December",2016,39.52890047,9.67650294,5.44,7.5,6.83,NA,NA,NA,NA,NA,NA,NA,NA,7.5
"46","AMHARA","Chuahit","February",2017,39.311961,10.643157,4.41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"47","AMHARA","Gondar","February",2017,37.46149667,12.59878688,4.53,10,NA,NA,NA,NA,NA,NA,NA,15,NA,10
"48","AMHARA","Esete","February",2017,37.88657423,10.92298692,5.22,8.39,NA,7.1,NA,NA,NA,NA,NA,14.23,NA,8.39
"49","AMHARA","Debre- Tabor ","February",2017,38.00833967,11.84769551,4.66,10.55,NA,8.09,NA,NA,NA,NA,NA,12.05,NA,10.55
"50","AMHARA","Kobo","February",2017,39.63127424,12.16406542,4.53,8.66,NA,11.72,NA,NA,NA,NA,NA,NA,NA,8.66
"51","AMHARA","Weldiya","February",2017,39.6014117,11.82360232,4.38,9.08,NA,11.37,NA,NA,NA,NA,NA,24.2,NA,9.08
"52","AMHARA","Kombolcha","February",2017,39.73724188,11.07807805,4.95,8.03,NA,11.63,NA,NA,NA,NA,NA,47.65,NA,8.03
"53","AMHARA","Dessie","February",2017,39.63548793,11.11703902,4.03,7.35,NA,NA,NA,NA,NA,NA,NA,16.15,NA,7.35
"54","AMHARA","Shewa- Robit ","February",2017,39.90269733,10.00580856,5.61,11.28,NA,10.96,NA,NA,NA,NA,NA,NA,NA,11.28
"55","AMHARA","Debre-¦","February",2017,39.52890047,9.67650294,5.44,8,7.65,NA,NA,NA,NA,NA,NA,NA,NA,8
"56","AMHARA","Chuahit","January",2017,39.311961,10.643157,4.41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"57","AMHARA","Gondar","January",2017,37.46149667,12.59878688,4.53,10,NA,NA,NA,NA,NA,NA,NA,15,NA,10
"58","AMHARA","Esete","January",2017,37.88657423,10.92298692,3.94,7.59,NA,6.63,NA,NA,NA,NA,NA,12.43,NA,7.59
"59","AMHARA","Debre- Tabor ","January",2017,38.00833967,11.84769551,3.88,11.05,NA,7.17,NA,NA,NA,NA,NA,NA,NA,11.05
"60","AMHARA","Kobo","January",2017,39.63127424,12.16406542,4.88,9.03,NA,14.06,NA,NA,NA,NA,NA,NA,NA,9.03
"61","AMHARA","Weldiya","January",2017,39.6014117,11.82360232,4.38,8.87,NA,9.89,NA,NA,NA,NA,NA,19.36,NA,8.87
"62","AMHARA","Kombolcha","January",2017,39.73724188,11.07807805,4.96,8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.38
"63","AMHARA","Dessie","January",2017,39.63548793,11.11703902,4.14,8.23,NA,7.88,NA,NA,NA,NA,NA,15.77,NA,8.23
"64","AMHARA","Shewa- Robit ","January",2017,39.90269733,10.00580856,5.55,11.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.05
"65","AMHARA","Debre-¦","January",2017,39.52890047,9.67650294,5.38,8.32,7.33,NA,NA,NA,NA,NA,NA,NA,NA,8.32
"66","AMHARA","Chuahit","July",2016,39.311961,10.643157,4.43,NA,NA,NA,NA,NA,NA,NA,NA,15.26,NA,NA
"67","AMHARA","Gondar","July",2016,37.46149667,12.59878688,4.53,9,NA,NA,NA,NA,NA,NA,NA,14.33,NA,9
"68","AMHARA","Esete","July",2016,37.88657423,10.92298692,4.28,7.63,NA,6.02,NA,NA,NA,NA,NA,11.95,NA,7.63
"69","AMHARA","Debre- Tabor ","July",2016,38.00833967,11.84769551,4.34,11.81,NA,6.6,NA,NA,NA,NA,NA,13.45,NA,11.81
"70","AMHARA","Kobo","July",2016,39.63127424,12.16406542,4.21,11.08,NA,14.39,NA,NA,NA,NA,NA,NA,NA,11.08
"71","AMHARA","Weldiya","July",2016,39.6014117,11.82360232,4.72,10.12,NA,12.66,NA,NA,NA,NA,NA,24.2,NA,10.12
"72","AMHARA","Kombolcha","July",2016,39.73724188,11.07807805,4.78,8.17,NA,NA,NA,NA,NA,NA,NA,42.02,NA,8.17
"73","AMHARA","Dessie","July",2016,39.63548793,11.11703902,3.91,7.72,7.11,12.6,NA,NA,NA,NA,NA,23.55,NA,7.72
"74","AMHARA","Shewa- Robit ","July",2016,39.90269733,10.00580856,5.05,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"75","AMHARA","Debre-¦","July",2016,39.52890047,9.67650294,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,8
"76","AMHARA","Chuahit","June",2017,39.311961,10.643157,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","AMHARA","Gondar","June",2017,37.46149667,12.59878688,4.38,11.75,NA,9,NA,35,NA,NA,35,16,NA,11.75
"78","AMHARA","Esete","June",2017,37.88657423,10.92298692,3.87,8.23,NA,8.34,NA,NA,NA,NA,40,13.24,NA,8.23
"79","AMHARA","Debre- Tabor ","June",2017,38.00833967,11.84769551,4.64,10.37,NA,8.76,NA,34.5,NA,NA,38.99,15.27,NA,10.37
"80","AMHARA","Kobo","June",2017,39.63127424,12.16406542,4.61,10.12,NA,12.4,NA,NA,NA,NA,NA,NA,NA,10.12
"81","AMHARA","Weldiya","June",2017,39.6014117,11.82360232,4.38,9.21,NA,10.68,NA,45.5,NA,NA,NA,24.4,NA,9.21
"82","AMHARA","Kombolcha","June",2017,39.73724188,11.07807805,4.2,8.67,NA,11.56,18.44,42.5,NA,NA,NA,NA,NA,8.67
"83","AMHARA","Dessie","June",2017,39.63548793,11.11703902,4.55,6.87,NA,6.5,12,32,NA,NA,NA,21.28,NA,6.87
"84","AMHARA","Shewa- Robit ","June",2017,39.90269733,10.00580856,4.37,11.74,NA,11.94,NA,NA,NA,NA,NA,NA,NA,11.74
"85","AMHARA","Debre-¦","June",2017,39.52890047,9.67650294,4.81,9.5,8.8,NA,NA,32,NA,NA,28,35.6,NA,9.5
"86","AMHARA","Chuahit","March",2017,39.311961,10.643157,4.41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"87","AMHARA","Gondar","March",2017,37.46149667,12.59878688,4.69,10,NA,NA,NA,NA,NA,NA,NA,15,NA,10
"88","AMHARA","Esete","March",2017,37.88657423,10.92298692,4.36,8.78,NA,7.25,NA,NA,NA,NA,NA,12.49,NA,8.78
"89","AMHARA","Debre- Tabor ","March",2017,38.00833967,11.84769551,4.82,10.45,NA,8.21,NA,NA,NA,NA,NA,NA,NA,10.45
"90","AMHARA","Kobo","March",2017,39.63127424,12.16406542,5.08,9.38,NA,12.6,NA,NA,NA,NA,NA,NA,NA,9.38
"91","AMHARA","Weldiya","March",2017,39.6014117,11.82360232,4.38,9.63,NA,11.11,NA,NA,NA,NA,NA,24.2,NA,9.63
"92","AMHARA","Kombolcha","March",2017,39.73724188,11.07807805,4.69,8.33,NA,11.76,NA,NA,NA,NA,NA,NA,NA,8.33
"93","AMHARA","Dessie","March",2017,39.63548793,11.11703902,4.03,7.69,NA,NA,NA,NA,NA,NA,NA,15.92,NA,7.69
"94","AMHARA","Shewa- Robit ","March",2017,39.90269733,10.00580856,5.66,10.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89
"95","AMHARA","Debre-¦","March",2017,39.52890047,9.67650294,4.81,8.16,7.5,NA,NA,NA,NA,NA,NA,NA,NA,8.16
"96","AMHARA","Chuahit","May",2017,39.311961,10.643157,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","AMHARA","Gondar","May",2017,37.46149667,12.59878688,4.38,11.75,NA,9,NA,35,NA,NA,35,16,NA,11.75
"98","AMHARA","Esete","May",2017,37.88657423,10.92298692,3.87,8.23,NA,8.34,NA,NA,NA,NA,40,13.24,NA,8.23
"99","AMHARA","Debre- Tabor ","May",2017,38.00833967,11.84769551,4.64,10.37,NA,8.76,NA,34.5,NA,NA,38.99,15.27,NA,10.37
"100","AMHARA","Kobo","May",2017,39.63127424,12.16406542,4.61,10.12,NA,12.4,NA,NA,NA,NA,NA,NA,NA,10.12
"101","AMHARA","Weldiya","May",2017,39.6014117,11.82360232,4.38,9.21,NA,10.68,NA,45.5,NA,NA,NA,24.4,NA,9.21
"102","AMHARA","Kombolcha","May",2017,39.73724188,11.07807805,4.2,8.67,NA,11.56,18.44,42.5,NA,NA,NA,NA,NA,8.67
"103","AMHARA","Dessie","May",2017,39.63548793,11.11703902,4.55,6.87,NA,6.5,12,32,NA,NA,NA,21.28,NA,6.87
"104","AMHARA","Shewa- Robit ","May",2017,39.90269733,10.00580856,4.37,11.74,NA,11.94,NA,NA,NA,NA,NA,NA,NA,11.74
"105","AMHARA","Debre-¦","May",2017,39.52890047,9.67650294,4.81,9.5,8.8,NA,NA,32,NA,NA,28,35.6,NA,9.5
"106","AMHARA","Chuahit","November",2016,39.311961,10.643157,4.41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"107","AMHARA","Gondar","November",2016,37.46149667,12.59878688,4.53,9.32,NA,NA,NA,NA,NA,NA,NA,16,NA,9.32
"108","AMHARA","Esete","November",2016,37.88657423,10.92298692,NA,7.01,NA,6.06,NA,NA,NA,NA,NA,10.47,NA,7.01
"109","AMHARA","Debre- Tabor ","November",2016,38.00833967,11.84769551,4.12,11.77,NA,7.09,NA,NA,NA,NA,NA,13.31,NA,11.77
"110","AMHARA","Kobo","November",2016,39.63127424,12.16406542,4.36,9.48,NA,12.45,NA,NA,NA,NA,NA,NA,NA,9.48
"111","AMHARA","Weldiya","November",2016,39.6014117,11.82360232,4.38,10.86,NA,11.41,NA,NA,NA,NA,NA,25.72,NA,10.86
"112","AMHARA","Kombolcha","November",2016,39.73724188,11.07807805,4.95,8.6,NA,NA,NA,NA,NA,NA,NA,40.45,NA,8.6
"113","AMHARA","Dessie","November",2016,39.63548793,11.11703902,3.5,7.03,NA,6.64,NA,NA,NA,NA,NA,17.58,NA,7.03
"114","AMHARA","Shewa- Robit ","November",2016,39.90269733,10.00580856,5.04,10.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.97
"115","AMHARA","Debre-¦","November",2016,39.52890047,9.67650294,5.44,7.5,6.83,NA,NA,NA,NA,NA,NA,NA,NA,7.5
"116","AMHARA","Chuahit","October",2016,39.311961,10.643157,4.41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"117","AMHARA","Gondar","October",2016,37.46149667,12.59878688,4.53,9.65,NA,NA,NA,NA,NA,NA,NA,15,NA,9.65
"118","AMHARA","Esete","October",2016,37.88657423,10.92298692,NA,7.48,NA,6.42,NA,NA,NA,NA,NA,11.61,NA,7.48
"119","AMHARA","Debre- Tabor ","October",2016,38.00833967,11.84769551,3.58,11.74,NA,6.24,NA,NA,NA,NA,NA,10.13,NA,11.74
"120","AMHARA","Kobo","October",2016,39.63127424,12.16406542,4.53,10.9,NA,13.37,NA,NA,NA,NA,NA,45.65,NA,10.9
"121","AMHARA","Weldiya","October",2016,39.6014117,11.82360232,4.38,10.61,NA,10.38,NA,NA,NA,NA,NA,24.2,NA,10.61
"122","AMHARA","Kombolcha","October",2016,39.73724188,11.07807805,4.61,6.87,NA,11.14,NA,NA,NA,NA,NA,39.64,NA,6.87
"123","AMHARA","Dessie","October",2016,39.63548793,11.11703902,4.17,7.16,6.46,11.67,NA,NA,NA,NA,NA,NA,NA,7.16
"124","AMHARA","Shewa- Robit ","October",2016,39.90269733,10.00580856,5.04,11.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.27
"125","AMHARA","Debre-¦","October",2016,39.52890047,9.67650294,5.44,8.33,7.5,NA,NA,NA,NA,NA,NA,NA,NA,8.33
"126","AMHARA","Chuahit","September",2016,39.311961,10.643157,4.41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"127","AMHARA","Gondar","September",2016,37.46149667,12.59878688,4.53,10.83,NA,NA,NA,NA,NA,NA,NA,16.33,NA,10.83
"128","AMHARA","Esete","September",2016,37.88657423,10.92298692,NA,8.36,NA,6.32,NA,NA,NA,NA,NA,11.71,NA,8.36
"129","AMHARA","Debre- Tabor ","September",2016,38.00833967,11.84769551,4.28,11.83,NA,8.28,NA,NA,NA,NA,NA,NA,NA,11.83
"130","AMHARA","Kobo","September",2016,39.63127424,12.16406542,4.88,10.1,NA,14.46,NA,NA,NA,NA,NA,NA,NA,10.1
"131","AMHARA","Weldiya","September",2016,39.6014117,11.82360232,4.38,10,NA,11.36,NA,NA,NA,NA,NA,29.04,NA,10
"132","AMHARA","Kombolcha","September",2016,39.73724188,11.07807805,4.95,8.64,NA,NA,NA,NA,NA,NA,NA,39.64,NA,8.64
"133","AMHARA","Dessie","September",2016,39.63548793,11.11703902,4.03,9.09,7.88,NA,NA,NA,NA,NA,NA,NA,NA,9.09
"134","AMHARA","Shewa- Robit ","September",2016,39.90269733,10.00580856,5.04,11.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.03
"135","AMHARA","Debre-¦","September",2016,39.52890047,9.67650294,5.44,8.33,7.66,NA,NA,NA,NA,NA,NA,NA,NA,8.33
"136","AMHARa","Mota","April",2017,37.8807432,11.07475582,4,7.5,NA,NA,NA,34,NA,NA,30,NA,NA,7.5
"137","AMHARa","Debre- markos ","April",2017,37.72636868,10.33641293,4.64,7.06,NA,11.19,19.78,28.46,NA,NA,37.42,17.82,NA,7.06
"138","AMHARa","Dembecha","April",2017,37.48251554,10.56669266,4.38,7.83,NA,NA,15.14,26.5,NA,NA,40,NA,NA,7.83
"139","AMHARa","Bahir- Dar ","April",2017,37.3815488,11.58416449,3.97,13.49,NA,13.49,NA,36.99,NA,NA,42.43,20,NA,13.49
"140","AMHARa","Sekota","April",2017,39.03355257,12.62479803,4.38,8.02,NA,NA,NA,40,NA,NA,NA,NA,NA,8.02
"141","AMHARa","Amde Work ","April",2017,38.85815043,12.45920199,7,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25
"142","AMHARa","Danigla","April",2017,36.83153176,11.25223153,4.38,11.94,NA,NA,20.32,NA,NA,NA,44.72,21.08,NA,11.94
"143","AMHARa","Chagni","April",2017,36.50793596,10.95196565,4.61,10,NA,NA,NA,32.5,NA,NA,40,17.41,NA,10
"144","AMHARa","Kemise","April",2017,39.85696873,10.71374234,4.13,11.08,NA,11.43,NA,40,NA,NA,NA,30,NA,11.08
"145","AMHARa","Bati","April",2017,40.0181327,11.19153266,7.78,NA,NA,NA,NA,NA,NA,NA,33.47,NA,NA,NA
"146","AMHARa","Mota","August",2016,37.8807432,11.07475582,3.97,7.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03
"147","AMHARa","Debre- markos ","August",2016,37.72636868,10.33641293,5.12,7.32,NA,9.52,NA,NA,NA,NA,NA,18.78,NA,7.32
"148","AMHARa","Dembecha","August",2016,37.48251554,10.56669266,4.38,6.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68
"149","AMHARa","Bahir- Dar ","August",2016,37.3815488,11.58416449,3.97,13.98,NA,14.33,NA,NA,NA,NA,NA,20,NA,13.98
"150","AMHARa","Sekota","August",2016,39.03355257,12.62479803,4.14,8.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.93
"151","AMHARa","Amde Work ","August",2016,38.85815043,12.45920199,3.5,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8
"152","AMHARa","Danigla","August",2016,36.83153176,11.25223153,4.38,11.54,NA,NA,NA,NA,NA,NA,NA,22.31,NA,11.54
"153","AMHARa","Chagni","August",2016,36.50793596,10.95196565,5.44,10,NA,NA,NA,NA,NA,NA,NA,17.16,NA,10
"154","AMHARa","Kemise","August",2016,39.85696873,10.71374234,3.89,NA,7.01,NA,NA,NA,NA,NA,NA,23.54,NA,7.01
"155","AMHARa","Bati","August",2016,40.0181327,11.19153266,6.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","AMHARa","Mota","December",2016,37.8807432,11.07475582,4.21,7.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19
"157","AMHARa","Debre- markos ","December",2016,37.72636868,10.33641293,4.42,6.92,NA,NA,NA,NA,NA,NA,NA,20.56,NA,6.92
"158","AMHARa","Dembecha","December",2016,37.48251554,10.56669266,4.38,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05
"159","AMHARa","Bahir- Dar ","December",2016,37.3815488,11.58416449,3.97,13.33,NA,11.97,NA,NA,NA,NA,NA,20,NA,13.33
"160","AMHARa","Sekota","December",2016,39.03355257,12.62479803,4.38,6.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79
"161","AMHARa","Amde Work ","December",2016,38.85815043,12.45920199,4.38,8.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76
"162","AMHARa","Danigla","December",2016,36.83153176,11.25223153,4.26,10.61,NA,NA,NA,NA,NA,NA,NA,21.45,NA,10.61
"163","AMHARa","Chagni","December",2016,36.50793596,10.95196565,4.95,9.32,NA,NA,NA,NA,NA,NA,NA,17.66,NA,9.32
"164","AMHARa","Kemise","December",2016,39.85696873,10.71374234,4.05,10.96,10.99,11.08,NA,NA,NA,NA,NA,24.66,NA,10.96
"165","AMHARa","Bati","December",2016,40.0181327,11.19153266,8.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","AMHARa","Mota","February",2017,37.8807432,11.07475582,3.91,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"167","AMHARa","Debre- markos ","February",2017,37.72636868,10.33641293,4.42,7.09,NA,11,NA,NA,NA,NA,NA,14.57,NA,7.09
"168","AMHARa","Dembecha","February",2017,37.48251554,10.56669266,4.24,7.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33
"169","AMHARa","Bahir- Dar ","February",2017,37.3815488,11.58416449,3.97,13.33,NA,13.33,NA,NA,NA,NA,NA,20,NA,13.33
"170","AMHARa","Sekota","February",2017,39.03355257,12.62479803,4.06,8.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.01
"171","AMHARa","Amde Work ","February",2017,38.85815043,12.45920199,7,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75
"172","AMHARa","Danigla","February",2017,36.83153176,11.25223153,4.38,12.12,NA,NA,NA,NA,NA,NA,NA,25.13,NA,12.12
"173","AMHARa","Chagni","February",2017,36.50793596,10.95196565,4.41,8.49,NA,NA,NA,NA,NA,NA,NA,17.66,NA,8.49
"174","AMHARa","Kemise","February",2017,39.85696873,10.71374234,4.21,NA,9.25,11.2,NA,NA,NA,NA,NA,22.91,NA,11.2
"175","AMHARa","Bati","February",2017,40.0181327,11.19153266,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","AMHARa","Mota","January",2017,37.8807432,11.07475582,4.13,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15
"177","AMHARa","Debre- markos ","January",2017,37.72636868,10.33641293,4.42,7.06,NA,11.19,NA,NA,NA,NA,NA,15.86,NA,7.06
"178","AMHARa","Dembecha","January",2017,37.48251554,10.56669266,4.38,7.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14
"179","AMHARa","Bahir- Dar ","January",2017,37.3815488,11.58416449,3.97,14.66,NA,14,NA,NA,NA,NA,NA,20,NA,14.66
"180","AMHARa","Sekota","January",2017,39.03355257,12.62479803,4.38,8.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12
"181","AMHARa","Amde Work ","January",2017,38.85815043,12.45920199,4.78,8.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.16
"182","AMHARa","Danigla","January",2017,36.83153176,11.25223153,4.38,11.43,NA,NA,NA,NA,NA,NA,NA,20.71,NA,11.43
"183","AMHARa","Chagni","January",2017,36.50793596,10.95196565,4.41,10,NA,NA,NA,NA,NA,NA,NA,17.71,NA,10
"184","AMHARa","Kemise","January",2017,39.85696873,10.71374234,4.05,NA,9.05,NA,NA,NA,NA,NA,NA,25.02,NA,9.05
"185","AMHARa","Bati","January",2017,40.0181327,11.19153266,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","AMHARa","Mota","July",2016,37.8807432,11.07475582,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","AMHARa","Debre- markos ","July",2016,37.72636868,10.33641293,4.75,6.77,NA,10.34,NA,NA,NA,NA,NA,16.45,NA,6.77
"188","AMHARa","Dembecha","July",2016,37.48251554,10.56669266,4.38,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.06
"189","AMHARa","Bahir- Dar ","July",2016,37.3815488,11.58416449,3.97,13.66,NA,13.66,NA,NA,NA,NA,NA,18.64,NA,13.66
"190","AMHARa","Sekota","July",2016,39.03355257,12.62479803,4.26,9.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64
"191","AMHARa","Amde Work ","July",2016,38.85815043,12.45920199,3.5,9.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.71
"192","AMHARa","Danigla","July",2016,36.83153176,11.25223153,4.2,11.65,NA,NA,NA,NA,NA,NA,NA,22.31,NA,11.65
"193","AMHARa","Chagni","July",2016,36.50793596,10.95196565,4.89,9.32,NA,NA,NA,NA,NA,NA,NA,17.66,NA,9.32
"194","AMHARa","Kemise","July",2016,39.85696873,10.71374234,3.89,NA,8.9,10.72,NA,NA,NA,NA,NA,22.89,NA,10.72
