"","Region","Market","Month","Year","Longitude","Latitude","pkg.mai.maize","pkg.mai.millm"
"311","Diredawa","Dire Dawa ","September",2014,41.8572763,9.593652332,7.32,8
"312","Diredawa","Melka- Jebdu ","September",2014,41.77420401,9.617496554,7,NA
"313","Oromiya","Ghimbi","August",2014,35.83291974,9.163103789,5,NA
"314","Oromiya","Dembi- Dolo ","August",2014,34.79748694,8.530219501,4,NA
"315","Oromiya","Shambu","August",2014,37.09431432,9.569809208,5.42,NA
"316","Oromiya","Nekemte","August",2014,36.54851971,9.09042469,5,5.92
"317","Oromiya","Bedele","August",2014,36.36017384,8.454821965,4.5,7.5
"318","Oromiya","Metu","August",2014,35.58726864,8.300606827,5,7
"319","Oromiya","Jimma","August",2014,36.84385226,7.672338798,5.96,8.57
"320","Oromiya","Agaro","August",2014,36.58627683,7.848002731,5.59,8
"321","Oromiya","Ambo","August",2014,37.8446066,8.976806527,5.81,NA
"322","Oromiya","Weliso","August",2014,37.97073066,8.534178897,5.63,8.83
"323","Oromiya","Ejere","August",2014,39.262249,8.78288,6.53,NA
"324","Oromiya","Fiche","August",2014,38.73344116,9.791083661,6.54,NA
"325","Oromiya","Ghimbi","December",2014,35.83291974,9.163103789,4.33,NA
"326","Oromiya","Dembi- Dolo ","December",2014,34.79748694,8.530219501,4,NA
"327","Oromiya","Shambu","December",2014,37.09431432,9.569809208,4.72,NA
"328","Oromiya","Nekemte","December",2014,36.54851971,9.09042469,4.3,6.54
"329","Oromiya","Bedele","December",2014,36.36017384,8.454821965,3.8,5
"330","Oromiya","Metu","December",2014,35.58726864,8.300606827,4,6
"331","Oromiya","Jimma","December",2014,36.84385226,7.672338798,5,5
"332","Oromiya","Agaro","December",2014,36.58627683,7.848002731,4.12,8
"333","Oromiya","Ambo","December",2014,37.8446066,8.976806527,4.43,NA
"334","Oromiya","Weliso","December",2014,37.97073066,8.534178897,4.36,9.39
"335","Oromiya","Ejere","December",2014,39.262249,8.78288,5.26,NA
"336","Oromiya","Fiche","December",2014,38.73344116,9.791083661,5.7,NA
"337","Oromiya","Ghimbi","February",2015,35.83291974,9.163103789,4.83,NA
"338","Oromiya","Dembi- Dolo ","February",2015,34.79748694,8.530219501,4,NA
"339","Oromiya","Shambu","February",2015,37.09431432,9.569809208,4.59,NA
"340","Oromiya","Nekemte","February",2015,36.54851971,9.09042469,4,6.53
"341","Oromiya","Bedele","February",2015,36.36017384,8.454821965,3.5,4.92
"342","Oromiya","Metu","February",2015,35.58726864,8.300606827,4,6
"343","Oromiya","Jimma","February",2015,36.84385226,7.672338798,6,8.33
"344","Oromiya","Agaro","February",2015,36.58627683,7.848002731,4.12,8.5
"345","Oromiya","Ambo","February",2015,37.8446066,8.976806527,6.53,NA
"346","Oromiya","Weliso","February",2015,37.97073066,8.534178897,4.41,8.34
"347","Oromiya","Ejere","February",2015,39.262249,8.78288,5.44,NA
"348","Oromiya","Fiche","February",2015,38.73344116,9.791083661,5.74,NA
"349","Oromiya","Ghimbi","January",2015,35.83291974,9.163103789,5,NA
"350","Oromiya","Dembi- Dolo ","January",2015,34.79748694,8.530219501,3.5,NA
"351","Oromiya","Shambu","January",2015,37.09431432,9.569809208,5.01,NA
"352","Oromiya","Nekemte","January",2015,36.54851971,9.09042469,4,6.5
"353","Oromiya","Bedele","January",2015,36.36017384,8.454821965,3.6,NA
"354","Oromiya","Metu","January",2015,35.58726864,8.300606827,4,6
"355","Oromiya","Jimma","January",2015,36.84385226,7.672338798,NA,8.57
"356","Oromiya","Agaro","January",2015,36.58627683,7.848002731,4.12,8
"357","Oromiya","Ambo","January",2015,37.8446066,8.976806527,4.81,NA
"358","Oromiya","Weliso","January",2015,37.97073066,8.534178897,4.41,8.11
"359","Oromiya","Ejere","January",2015,39.262249,8.78288,5.37,NA
"360","Oromiya","Fiche","January",2015,38.73344116,9.791083661,5.75,NA
"361","Oromiya","Ghimbi","July",2014,35.83291974,9.163103789,5,NA
"362","Oromiya","Dembi- Dolo ","July",2014,34.79748694,8.530219501,4,NA
"363","Oromiya","Shambu","July",2014,37.09431432,9.569809208,5.44,NA
"364","Oromiya","Nekemte","July",2014,36.54851971,9.09042469,5.16,6.8
"365","Oromiya","Bedele","July",2014,36.36017384,8.454821965,5,7.5
"366","Oromiya","Metu","July",2014,35.58726864,8.300606827,5,7
"367","Oromiya","Jimma","July",2014,36.84385226,7.672338798,6,8.45
"368","Oromiya","Agaro","July",2014,36.58627683,7.848002731,5.59,8
"369","Oromiya","Ambo","July",2014,37.8446066,8.976806527,6,NA
"370","Oromiya","Weliso","July",2014,37.97073066,8.534178897,5.7,7.9
"371","Oromiya","Ejere","July",2014,39.262249,8.78288,6.82,NA
"372","Oromiya","Fiche","July",2014,38.73344116,9.791083661,6.5,NA
"373","Oromiya","Ghimbi","June",2015,35.83291974,9.163103789,5,NA
"374","Oromiya","Dembi- Dolo ","June",2015,34.79748694,8.530219501,5,NA
"375","Oromiya","Shambu","June",2015,37.09431432,9.569809208,3.79,NA
"376","Oromiya","Nekemte","June",2015,36.54851971,9.09042469,4.5,6.66
"377","Oromiya","Bedele","June",2015,36.36017384,8.454821965,3.8,6.25
"378","Oromiya","Metu","June",2015,35.58726864,8.300606827,4.83,6
"379","Oromiya","Jimma","June",2015,36.84385226,7.672338798,6,6.06
"380","Oromiya","Agaro","June",2015,36.58627683,7.848002731,5.29,8
"381","Oromiya","Ambo","June",2015,37.8446066,8.976806527,5.28,NA
"382","Oromiya","Weliso","June",2015,37.97073066,8.534178897,5.44,7.5
"383","Oromiya","Ejere","June",2015,39.262249,8.78288,5.09,NA
"384","Oromiya","Fiche","June",2015,38.73344116,9.791083661,5.7,NA
"385","Oromiya","Ghimbi","March",2015,35.83291974,9.163103789,4.83,NA
"386","Oromiya","Dembi- Dolo ","March",2015,34.79748694,8.530219501,3.83,NA
"387","Oromiya","Shambu","March",2015,37.09431432,9.569809208,4.24,NA
"388","Oromiya","Nekemte","March",2015,36.54851971,9.09042469,4,6.37
"389","Oromiya","Bedele","March",2015,36.36017384,8.454821965,3.5,6.25
"390","Oromiya","Metu","March",2015,35.58726864,8.300606827,4,6
"391","Oromiya","Jimma","March",2015,36.84385226,7.672338798,5,8.45
"392","Oromiya","Agaro","March",2015,36.58627683,7.848002731,4.12,8
"393","Oromiya","Ambo","March",2015,37.8446066,8.976806527,4.73,NA
"394","Oromiya","Weliso","March",2015,37.97073066,8.534178897,4.31,8.45
"395","Oromiya","Ejere","March",2015,39.262249,8.78288,5.5,NA
