"","Region","Market","Month","Year","Longitude","Latitude","pkg.wht.bread","pkg.wht.white","pkg.wht.mixed","pkg.wht.blred","pkg.wht.shaja","pkg.wht.unshe","pkg.wht.millw","pkg.wht.millm","pkg.wht.milla","pkg.wht.maltw","pkg.wht.pbula","pkg.wht.allwh"
"34","Amhara","Debre-¦","August",2018,39.52890047,9.67650294,NA,15.25,15,NA,NA,37.42,NA,NA,32.98,NA,NA,15.25
"35","Amhara","Chuahit","December",2018,39.311961,10.643157,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Amhara","Gondar","December",2018,37.46149667,12.59878688,6.83,15.49,NA,14,NA,33.99,NA,NA,43.99,24,NA,15.49
"37","Amhara","Esete","December",2018,37.88657423,10.92298692,4.63,13.87,NA,14.38,NA,36,NA,NA,40,NA,NA,13.87
"38","Amhara","Debre- Tabor ","December",2018,38.00833967,11.84769551,7.72,19.77,NA,16.12,NA,32.98,NA,NA,38.99,NA,NA,19.77
"39","Amhara","Kobo","December",2018,39.63127424,12.16406542,NA,15.86,NA,19.01,NA,40.03,NA,NA,NA,NA,NA,15.86
"40","Amhara","Weldiya","December",2018,39.6014117,11.82360232,NA,16.86,NA,20.64,NA,40,NA,NA,NA,34.64,NA,16.86
"41","Amhara","Kombolcha","December",2018,39.73724188,11.07807805,NA,17,NA,NA,17.4,37,NA,NA,NA,NA,NA,17
"42","Amhara","Dessie","December",2018,39.63548793,11.11703902,NA,15.64,NA,14.56,14.72,40,NA,NA,NA,NA,NA,15.64
"43","Amhara","Shewa- Robit ","December",2018,39.90269733,10.00580856,NA,17.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.86
"44","Amhara","Debre-¦","December",2018,39.52890047,9.67650294,7.57,16,15,NA,NA,37.42,NA,NA,40,NA,NA,16
"45","Amhara","Chuahit","February",2019,39.311961,10.643157,5.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Amhara","Gondar","February",2019,37.46149667,12.59878688,7.38,16,NA,16,NA,34.5,NA,NA,43.47,24,NA,16
"47","Amhara","Esete","February",2019,37.88657423,10.92298692,5.34,13.8,NA,NA,NA,35,NA,NA,40,NA,NA,13.8
"48","Amhara","Debre- Tabor ","February",2019,38.00833967,11.84769551,5.84,16.41,NA,14.02,NA,32.86,NA,NA,38.99,NA,NA,16.41
"49","Amhara","Kobo","February",2019,39.63127424,12.16406542,5.53,11.95,NA,13.01,NA,NA,NA,NA,NA,NA,NA,11.95
"50","Amhara","Weldiya","February",2019,39.6014117,11.82360232,7,18.97,NA,19.22,NA,40,NA,NA,NA,33.68,NA,18.97
"51","Amhara","Kombolcha","February",2019,39.73724188,11.07807805,NA,15.55,NA,NA,18.79,37,NA,NA,NA,NA,NA,15.55
"52","Amhara","Dessie","February",2019,39.63548793,11.11703902,NA,15.47,NA,13.84,21.38,38.47,NA,NA,NA,NA,NA,15.47
"53","Amhara","Shewa- Robit ","February",2019,39.90269733,10.00580856,NA,17.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.93
"54","Amhara","Debre-¦","February",2019,39.52890047,9.67650294,7.61,14.75,13.25,NA,NA,37.42,NA,NA,40,NA,NA,14.75
"55","Amhara","Chuahit","January",2019,39.311961,10.643157,7.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Amhara","Gondar","January",2019,37.46149667,12.59878688,7.38,16,NA,14,NA,33.47,NA,NA,43.99,24,NA,16
"57","Amhara","Esete","January",2019,37.88657423,10.92298692,5.12,12.13,NA,10.76,NA,36,NA,NA,40,NA,NA,12.13
"58","Amhara","Debre- Tabor ","January",2019,38.00833967,11.84769551,7.4,14.55,NA,10.64,NA,31.94,NA,NA,40,NA,NA,14.55
"59","Amhara","Kobo","January",2019,39.63127424,12.16406542,7.53,16.44,NA,20.12,NA,38.43,NA,NA,NA,NA,NA,16.44
"60","Amhara","Weldiya","January",2019,39.6014117,11.82360232,6.61,17.24,NA,20.61,NA,40,NA,NA,NA,31.63,NA,17.24
"61","Amhara","Kombolcha","January",2019,39.73724188,11.07807805,NA,15.95,NA,NA,18.27,37,NA,NA,NA,NA,NA,15.95
"62","Amhara","Dessie","January",2019,39.63548793,11.11703902,NA,15.17,NA,13.99,21.77,37.42,NA,NA,NA,NA,NA,15.17
"63","Amhara","Shewa- Robit ","January",2019,39.90269733,10.00580856,NA,17.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.91
"64","Amhara","Debre-¦","January",2019,39.52890047,9.67650294,7.64,16,15,NA,NA,37.42,NA,NA,40,NA,NA,16
"65","Amhara","Chuahit","July",2018,39.311961,10.643157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Amhara","Gondar","July",2018,37.46149667,12.59878688,5.53,14.49,NA,NA,NA,34.5,NA,NA,45,21.49,NA,14.49
"67","Amhara","Esete","July",2018,37.88657423,10.92298692,NA,13.72,NA,NA,NA,35,NA,NA,40,NA,NA,13.72
"68","Amhara","Debre- Tabor ","July",2018,38.00833967,11.84769551,4.43,17.45,NA,12.5,NA,34.5,NA,NA,40,NA,NA,17.45
"69","Amhara","Kobo","July",2018,39.63127424,12.16406542,4.8,17.18,NA,19.47,NA,NA,NA,NA,NA,NA,NA,17.18
"70","Amhara","Weldiya","July",2018,39.6014117,11.82360232,7,15.38,NA,17.23,NA,40,NA,NA,NA,34.15,NA,15.38
"71","Amhara","Kombolcha","July",2018,39.73724188,11.07807805,6.1,14.24,NA,15.39,18.54,37.5,NA,NA,NA,NA,NA,14.24
"72","Amhara","Dessie","July",2018,39.63548793,11.11703902,NA,13.76,NA,NA,12.46,40,NA,NA,NA,32.36,NA,13.76
"73","Amhara","Shewa- Robit ","July",2018,39.90269733,10.00580856,6.1,17.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.17
"74","Amhara","Debre-¦","July",2018,39.52890047,9.67650294,7.42,14.5,NA,NA,NA,37.42,NA,NA,32,NA,NA,14.5
"75","Amhara","Chuahit","March",2019,39.311961,10.643157,7.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Amhara","Gondar","March",2019,37.46149667,12.59878688,7.38,16,NA,14,NA,33.99,NA,NA,45,24,NA,16
"77","Amhara","Esete","March",2019,37.88657423,10.92298692,4.46,13.63,NA,13,NA,35.5,NA,NA,40,NA,NA,13.63
"78","Amhara","Debre- Tabor ","March",2019,38.00833967,11.84769551,5.84,20.57,NA,13.18,NA,32.4,NA,NA,38.99,NA,NA,20.57
"79","Amhara","Kobo","March",2019,39.63127424,12.16406542,7.75,16.78,14.56,16.04,NA,NA,NA,NA,NA,NA,NA,16.78
"80","Amhara","Weldiya","March",2019,39.6014117,11.82360232,8.75,19.8,NA,20.66,NA,40,NA,NA,NA,32.66,NA,19.8
"81","Amhara","Kombolcha","March",2019,39.73724188,11.07807805,NA,15.06,NA,17.86,22.78,40,NA,NA,NA,NA,NA,15.06
"82","Amhara","Dessie","March",2019,39.63548793,11.11703902,NA,15.6,NA,14.13,21.56,40,NA,NA,NA,16.23,NA,15.6
"83","Amhara","Shewa- Robit ","March",2019,39.90269733,10.00580856,8.57,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.09
"84","Amhara","Debre-¦","March",2019,39.52890047,9.67650294,7.63,15,13.5,NA,NA,40,NA,NA,40,NA,NA,15
"85","Amhara","Chuahit","May",2019,39.311961,10.643157,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Amhara","Gondar","May",2019,37.46149667,12.59878688,7.38,16.25,NA,14.75,NA,32.4,NA,NA,45,24,NA,16.25
"87","Amhara","Esete","May",2019,37.88657423,10.92298692,5.09,15.36,NA,12.56,NA,35.5,NA,NA,40,NA,NA,15.36
"88","Amhara","Debre- Tabor ","May",2019,38.00833967,11.84769551,5.81,18.32,NA,12.47,NA,32.4,NA,NA,40,NA,NA,18.32
"89","Amhara","Kobo","May",2019,39.63127424,12.16406542,NA,17.4,NA,NA,NA,37.76,NA,NA,NA,NA,NA,17.4
"90","Amhara","Weldiya","May",2019,39.6014117,11.82360232,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
"91","Amhara","Kombolcha","May",2019,39.73724188,11.07807805,NA,15.24,NA,NA,19.81,40,NA,NA,NA,NA,NA,15.24
"92","Amhara","Dessie","May",2019,39.63548793,11.11703902,NA,16.46,NA,17.5,16.36,42.5,NA,NA,NA,NA,NA,16.46
"93","Amhara","Shewa- Robit ","May",2019,39.90269733,10.00580856,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1
"94","Amhara","Debre-¦","May",2019,39.52890047,9.67650294,7.86,15,14.5,NA,NA,40,NA,NA,40,31.05,NA,15
"95","Amhara","Chuahit","November",2018,39.311961,10.643157,7.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Amhara","Gondar","November",2018,37.46149667,12.59878688,6.67,16,NA,14,NA,30.98,NA,NA,45,24,NA,16
"97","Amhara","Esete","November",2018,37.88657423,10.92298692,NA,13.68,NA,13.15,NA,36,NA,NA,40,19.71,NA,13.68
"98","Amhara","Debre- Tabor ","November",2018,38.00833967,11.84769551,6,18.42,NA,14.43,NA,30,NA,NA,40,NA,NA,18.42
"99","Amhara","Kobo","November",2018,39.63127424,12.16406542,NA,17.07,NA,18.41,NA,NA,NA,NA,NA,NA,NA,17.07
"100","Amhara","Weldiya","November",2018,39.6014117,11.82360232,7,19.09,NA,18.73,NA,40,NA,NA,NA,28.85,NA,19.09
"101","Amhara","Kombolcha","November",2018,39.73724188,11.07807805,9.77,16.92,NA,19.61,15.31,35.99,NA,NA,NA,NA,NA,16.92
"102","Amhara","Dessie","November",2018,39.63548793,11.11703902,NA,15.62,NA,14.14,NA,38.99,NA,NA,NA,16.23,NA,15.62
"103","Amhara","Shewa- Robit ","November",2018,39.90269733,10.00580856,7.67,17.91,NA,18.09,NA,NA,NA,NA,NA,NA,NA,17.91
"104","Amhara","Debre-¦","November",2018,39.52890047,9.67650294,7.78,16,15,NA,NA,37.42,NA,NA,36.88,NA,NA,16
"105","Amhara","Chuahit","October",2018,39.311961,10.643157,7.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Amhara","Gondar","October",2018,37.46149667,12.59878688,6.18,17,NA,14,NA,36.99,NA,NA,NA,22,NA,17
"107","Amhara","Esete","October",2018,37.88657423,10.92298692,4.54,13.86,NA,13.24,NA,36,NA,NA,40,18.08,NA,13.86
"108","Amhara","Debre- Tabor ","October",2018,38.00833967,11.84769551,5.26,17.23,NA,NA,NA,33.5,NA,NA,38.99,NA,NA,17.23
"109","Amhara","Kobo","October",2018,39.63127424,12.16406542,6.82,17.74,NA,15.68,NA,NA,NA,NA,NA,NA,NA,17.74
"110","Amhara","Weldiya","October",2018,39.6014117,11.82360232,5.25,16.12,NA,19.15,NA,40,NA,NA,NA,29.57,NA,16.12
"111","Amhara","Kombolcha","October",2018,39.73724188,11.07807805,6.18,16.42,NA,20.65,15.12,38.99,NA,NA,NA,NA,NA,16.42
"112","Amhara","Dessie","October",2018,39.63548793,11.11703902,NA,15.19,NA,14.29,NA,37.42,NA,NA,NA,NA,NA,15.19
"113","Amhara","Shewa- Robit ","October",2018,39.90269733,10.00580856,7.37,17.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.91
"114","Amhara","Debre-¦","October",2018,39.52890047,9.67650294,NA,16,15,NA,NA,37.42,NA,NA,32.98,NA,NA,16
"115","Amhara","Chuahit","September",2018,39.311961,10.643157,7.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Amhara","Gondar","September",2018,37.46149667,12.59878688,7.25,16.75,NA,NA,NA,33.99,NA,NA,45,21.49,NA,16.75
"117","Amhara","Esete","September",2018,37.88657423,10.92298692,4.87,14.94,NA,12.82,NA,35.5,NA,NA,40,19,NA,14.94
"118","Amhara","Debre- Tabor ","September",2018,38.00833967,11.84769551,5.33,18.55,NA,13.11,NA,34.5,NA,NA,38.99,22.62,24,18.55
"119","Amhara","Kobo","September",2018,39.63127424,12.16406542,7.09,18.87,NA,20.41,NA,NA,NA,NA,NA,NA,NA,18.87
"120","Amhara","Weldiya","September",2018,39.6014117,11.82360232,6.39,18.52,NA,18.44,NA,40,NA,NA,NA,34.02,NA,18.52
"121","Amhara","Kombolcha","September",2018,39.73724188,11.07807805,5.97,16.17,NA,14.49,13.44,37,NA,NA,NA,NA,NA,16.17
"122","Amhara","Dessie","September",2018,39.63548793,11.11703902,NA,15.03,NA,13.54,12.42,40,NA,NA,NA,NA,NA,15.03
"123","Amhara","Shewa- Robit ","September",2018,39.90269733,10.00580856,7.42,17.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.86
"124","Amhara","Debre-¦","September",2018,39.52890047,9.67650294,8.02,15.5,NA,NA,NA,37.42,NA,NA,32.98,NA,NA,15.5
"125","Amhara","Mota","April",2019,37.8807432,11.07475582,5.83,15,NA,NA,28,40,NA,NA,40,NA,NA,15
"126","Amhara","Debre- Markos ","April",2019,37.72636868,10.33641293,8.75,14.91,NA,18.08,19.77,25,NA,NA,57.45,21.64,NA,14.91
"127","Amhara","Dembecha","April",2019,37.48251554,10.56669266,6.25,13.89,NA,NA,20.63,25,NA,NA,54.77,NA,NA,13.89
"128","Amhara","Bahir- Dar ","April",2019,37.3815488,11.58416449,5.83,16.49,NA,23.49,NA,33.99,NA,NA,40,30,NA,16.49
"129","Amhara","Sekota","April",2019,39.03355257,12.62479803,7,16.89,NA,NA,NA,42.43,NA,NA,45,NA,NA,16.89
"130","Amhara","Amde Work ","April",2019,38.85815043,12.45920199,4.67,16.63,NA,NA,NA,40,NA,NA,NA,NA,NA,16.63
"131","Amhara","Danigla","April",2019,36.83153176,11.25223153,7,22.54,NA,NA,16.84,32,NA,NA,50,23.57,NA,22.54
"132","Amhara","Chagni","April",2019,36.50793596,10.95196565,7.95,14,NA,NA,NA,23,NA,NA,37.42,25,NA,14
"133","Amhara","Kemise","April",2019,39.85696873,10.71374234,7,19.65,NA,17.98,NA,40,NA,NA,NA,27.28,NA,19.65
"134","Amhara","Bati","April",2019,40.0181327,11.19153266,5.96,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
"135","Amhara","Mota","August",2018,37.8807432,11.07475582,NA,14,NA,NA,NA,40,NA,NA,40,NA,NA,14
"136","Amhara","Debre- Markos ","August",2018,37.72636868,10.33641293,6.67,15.75,NA,18.61,21.81,26.98,NA,NA,60,25.35,NA,15.75
"137","Amhara","Dembecha","August",2018,37.48251554,10.56669266,5.99,15.33,NA,NA,21.74,25.5,NA,NA,44.72,NA,NA,15.33
"138","Amhara","Bahir- Dar ","August",2018,37.3815488,11.58416449,4.67,18.44,NA,20,NA,32.4,NA,NA,40,27.39,NA,18.44
"139","Amhara","Sekota","August",2018,39.03355257,12.62479803,4.38,16.67,NA,NA,NA,42.43,NA,NA,45,NA,NA,16.67
"140","Amhara","Amde Work ","August",2018,38.85815043,12.45920199,7,18.69,NA,NA,NA,40,NA,NA,NA,NA,NA,18.69
"141","Amhara","Danigla","August",2018,36.83153176,11.25223153,7,19,NA,NA,17.25,32,NA,NA,50,26.73,NA,19
"142","Amhara","Chagni","August",2018,36.50793596,10.95196565,NA,14.49,NA,NA,NA,26,NA,NA,40,19.07,NA,14.49
"143","Amhara","Kemise","August",2018,39.85696873,10.71374234,6.67,17.33,NA,15.16,NA,40,NA,NA,NA,39.7,NA,17.33
"144","Amhara","Bati","August",2018,40.0181327,11.19153266,5.63,NA,NA,NA,NA,NA,NA,NA,42.43,NA,NA,NA
"145","Amhara","Mota","December",2018,37.8807432,11.07475582,5.83,14,NA,NA,28,40,NA,NA,40,NA,NA,14
"146","Amhara","Debre- Markos ","December",2018,37.72636868,10.33641293,NA,15.12,NA,18.68,23.53,25.5,NA,NA,60.99,31.78,NA,15.12
"147","Amhara","Dembecha","December",2018,37.48251554,10.56669266,5.85,16.02,NA,NA,19.79,24.49,NA,NA,44.72,NA,NA,16.02
"148","Amhara","Bahir- Dar ","December",2018,37.3815488,11.58416449,NA,19.49,NA,25,NA,34,NA,NA,40,30,NA,19.49
"149","Amhara","Sekota","December",2018,39.03355257,12.62479803,5.25,13.33,NA,NA,NA,40,NA,NA,NA,NA,NA,13.33
"150","Amhara","Amde Work ","December",2018,38.85815043,12.45920199,4.55,14.15,NA,NA,NA,40,NA,NA,NA,NA,NA,14.15
"151","Amhara","Danigla","December",2018,36.83153176,11.25223153,7,19.72,NA,NA,15.23,32,NA,NA,50,25,NA,19.72
"152","Amhara","Chagni","December",2018,36.50793596,10.95196565,7.95,16,NA,NA,NA,25,NA,NA,NA,26.73,NA,16
"153","Amhara","Kemise","December",2018,39.85696873,10.71374234,7,16.07,NA,14.93,NA,35,NA,NA,NA,38.84,NA,16.07
"154","Amhara","Bati","December",2018,40.0181327,11.19153266,5.71,NA,NA,NA,NA,NA,NA,NA,42.43,NA,NA,NA
"155","Amhara","Mota","February",2019,37.8807432,11.07475582,5.83,16,NA,NA,28,40,NA,NA,40,NA,NA,16
"156","Amhara","Debre- Markos ","February",2019,37.72636868,10.33641293,NA,14.28,NA,NA,19.59,25,NA,NA,60,21.83,NA,14.28
"157","Amhara","Dembecha","February",2019,37.48251554,10.56669266,5.85,14.38,NA,NA,25.3,23.49,NA,NA,54.77,NA,NA,14.38
"158","Amhara","Bahir- Dar ","February",2019,37.3815488,11.58416449,5.83,19.49,NA,NA,NA,30.98,NA,NA,40,30,NA,19.49
"159","Amhara","Sekota","February",2019,39.03355257,12.62479803,4.38,14.55,NA,NA,NA,45,NA,NA,NA,NA,NA,14.55
"160","Amhara","Amde Work ","February",2019,38.85815043,12.45920199,4.55,16.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.91
"161","Amhara","Danigla","February",2019,36.83153176,11.25223153,7,17.39,NA,NA,14.95,32,NA,NA,50,23.57,NA,17.39
"162","Amhara","Chagni","February",2019,36.50793596,10.95196565,7.29,15,NA,NA,NA,23,NA,NA,35,23.84,NA,15
"163","Amhara","Kemise","February",2019,39.85696873,10.71374234,7,16.26,NA,16.95,NA,35,NA,NA,80,NA,NA,16.26
"164","Amhara","Bati","February",2019,40.0181327,11.19153266,5.71,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
"165","Amhara","Mota","January",2019,37.8807432,11.07475582,5.83,15,NA,NA,28,40,NA,NA,40,NA,NA,15
"166","Amhara","Debre- Markos ","January",2019,37.72636868,10.33641293,NA,15.82,NA,18.55,24.22,25,NA,NA,60.99,29.88,NA,15.82
"167","Amhara","Dembecha","January",2019,37.48251554,10.56669266,5.85,13.78,NA,NA,26.04,24.49,NA,NA,54.77,NA,NA,13.78
"168","Amhara","Bahir- Dar ","January",2019,37.3815488,11.58416449,5.6,17,NA,NA,NA,NA,NA,NA,40,30,NA,17
"169","Amhara","Sekota","January",2019,39.03355257,12.62479803,5.25,13.41,NA,NA,NA,42.43,NA,NA,NA,NA,NA,13.41
"170","Amhara","Amde Work ","January",2019,38.85815043,12.45920199,4.64,16.22,NA,NA,NA,40,NA,NA,NA,NA,NA,16.22
"171","Amhara","Danigla","January",2019,36.83153176,11.25223153,7,19.72,NA,NA,15.09,32,NA,NA,50,26.73,NA,19.72
"172","Amhara","Chagni","January",2019,36.50793596,10.95196565,7.95,15,NA,NA,NA,25,NA,NA,40,25,NA,15
"173","Amhara","Kemise","January",2019,39.85696873,10.71374234,NA,15.62,NA,14.67,NA,37.42,NA,NA,NA,43.52,NA,15.62
"174","Amhara","Bati","January",2019,40.0181327,11.19153266,5.84,NA,NA,NA,NA,NA,NA,NA,45,54.95,NA,NA
"175","Amhara","Mota","July",2018,37.8807432,11.07475582,7,14,NA,NA,NA,NA,NA,NA,36,NA,NA,14
"176","Amhara","Debre- Markos ","July",2018,37.72636868,10.33641293,7.38,14.93,NA,NA,20.2,26.5,NA,NA,60,28,NA,14.93
"177","Amhara","Dembecha","July",2018,37.48251554,10.56669266,5.05,14.28,NA,NA,22.28,28.98,NA,NA,44.72,NA,NA,14.28
"178","Amhara","Bahir- Dar ","July",2018,37.3815488,11.58416449,5,18,NA,18.97,NA,32.4,NA,NA,40,32.4,NA,18
"179","Amhara","Sekota","July",2018,39.03355257,12.62479803,5.25,16.5,NA,NA,NA,42.43,NA,NA,45,NA,NA,16.5
"180","Amhara","Amde Work ","July",2018,38.85815043,12.45920199,7,18.56,NA,NA,NA,40,NA,NA,NA,NA,NA,18.56
"181","Amhara","Danigla","July",2018,36.83153176,11.25223153,7,17.65,NA,NA,17.09,35,NA,NA,50,26.73,NA,17.65
"182","Amhara","Chagni","July",2018,36.50793596,10.95196565,7.29,15,NA,NA,NA,26,NA,NA,40,NA,NA,15
"183","Amhara","Kemise","July",2018,39.85696873,10.71374234,7.29,18.88,NA,18.3,NA,37.42,NA,NA,NA,32.02,NA,18.88
"184","Amhara","Bati","July",2018,40.0181327,11.19153266,5.6,NA,NA,NA,NA,NA,NA,NA,42.43,NA,NA,NA
"185","Amhara","Mota","March",2019,37.8807432,11.07475582,5.83,16,NA,NA,28,40,NA,NA,40,NA,NA,16
"186","Amhara","Debre- Markos ","March",2019,37.72636868,10.33641293,8.75,15.69,NA,NA,21.39,25,NA,NA,48.99,21.83,NA,15.69
"187","Amhara","Dembecha","March",2019,37.48251554,10.56669266,6.25,13.89,NA,NA,19.57,24.49,NA,NA,54.77,NA,NA,13.89
"188","Amhara","Bahir- Dar ","March",2019,37.3815488,11.58416449,5.83,16.49,NA,NA,NA,30.98,NA,NA,40,30,NA,16.49
"189","Amhara","Sekota","March",2019,39.03355257,12.62479803,5.25,15.13,NA,NA,NA,42.43,NA,NA,50,NA,30,15.13
"190","Amhara","Amde Work ","March",2019,38.85815043,12.45920199,4.67,16.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.84
"191","Amhara","Danigla","March",2019,36.83153176,11.25223153,7,17.39,NA,NA,14.95,32,NA,NA,50,23.57,NA,17.39
"192","Amhara","Chagni","March",2019,36.50793596,10.95196565,7.61,14.49,NA,NA,NA,23,NA,NA,35,22.73,NA,14.49
"193","Amhara","Kemise","March",2019,39.85696873,10.71374234,7,16.5,NA,17.06,NA,35,NA,NA,NA,41.67,NA,16.5
"194","Amhara","Bati","March",2019,40.0181327,11.19153266,5.6,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
"195","Amhara","Mota","May",2019,37.8807432,11.07475582,5.83,15,NA,NA,28,40,NA,NA,40,NA,NA,15
"196","Amhara","Debre- Markos ","May",2019,37.72636868,10.33641293,NA,15.02,NA,18.68,19.17,30,NA,NA,55.99,NA,NA,15.02
"197","Amhara","Dembecha","May",2019,37.48251554,10.56669266,6.75,NA,NA,NA,20.21,25.5,NA,NA,50,NA,NA,NA
"198","Amhara","Bahir- Dar ","May",2019,37.3815488,11.58416449,5.6,19.49,NA,NA,NA,34.5,NA,NA,40,30,NA,19.49
"199","Amhara","Sekota","May",2019,39.03355257,12.62479803,7,16.97,NA,NA,NA,42.43,NA,NA,45,NA,NA,16.97
