"","Region","Market","Month","Year","Longitude","Latitude","CEREALS UNMILLED_Barley White","CEREALS UNMILLED_Barley Mixed","CEREALS UNMILLED_Barley Black","CEREALS UNMILLED_Barley for Beer","CEREALS UNMILLED_Hulled Barley","CEREALS MILLED_Barley White","CEREALS MILLED_Barley Mixed","P R I C E   I N    B I R R_Malt-Barley"
"24","AMHARA","Shewa- Robit ","AUGUST","2014","39.90269733","10.00580856","9.93","-","10.19","-","16.67","-","-","12.62"
"25","AMHARA","Debre-¦","AUGUST","2014","39.52890047","9.67650294","8.66","7.93","-","10.00","11.43","-","-","22.57"
"26","AMHARA","Chuahit","DECEMBER","2014","39.311961","10.643157","-","6.50","-","-","-","-","-","10.64"
"27","AMHARA","Gondar","DECEMBER","2014","37.46149667","12.59878688","11.66","-","-","-","14.00","-","-","-"
"28","AMHARA","Esete","DECEMBER","2014","37.88657423","10.92298692","7.65","7.88","6.93","10.14","16.49","-","-","10.54"
"29","AMHARA","Debre- Tabor ","DECEMBER","2014","38.00833967","11.84769551","-","9.12","9.14","11.20","15.05","-","-","13.89"
"30","AMHARA","Kobo","DECEMBER","2014","39.63127424","12.16406542","9.02","8.28","-","-","-","-","-","22.40"
"31","AMHARA","Weldiya","DECEMBER","2014","39.6014117","11.82360232","10.83","9.24","8.45","-","15.09","-","-","14.45"
"32","AMHARA","Kombolcha","DECEMBER","2014","39.73724188","11.07807805","8.93","8.14","-","-","22.89","-","-","26.15"
"33","AMHARA","Dessie","DECEMBER","2014","39.63548793","11.11703902","9.12","7.85","-","-","17.14","26.00","-","14.76"
"34","AMHARA","Shewa- Robit ","DECEMBER","2014","39.90269733","10.00580856","10.60","-","9.86","12.44","-","-","-","16.59"
"35","AMHARA","Debre-¦","DECEMBER","2014","39.52890047","9.67650294","7.16","6.83","-","-","13.37","-","-","23.73"
"36","AMHARA","Chuahit","FEBRUARY","2015","39.311961","10.643157","-","7.00","-","-","-","-","-","11.86"
"37","AMHARA","Gondar","FEBRUARY","2015","37.46149667","12.59878688","11.66","-","-","-","13.83","-","-","-"
"38","AMHARA","Esete","FEBRUARY","2015","37.88657423","10.92298692","8.51","8.73","7.20","10.70","13.51","-","-","10.76"
"39","AMHARA","Debre- Tabor ","FEBRUARY","2015","38.00833967","11.84769551","-","9.21","9.47","-","12.82","-","-","11.64"
"40","AMHARA","Kobo","FEBRUARY","2015","39.63127424","12.16406542","9.53","8.83","-","-","-","-","-","19.91"
"41","AMHARA","Weldiya","FEBRUARY","2015","39.6014117","11.82360232","10.83","8.92","8.50","-","15.64","-","-","15.81"
"42","AMHARA","Kombolcha","FEBRUARY","2015","39.73724188","11.07807805","9.23","8.94","-","-","20.02","-","-","20.00"
"43","AMHARA","Dessie","FEBRUARY","2015","39.63548793","11.11703902","8.20","7.22","-","-","-","26.00","-","15.85"
"44","AMHARA","Shewa- Robit ","FEBRUARY","2015","39.90269733","10.00580856","10.38","9.02","9.13","10.43","22.56","-","-","13.23"
"45","AMHARA","Debre-¦","FEBRUARY","2015","39.52890047","9.67650294","7.81","6.33","-","10.00","11.40","-","-","22.06"
"46","AMHARA","Chuahit","JANUARY","2015","39.311961","10.643157","-","7.00","-","-","-","-","-","13.64"
"47","AMHARA","Gondar","JANUARY","2015","37.46149667","12.59878688","11.33","-","-","-","14.33","-","-","13.00"
"48","AMHARA","Esete","JANUARY","2015","37.88657423","10.92298692","7.48","7.61","6.18","9.68","16.25","-","-","10.57"
"49","AMHARA","Debre- Tabor ","JANUARY","2015","38.00833967","11.84769551","-","8.87","10.02","-","13.09","-","-","13.07"
"50","AMHARA","Kobo","JANUARY","2015","39.63127424","12.16406542","9.55","9.28","-","-","-","-","-","22.91"
"51","AMHARA","Weldiya","JANUARY","2015","39.6014117","11.82360232","10.83","9.13","8.59","-","16.14","-","-","18.92"
"52","AMHARA","Kombolcha","JANUARY","2015","39.73724188","11.07807805","9.48","9.12","-","-","14.24","-","-","24.28"
"53","AMHARA","Dessie","JANUARY","2015","39.63548793","11.11703902","8.37","7.73","-","-","-","26.00","-","16.15"
"54","AMHARA","Shewa- Robit ","JANUARY","2015","39.90269733","10.00580856","11.80","-","10.92","11.14","21.53","-","-","13.35"
"55","AMHARA","Debre-¦","JANUARY","2015","39.52890047","9.67650294","7.00","6.50","-","-","11.46","-","-","23.54"
"56","AMHARA","Chuahit","JULY","2014","39.311961","10.643157","-","7.50","-","-","-","-","-","13.43"
"57","AMHARA","Gondar","JULY","2014","37.46149667","12.59878688","11.00","-","-","-","16.00","-","-","14.00"
"58","AMHARA","Esete","JULY","2014","37.88657423","10.92298692","8.27","8.26","8.12","10.33","12.78","-","-","10.42"
"59","AMHARA","Debre- Tabor ","JULY","2014","38.00833967","11.84769551","-","7.62","6.91","-","11.76","-","-","10.91"
"60","AMHARA","Kobo","JULY","2014","39.63127424","12.16406542","8.41","-","-","-","-","-","-","15.99"
"61","AMHARA","Weldiya","JULY","2014","39.6014117","11.82360232","11.45","8.99","8.50","-","16.79","-","-","14.00"
"62","AMHARA","Kombolcha","JULY","2014","39.73724188","11.07807805","10.05","9.26","9.03","-","33.34","-","-","34.62"
"63","AMHARA","Dessie","JULY","2014","39.63548793","11.11703902","9.12","8.20","-","-","-","26.00","-","15.66"
"64","AMHARA","Shewa- Robit ","JULY","2014","39.90269733","10.00580856","11.40","-","10.82","11.09","21.22","-","-","13.90"
"65","AMHARA","Debre-¦","JULY","2014","39.52890047","9.67650294","8.50","8.00","-","8.50","12.34","-","-","23.73"
"66","AMHARA","Chuahit","JUNE","2015","39.311961","10.643157","-","7.00","-","-","-","-","-","13.43"
"67","AMHARA","Gondar","JUNE","2015","37.46149667","12.59878688","11.49","-","-","-","15.33","-","-","-"
"68","AMHARA","Esete","JUNE","2015","37.88657423","10.92298692","8.57","8.61","8.11","12.48","15.23","-","-","11.56"
"69","AMHARA","Debre- Tabor ","JUNE","2015","38.00833967","11.84769551","-","11.22","11.35","16.64","13.12","-","-","11.92"
"70","AMHARA","Kobo","JUNE","2015","39.63127424","12.16406542","13.32","-","-","-","-","-","-","24.23"
"71","AMHARA","Weldiya","JUNE","2015","39.6014117","11.82360232","15.28","10.72","9.00","-","16.53","-","-","16.67"
"72","AMHARA","Kombolcha","JUNE","2015","39.73724188","11.07807805","12.96","9.38","8.82","-","33.71","-","-","36.01"
"73","AMHARA","Dessie","JUNE","2015","39.63548793","11.11703902","10.04","9.09","9.09","-","-","26.00","-","15.95"
"74","AMHARA","Shewa- Robit ","JUNE","2015","39.90269733","10.00580856","10.02","-","10.49","12.40","23.53","-","-","11.12"
"75","AMHARA","Debre-¦","JUNE","2015","39.52890047","9.67650294","8.83","7.16","-","10.49","-","-","-","23.03"
"76","AMHARA","Chuahit","MARCH","2015","39.311961","10.643157","-","7.00","-","-","-","-","-","15.06"
"77","AMHARA","Gondar","MARCH","2015","37.46149667","12.59878688","12.00","-","-","-","14.16","-","-","-"
"78","AMHARA","Esete","MARCH","2015","37.88657423","10.92298692","9.69","10.11","8.67","9.58","13.69","-","-","11.41"
"79","AMHARA","Debre- Tabor ","MARCH","2015","38.00833967","11.84769551","10.24","8.33","8.32","-","13.02","-","-","11.66"
"80","AMHARA","Kobo","MARCH","2015","39.63127424","12.16406542","11.73","-","-","-","-","-","-","27.00"
"81","AMHARA","Weldiya","MARCH","2015","39.6014117","11.82360232","11.71","9.00","8.05","-","17.04","-","-","15.16"
"82","AMHARA","Kombolcha","MARCH","2015","39.73724188","11.07807805","8.85","8.06","-","-","22.24","-","-","21.02"
"83","AMHARA","Dessie","MARCH","2015","39.63548793","11.11703902","8.76","7.62","-","-","20.00","26.00","-","13.15"
"84","AMHARA","Shewa- Robit ","MARCH","2015","39.90269733","10.00580856","10.67","-","10.39","10.93","-","-","-","12.52"
"85","AMHARA","Debre-¦","MARCH","2015","39.52890047","9.67650294","7.00","6.50","-","10.00","10.95","-","-","22.31"
"86","AMHARA","Chuahit","MAY","2015","39.311961","10.643157","-","7.00","-","-","-","-","-","13.18"
"87","AMHARA","Gondar","MAY","2015","37.46149667","12.59878688","11.16","-","-","-","16.66","-","-","-"
"88","AMHARA","Esete","MAY","2015","37.88657423","10.92298692","8.64","8.60","7.87","11.05","13.62","-","-","11.22"
"89","AMHARA","Debre- Tabor ","MAY","2015","38.00833967","11.84769551","-","10.42","10.48","-","13.15","-","-","14.04"
"90","AMHARA","Kobo","MAY","2015","39.63127424","12.16406542","12.24","-","-","-","-","-","-","-"
"91","AMHARA","Weldiya","MAY","2015","39.6014117","11.82360232","15.14","9.41","8.00","-","15.76","-","-","14.87"
"92","AMHARA","Kombolcha","MAY","2015","39.73724188","11.07807805","11.43","8.89","8.55","-","34.90","-","-","22.80"
"93","AMHARA","Dessie","MAY","2015","39.63548793","11.11703902","10.54","9.46","-","-","-","26.00","-","15.63"
"94","AMHARA","Shewa- Robit ","MAY","2015","39.90269733","10.00580856","10.33","-","9.00","12.39","34.37","-","-","12.67"
"95","AMHARA","Debre-¦","MAY","2015","39.52890047","9.67650294","7.50","6.50","-","10.00","13.40","-","-","22.48"
"96","AMHARA","Chuahit","NOVEMBER","2014","39.311961","10.643157","-","6.00","-","-","-","-","-","10.60"
"97","AMHARA","Gondar","NOVEMBER","2014","37.46149667","12.59878688","10.83","-","9.00","-","15.66","-","-","-"
"98","AMHARA","Esete","NOVEMBER","2014","37.88657423","10.92298692","8.72","8.75","6.79","8.76","16.46","-","-","9.92"
"99","AMHARA","Debre- Tabor ","NOVEMBER","2014","38.00833967","11.84769551","-","9.14","9.21","13.24","14.64","-","-","13.03"
"100","AMHARA","Kobo","NOVEMBER","2014","39.63127424","12.16406542","9.05","9.01","-","-","-","-","-","15.57"
"101","AMHARA","Weldiya","NOVEMBER","2014","39.6014117","11.82360232","10.80","9.16","8.59","-","14.60","-","-","15.44"
"102","AMHARA","Kombolcha","NOVEMBER","2014","39.73724188","11.07807805","8.70","9.01","-","-","19.95","-","-","32.87"
"103","AMHARA","Dessie","NOVEMBER","2014","39.63548793","11.11703902","9.07","8.29","-","-","18.07","26.00","-","13.81"
"104","AMHARA","Shewa- Robit ","NOVEMBER","2014","39.90269733","10.00580856","12.06","-","10.90","12.20","-","-","-","13.16"
"105","AMHARA","Debre-¦","NOVEMBER","2014","39.52890047","9.67650294","8.16","7.50","-","-","14.00","-","-","24.59"
"106","AMHARA","Chuahit","OCTOBER","2014","39.311961","10.643157","-","5.50","-","-","-","-","-","11.94"
"107","AMHARA","Gondar","OCTOBER","2014","37.46149667","12.59878688","11.50","-","-","-","16.00","-","-","-"
"108","AMHARA","Esete","OCTOBER","2014","37.88657423","10.92298692","10.26","10.27","8.44","13.17","16.64","-","-","10.06"
"109","AMHARA","Debre- Tabor ","OCTOBER","2014","38.00833967","11.84769551","-","7.79","7.77","-","15.99","-","-","11.29"
"110","AMHARA","Kobo","OCTOBER","2014","39.63127424","12.16406542","10.07","-","-","-","-","-","-","15.21"
"111","AMHARA","Weldiya","OCTOBER","2014","39.6014117","11.82360232","11.15","8.91","8.59","-","14.85","-","-","15.65"
"112","AMHARA","Kombolcha","OCTOBER","2014","39.73724188","11.07807805","9.40","8.65","8.59","-","-","-","-","34.62"
"113","AMHARA","Dessie","OCTOBER","2014","39.63548793","11.11703902","7.86","7.26","-","-","19.07","26.00","-","16.15"
"114","AMHARA","Shewa- Robit ","OCTOBER","2014","39.90269733","10.00580856","11.50","-","10.32","12.87","-","-","-","14.24"
"115","AMHARA","Debre-¦","OCTOBER","2014","39.52890047","9.67650294","8.66","7.99","-","10.00","14.00","-","-","22.48"
"116","AMHARA","Chuahit","OCTOBER.doc","2014.doc","39.311961","10.643157","-","8.00","-","-","-","-","-","13.44"
"117","AMHARA","Gondar","OCTOBER.doc","2014.doc","37.46149667","12.59878688","11.33","-","-","-","15.00","-","-","-"
"118","AMHARA","Esete","OCTOBER.doc","2014.doc","37.88657423","10.92298692","8.50","8.95","8.31","9.50","13.35","-","-","10.50"
"119","AMHARA","Debre- Tabor ","OCTOBER.doc","2014.doc","38.00833967","11.84769551","-","8.81","8.32","-","13.01","-","-","13.33"
"120","AMHARA","Kobo","OCTOBER.doc","2014.doc","39.63127424","12.16406542","10.70","9.66","-","-","-","-","-","28.91"
"121","AMHARA","Weldiya","OCTOBER.doc","2014.doc","39.6014117","11.82360232","11.79","9.16","8.08","-","16.27","-","-","14.27"
"122","AMHARA","Kombolcha","OCTOBER.doc","2014.doc","39.73724188","11.07807805","9.77","8.67","8.35","-","-","-","-","-"
"123","AMHARA","Dessie","OCTOBER.doc","2014.doc","39.63548793","11.11703902","9.14","8.26","-","-","-","26.00","-","16.30"
"124","AMHARA","Shewa- Robit ","OCTOBER.doc","2014.doc","39.90269733","10.00580856","10.72","-","10.74","11.46","-","-","-","11.78"
"125","AMHARA","Debre-¦","OCTOBER.doc","2014.doc","39.52890047","9.67650294","7.00","6.50","-","10.00","-","-","-","23.54"
"126","AMHARA","Chuahit","SEPTEMBER","2014","39.311961","10.643157","-","5.50","-","-","-","-","-","12.12"
"127","AMHARA","Gondar","SEPTEMBER","2014","37.46149667","12.59878688","11.33","-","-","-","16.00","-","-","15.00"
"128","AMHARA","Esete","SEPTEMBER","2014","37.88657423","10.92298692","7.34","7.48","7.51","8.46","12.91","-","-","10.86"
"129","AMHARA","Debre- Tabor ","SEPTEMBER","2014","38.00833967","11.84769551","-","7.72","7.69","-","13.32","-","-","10.85"
"130","AMHARA","Kobo","SEPTEMBER","2014","39.63127424","12.16406542","10.56","8.33","-","-","-","-","-","16.74"
"131","AMHARA","Weldiya","SEPTEMBER","2014","39.6014117","11.82360232","10.82","9.33","8.42","-","20.25","-","-","16.69"
"132","AMHARA","Kombolcha","SEPTEMBER","2014","39.73724188","11.07807805","10.10","8.70","8.63","-","23.33","-","-","36.01"
"133","AMHARA","Dessie","SEPTEMBER","2014","39.63548793","11.11703902","9.02","7.66","6.90","-","24.54","26.00","-","14.60"
"134","AMHARA","Shewa- Robit ","SEPTEMBER","2014","39.90269733","10.00580856","10.32","-","10.31","12.04","23.79","-","-","12.65"
"135","AMHARA","Debre-¦","SEPTEMBER","2014","39.52890047","9.67650294","7.83","7.49","-","10.00","11.39","-","-","22.82"
"136","AMHARa","Mota","AUGUST","2014","37.8807432","11.07475582","9.76","-","11.55","-","16.31","-","-","-"
"137","AMHARa","Debre- markos ","AUGUST","2014","37.72636868","10.33641293","10.71","-","-","-","-","-","-","-"
"138","AMHARa","Dembecha","AUGUST","2014","37.48251554","10.56669266","15.00","-","-","-","-","-","-","-"
"139","AMHARa","Bahir- Dar ","AUGUST","2014","37.3815488","11.58416449","12.00","-","10.32","-","17.66","-","-","13.00"
"140","AMHARa","Sekota","AUGUST","2014","39.03355257","12.62479803","8.18","8.71","8.52","-","-","-","-","14.72"
"141","AMHARa","Amde Work ","AUGUST","2014","38.85815043","12.45920199","10.69","-","-","-","-","-","-","-"
"142","AMHARa","Danigla","AUGUST","2014","36.83153176","11.25223153","9.95","-","-","-","-","-","-","19.44"
"143","AMHARa","Chagni","AUGUST","2014","36.50793596","10.95196565","9.32","-","8.00","-","-","-","-","-"
"144","AMHARa","Kemise","AUGUST","2014","39.85696873","10.71374234","11.54","11.69","10.93","-","-","-","-","17.93"
"145","AMHARa","Bati","AUGUST","2014","40.0181327","11.19153266","9.29","-","-","-","-","-","-","17.66"
"146","AMHARa","Mota","DECEMBER","2014","37.8807432","11.07475582","-","-","14.46","-","16.29","-","-","10.96"
"147","AMHARa","Debre- markos ","DECEMBER","2014","37.72636868","10.33641293","10.91","-","-","-","-","-","-","-"
"148","AMHARa","Dembecha","DECEMBER","2014","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"149","AMHARa","Bahir- Dar ","DECEMBER","2014","37.3815488","11.58416449","12.32","-","10.00","-","16.33","-","-","13.66"
"150","AMHARa","Sekota","DECEMBER","2014","39.03355257","12.62479803","7.76","7.11","6.69","-","-","-","-","14.84"
"151","AMHARa","Amde Work ","DECEMBER","2014","38.85815043","12.45920199","9.66","-","-","-","-","-","-","-"
"152","AMHARa","Danigla","DECEMBER","2014","36.83153176","11.25223153","14.10","-","-","-","-","-","-","13.64"
"153","AMHARa","Chagni","DECEMBER","2014","36.50793596","10.95196565","-","-","8.32","-","-","-","-","9.69"
"154","AMHARa","Kemise","DECEMBER","2014","39.85696873","10.71374234","11.54","9.36","10.42","-","-","-","-","19.52"
"155","AMHARa","Bati","DECEMBER","2014","40.0181327","11.19153266","10.66","-","-","-","-","-","-","16.68"
"156","AMHARa","Mota","FEBRUARY","2015","37.8807432","11.07475582","10.53","-","13.30","-","16.49","-","-","24.41"
"157","AMHARa","Debre- markos ","FEBRUARY","2015","37.72636868","10.33641293","10.09","-","-","-","-","-","-","-"
"158","AMHARa","Dembecha","FEBRUARY","2015","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"159","AMHARa","Bahir- Dar ","FEBRUARY","2015","37.3815488","11.58416449","12.32","-","10.63","-","16.66","-","-","13.66"
"160","AMHARa","Sekota","FEBRUARY","2015","39.03355257","12.62479803","8.08","7.73","7.36","-","-","-","-","14.64"
"161","AMHARa","Amde Work ","FEBRUARY","2015","38.85815043","12.45920199","10.69","-","-","-","-","-","-","-"
"162","AMHARa","Danigla","FEBRUARY","2015","36.83153176","11.25223153","-","-","-","-","-","-","-","13.35"
"163","AMHARa","Chagni","FEBRUARY","2015","36.50793596","10.95196565","10.00","-","8.16","-","-","-","-","9.41"
"164","AMHARa","Kemise","FEBRUARY","2015","39.85696873","10.71374234","11.34","11.37","13.17","-","-","-","-","20.28"
"165","AMHARa","Bati","FEBRUARY","2015","40.0181327","11.19153266","11.38","-","-","-","-","-","-","16.99"
"166","AMHARa","Mota","JANUARY","2015","37.8807432","11.07475582","-","-","13.82","-","16.15","-","-","8.33"
"167","AMHARa","Debre- markos ","JANUARY","2015","37.72636868","10.33641293","9.91","-","-","-","-","-","-","-"
"168","AMHARa","Dembecha","JANUARY","2015","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"169","AMHARa","Bahir- Dar ","JANUARY","2015","37.3815488","11.58416449","13.00","-","11.66","-","16.33","-","-","13.66"
"170","AMHARa","Sekota","JANUARY","2015","39.03355257","12.62479803","7.95","7.28","6.89","-","-","-","-","15.00"
"171","AMHARa","Amde Work ","JANUARY","2015","38.85815043","12.45920199","10.50","-","-","-","-","-","-","-"
"172","AMHARa","Danigla","JANUARY","2015","36.83153176","11.25223153","14.00","-","-","-","-","-","-","13.64"
"173","AMHARa","Chagni","JANUARY","2015","36.50793596","10.95196565","-","-","9.00","-","-","-","-","9.38"
"174","AMHARa","Kemise","JANUARY","2015","39.85696873","10.71374234","11.37","10.34","9.89","-","-","-","-","20.01"
"175","AMHARa","Bati","JANUARY","2015","40.0181327","11.19153266","10.83","-","-","-","-","-","-","17.83"
"176","AMHARa","Mota","JULY","2014","37.8807432","11.07475582","-","-","-","-","15.74","-","-","-"
"177","AMHARa","Debre- markos ","JULY","2014","37.72636868","10.33641293","10.79","-","-","-","-","-","-","-"
"178","AMHARa","Dembecha","JULY","2014","37.48251554","10.56669266","16.00","-","-","-","-","-","-","-"
"179","AMHARa","Bahir- Dar ","JULY","2014","37.3815488","11.58416449","12.32","-","9.97","-","14.66","-","-","13.33"
"180","AMHARa","Sekota","JULY","2014","39.03355257","12.62479803","8.58","8.31","8.08","-","-","-","-","14.64"
"181","AMHARa","Amde Work ","JULY","2014","38.85815043","12.45920199","10.81","-","-","-","-","-","-","-"
"182","AMHARa","Danigla","JULY","2014","36.83153176","11.25223153","10.39","-","-","-","-","-","-","13.05"
"183","AMHARa","Chagni","JULY","2014","36.50793596","10.95196565","8.83","-","8.00","-","-","-","-","8.83"
"184","AMHARa","Kemise","JULY","2014","39.85696873","10.71374234","10.28","9.92","12.91","-","-","-","-","21.80"
"185","AMHARa","Bati","JULY","2014","40.0181327","11.19153266","10.76","-","-","-","-","-","-","16.99"
"186","AMHARa","Mota","JUNE","2015","37.8807432","11.07475582","16.45","-","12.16","-","15.97","-","-","10.14"
"187","AMHARa","Debre- markos ","JUNE","2015","37.72636868","10.33641293","10.78","-","-","-","-","-","-","-"
"188","AMHARa","Dembecha","JUNE","2015","37.48251554","10.56669266","16.00","-","-","-","-","-","-","-"
"189","AMHARa","Bahir- Dar ","JUNE","2015","37.3815488","11.58416449","13.00","-","12.16","-","20.98","-","-","14.33"
"190","AMHARa","Sekota","JUNE","2015","39.03355257","12.62479803","9.00","8.34","8.48","-","-","-","-","14.90"
"191","AMHARa","Amde Work ","JUNE","2015","38.85815043","12.45920199","12.58","-","-","-","-","-","-","-"
"192","AMHARa","Danigla","JUNE","2015","36.83153176","11.25223153","13.39","-","-","-","-","-","-","15.42"
"193","AMHARa","Chagni","JUNE","2015","36.50793596","10.95196565","11.83","-","9.00","-","-","-","-","10.73"
"194","AMHARa","Kemise","JUNE","2015","39.85696873","10.71374234","11.74","9.90","10.14","-","-","-","-","24.68"
"195","AMHARa","Bati","JUNE","2015","40.0181327","11.19153266","11.89","-","-","-","-","26.00","-","22.44"
"196","AMHARa","Mota","MARCH","2015","37.8807432","11.07475582","-","-","11.40","-","17.05","-","-","13.78"
"197","AMHARa","Debre- markos ","MARCH","2015","37.72636868","10.33641293","10.55","-","-","-","-","-","-","-"
"198","AMHARa","Dembecha","MARCH","2015","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"199","AMHARa","Bahir- Dar ","MARCH","2015","37.3815488","11.58416449","12.83","-","11.16","-","17.66","-","-","14.66"
"200","AMHARa","Sekota","MARCH","2015","39.03355257","12.62479803","8.31","7.86","7.19","-","-","-","-","14.72"
"201","AMHARa","Amde Work ","MARCH","2015","38.85815043","12.45920199","10.72","-","-","-","-","-","-","-"
"202","AMHARa","Danigla","MARCH","2015","36.83153176","11.25223153","-","-","-","-","-","-","-","13.35"
"203","AMHARa","Chagni","MARCH","2015","36.50793596","10.95196565","-","-","9.00","-","-","-","-","10.03"
"204","AMHARa","Kemise","MARCH","2015","39.85696873","10.71374234","11.32","11.54","9.62","-","-","-","-","20.03"
"205","AMHARa","Bati","MARCH","2015","40.0181327","11.19153266","11.48","-","-","-","-","-","-","16.69"
"206","AMHARa","Mota","MAY","2015","37.8807432","11.07475582","-","-","10.84","-","16.31","-","-","13.25"
"207","AMHARa","Debre- markos ","MAY","2015","37.72636868","10.33641293","9.74","-","-","-","-","-","-","-"
"208","AMHARa","Dembecha","MAY","2015","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"209","AMHARa","Bahir- Dar ","MAY","2015","37.3815488","11.58416449","12.66","-","12.32","-","18.64","-","-","14.33"
"210","AMHARa","Sekota","MAY","2015","39.03355257","12.62479803","8.86","8.13","8.38","-","-","-","-","14.90"
"211","AMHARa","Amde Work ","MAY","2015","38.85815043","12.45920199","10.97","-","-","-","-","-","-","-"
"212","AMHARa","Danigla","MAY","2015","36.83153176","11.25223153","10.99","-","-","-","-","-","-","14.64"
"213","AMHARa","Chagni","MAY","2015","36.50793596","10.95196565","10.83","-","9.00","-","-","-","-","10.36"
"214","AMHARa","Kemise","MAY","2015","39.85696873","10.71374234","11.32","10.93","9.82","-","-","-","-","23.11"
"215","AMHARa","Bati","MAY","2015","40.0181327","11.19153266","12.31","-","-","-","-","-","-","21.82"
"216","AMHARa","Mota","NOVEMBER","2014","37.8807432","11.07475582","15.39","-","15.20","-","16.86","-","-","10.99"
"217","AMHARa","Debre- markos ","NOVEMBER","2014","37.72636868","10.33641293","10.35","-","-","-","-","-","-","-"
"218","AMHARa","Dembecha","NOVEMBER","2014","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"219","AMHARa","Bahir- Dar ","NOVEMBER","2014","37.3815488","11.58416449","12.16","-","10.00","-","16.98","-","-","13.66"
"220","AMHARa","Sekota","NOVEMBER","2014","39.03355257","12.62479803","7.64","7.27","6.96","-","-","-","-","14.37"
"221","AMHARa","Amde Work ","NOVEMBER","2014","38.85815043","12.45920199","9.56","-","-","-","-","-","-","-"
"222","AMHARa","Danigla","NOVEMBER","2014","36.83153176","11.25223153","12.50","-","-","-","-","-","-","14.31"
"223","AMHARa","Chagni","NOVEMBER","2014","36.50793596","10.95196565","-","-","8.00","-","-","-","-","9.38"
"224","AMHARa","Kemise","NOVEMBER","2014","39.85696873","10.71374234","9.41","8.20","8.07","-","-","-","-","18.55"
