"","Region","Market","Month","Year","Longitude","Latitude","pkg.wht.white","pkg.wht.mixed","pkg.wht.blred","pkg.wht.millw","pkg.wht.millm","pkg.wht.bread","pkg.wht.maltw","pkg.wht.allwh"
"989","Somalie","Hartshek","May",2014,43.356499,9.161111,NA,NA,8.02,NA,NA,8.75,NA,8.02
"990","Somalie","Dolo","May",2014,42.059257,4.179211,NA,NA,NA,NA,NA,6.78,NA,NA
"991","Somalie","Moyale","May",2014,3.527,39.056,12.63,NA,NA,NA,NA,4.58,NA,12.63
"992","Benishangul-Gumuz","Mambook","May",2014,NA,NA,10,NA,NA,NA,NA,4.75,NA,10
"993","Benishangul-Gumuz","Mender- Sebat ","May",2014,NA,NA,10,NA,NA,NA,NA,5.25,NA,10
"994","Benishangul-Gumuz","Asossa","May",2014,34.53730603,10.05784932,12,NA,NA,NA,NA,4.54,NA,12
"995","Benishangul-Gumuz","Bambasi","May",2014,34.73046863,9.751504664,NA,NA,NA,NA,NA,NA,NA,NA
"996","Benishangul-Gumuz","Kemashi","May",2014,35.85916991,9.515450626,8.88,NA,NA,NA,NA,4.27,NA,8.88
"997","Benishangul-Gumuz","Agelo- Meti ","May",2014,35.77048443,9.640776618,NA,NA,12.25,NA,NA,4.61,NA,12.25
"998","Benishangul-Gumuz","Avera","May",2014,NA,NA,10.16,NA,12.25,NA,NA,4.67,NA,10.16
"999","Somalie","Shinile","November",2013,41.844013,9.686515,NA,NA,9,NA,NA,6.25,NA,9
"1000","Somalie","Arere","November",2013,NA,NA,NA,8.16,NA,11,NA,5.89,NA,8.16
"1001","Somalie","Jigjiga","November",2013,42.792342,9.367259,NA,NA,8.89,NA,12,5.83,26,8.89
"1002","Somalie","Hartshek","November",2013,43.356499,9.161111,NA,NA,8.06,NA,10,NA,NA,8.06
"1003","Somalie","Dolo","November",2013,42.059257,4.179211,NA,NA,NA,NA,NA,5.68,NA,NA
"1004","Somalie","Moyale","November",2013,3.527,39.056,12.66,NA,8,NA,NA,4.05,NA,12.66
"1005","Benishangul-Gumuz","Mambook","November",2013,NA,NA,10,NA,NA,NA,NA,4.75,NA,10
"1006","Benishangul-Gumuz","Mender- Sebat ","November",2013,NA,NA,10.66,NA,NA,NA,NA,5.25,NA,10.66
"1007","Benishangul-Gumuz","Asossa","November",2013,34.53730603,10.05784932,11.49,NA,NA,NA,NA,4.74,NA,11.49
"1008","Benishangul-Gumuz","Bambasi","November",2013,34.73046863,9.751504664,11.15,NA,NA,NA,NA,3.76,NA,11.15
"1009","Benishangul-Gumuz","Kemashi","November",2013,35.85916991,9.515450626,NA,9.96,NA,NA,NA,3.89,NA,9.96
"1010","Benishangul-Gumuz","Agelo- Meti ","November",2013,35.77048443,9.640776618,NA,NA,NA,NA,NA,4.16,NA,NA
"1011","Benishangul-Gumuz","Avera","November",2013,NA,NA,10.81,9.96,NA,NA,NA,4.39,NA,10.81
"1012","Somalie","Shinile","October",2013,41.844013,9.686515,NA,8.32,NA,NA,NA,6.25,NA,8.32
"1013","Somalie","Arere","October",2013,NA,NA,NA,7.83,NA,NA,NA,6.2,NA,7.83
"1014","Somalie","Jigjiga","October",2013,42.792342,9.367259,NA,NA,8.69,NA,11.66,5.83,26,8.69
"1015","Somalie","Hartshek","October",2013,43.356499,9.161111,NA,NA,8.06,NA,10.66,NA,NA,8.06
"1016","Somalie","Dolo","October",2013,42.059257,4.179211,NA,NA,NA,NA,NA,5.54,NA,NA
"1017","Somalie","Moyale","October",2013,3.527,39.056,11.29,7,8,NA,NA,3.76,NA,11.29
"1018","Benishangul-Gumuz","Mambook","October",2013,NA,NA,10,NA,NA,NA,NA,4.59,NA,10
"1019","Benishangul-Gumuz","Mender- Sebat ","October",2013,NA,NA,10.32,NA,NA,NA,NA,NA,NA,10.32
"1020","Benishangul-Gumuz","Asossa","October",2013,34.53730603,10.05784932,11,NA,NA,NA,NA,5.16,NA,11
"1021","Benishangul-Gumuz","Bambasi","October",2013,34.73046863,9.751504664,11.24,NA,NA,NA,NA,4.33,NA,11.24
"1022","Benishangul-Gumuz","Kemashi","October",2013,35.85916991,9.515450626,NA,9.45,NA,NA,NA,3.74,NA,9.45
"1023","Benishangul-Gumuz","Agelo- Meti ","October",2013,35.77048443,9.640776618,NA,NA,NA,NA,NA,4.3,NA,NA
"1024","Benishangul-Gumuz","Avera","October",2013,NA,NA,10.63,9.45,NA,NA,NA,4.4,NA,10.63
"1025","Somalie","Shinile","September",2013,41.844013,9.686515,NA,7.33,NA,NA,NA,6.25,NA,7.33
"1026","Somalie","Arere","September",2013,NA,NA,NA,8,NA,NA,NA,5.54,NA,8
"1027","Somalie","Jigjiga","September",2013,42.792342,9.367259,NA,NA,7.26,NA,10.66,5.9,NA,7.26
"1028","Somalie","Hartshek","September",2013,43.356499,9.161111,NA,NA,6.51,NA,NA,NA,NA,6.51
"1029","Somalie","Dolo","September",2013,42.059257,4.179211,NA,NA,NA,NA,NA,4.78,NA,NA
"1030","Somalie","Moyale","September",2013,3.527,39.056,11.29,NA,7,NA,NA,3.76,NA,11.29
"1031","Benishangul-Gumuz","Mambook","September",2013,NA,NA,10,NA,NA,NA,NA,4.92,NA,10
"1032","Benishangul-Gumuz","Mender- Sebat ","September",2013,NA,NA,10.16,NA,NA,NA,NA,5.25,NA,10.16
"1033","Benishangul-Gumuz","Asossa","September",2013,34.53730603,10.05784932,10.32,NA,NA,NA,NA,4.51,NA,10.32
"1034","Benishangul-Gumuz","Bambasi","September",2013,34.73046863,9.751504664,11.05,NA,NA,NA,NA,3.81,NA,11.05
"1035","Benishangul-Gumuz","Kemashi","September",2013,35.85916991,9.515450626,NA,8.93,NA,NA,NA,4,NA,8.93
"1036","Benishangul-Gumuz","Agelo- Meti ","September",2013,35.77048443,9.640776618,NA,NA,NA,NA,NA,3.83,NA,NA
"1037","Benishangul-Gumuz","Avera","September",2013,NA,NA,10.37,8.93,NA,NA,NA,4.35,NA,10.37
"1038","Tigray","Enda- Silase ","April",2014,38.27211005,14.08944251,12.82,NA,NA,NA,NA,5.63,NA,12.82
"1039","Tigray","Enda- Baguna ","April",2014,38.19317204,13.97860867,11.59,NA,7.84,NA,NA,5.44,NA,11.59
"1040","Tigray","Adwa","April",2014,38.88818805,14.14845458,8,NA,NA,NA,NA,4.46,NA,8
"1041","Tigray","Axum","April",2014,38.71879888,14.11130791,14.93,NA,NA,NA,NA,4.14,NA,14.93
"1042","Tigray","Adigrat","April",2014,39.46033457,14.26667752,8.16,NA,8,NA,NA,4.2,NA,8.16
"1043","Tigray","Wukiro","April",2014,39.599747,13.796083,7.24,NA,9.29,NA,NA,4.26,30.57,7.24
"1044","Tigray","Mai- Chew ","April",2014,39.541533,12.78792086,7.46,NA,6.62,10.09,NA,5.25,14.53,7.46
"1045","Tigray","Mekelle","April",2014,39.47221911,13.48719005,9,NA,11.69,NA,NA,4.2,43.11,9
"1046","Afar","Ayisaeta","April",2014,41.43333,11.56667,11,NA,NA,NA,NA,4.67,NA,11
"1047","Afar","Dubti","April",2014,41.08260323,11.72765333,9.32,NA,NA,NA,NA,4.34,NA,9.32
"1048","Afar","Melka Werers ","April",2014,40.18154914,9.340880502,6.83,NA,NA,NA,NA,3.56,14.33,6.83
"1049","Afar","Sebat Killo ","April",2014,8.983333333,40.16666667,9.32,NA,NA,NA,NA,NA,13.66,9.32
"1050","Tigray","Enda- Silase ","August",2013,38.27211005,14.08944251,10.26,NA,NA,NA,NA,5.63,NA,10.26
"1051","Tigray","Enda- Baguna ","August",2013,38.19317204,13.97860867,12.99,NA,11.76,NA,NA,4.18,NA,12.99
"1052","Tigray","Adwa","August",2013,38.88818805,14.14845458,8,NA,NA,NA,NA,5.06,NA,8
"1053","Tigray","Axum","August",2013,38.71879888,14.11130791,9.24,NA,NA,NA,NA,4.2,NA,9.24
"1054","Tigray","Adigrat","August",2013,39.46033457,14.26667752,9.17,NA,8,NA,NA,4.2,NA,9.17
"1055","Tigray","Wukiro","August",2013,39.599747,13.796083,9.33,NA,9.52,NA,NA,3.5,28.85,9.33
"1056","Tigray","Mai- Chew ","August",2013,39.541533,12.78792086,9.93,NA,12.35,12.65,NA,5.25,17.5,9.93
"1057","Tigray","Mekelle","August",2013,39.47221911,13.48719005,10,NA,11.69,NA,NA,3.95,NA,10
"1058","Afar","Ayisaeta","August",2013,41.43333,11.56667,12,NA,NA,NA,NA,6,NA,12
"1059","Afar","Dubti","August",2013,41.08260323,11.72765333,NA,NA,NA,NA,NA,4.38,NA,NA
"1060","Afar","Melka Werers ","August",2013,40.18154914,9.340880502,7.65,NA,NA,NA,NA,3.75,13.66,7.65
"1061","Afar","Sebat Killo ","August",2013,8.983333333,40.16666667,NA,NA,7.66,NA,NA,NA,11.32,7.66
"1062","Tigray","Enda- Silase ","December",2013,38.27211005,14.08944251,10.53,NA,NA,NA,NA,5.44,NA,10.53
"1063","Tigray","Enda- Baguna ","December",2013,38.19317204,13.97860867,11.84,NA,8.44,NA,NA,3.65,NA,11.84
"1064","Tigray","Adwa","December",2013,38.88818805,14.14845458,8,NA,NA,NA,NA,4.86,NA,8
"1065","Tigray","Axum","December",2013,38.71879888,14.11130791,7.28,NA,NA,NA,NA,4.02,NA,7.28
"1066","Tigray","Adigrat","December",2013,39.46033457,14.26667752,8.83,NA,8.16,NA,NA,4.2,NA,8.83
"1067","Tigray","Wukiro","December",2013,39.599747,13.796083,6.73,NA,9.81,NA,NA,3.2,30.28,6.73
"1068","Tigray","Mai- Chew ","December",2013,39.541533,12.78792086,7.15,NA,7.36,11.32,NA,5.13,16.15,7.15
"1069","Tigray","Mekelle","December",2013,39.47221911,13.48719005,8.5,NA,10.97,NA,NA,3.95,NA,8.5
"1070","Afar","Ayisaeta","December",2013,41.43333,11.56667,11.49,NA,10,NA,NA,4.78,NA,11.49
"1071","Afar","Dubti","December",2013,41.08260323,11.72765333,NA,NA,NA,NA,NA,4.38,NA,NA
"1072","Afar","Melka Werers ","December",2013,40.18154914,9.340880502,8.32,NA,NA,NA,NA,3.63,15,8.32
"1073","Afar","Sebat Killo ","December",2013,8.983333333,40.16666667,9.32,NA,NA,NA,NA,NA,13.33,9.32
"1074","Tigray","Enda- Silase ","February",2014,38.27211005,14.08944251,12.58,NA,NA,NA,NA,5.44,NA,12.58
"1075","Tigray","Enda- Baguna ","February",2014,38.19317204,13.97860867,12,NA,7.97,NA,NA,4.18,NA,12
"1076","Tigray","Adwa","February",2014,38.88818805,14.14845458,8,NA,NA,NA,NA,4.38,NA,8
"1077","Tigray","Axum","February",2014,38.71879888,14.11130791,7.43,NA,NA,NA,NA,3.84,NA,7.43
"1078","Tigray","Adigrat","February",2014,39.46033457,14.26667752,8.73,NA,8,NA,NA,4.2,NA,8.73
"1079","Tigray","Wukiro","February",2014,39.599747,13.796083,6.73,NA,9.68,NA,NA,3.15,29.21,6.73
"1080","Tigray","Mai- Chew ","February",2014,39.541533,12.78792086,7.25,NA,7.45,NA,NA,5.25,NA,7.25
"1081","Tigray","Mekelle","February",2014,39.47221911,13.48719005,8.47,NA,10.22,NA,NA,3.95,NA,8.47
"1082","Afar","Ayisaeta","February",2014,41.43333,11.56667,11.49,NA,10,NA,NA,4.57,NA,11.49
"1083","Afar","Dubti","February",2014,41.08260323,11.72765333,10,NA,NA,12,NA,4.38,NA,10
"1084","Afar","Melka Werers ","February",2014,40.18154914,9.340880502,8.65,NA,NA,NA,NA,3.56,13.66,8.65
"1085","Afar","Sebat Killo ","February",2014,8.983333333,40.16666667,8.25,NA,NA,NA,NA,4.92,12.82,8.25
"1086","Tigray","Enda- Silase ","January",2014,38.27211005,14.08944251,11.4,NA,NA,NA,NA,5.44,NA,11.4
"1087","Tigray","Enda- Baguna ","January",2014,38.19317204,13.97860867,12.22,NA,8.65,NA,NA,4.18,NA,12.22
"1088","Tigray","Adwa","January",2014,38.88818805,14.14845458,8,NA,NA,NA,NA,4.86,NA,8
"1089","Tigray","Axum","January",2014,38.71879888,14.11130791,8.07,NA,NA,NA,NA,3.84,NA,8.07
"1090","Tigray","Adigrat","January",2014,39.46033457,14.26667752,8.86,NA,8,NA,NA,3.95,NA,8.86
"1091","Tigray","Wukiro","January",2014,39.599747,13.796083,7.3,NA,9.46,NA,NA,2.98,30.85,7.3
"1092","Tigray","Mai- Chew ","January",2014,39.541533,12.78792086,7.73,NA,7.06,12.59,NA,5.25,NA,7.73
"1093","Tigray","Mekelle","January",2014,39.47221911,13.48719005,8.5,NA,11.68,NA,NA,3.95,42.92,8.5
"1094","Afar","Ayisaeta","January",2014,41.43333,11.56667,10.95,NA,9.49,NA,NA,4.9,NA,10.95
"1095","Afar","Dubti","January",2014,41.08260323,11.72765333,10,NA,NA,NA,NA,4.38,NA,10
"1096","Afar","Melka Werers ","January",2014,40.18154914,9.340880502,8.32,NA,NA,NA,NA,3.56,14,8.32
"1097","Afar","Sebat Killo ","January",2014,8.983333333,40.16666667,10,NA,NA,NA,NA,NA,13.83,10
"1098","Tigray","Enda- Silase ","July",2013,38.27211005,14.08944251,9.03,NA,7.31,NA,NA,5.27,NA,9.03
"1099","Tigray","Enda- Baguna ","July",2013,38.19317204,13.97860867,12.99,NA,9.41,NA,NA,4.44,NA,12.99
"1100","Tigray","Adwa","July",2013,38.88818805,14.14845458,8,NA,NA,NA,NA,4.86,NA,8
"1101","Tigray","Axum","July",2013,38.71879888,14.11130791,9.12,NA,NA,NA,NA,4.2,NA,9.12
"1102","Tigray","Adigrat","July",2013,39.46033457,14.26667752,9.16,NA,9,NA,NA,4.2,NA,9.16
"1103","Tigray","Wukiro","July",2013,39.599747,13.796083,8.9,NA,10.87,NA,NA,3.5,30,8.9
"1104","Tigray","Mai- Chew ","July",2013,39.541533,12.78792086,9.64,NA,10.69,11.18,NA,5.25,16.78,9.64
"1105","Tigray","Mekelle","July",2013,39.47221911,13.48719005,9.5,NA,12.18,NA,NA,3.95,NA,9.5
"1106","Afar","Ayisaeta","July",2013,41.43333,11.56667,12,NA,NA,NA,NA,6.18,NA,12
"1107","Afar","Dubti","July",2013,41.08260323,11.72765333,NA,NA,NA,NA,NA,4.38,NA,NA
"1108","Afar","Melka Werers ","July",2013,40.18154914,9.340880502,7.33,NA,NA,NA,NA,3.69,15,7.33
"1109","Afar","Sebat Killo ","July",2013,8.983333333,40.16666667,8,7,7,NA,NA,7.02,11,8
"1110","Tigray","Enda- Silase ","June",2014,38.27211005,14.08944251,11.69,NA,NA,NA,NA,6.31,NA,11.69
"1111","Tigray","Enda- Baguna ","June",2014,38.19317204,13.97860867,11.19,NA,7.51,NA,NA,5.86,NA,11.19
"1112","Tigray","Adwa","June",2014,38.88818805,14.14845458,8,NA,NA,NA,NA,4.38,NA,8
"1113","Tigray","Axum","June",2014,38.71879888,14.11130791,8.17,NA,NA,NA,NA,5.25,NA,8.17
"1114","Tigray","Adigrat","June",2014,39.46033457,14.26667752,9.16,NA,8.83,NA,NA,4.2,NA,9.16
"1115","Tigray","Wukiro","June",2014,39.599747,13.796083,8.44,NA,9.59,NA,NA,4.65,30.28,8.44
"1116","Tigray","Mai- Chew ","June",2014,39.541533,12.78792086,9.12,NA,8.72,11.36,NA,5.25,15.65,9.12
"1117","Tigray","Mekelle","June",2014,39.47221911,13.48719005,10,NA,9,NA,NA,4.2,NA,10
"1118","Afar","Ayisaeta","June",2014,41.43333,11.56667,12,NA,10,NA,NA,4.68,NA,12
"1119","Afar","Dubti","June",2014,41.08260323,11.72765333,11.32,NA,NA,NA,NA,5,30,11.32
"1120","Afar","Melka Werers ","June",2014,40.18154914,9.340880502,8.65,NA,NA,NA,NA,3.76,15,8.65
"1121","Afar","Sebat Killo ","June",2014,8.983333333,40.16666667,10,NA,NA,NA,NA,NA,14.66,10
"1122","Tigray","Enda- Silase ","May",2014,38.27211005,14.08944251,11.69,NA,NA,NA,NA,6.31,NA,11.69
"1123","Tigray","Enda- Baguna ","May",2014,38.19317204,13.97860867,11.39,NA,NA,NA,NA,5.44,NA,11.39
"1124","Tigray","Adwa","May",2014,38.88818805,14.14845458,8,NA,NA,NA,NA,4.38,NA,8
"1125","Tigray","Axum","May",2014,38.71879888,14.11130791,8.21,NA,NA,NA,NA,4.14,NA,8.21
"1126","Tigray","Adigrat","May",2014,39.46033457,14.26667752,9.16,NA,9,NA,NA,4.2,NA,9.16
"1127","Tigray","Wukiro","May",2014,39.599747,13.796083,8.47,NA,10.27,NA,NA,4.38,30,8.47
"1128","Tigray","Mai- Chew ","May",2014,39.541533,12.78792086,8.21,NA,9.56,12.66,NA,5.25,14.26,8.21
"1129","Tigray","Mekelle","May",2014,39.47221911,13.48719005,9.5,NA,9,NA,NA,4.2,43.11,9.5
"1130","Afar","Ayisaeta","May",2014,41.43333,11.56667,11.49,NA,11,NA,NA,4.57,NA,11.49
"1131","Afar","Dubti","May",2014,41.08260323,11.72765333,9.65,NA,NA,NA,NA,4.21,NA,9.65
"1132","Afar","Melka Werers ","May",2014,40.18154914,9.340880502,8,NA,NA,NA,NA,3.62,15.66,8
"1133","Afar","Sebat Killo ","May",2014,8.983333333,40.16666667,9.32,NA,NA,NA,NA,4.21,13.33,9.32
"1134","Tigray","Enda- Silase ","November",2013,38.27211005,14.08944251,12.88,NA,8.59,NA,NA,5.44,NA,12.88
"1135","Tigray","Enda- Baguna ","November",2013,38.19317204,13.97860867,11.69,NA,8.71,NA,NA,3.65,NA,11.69
"1136","Tigray","Adwa","November",2013,38.88818805,14.14845458,8,NA,NA,NA,NA,4.86,NA,8
"1137","Tigray","Axum","November",2013,38.71879888,14.11130791,8.89,NA,NA,NA,NA,4.02,NA,8.89
"1138","Tigray","Adigrat","November",2013,39.46033457,14.26667752,10,NA,7.16,NA,NA,4.2,NA,10
"1139","Tigray","Wukiro","November",2013,39.599747,13.796083,8.15,NA,11.97,NA,NA,3.15,31.14,8.15
"1140","Tigray","Mai- Chew ","November",2013,39.541533,12.78792086,8.02,NA,9.71,13.82,NA,5.13,18.89,8.02
"1141","Tigray","Mekelle","November",2013,39.47221911,13.48719005,11.47,NA,13.08,NA,NA,3.95,NA,11.47
"1142","Afar","Ayisaeta","November",2013,41.43333,11.56667,11.49,NA,10,10.95,NA,4.68,NA,11.49
"1143","Afar","Dubti","November",2013,41.08260323,11.72765333,11,NA,NA,NA,NA,4.38,NA,11
"1144","Afar","Melka Werers ","November",2013,40.18154914,9.340880502,8.65,NA,NA,NA,NA,3.75,32.67,8.65
"1145","Afar","Sebat Killo ","November",2013,8.983333333,40.16666667,10,NA,NA,NA,NA,NA,13.66,10
"1146","Tigray","Enda- Silase ","October",2013,38.27211005,14.08944251,12.77,NA,8.89,NA,NA,6.64,NA,12.77
"1147","Tigray","Enda- Baguna ","October",2013,38.19317204,13.97860867,11.69,NA,NA,NA,NA,3.94,NA,11.69
"1148","Tigray","Adwa","October",2013,38.88818805,14.14845458,8,NA,NA,NA,NA,4.86,NA,8
"1149","Tigray","Axum","October",2013,38.71879888,14.11130791,9.16,NA,NA,NA,NA,4.2,NA,9.16
"1150","Tigray","Adigrat","October",2013,39.46033457,14.26667752,10,NA,9,NA,NA,4.2,NA,10
"1151","Tigray","Wukiro","October",2013,39.599747,13.796083,8.22,NA,11.44,NA,NA,3.15,31.14,8.22
"1152","Tigray","Mai- Chew ","October",2013,39.541533,12.78792086,11.66,NA,11.46,17.12,NA,NA,19.87,11.66
"1153","Tigray","Mekelle","October",2013,39.47221911,13.48719005,11,NA,12.42,NA,NA,3.95,NA,11
"1154","Afar","Ayisaeta","October",2013,41.43333,11.56667,12,NA,NA,NA,NA,NA,NA,12
"1155","Afar","Dubti","October",2013,41.08260323,11.72765333,10,NA,7,NA,7.5,3.69,NA,10
"1156","Afar","Melka Werers ","October",2013,40.18154914,9.340880502,7.83,NA,NA,NA,NA,3.97,15,7.83
"1157","Afar","Sebat Killo ","October",2013,8.983333333,40.16666667,8.25,NA,7,NA,NA,NA,13.66,8.25
"1158","Tigray","Enda- Silase ","September",2013,38.27211005,14.08944251,11.61,NA,NA,NA,NA,5.44,NA,11.61
"1159","Tigray","Enda- Baguna ","September",2013,38.19317204,13.97860867,10.95,NA,9.01,NA,NA,3.88,NA,10.95
"1160","Tigray","Adwa","September",2013,38.88818805,14.14845458,8,NA,NA,NA,NA,4.78,NA,8
"1161","Tigray","Axum","September",2013,38.71879888,14.11130791,9.24,NA,NA,NA,NA,4.2,NA,9.24
"1162","Tigray","Adigrat","September",2013,39.46033457,14.26667752,9.66,NA,9,NA,NA,4.2,NA,9.66
"1163","Tigray","Wukiro","September",2013,39.599747,13.796083,8.22,NA,9.86,NA,NA,3.89,28.85,8.22
"1164","Tigray","Mai- Chew ","September",2013,39.541533,12.78792086,7.9,NA,9.48,12.43,NA,5.25,16.33,7.9
"1165","Tigray","Mekelle","September",2013,39.47221911,13.48719005,9,NA,11.67,NA,NA,3.95,26.09,9
"1166","Afar","Ayisaeta","September",2013,41.43333,11.56667,12,NA,NA,NA,NA,5.83,NA,12
"1167","Afar","Dubti","September",2013,41.08260323,11.72765333,10,NA,7.2,NA,NA,3.69,NA,10
"1168","Afar","Melka Werers ","September",2013,40.18154914,9.340880502,8.49,NA,NA,NA,NA,3.97,15,8.49
"1169","Afar","Sebat Killo ","September",2013,8.983333333,40.16666667,8,NA,7,NA,NA,NA,11.32,8
