"","Region","Market","Month","Year","Longitude","Latitude","pkg.wht.white","pkg.wht.mixed","pkg.wht.blred","pkg.wht.millw","pkg.wht.millm","pkg.wht.bread","pkg.wht.maltw","pkg.wht.allwh"
"745","Snnp","Bodite","November",2013,37.89064905,7.038034865,8.82,NA,NA,NA,NA,4.78,11.76,8.82
"746","Snnp","Jinka","November",2013,36.56441614,5.78310286,9.06,7.77,7.76,NA,NA,5.83,11.15,9.06
"747","Snnp","Dimeka","November",2013,36.45041198,4.892522922,NA,NA,NA,NA,NA,4.52,NA,NA
"748","Snnp","Masha","November",2013,35.47956686,7.741652627,10.5,NA,10,NA,12.16,3.63,NA,10.5
"749","Snnp","Tepi","November",2013,35.36770327,7.320015599,10,NA,10,11,NA,5,NA,10
"750","Snnp","Boniga","November",2013,36.24008346,7.388535704,9.16,NA,9,NA,NA,5.97,12.39,9.16
"751","Snnp","Chana","November",2013,36.11775846,6.226550231,11,NA,NA,NA,NA,3.63,NA,11
"752","Snnp","Arbam- Minch ","November",2013,37.5527474,6.024547891,11.97,NA,10,NA,NA,3.76,NA,11.97
"753","Snnp","Sawla","November",2013,36.87437474,6.300226567,14.27,NA,14.5,NA,NA,7.3,NA,14.27
"754","Snnp","Welayita Sodo ","October",2013,37.766643,6.86176,9.33,NA,NA,NA,NA,5.38,14.76,9.33
"755","Snnp","Bodite","October",2013,37.89064905,7.038034865,9.49,NA,NA,NA,NA,4.4,10.81,9.49
"756","Snnp","Jinka","October",2013,36.56441614,5.78310286,12.43,10.63,10.43,NA,NA,5.83,11.23,12.43
"757","Snnp","Dimeka","October",2013,36.45041198,4.892522922,NA,NA,NA,NA,NA,4.39,NA,NA
"758","Snnp","Masha","October",2013,35.47956686,7.741652627,11,NA,10.16,NA,12,3.63,NA,11
"759","Snnp","Tepi","October",2013,35.36770327,7.320015599,10,NA,10,11,NA,5,NA,10
"760","Snnp","Boniga","October",2013,36.24008346,7.388535704,8,NA,7,NA,NA,5.97,12.39,8
"761","Snnp","Chana","October",2013,36.11775846,6.226550231,10,NA,9,NA,NA,3.63,NA,10
"762","Snnp","Arbam- Minch ","October",2013,37.5527474,6.024547891,11.66,NA,10,NA,NA,3.76,NA,11.66
"763","Snnp","Sawla","October",2013,36.87437474,6.300226567,12.97,NA,12.45,NA,NA,4.78,NA,12.97
"764","Snnp","Welayita Sodo ","September",2013,37.766643,6.86176,9.16,NA,NA,NA,NA,5.53,14.76,9.16
"765","Snnp","Bodite","September",2013,37.89064905,7.038034865,8.49,NA,NA,NA,NA,4.21,10.94,8.49
"766","Snnp","Jinka","September",2013,36.56441614,5.78310286,9.05,8.97,7.74,NA,NA,5.83,9.67,9.05
"767","Snnp","Dimeka","September",2013,36.45041198,4.892522922,NA,NA,NA,NA,NA,4.39,NA,NA
"768","Snnp","Masha","September",2013,35.47956686,7.741652627,NA,NA,10,11.29,12,3.63,NA,10
"769","Snnp","Tepi","September",2013,35.36770327,7.320015599,10,NA,9.65,10.5,NA,5,NA,10
"770","Snnp","Boniga","September",2013,36.24008346,7.388535704,8,NA,7,NA,NA,5.05,13.23,8
"771","Snnp","Chana","September",2013,36.11775846,6.226550231,10,NA,10,NA,NA,4.58,NA,10
"772","Snnp","Arbam- Minch ","September",2013,37.5527474,6.024547891,11.29,NA,9.83,NA,NA,3.76,NA,11.29
"773","Snnp","Sawla","September",2013,36.87437474,6.300226567,7.43,NA,9.73,NA,NA,3.76,NA,7.43
"774","Snnp","Shewa- Bench ","April",2014,NA,NA,7.25,6.16,6,NA,NA,4.78,NA,7.25
"775","Snnp","Mizan- Teferi ","April",2014,35.41120174,6.883477024,11,9,10,NA,NA,5.06,20,11
"776","Snnp","Deri","April",2014,36.28577951,7.384839762,NA,7.76,NA,NA,NA,4.77,NA,7.76
"777","Snnp","Amaro Kele ","April",2014,6.083333333,38.03333333,8.67,NA,9.5,NA,NA,4.57,NA,8.67
"778","Snnp","Soyama","April",2014,5.7,37.88333333,7.45,7.07,NA,NA,NA,6,NA,7.45
"779","Snnp","Karate","April",2014,5.25,37.48333333,11.34,NA,13.57,NA,NA,6.57,NA,11.34
"780","Snnp","Gidola","April",2014,37.34772952,5.647078098,12.53,NA,12.42,NA,NA,4.84,NA,12.53
"781","Snnp","Tercha","April",2014,37.175334,7.146295,8.33,7.83,7.5,NA,NA,5.53,NA,8.33
"782","Snnp","Besite- Chere ","April",2014,NA,NA,7.09,NA,NA,NA,NA,6.36,NA,7.09
"783","Snnp","Lasoka","April",2014,36.60777815,6.30774507,9.61,NA,NA,NA,NA,6.57,NA,9.61
"784","Snnp","Amaya","April",2014,36.68000727,7.105541206,6.74,NA,6.04,NA,NA,4,NA,6.74
"785","Snnp","Shewa- Bench ","August",2013,NA,NA,NA,NA,6,NA,NA,3.64,NA,6
"786","Snnp","Mizan- Teferi ","August",2013,35.41120174,6.883477024,10,8,10,NA,NA,5.68,20,10
"787","Snnp","Deri","August",2013,36.28577951,7.384839762,NA,8.93,NA,NA,NA,4.77,NA,8.93
"788","Snnp","Amaro Kele ","August",2013,6.083333333,38.03333333,10.72,NA,8.33,NA,NA,4.3,NA,10.72
"789","Snnp","Soyama","August",2013,5.7,37.88333333,8.6,8.06,8.18,NA,NA,5.26,NA,8.6
"790","Snnp","Karate","August",2013,5.25,37.48333333,NA,10.67,12,NA,NA,6,NA,12
"791","Snnp","Gidola","August",2013,37.34772952,5.647078098,12.59,13.64,12.77,NA,NA,4.78,NA,12.59
"792","Snnp","Tercha","August",2013,37.175334,7.146295,8.66,8,7.5,NA,NA,5.53,NA,8.66
"793","Snnp","Besite- Chere ","August",2013,NA,NA,7.77,8.7,NA,NA,NA,5.39,NA,7.77
"794","Snnp","Lasoka","August",2013,36.60777815,6.30774507,7.89,NA,7.89,NA,NA,6.67,NA,7.89
"795","Snnp","Amaya","August",2013,36.68000727,7.105541206,6.1,NA,5.95,NA,NA,3.89,NA,6.1
"796","Snnp","Shewa- Bench ","December",2013,NA,NA,10,NA,7,NA,NA,3.91,NA,10
"797","Snnp","Mizan- Teferi ","December",2013,35.41120174,6.883477024,10,NA,10,NA,NA,5.68,16,10
"798","Snnp","Deri","December",2013,36.28577951,7.384839762,NA,8.47,NA,NA,NA,4.77,NA,8.47
"799","Snnp","Amaro Kele ","December",2013,6.083333333,38.03333333,NA,NA,9.9,NA,NA,4.47,NA,9.9
"800","Snnp","Soyama","December",2013,5.7,37.88333333,7.48,7.25,7.22,NA,NA,5.26,NA,7.48
"801","Snnp","Karate","December",2013,5.25,37.48333333,11.42,NA,12.5,NA,NA,6,NA,11.42
"802","Snnp","Gidola","December",2013,37.34772952,5.647078098,12.82,NA,12.56,NA,NA,5.3,NA,12.82
"803","Snnp","Tercha","December",2013,37.175334,7.146295,8.77,8.43,8.24,NA,NA,5.53,NA,8.77
"804","Snnp","Besite- Chere ","December",2013,NA,NA,9.44,NA,NA,NA,NA,6.67,NA,9.44
"805","Snnp","Lasoka","December",2013,36.60777815,6.30774507,11.17,NA,NA,NA,NA,6.67,NA,11.17
"806","Snnp","Amaya","December",2013,36.68000727,7.105541206,9.57,NA,7.43,NA,NA,3.89,NA,9.57
"807","Snnp","Shewa- Bench ","February",2014,NA,NA,6,NA,5.58,NA,NA,3.91,NA,6
"808","Snnp","Mizan- Teferi ","February",2014,35.41120174,6.883477024,10,8,10,NA,NA,4.75,16,10
"809","Snnp","Deri","February",2014,36.28577951,7.384839762,NA,NA,NA,NA,NA,4.77,NA,NA
"810","Snnp","Amaro Kele ","February",2014,6.083333333,38.03333333,NA,8.36,10,NA,NA,4.57,NA,10
"811","Snnp","Soyama","February",2014,5.7,37.88333333,7.45,NA,6.88,NA,NA,4.58,NA,7.45
"812","Snnp","Karate","February",2014,5.25,37.48333333,11.54,NA,16.22,NA,NA,6.18,NA,11.54
"813","Snnp","Gidola","February",2014,37.34772952,5.647078098,12.29,NA,12.39,NA,NA,5.3,NA,12.29
"814","Snnp","Tercha","February",2014,37.175334,7.146295,8.2,7.46,7.27,NA,NA,5.53,NA,8.2
"815","Snnp","Besite- Chere ","February",2014,NA,NA,7.14,NA,NA,NA,NA,6.36,NA,7.14
"816","Snnp","Lasoka","February",2014,36.60777815,6.30774507,9.61,NA,NA,NA,NA,6.57,NA,9.61
"817","Snnp","Amaya","February",2014,36.68000727,7.105541206,6.48,NA,6.19,NA,NA,3.69,NA,6.48
"818","Snnp","Shewa- Bench ","January",2014,NA,NA,6,NA,5.58,NA,NA,3.91,NA,6
"819","Snnp","Mizan- Teferi ","January",2014,35.41120174,6.883477024,10,9.65,10,NA,NA,6.18,20,10
"820","Snnp","Deri","January",2014,36.28577951,7.384839762,NA,6.67,NA,NA,NA,4.77,NA,6.67
"821","Snnp","Amaro Kele ","January",2014,6.083333333,38.03333333,9.38,NA,10,NA,NA,4.57,NA,9.38
"822","Snnp","Soyama","January",2014,5.7,37.88333333,6.38,6.41,6.59,NA,NA,5.12,NA,6.38
"823","Snnp","Karate","January",2014,5.25,37.48333333,11.11,NA,NA,NA,NA,4.9,NA,11.11
"824","Snnp","Gidola","January",2014,37.34772952,5.647078098,13.3,NA,12.79,NA,NA,3.78,NA,13.3
"825","Snnp","Tercha","January",2014,37.175334,7.146295,8.06,7.27,7.43,NA,NA,5.53,NA,8.06
"826","Snnp","Besite- Chere ","January",2014,NA,NA,7.16,NA,NA,NA,NA,6,NA,7.16
"827","Snnp","Lasoka","January",2014,36.60777815,6.30774507,9.61,NA,NA,NA,NA,6.57,NA,9.61
"828","Snnp","Amaya","January",2014,36.68000727,7.105541206,7.47,NA,7.03,NA,NA,3.69,NA,7.47
"829","Snnp","Shewa- Bench ","July",2013,NA,NA,NA,NA,6.49,NA,NA,3.64,NA,6.49
"830","Snnp","Mizan- Teferi ","July",2013,35.41120174,6.883477024,10,8.32,10,NA,NA,4.38,20,10
"831","Snnp","Deri","July",2013,36.28577951,7.384839762,NA,7.5,NA,NA,NA,4.77,NA,7.5
"832","Snnp","Amaro Kele ","July",2013,6.083333333,38.03333333,10.83,NA,8,NA,NA,4.13,NA,10.83
"833","Snnp","Soyama","July",2013,5.7,37.88333333,7.77,7.53,6.99,NA,NA,5.12,NA,7.77
"834","Snnp","Karate","July",2013,5.25,37.48333333,NA,11.01,10.72,NA,NA,6,NA,10.72
"835","Snnp","Gidola","July",2013,37.34772952,5.647078098,11.61,NA,9.11,NA,NA,4.82,NA,11.61
"836","Snnp","Tercha","July",2013,37.175334,7.146295,8.5,8.24,7.83,NA,NA,5.68,NA,8.5
"837","Snnp","Besite- Chere ","July",2013,NA,NA,8.17,8.26,NA,NA,NA,5.55,NA,8.17
"838","Snnp","Lasoka","July",2013,36.60777815,6.30774507,8.15,NA,8.25,NA,NA,4.79,NA,8.15
"839","Snnp","Amaya","July",2013,36.68000727,7.105541206,6.34,NA,6.33,NA,NA,4.12,NA,6.34
"840","Snnp","Shewa- Bench ","June",2014,NA,NA,8.83,8.57,7.66,NA,NA,4.38,NA,8.83
"841","Snnp","Mizan- Teferi ","June",2014,35.41120174,6.883477024,11,10,11,NA,NA,5.27,20,11
"842","Snnp","Deri","June",2014,36.28577951,7.384839762,NA,8.47,NA,NA,NA,4.77,NA,8.47
"843","Snnp","Amaro Kele ","June",2014,6.083333333,38.03333333,NA,NA,NA,NA,NA,NA,NA,NA
"844","Snnp","Soyama","June",2014,5.7,37.88333333,7.53,7.67,7.61,NA,NA,5.12,NA,7.53
"845","Snnp","Karate","June",2014,5.25,37.48333333,11.49,NA,12.62,NA,NA,6.57,NA,11.49
"846","Snnp","Gidola","June",2014,37.34772952,5.647078098,11.45,NA,9.25,NA,NA,4.78,NA,11.45
"847","Snnp","Tercha","June",2014,37.175334,7.146295,8.57,8.47,8.65,NA,NA,5.53,NA,8.57
"848","Snnp","Besite- Chere ","June",2014,NA,NA,8.93,NA,NA,NA,NA,6.67,NA,8.93
"849","Snnp","Lasoka","June",2014,36.60777815,6.30774507,NA,NA,NA,NA,NA,6.06,NA,NA
"850","Snnp","Amaya","June",2014,36.68000727,7.105541206,9.18,NA,9.02,NA,NA,3.69,NA,9.18
"851","Snnp","Shewa- Bench ","May",2014,NA,NA,8,7.5,7.5,NA,NA,4.38,NA,8
"852","Snnp","Mizan- Teferi ","May",2014,35.41120174,6.883477024,11,9,10,NA,NA,5.76,20,11
"853","Snnp","Deri","May",2014,36.28577951,7.384839762,NA,7.63,NA,NA,NA,4.77,NA,7.63
"854","Snnp","Amaro Kele ","May",2014,6.083333333,38.03333333,9.17,NA,11,NA,NA,4.47,NA,9.17
"855","Snnp","Soyama","May",2014,5.7,37.88333333,8.54,8.6,8.6,NA,NA,5.12,NA,8.54
"856","Snnp","Karate","May",2014,5.25,37.48333333,13.31,NA,12.68,NA,NA,6.18,NA,13.31
"857","Snnp","Gidola","May",2014,37.34772952,5.647078098,13.2,NA,12.8,NA,NA,5.54,NA,13.2
"858","Snnp","Tercha","May",2014,37.175334,7.146295,8.5,8.11,7.81,NA,NA,5.68,NA,8.5
"859","Snnp","Besite- Chere ","May",2014,NA,NA,8.93,NA,NA,NA,NA,7,NA,8.93
"860","Snnp","Lasoka","May",2014,36.60777815,6.30774507,9.79,NA,NA,NA,NA,4.68,NA,9.79
"861","Snnp","Amaya","May",2014,36.68000727,7.105541206,7.79,NA,7.76,NA,NA,3.89,NA,7.79
"862","Snnp","Shewa- Bench ","November",2013,NA,NA,11,NA,7,NA,NA,3.91,NA,11
"863","Snnp","Mizan- Teferi ","November",2013,35.41120174,6.883477024,10.32,9.65,10,NA,NA,3.83,20,10.32
"864","Snnp","Deri","November",2013,36.28577951,7.384839762,NA,10.53,NA,NA,NA,5,NA,10.53
"865","Snnp","Amaro Kele ","November",2013,6.083333333,38.03333333,10.7,NA,10,NA,NA,4.47,NA,10.7
"866","Snnp","Soyama","November",2013,5.7,37.88333333,7.81,7.72,6.74,NA,NA,5.26,NA,7.81
"867","Snnp","Karate","November",2013,5.25,37.48333333,13.74,16.82,16.75,NA,NA,6,NA,13.74
"868","Snnp","Gidola","November",2013,37.34772952,5.647078098,13.59,NA,11.77,NA,NA,4.63,NA,13.59
"869","Snnp","Tercha","November",2013,37.175334,7.146295,10.72,10.35,9.29,NA,NA,5.68,NA,10.72
"870","Snnp","Besite- Chere ","November",2013,NA,NA,8.93,9.77,NA,NA,NA,3.05,NA,8.93
"871","Snnp","Lasoka","November",2013,36.60777815,6.30774507,11.13,NA,11.25,NA,NA,7,NA,11.13
"872","Snnp","Amaya","November",2013,36.68000727,7.105541206,9.39,NA,7.04,NA,NA,3.69,NA,9.39
"873","Snnp","Shewa- Bench ","October",2013,NA,NA,NA,NA,7,NA,NA,3.11,NA,7
"874","Snnp","Mizan- Teferi ","October",2013,35.41120174,6.883477024,11,9.32,10,NA,NA,6.18,18,11
"875","Snnp","Deri","October",2013,36.28577951,7.384839762,NA,10.17,NA,NA,NA,5,NA,10.17
"876","Snnp","Amaro Kele ","October",2013,6.083333333,38.03333333,10.49,NA,10,NA,NA,4.3,NA,10.49
"877","Snnp","Soyama","October",2013,5.7,37.88333333,7.67,NA,7.07,NA,NA,5.12,NA,7.67
"878","Snnp","Karate","October",2013,5.25,37.48333333,9.59,12.16,11.9,NA,NA,6.18,NA,9.59
"879","Snnp","Gidola","October",2013,37.34772952,5.647078098,10.34,NA,12.12,NA,NA,3.51,NA,10.34
"880","Snnp","Tercha","October",2013,37.175334,7.146295,10.6,10.1,9.26,NA,NA,5.53,NA,10.6
"881","Snnp","Besite- Chere ","October",2013,NA,NA,8.83,9.2,NA,NA,NA,6.09,NA,8.83
"882","Snnp","Lasoka","October",2013,36.60777815,6.30774507,11.17,NA,NA,NA,NA,6.67,NA,11.17
"883","Snnp","Amaya","October",2013,36.68000727,7.105541206,6.08,NA,5.96,NA,NA,4.13,NA,6.08
"884","Snnp","Shewa- Bench ","September",2013,NA,NA,NA,NA,6,NA,NA,3.11,NA,6
"885","Snnp","Mizan- Teferi ","September",2013,35.41120174,6.883477024,11,10,10,NA,NA,5.25,18,11
"886","Snnp","Deri","September",2013,36.28577951,7.384839762,NA,8.52,NA,NA,NA,4.77,NA,8.52
"887","Snnp","Amaro Kele ","September",2013,6.083333333,38.03333333,7.71,NA,8.5,NA,NA,4.38,NA,7.71
"888","Snnp","Soyama","September",2013,5.7,37.88333333,7.53,6.99,7.04,NA,NA,4.89,NA,7.53
"889","Snnp","Karate","September",2013,5.25,37.48333333,NA,12.5,12.22,NA,NA,6,NA,12.22
"890","Snnp","Gidola","September",2013,37.34772952,5.647078098,12.65,NA,13.07,NA,NA,4.4,NA,12.65
"891","Snnp","Tercha","September",2013,37.175334,7.146295,8.53,8.5,8,NA,NA,5.53,NA,8.53
"892","Snnp","Besite- Chere ","September",2013,NA,NA,8.77,8.55,NA,NA,NA,5.83,NA,8.77
"893","Snnp","Lasoka","September",2013,36.60777815,6.30774507,9.61,NA,NA,NA,NA,6.57,NA,9.61
"894","Snnp","Amaya","September",2013,36.68000727,7.105541206,7.43,NA,7.7,NA,NA,3.92,NA,7.43
"895","Somalie","Shinile","April",2014,41.844013,9.686515,NA,NA,8,NA,NA,5.26,NA,8
"896","Somalie","Arere","April",2014,NA,NA,10,NA,7.83,NA,NA,5.89,NA,10
"897","Somalie","Jigjiga","April",2014,42.792342,9.367259,12,NA,9.65,NA,12.66,5.83,26,12
"898","Somalie","Hartshek","April",2014,43.356499,9.161111,NA,NA,8.13,NA,12,10.77,NA,8.13
"899","Somalie","Dolo","April",2014,42.059257,4.179211,NA,NA,NA,NA,NA,7,NA,NA
"900","Somalie","Moyale","April",2014,3.527,39.056,12,10,9,NA,NA,5,NA,12
"901","Benishangul-Gumuz","Mambook","April",2014,NA,NA,10,NA,NA,NA,NA,5.09,NA,10
"902","Benishangul-Gumuz","Mender- Sebat ","April",2014,NA,NA,9.97,NA,NA,NA,NA,5.25,NA,9.97
"903","Benishangul-Gumuz","Asossa","April",2014,34.53730603,10.05784932,13,NA,NA,NA,NA,4.43,NA,13
"904","Benishangul-Gumuz","Bambasi","April",2014,34.73046863,9.751504664,14.8,NA,NA,NA,NA,NA,NA,14.8
"905","Benishangul-Gumuz","Kemashi","April",2014,35.85916991,9.515450626,NA,9.18,NA,NA,NA,4.22,NA,9.18
"906","Benishangul-Gumuz","Agelo- Meti ","April",2014,35.77048443,9.640776618,NA,NA,9.51,NA,NA,4.41,NA,9.51
"907","Benishangul-Gumuz","Avera","April",2014,NA,NA,11.77,9.18,9.51,NA,NA,4.66,NA,11.77
"908","Somalie","Shinile","August",2013,41.844013,9.686515,NA,8,NA,NA,NA,5,NA,8
"909","Somalie","Arere","August",2013,NA,NA,11.25,NA,8,9.16,NA,5.54,NA,11.25
"910","Somalie","Jigjiga","August",2013,42.792342,9.367259,NA,NA,7.52,NA,10.66,5.87,NA,7.52
"911","Somalie","Hartshek","August",2013,43.356499,9.161111,NA,NA,6.19,NA,NA,NA,NA,6.19
"912","Somalie","Dolo","August",2013,42.059257,4.179211,NA,NA,NA,NA,NA,4.78,NA,NA
"913","Somalie","Moyale","August",2013,3.527,39.056,11.66,NA,NA,NA,NA,3.76,NA,11.66
"914","Benishangul-Gumuz","Mambook","August",2013,NA,NA,10,NA,NA,NA,NA,3.76,NA,10
"915","Benishangul-Gumuz","Mender- Sebat ","August",2013,NA,NA,9,NA,NA,NA,NA,5.25,NA,9
"916","Benishangul-Gumuz","Asossa","August",2013,34.53730603,10.05784932,10.32,NA,NA,NA,NA,4.03,NA,10.32
"917","Benishangul-Gumuz","Bambasi","August",2013,34.73046863,9.751504664,11.68,NA,NA,NA,NA,3.65,NA,11.68
"918","Benishangul-Gumuz","Kemashi","August",2013,35.85916991,9.515450626,NA,9.3,NA,NA,NA,3.47,NA,9.3
"919","Benishangul-Gumuz","Agelo- Meti ","August",2013,35.77048443,9.640776618,NA,NA,NA,NA,NA,3.77,NA,NA
"920","Benishangul-Gumuz","Avera","August",2013,NA,NA,10.21,9.3,NA,NA,NA,3.95,NA,10.21
"921","Somalie","Shinile","December",2013,41.844013,9.686515,NA,10.32,NA,NA,NA,5.72,NA,10.32
"922","Somalie","Arere","December",2013,NA,NA,NA,NA,8,10,NA,5.54,NA,8
"923","Somalie","Jigjiga","December",2013,42.792342,9.367259,12.32,NA,8.85,NA,12.66,5.83,NA,12.32
"924","Somalie","Hartshek","December",2013,43.356499,9.161111,NA,NA,8.06,NA,10,NA,NA,8.06
"925","Somalie","Dolo","December",2013,42.059257,4.179211,NA,NA,NA,NA,NA,5.7,NA,NA
"926","Somalie","Moyale","December",2013,3.527,39.056,12.49,NA,NA,NA,NA,4.89,NA,12.49
"927","Benishangul-Gumuz","Mambook","December",2013,NA,NA,10,NA,NA,NA,NA,5.63,NA,10
"928","Benishangul-Gumuz","Mender- Sebat ","December",2013,NA,NA,10.32,NA,NA,NA,NA,5.25,NA,10.32
"929","Benishangul-Gumuz","Asossa","December",2013,34.53730603,10.05784932,10.49,NA,NA,NA,NA,4.62,NA,10.49
"930","Benishangul-Gumuz","Bambasi","December",2013,34.73046863,9.751504664,11.46,NA,NA,NA,NA,3.43,NA,11.46
"931","Benishangul-Gumuz","Kemashi","December",2013,35.85916991,9.515450626,NA,NA,NA,NA,NA,4.14,NA,NA
"932","Benishangul-Gumuz","Agelo- Meti ","December",2013,35.77048443,9.640776618,NA,NA,NA,NA,NA,5.04,NA,NA
"933","Benishangul-Gumuz","Avera","December",2013,NA,NA,10.55,NA,NA,NA,NA,4.62,NA,10.55
"934","Somalie","Shinile","February",2014,41.844013,9.686515,NA,8,NA,NA,NA,5.06,NA,8
"935","Somalie","Arere","February",2014,NA,NA,NA,NA,8.16,10.32,NA,6.59,NA,8.16
"936","Somalie","Jigjiga","February",2014,42.792342,9.367259,NA,NA,8.8,NA,12.32,5.83,26,8.8
"937","Somalie","Hartshek","February",2014,43.356499,9.161111,NA,NA,8.06,NA,10,6.36,NA,8.06
"938","Somalie","Dolo","February",2014,42.059257,4.179211,NA,NA,NA,NA,NA,6,NA,NA
"939","Somalie","Moyale","February",2014,3.527,39.056,11.49,NA,9.95,NA,NA,5,NA,11.49
"940","Benishangul-Gumuz","Mambook","February",2014,NA,NA,10,NA,NA,NA,NA,4.76,NA,10
"941","Benishangul-Gumuz","Mender- Sebat ","February",2014,NA,NA,9.65,NA,NA,NA,NA,5.25,NA,9.65
"942","Benishangul-Gumuz","Asossa","February",2014,34.53730603,10.05784932,10,NA,NA,NA,NA,4.72,NA,10
"943","Benishangul-Gumuz","Bambasi","February",2014,34.73046863,9.751504664,12.51,NA,NA,NA,NA,NA,NA,12.51
"944","Benishangul-Gumuz","Kemashi","February",2014,35.85916991,9.515450626,NA,9.61,NA,NA,NA,4.06,NA,9.61
"945","Benishangul-Gumuz","Agelo- Meti ","February",2014,35.77048443,9.640776618,NA,NA,11.76,NA,NA,4.33,NA,11.76
"946","Benishangul-Gumuz","Avera","February",2014,NA,NA,10.48,9.61,11.76,NA,NA,4.61,NA,10.48
"947","Somalie","Shinile","January",2014,41.844013,9.686515,NA,8,NA,NA,NA,5.06,NA,8
"948","Somalie","Arere","January",2014,NA,NA,NA,NA,9,10,NA,6.59,NA,9
"949","Somalie","Jigjiga","January",2014,42.792342,9.367259,12,NA,8.84,NA,12.32,5.83,26,12
"950","Somalie","Hartshek","January",2014,43.356499,9.161111,NA,NA,8.06,NA,10,NA,NA,8.06
"951","Somalie","Dolo","January",2014,42.059257,4.179211,NA,NA,NA,NA,NA,5.84,NA,NA
"952","Somalie","Moyale","January",2014,3.527,39.056,12.32,NA,NA,NA,NA,4.78,NA,12.32
"953","Benishangul-Gumuz","Mambook","January",2014,NA,NA,10,NA,NA,NA,NA,5.25,NA,10
"954","Benishangul-Gumuz","Mender- Sebat ","January",2014,NA,NA,10,NA,NA,NA,NA,4.92,NA,10
"955","Benishangul-Gumuz","Asossa","January",2014,34.53730603,10.05784932,10,NA,NA,NA,NA,4.66,NA,10
"956","Benishangul-Gumuz","Bambasi","January",2014,34.73046863,9.751504664,12.49,NA,NA,NA,NA,3.61,NA,12.49
"957","Benishangul-Gumuz","Kemashi","January",2014,35.85916991,9.515450626,NA,9.22,NA,NA,NA,4,NA,9.22
"958","Benishangul-Gumuz","Agelo- Meti ","January",2014,35.77048443,9.640776618,NA,NA,NA,NA,NA,4.44,NA,NA
"959","Benishangul-Gumuz","Avera","January",2014,NA,NA,10.57,9.22,NA,NA,NA,4.45,NA,10.57
"960","Somalie","Shinile","July",2013,41.844013,9.686515,NA,7.5,NA,NA,NA,5,NA,7.5
"961","Somalie","Arere","July",2013,NA,NA,11.12,NA,8,9,NA,6.2,NA,11.12
"962","Somalie","Jigjiga","July",2013,42.792342,9.367259,NA,NA,8.05,NA,10.66,5.45,NA,8.05
"963","Somalie","Hartshek","July",2013,43.356499,9.161111,NA,NA,9.24,NA,NA,NA,NA,9.24
"964","Somalie","Dolo","July",2013,42.059257,4.179211,NA,NA,NA,NA,NA,4.78,NA,NA
"965","Somalie","Moyale","July",2013,3.527,39.056,10,NA,7,NA,NA,3.76,NA,10
"966","Benishangul-Gumuz","Mambook","July",2013,NA,NA,10,NA,NA,NA,NA,5.09,NA,10
"967","Benishangul-Gumuz","Mender- Sebat ","July",2013,NA,NA,9.66,NA,NA,NA,NA,5.25,NA,9.66
"968","Benishangul-Gumuz","Asossa","July",2013,34.53730603,10.05784932,10,NA,NA,NA,NA,4.26,NA,10
"969","Benishangul-Gumuz","Bambasi","July",2013,34.73046863,9.751504664,12.01,NA,NA,NA,NA,3.27,NA,12.01
"970","Benishangul-Gumuz","Kemashi","July",2013,35.85916991,9.515450626,NA,NA,NA,NA,NA,3.55,NA,NA
"971","Benishangul-Gumuz","Agelo- Meti ","July",2013,35.77048443,9.640776618,NA,NA,NA,NA,NA,4.91,NA,NA
"972","Benishangul-Gumuz","Avera","July",2013,NA,NA,10.38,NA,NA,NA,NA,4.32,NA,10.38
"973","Somalie","Shinile","June",2014,41.844013,9.686515,NA,NA,10,NA,NA,4.69,NA,10
"974","Somalie","Arere","June",2014,NA,NA,11,NA,9.16,13,NA,5.26,NA,11
"975","Somalie","Jigjiga","June",2014,42.792342,9.367259,12.32,NA,9.58,NA,12.66,5.83,26,12.32
"976","Somalie","Hartshek","June",2014,43.356499,9.161111,NA,NA,7.58,NA,NA,8.75,NA,7.58
"977","Somalie","Dolo","June",2014,42.059257,4.179211,NA,NA,NA,NA,NA,6.38,NA,NA
"978","Somalie","Moyale","June",2014,3.527,39.056,14,NA,10,NA,NA,4.78,NA,14
"979","Benishangul-Gumuz","Mambook","June",2014,NA,NA,10,NA,NA,NA,NA,4.45,NA,10
"980","Benishangul-Gumuz","Mender- Sebat ","June",2014,NA,NA,10.32,NA,NA,NA,NA,5.25,NA,10.32
"981","Benishangul-Gumuz","Asossa","June",2014,34.53730603,10.05784932,NA,NA,NA,NA,NA,4.53,NA,NA
"982","Benishangul-Gumuz","Bambasi","June",2014,34.73046863,9.751504664,NA,NA,NA,NA,NA,NA,NA,NA
"983","Benishangul-Gumuz","Kemashi","June",2014,35.85916991,9.515450626,9.22,NA,NA,NA,NA,4.31,NA,9.22
"984","Benishangul-Gumuz","Agelo- Meti ","June",2014,35.77048443,9.640776618,NA,NA,12.51,NA,NA,4.29,NA,12.51
"985","Benishangul-Gumuz","Avera","June",2014,NA,NA,9.84,NA,12.51,NA,NA,4.55,NA,9.84
"986","Somalie","Shinile","May",2014,41.844013,9.686515,NA,NA,8,NA,NA,5.06,NA,8
"987","Somalie","Arere","May",2014,NA,NA,NA,NA,9.83,13,NA,5.26,NA,9.83
"988","Somalie","Jigjiga","May",2014,42.792342,9.367259,12.32,NA,9.63,NA,12.66,5.83,26,12.32
