"","Region","Market","Month","Year","Longitude","Latitude","CEREALS UNMILLED_Wheat White","CEREALS UNMILLED_Wheat Mixed","CEREALS UNMILLED_Wheat Black (Red)","CEREALS MILLED_Wheat White","CEREALS MILLED_Wheat Mixed","BREAD AND OTHER PREPARED FOODS_Bread Wheat (Bakery)","P R I C E   I N    B I R R_Malt-Wheat"
"39","AMHARA","Kobo","DECEMBER","2013","39.63127424","12.16406542","8.09","-","10.99","-","-","4.05","-"
"40","AMHARA","Weldiya","DECEMBER","2013","39.6014117","11.82360232","8.57","-","9.69","-","-","3.77","14.52"
"41","AMHARA","Kombolcha","DECEMBER","2013","39.73724188","11.07807805","8.70","-","10.53","-","-","3.50","34.62"
"42","AMHARA","Dessie","DECEMBER","2013","39.63548793","11.11703902","9.82","8.95","14.41","-","-","4.17","27.59"
"43","AMHARA","Shewa- Robit ","DECEMBER","2013","39.90269733","10.00580856","10.25","-","-","-","-","5.36","-"
"44","AMHARA","Debre-¦","DECEMBER","2013","39.52890047","9.67650294","9.00","-","-","-","-","4.83","-"
"45","AMHARA","Chuahit","FEBRUARY","2014","39.311961","10.643157","10.00","-","10.00","-","-","3.55","-"
"46","AMHARA","Gondar","FEBRUARY","2014","37.46149667","12.59878688","10.00","-","-","-","-","4.53","15.00"
"47","AMHARA","Esete","FEBRUARY","2014","37.88657423","10.92298692","7.68","-","7.50","-","-","3.67","10.25"
"48","AMHARA","Debre- Tabor ","FEBRUARY","2014","38.00833967","11.84769551","9.92","-","8.08","-","-","4.73","14.41"
"49","AMHARA","Kobo","FEBRUARY","2014","39.63127424","12.16406542","8.36","-","9.95","-","-","4.05","-"
"50","AMHARA","Weldiya","FEBRUARY","2014","39.6014117","11.82360232","9.13","-","9.55","-","-","3.77","14.52"
"51","AMHARA","Kombolcha","FEBRUARY","2014","39.73724188","11.07807805","7.54","-","11.73","-","-","3.50","32.18"
"52","AMHARA","Dessie","FEBRUARY","2014","39.63548793","11.11703902","8.11","7.63","9.80","-","-","4.17","32.64"
"53","AMHARA","Shewa- Robit ","FEBRUARY","2014","39.90269733","10.00580856","9.92","-","-","-","-","5.38","-"
"54","AMHARA","Debre-¦","FEBRUARY","2014","39.52890047","9.67650294","8.00","7.25","-","-","-","4.87","-"
"55","AMHARA","Chuahit","JANUARY","2014","39.311961","10.643157","10.00","-","-","-","-","3.45","-"
"56","AMHARA","Gondar","JANUARY","2014","37.46149667","12.59878688","10.00","-","-","-","-","4.53","15.00"
"57","AMHARA","Esete","JANUARY","2014","37.88657423","10.92298692","7.23","-","7.36","-","-","3.53","11.39"
"58","AMHARA","Debre- Tabor ","JANUARY","2014","38.00833967","11.84769551","8.76","-","7.37","-","-","4.52","-"
"59","AMHARA","Kobo","JANUARY","2014","39.63127424","12.16406542","9.12","-","10.78","-","-","3.76","-"
"60","AMHARA","Weldiya","JANUARY","2014","39.6014117","11.82360232","9.37","-","9.81","-","-","4.01","23.37"
"61","AMHARA","Kombolcha","JANUARY","2014","39.73724188","11.07807805","7.43","-","10.38","-","-","3.50","34.62"
"62","AMHARA","Dessie","JANUARY","2014","39.63548793","11.11703902","9.07","8.05","10.61","-","-","4.17","32.75"
"63","AMHARA","Shewa- Robit ","JANUARY","2014","39.90269733","10.00580856","9.90","-","-","-","-","5.36","-"
"64","AMHARA","Debre-¦","JANUARY","2014","39.52890047","9.67650294","9.00","-","-","-","-","4.85","-"
"65","AMHARA","Chuahit","JULY","2013","39.311961","10.643157","9.66","-","-","-","-","4.53","15.38"
"66","AMHARA","Gondar","JULY","2013","37.46149667","12.59878688","10.00","-","9.00","-","-","4.53","14.00"
"67","AMHARA","Esete","JULY","2013","37.88657423","10.92298692","8.46","-","6.86","-","-","3.50","11.03"
"68","AMHARA","Debre- Tabor ","JULY","2013","38.00833967","11.84769551","8.97","-","8.86","-","-","4.99","13.87"
"69","AMHARA","Kobo","JULY","2013","39.63127424","12.16406542","9.97","-","-","-","-","3.76","-"
"70","AMHARA","Weldiya","JULY","2013","39.6014117","11.82360232","9.43","-","10.78","-","-","3.77","14.52"
"71","AMHARA","Kombolcha","JULY","2013","39.73724188","11.07807805","8.81","-","-","-","-","3.63","26.34"
"72","AMHARA","Dessie","JULY","2013","39.63548793","11.11703902","9.06","8.89","10.43","12.00","-","4.17","22.77"
"73","AMHARA","Shewa- Robit ","JULY","2013","39.90269733","10.00580856","9.89","-","-","-","-","5.25","-"
"74","AMHARA","Debre-¦","JULY","2013","39.52890047","9.67650294","8.55","8.15","-","-","-","4.91","-"
"75","AMHARA","Chuahit","JUNE","2014","39.311961","10.643157","10.00","-","10.49","-","-","4.43","-"
"76","AMHARA","Gondar","JUNE","2014","37.46149667","12.59878688","10.50","-","8.00","-","-","4.61","16.00"
"77","AMHARA","Esete","JUNE","2014","37.88657423","10.92298692","7.69","-","7.07","-","-","4.02","-"
"78","AMHARA","Debre- Tabor ","JUNE","2014","38.00833967","11.84769551","10.54","-","11.63","-","-","4.47","14.63"
"79","AMHARA","Kobo","JUNE","2014","39.63127424","12.16406542","9.18","-","11.08","-","-","4.84","-"
"80","AMHARA","Weldiya","JUNE","2014","39.6014117","11.82360232","9.06","-","9.55","-","-","4.06","16.09"
"81","AMHARA","Kombolcha","JUNE","2014","39.73724188","11.07807805","8.47","-","11.30","-","-","3.76","32.74"
"82","AMHARA","Dessie","JUNE","2014","39.63548793","11.11703902","8.19","7.74","10.51","16.00","-","3.85","17.15"
"83","AMHARA","Shewa- Robit ","JUNE","2014","39.90269733","10.00580856","10.93","-","-","-","-","5.45","-"
"84","AMHARA","Debre-¦","JUNE","2014","39.52890047","9.67650294","9.66","9.16","-","-","-","5.95","-"
"85","AMHARA","Chuahit","MAY","2014","39.311961","10.643157","10.00","-","10.00","-","-","3.56","-"
"86","AMHARA","Gondar","MAY","2014","37.46149667","12.59878688","11.16","-","-","-","-","4.53","15.00"
"87","AMHARA","Esete","MAY","2014","37.88657423","10.92298692","7.81","-","6.85","-","-","4.13","10.91"
"88","AMHARA","Debre- Tabor ","MAY","2014","38.00833967","11.84769551","11.49","-","8.06","-","-","4.35","11.38"
"89","AMHARA","Kobo","MAY","2014","39.63127424","12.16406542","8.60","-","10.72","-","-","4.78","-"
"90","AMHARA","Weldiya","MAY","2014","39.6014117","11.82360232","10.38","-","-","-","-","3.89","-"
"91","AMHARA","Kombolcha","MAY","2014","39.73724188","11.07807805","8.44","-","11.20","-","-","3.76","31.61"
"92","AMHARA","Dessie","MAY","2014","39.63548793","11.11703902","8.25","7.59","10.35","-","-","4.17","34.29"
"93","AMHARA","Shewa- Robit ","MAY","2014","39.90269733","10.00580856","11.00","-","-","-","-","5.36","-"
"94","AMHARA","Debre-¦","MAY","2014","39.52890047","9.67650294","9.50","8.50","-","-","-","5.81","-"
"95","AMHARA","Chuahit","NOVEMBER","2013","39.311961","10.643157","10.00","-","-","-","-","3.38","-"
"96","AMHARA","Gondar","NOVEMBER","2013","37.46149667","12.59878688","10.16","-","-","-","-","4.43","-"
"97","AMHARA","Esete","NOVEMBER","2013","37.88657423","10.92298692","9.35","-","9.06","-","-","3.70","12.09"
"98","AMHARA","Debre- Tabor ","NOVEMBER","2013","38.00833967","11.84769551","10.82","-","9.52","-","-","5.67","9.80"
"99","AMHARA","Kobo","NOVEMBER","2013","39.63127424","12.16406542","8.57","-","11.02","-","-","4.05","-"
"100","AMHARA","Weldiya","NOVEMBER","2013","39.6014117","11.82360232","9.55","-","10.33","-","-","4.01","20.02"
"101","AMHARA","Kombolcha","NOVEMBER","2013","39.73724188","11.07807805","10.19","-","11.36","-","-","3.50","25.43"
"102","AMHARA","Dessie","NOVEMBER","2013","39.63548793","11.11703902","9.90","9.31","14.51","-","-","4.17","16.64"
"103","AMHARA","Shewa- Robit ","NOVEMBER","2013","39.90269733","10.00580856","10.41","-","-","-","-","5.28","-"
"104","AMHARA","Debre-¦","NOVEMBER","2013","39.52890047","9.67650294","9.90","-","-","-","-","4.85","-"
"105","AMHARA","Chuahit","OCTOBER","2013","39.311961","10.643157","-","-","10.00","-","-","4.86","-"
"106","AMHARA","Gondar","OCTOBER","2013","37.46149667","12.59878688","10.00","-","-","-","-","4.48","-"
"107","AMHARA","Esete","OCTOBER","2013","37.88657423","10.92298692","11.29","-","10.34","-","-","4.85","12.35"
"108","AMHARA","Debre- Tabor ","OCTOBER","2013","38.00833967","11.84769551","10.87","-","9.12","-","-","5.67","14.21"
"109","AMHARA","Kobo","OCTOBER","2013","39.63127424","12.16406542","9.76","-","11.54","-","-","3.76","-"
"110","AMHARA","Weldiya","OCTOBER","2013","39.6014117","11.82360232","10.37","-","10.89","-","-","4.01","14.52"
"111","AMHARA","Kombolcha","OCTOBER","2013","39.73724188","11.07807805","10.33","-","11.70","-","-","3.50","25.02"
"112","AMHARA","Dessie","OCTOBER","2013","39.63548793","11.11703902","10.51","9.86","11.07","12.00","-","4.17","23.19"
"113","AMHARA","Shewa- Robit ","OCTOBER","2013","39.90269733","10.00580856","10.96","-","-","-","-","5.38","-"
"114","AMHARA","Debre-¦","OCTOBER","2013","39.52890047","9.67650294","10.00","9.50","-","-","-","4.88","-"
"115","AMHARA","Chuahit","SEPTEMBER(1)","2013(1)","39.311961","10.643157","9.83","-","-","-","-","4.43","-"
"116","AMHARA","Gondar","SEPTEMBER(1)","2013(1)","37.46149667","12.59878688","10.00","-","9.13","-","-","4.53","16.00"
"117","AMHARA","Esete","SEPTEMBER(1)","2013(1)","37.88657423","10.92298692","9.09","-","8.58","-","-","3.57","10.84"
"118","AMHARA","Debre- Tabor ","SEPTEMBER(1)","2013(1)","38.00833967","11.84769551","10.03","-","9.59","-","-","4.79","12.76"
"119","AMHARA","Kobo","SEPTEMBER(1)","2013(1)","39.63127424","12.16406542","8.55","-","9.30","-","-","3.63","-"
"120","AMHARA","Weldiya","SEPTEMBER(1)","2013(1)","39.6014117","11.82360232","9.87","-","10.72","-","-","3.50","19.15"
"121","AMHARA","Kombolcha","SEPTEMBER(1)","2013(1)","39.73724188","11.07807805","8.74","-","11.49","-","-","3.63","28.89"
"122","AMHARA","Dessie","SEPTEMBER(1)","2013(1)","39.63548793","11.11703902","10.37","9.86","11.15","10.00","-","4.17","30.52"
"123","AMHARA","Shewa- Robit ","SEPTEMBER(1)","2013(1)","39.90269733","10.00580856","9.91","-","-","-","-","5.47","-"
"124","AMHARA","Debre-¦","SEPTEMBER(1)","2013(1)","39.52890047","9.67650294","9.00","8.50","-","-","-","4.83","-"
"125","AMHARa","Mota","APRIL","2014","37.8807432","11.07475582","7.79","-","-","-","-","4.58","-"
"126","AMHARa","Debre- markos ","APRIL","2014","37.72636868","10.33641293","8.35","-","9.61","-","-","5.91","21.14"
"127","AMHARa","Dembecha","APRIL","2014","37.48251554","10.56669266","8.76","-","-","-","-","4.43","-"
"128","AMHARa","Bahir- Dar ","APRIL","2014","37.3815488","11.58416449","10.63","-","11.29","-","-","3.97","15.33"
"129","AMHARa","Sekota","APRIL","2014","39.03355257","12.62479803","9.01","-","-","-","-","4.14","-"
"130","AMHARa","Amde Work ","APRIL","2014","38.85815043","12.45920199","10.34","-","-","-","-","4.38","-"
"131","AMHARa","Danigla","APRIL","2014","36.83153176","11.25223153","9.43","-","-","-","-","3.50","22.31"
"132","AMHARa","Chagni","APRIL","2014","36.50793596","10.95196565","9.00","-","-","-","-","4.35","18.77"
"133","AMHARa","Kemise","APRIL","2014","39.85696873","10.71374234","9.04","-","10.91","-","-","4.21","18.80"
"134","AMHARa","Bati","APRIL","2014","40.0181327","11.19153266","-","-","-","-","-","6.86","18.42"
"135","AMHARa","Mota","AUGUST","2013","37.8807432","11.07475582","9.12","-","-","-","-","5.26","-"
"136","AMHARa","Debre- markos ","AUGUST","2013","37.72636868","10.33641293","8.71","-","10.15","-","-","4.61","14.08"
"137","AMHARa","Dembecha","AUGUST","2013","37.48251554","10.56669266","8.09","-","-","-","-","4.43","-"
"138","AMHARa","Bahir- Dar ","AUGUST","2013","37.3815488","11.58416449","10.00","-","11.00","-","-","3.97","14.66"
"139","AMHARa","Sekota","AUGUST","2013","39.03355257","12.62479803","9.57","-","-","-","-","4.20","-"
"140","AMHARa","Amde Work ","AUGUST","2013","38.85815043","12.45920199","9.75","-","-","-","-","3.89","-"
"141","AMHARa","Danigla","AUGUST","2013","36.83153176","11.25223153","10.94","-","-","-","-","3.50","20.07"
"142","AMHARa","Chagni","AUGUST","2013","36.50793596","10.95196565","8.00","-","-","-","-","3.72","17.16"
"143","AMHARa","Kemise","AUGUST","2013","39.85696873","10.71374234","8.85","8.70","13.14","-","-","4.21","19.35"
"144","AMHARa","Bati","AUGUST","2013","40.0181327","11.19153266","-","-","-","-","-","6.09","-"
"145","AMHARa","Mota","DECEMBER","2013","37.8807432","11.07475582","6.32","-","-","-","-","4.13","-"
"146","AMHARa","Debre- markos ","DECEMBER","2013","37.72636868","10.33641293","7.28","-","-","-","-","4.73","17.41"
"147","AMHARa","Dembecha","DECEMBER","2013","37.48251554","10.56669266","7.65","-","-","-","-","4.43","-"
"148","AMHARa","Bahir- Dar ","DECEMBER","2013","37.3815488","11.58416449","11.66","-","15.00","-","-","3.97","15.33"
"149","AMHARa","Sekota","DECEMBER","2013","39.03355257","12.62479803","7.47","-","-","-","-","4.14","-"
"150","AMHARa","Amde Work ","DECEMBER","2013","38.85815043","12.45920199","7.80","-","-","-","-","3.89","-"
"151","AMHARa","Danigla","DECEMBER","2013","36.83153176","11.25223153","11.32","-","14.16","-","-","3.50","20.28"
"152","AMHARa","Chagni","DECEMBER","2013","36.50793596","10.95196565","10.66","-","-","-","-","-","16.23"
"153","AMHARa","Kemise","DECEMBER","2013","39.85696873","10.71374234","8.97","-","10.44","-","-","4.38","18.83"
"154","AMHARa","Bati","DECEMBER","2013","40.0181327","11.19153266","-","-","-","-","-","7.17","-"
"155","AMHARa","Mota","FEBRUARY","2014","37.8807432","11.07475582","7.28","-","-","-","-","4.58","-"
"156","AMHARa","Debre- markos ","FEBRUARY","2014","37.72636868","10.33641293","6.99","-","10.35","-","-","4.73","17.91"
"157","AMHARa","Dembecha","FEBRUARY","2014","37.48251554","10.56669266","7.30","-","-","-","-","4.43","-"
"158","AMHARa","Bahir- Dar ","FEBRUARY","2014","37.3815488","11.58416449","10.97","-","13.33","-","-","3.97","15.33"
"159","AMHARa","Sekota","FEBRUARY","2014","39.03355257","12.62479803","7.96","-","-","-","-","4.14","-"
"160","AMHARa","Amde Work ","FEBRUARY","2014","38.85815043","12.45920199","9.46","-","-","-","-","4.13","-"
"161","AMHARa","Danigla","FEBRUARY","2014","36.83153176","11.25223153","9.91","-","-","-","-","3.50","18.82"
"162","AMHARa","Chagni","FEBRUARY","2014","36.50793596","10.95196565","7.33","-","-","-","-","-","17.16"
"163","AMHARa","Kemise","FEBRUARY","2014","39.85696873","10.71374234","9.06","8.60","10.12","-","-","4.21","19.80"
"164","AMHARa","Bati","FEBRUARY","2014","40.0181327","11.19153266","-","-","-","-","-","6.86","21.88"
"165","AMHARa","Mota","JANUARY","2014","37.8807432","11.07475582","6.38","-","-","-","-","4.58","-"
"166","AMHARa","Debre- markos ","JANUARY","2014","37.72636868","10.33641293","6.85","-","9.30","-","-","4.73","19.37"
"167","AMHARa","Dembecha","JANUARY","2014","37.48251554","10.56669266","7.23","-","-","-","-","4.43","-"
"168","AMHARa","Bahir- Dar ","JANUARY","2014","37.3815488","11.58416449","10.00","-","15.00","-","-","3.97","15.33"
"169","AMHARa","Sekota","JANUARY","2014","39.03355257","12.62479803","7.44","-","-","-","-","4.09","-"
"170","AMHARa","Amde Work ","JANUARY","2014","38.85815043","12.45920199","8.04","-","-","-","-","3.89","-"
"171","AMHARa","Danigla","JANUARY","2014","36.83153176","11.25223153","11.04","-","-","-","-","3.50","33.33"
"172","AMHARa","Chagni","JANUARY","2014","36.50793596","10.95196565","10.00","-","15.00","-","-","3.97","15.33"
"173","AMHARa","Kemise","JANUARY","2014","39.85696873","10.71374234","8.84","-","10.83","-","-","4.05","22.35"
"174","AMHARa","Bati","JANUARY","2014","40.0181327","11.19153266","-","-","-","-","-","5.83","18.92"
"175","AMHARa","Mota","JULY","2013","37.8807432","11.07475582","7.42","-","-","-","-","4.21","-"
"176","AMHARa","Debre- markos ","JULY","2013","37.72636868","10.33641293","7.28","-","10.69","-","-","4.55","12.50"
"177","AMHARa","Dembecha","JULY","2013","37.48251554","10.56669266","7.27","-","-","-","-","4.43","-"
"178","AMHARa","Bahir- Dar ","JULY","2013","37.3815488","11.58416449","10.00","-","9.97","-","-","3.97","14.33"
"179","AMHARa","Sekota","JULY","2013","39.03355257","12.62479803","9.07","-","-","-","-","4.20","-"
"180","AMHARa","Amde Work ","JULY","2013","38.85815043","12.45920199","10.27","-","-","-","-","3.89","-"
"181","AMHARa","Danigla","JULY","2013","36.83153176","11.25223153","10.19","-","-","-","-","3.50","17.66"
"182","AMHARa","Chagni","JULY","2013","36.50793596","10.95196565","8.16","-","-","-","-","4.24","16.23"
"183","AMHARa","Kemise","JULY","2013","39.85696873","10.71374234","9.60","9.26","12.43","-","-","4.21","18.83"
"184","AMHARa","Bati","JULY","2013","40.0181327","11.19153266","-","-","-","-","-","6.34","-"
"185","AMHARa","Mota","JUNE","2014","37.8807432","11.07475582","8.03","-","-","-","-","4.78","-"
"186","AMHARa","Debre- markos ","JUNE","2014","37.72636868","10.33641293","9.17","-","11.41","-","-","5.25","20.77"
"187","AMHARa","Dembecha","JUNE","2014","37.48251554","10.56669266","9.36","-","-","-","-","4.01","-"
"188","AMHARa","Bahir- Dar ","JUNE","2014","37.3815488","11.58416449","11.66","-","10.97","-","-","3.97","15.33"
"189","AMHARa","Sekota","JUNE","2014","39.03355257","12.62479803","9.34","-","-","-","-","4.14","-"
"190","AMHARa","Amde Work ","JUNE","2014","38.85815043","12.45920199","10.49","-","-","-","-","4.38","-"
"191","AMHARa","Danigla","JUNE","2014","36.83153176","11.25223153","10.53","-","-","-","-","3.50","17.66"
"192","AMHARa","Chagni","JUNE","2014","36.50793596","10.95196565","8.83","-","-","-","-","4.51","17.16"
"193","AMHARa","Kemise","JUNE","2014","39.85696873","10.71374234","9.74","9.16","11.22","-","-","4.38","19.49"
"194","AMHARa","Bati","JUNE","2014","40.0181327","11.19153266","-","-","-","-","-","6.56","-"
"195","AMHARa","Mota","MAY","2014","37.8807432","11.07475582","8.03","-","-","-","-","4.78","-"
"196","AMHARa","Debre- markos ","MAY","2014","37.72636868","10.33641293","8.61","-","10.45","-","-","5.77","22.40"
"197","AMHARa","Dembecha","MAY","2014","37.48251554","10.56669266","8.61","-","-","-","-","4.43","-"
"198","AMHARa","Bahir- Dar ","MAY","2014","37.3815488","11.58416449","12.00","-","9.65","-","-","3.97","15.33"
"199","AMHARa","Sekota","MAY","2014","39.03355257","12.62479803","9.04","-","-","-","-","4.14","-"
"200","AMHARa","Amde Work ","MAY","2014","38.85815043","12.45920199","10.38","-","-","-","-","3.89","-"
"201","AMHARa","Danigla","MAY","2014","36.83153176","11.25223153","12.12","-","-","-","-","3.50","17.71"
"202","AMHARa","Chagni","MAY","2014","36.50793596","10.95196565","9.00","-","-","-","-","4.51","17.66"
"203","AMHARa","Kemise","MAY","2014","39.85696873","10.71374234","9.06","-","11.67","-","-","4.21","18.82"
"204","AMHARa","Bati","MAY","2014","40.0181327","11.19153266","-","-","-","-","-","6.86","-"
"205","AMHARa","Mota","NOVEMBER","2013","37.8807432","11.07475582","7.86","-","-","-","-","4.60","-"
"206","AMHARa","Debre- markos ","NOVEMBER","2013","37.72636868","10.33641293","9.58","-","-","-","-","4.73","19.37"
"207","AMHARa","Dembecha","NOVEMBER","2013","37.48251554","10.56669266","8.85","-","-","-","-","4.43","-"
"208","AMHARa","Bahir- Dar ","NOVEMBER","2013","37.3815488","11.58416449","11.49","-","11.49","-","-","3.97","15.33"
"209","AMHARa","Sekota","NOVEMBER","2013","39.03355257","12.62479803","7.88","-","-","-","-","4.14","-"
"210","AMHARa","Amde Work ","NOVEMBER","2013","38.85815043","12.45920199","10.45","-","-","-","-","3.89","-"
"211","AMHARa","Danigla","NOVEMBER","2013","36.83153176","11.25223153","11.43","-","11.78","-","-","3.50","19.37"
"212","AMHARa","Chagni","NOVEMBER","2013","36.50793596","10.95196565","9.50","-","-","-","-","4.35","20.71"
"213","AMHARa","Kemise","NOVEMBER","2013","39.85696873","10.71374234","10.91","11.32","11.81","-","-","4.21","19.64"
"214","AMHARa","Bati","NOVEMBER","2013","40.0181327","11.19153266","-","-","-","-","-","6.31","-"
"215","AMHARa","Mota","OCTOBER","2013","37.8807432","11.07475582","10.33","-","-","-","-","4.78","-"
"216","AMHARa","Debre- markos ","OCTOBER","2013","37.72636868","10.33641293","9.63","-","-","-","-","4.73","18.49"
"217","AMHARa","Dembecha","OCTOBER","2013","37.48251554","10.56669266","9.00","-","-","-","-","4.43","-"
"218","AMHARa","Bahir- Dar ","OCTOBER","2013","37.3815488","11.58416449","10.97","-","11.32","-","-","3.97","15.33"
"219","AMHARa","Sekota","OCTOBER","2013","39.03355257","12.62479803","10.09","-","-","-","-","4.14","-"
"220","AMHARa","Amde Work ","OCTOBER","2013","38.85815043","12.45920199","9.73","-","-","-","-","4.38","-"
"221","AMHARa","Danigla","OCTOBER","2013","36.83153176","11.25223153","11.22","-","11.26","-","-","3.50","20.87"
"222","AMHARa","Chagni","OCTOBER","2013","36.50793596","10.95196565","8.16","-","-","-","-","4.51","19.37"
"223","AMHARa","Kemise","OCTOBER","2013","39.85696873","10.71374234","10.32","10.77","11.51","-","-","4.21","19.26"
"224","AMHARa","Bati","OCTOBER","2013","40.0181327","11.19153266","-","-","-","-","-","5.83","-"
"225","AMHARa","Mota","SEPTEMBER(1)","2013(1)","37.8807432","11.07475582","8.39","-","-","-","-","4.58","-"
"226","AMHARa","Debre- markos ","SEPTEMBER(1)","2013(1)","37.72636868","10.33641293","8.48","-","11.01","-","-","4.61","13.24"
"227","AMHARa","Dembecha","SEPTEMBER(1)","2013(1)","37.48251554","10.56669266","8.22","-","-","-","-","4.43","-"
"228","AMHARa","Bahir- Dar ","SEPTEMBER(1)","2013(1)","37.3815488","11.58416449","10.97","-","11.32","-","-","3.97","15.00"
"229","AMHARa","Sekota","SEPTEMBER(1)","2013(1)","39.03355257","12.62479803","9.85","-","-","-","-","4.20","-"
"230","AMHARa","Amde Work ","SEPTEMBER(1)","2013(1)","38.85815043","12.45920199","9.62","-","-","-","-","3.89","-"
"231","AMHARa","Danigla","SEPTEMBER(1)","2013(1)","36.83153176","11.25223153","11.01","-","-","-","-","3.50","17.66"
"232","AMHARa","Chagni","SEPTEMBER(1)","2013(1)","36.50793596","10.95196565","8.83","-","-","-","-","3.83","17.66"
