"","Region","Market","Month","Year","Longitude","Latitude","CEREALS UNMILLED_Wheat White","CEREALS UNMILLED_Wheat Mixed","CEREALS UNMILLED_Wheat Black (Red)","CEREALS MILLED_Wheat White","CEREALS MILLED_Wheat Mixed","BREAD AND OTHER PREPARED FOODS_Bread Wheat (Bakery)","P R I C E   I N    B I R R_Malt-Wheat"
"233","AMHARa","Kemise","SEPTEMBER(1)","2013(1)","39.85696873","10.71374234","-","-","11.19","-","-","4.21","19.26"
"234","AMHARa","Bati","SEPTEMBER(1)","2013(1)","40.0181327","11.19153266","-","-","-","-","-","5.45","-"
"235","GAMBELLA","Gambella","APRIL","2014","34.58547076","8.249396585","9.00","-","-","-","-","3.50","-"
"236","GAMBELLA","Shebo- kire ","APRIL","2014",NA,NA,"-","-","-","-","-","5.12","-"
"237","GAMBELLA","Meti","APRIL","2014","7.233333333","35.31666667","10.00","-","-","-","-","5.25","-"
"238","DIREDAWA","Dire Dawa ","APRIL","2014","41.8572763","9.593652332","10.24","-","9.22","-","-","4.63","16.49"
"239","DIREDAWA","Melka- Jebdu ","APRIL","2014","41.77420401","9.617496554","10.32","-","9.00","-","-","4.20","-"
"240","GAMBELLA","Gambella","AUGUST","2013","34.58547076","8.249396585","13.66","-","8.00","-","-","3.83","-"
"241","GAMBELLA","Shebo- kire ","AUGUST","2013",NA,NA,"-","-","-","-","-","5.53","-"
"242","GAMBELLA","Meti","AUGUST","2013","7.233333333","35.31666667","10.00","9.65","-","-","-","4.58","24.66"
"243","DIREDAWA","Dire Dawa ","AUGUST","2013","41.8572763","9.593652332","10.20","-","9.00","-","-","4.02","13.33"
"244","DIREDAWA","Melka- Jebdu ","AUGUST","2013","41.77420401","9.617496554","9.32","-","8.00","-","-","4.35","-"
"245","GAMBELLA","Gambella","DECEMBER","2013","34.58547076","8.249396585","12.00","-","-","-","-","3.70","-"
"246","GAMBELLA","Shebo- kire ","DECEMBER","2013",NA,NA,"-","-","-","-","-","5.12","-"
"247","GAMBELLA","Meti","DECEMBER","2013","7.233333333","35.31666667","9.32","-","-","-","-","4.89","-"
"248","DIREDAWA","Dire Dawa ","DECEMBER","2013","41.8572763","9.593652332","11.63","-","9.25","-","-","4.64","15.49"
"249","DIREDAWA","Melka- Jebdu ","DECEMBER","2013","41.77420401","9.617496554","10.32","-","-","-","-","4.35","-"
"250","GAMBELLA","Gambella","FEBRUARY","2014","34.58547076","8.249396585","14.00","-","-","-","-","3.63","-"
"251","GAMBELLA","Shebo- kire ","FEBRUARY","2014",NA,NA,"-","8.00","-","-","-","4.68","-"
"252","GAMBELLA","Meti","FEBRUARY","2014","7.233333333","35.31666667","10.00","-","10.00","-","-","5.00","-"
"253","DIREDAWA","Dire Dawa ","FEBRUARY","2014","41.8572763","9.593652332","10.39","-","9.72","-","-","4.52","15.97"
"254","DIREDAWA","Melka- Jebdu ","FEBRUARY","2014","41.77420401","9.617496554","10.00","-","9.00","-","-","4.20","-"
"255","GAMBELLA","Gambella","JANUARY","2014","34.58547076","8.249396585","13.30","-","-","-","-","3.91","-"
"256","GAMBELLA","Shebo- kire ","JANUARY","2014",NA,NA,"-","-","-","-","-","4.89","-"
"257","GAMBELLA","Meti","JANUARY","2014","7.233333333","35.31666667","9.65","9.32","-","-","-","5.00","-"
"258","DIREDAWA","Dire Dawa ","JANUARY","2014","41.8572763","9.593652332","11.33","-","9.37","-","-","4.43","14.49"
"259","DIREDAWA","Melka- Jebdu ","JANUARY","2014","41.77420401","9.617496554","10.00","-","-","-","-","4.35","-"
"260","GAMBELLA","Gambella","JULY","2013","34.58547076","8.249396585","11.66","-","8.32","-","-","3.89","-"
"261","GAMBELLA","Shebo- kire ","JULY","2013",NA,NA,"-","-","-","-","-","5.53","-"
"262","GAMBELLA","Meti","JULY","2013","7.233333333","35.31666667","9.32","9.32","-","-","-","5.00","14.71"
"263","DIREDAWA","Dire Dawa ","JULY","2013","41.8572763","9.593652332","10.46","-","8.97","-","8.25","3.97","13.66"
"264","DIREDAWA","Melka- Jebdu ","JULY","2013","41.77420401","9.617496554","9.49","-","8.00","-","-","4.35","-"
"265","GAMBELLA","Gambella","JUNE","2014","34.58547076","8.249396585","12.00","-","-","-","-","3.51","-"
"266","GAMBELLA","Shebo- kire ","JUNE","2014",NA,NA,"-","-","-","-","-","5.53","-"
"267","GAMBELLA","Meti","JUNE","2014","7.233333333","35.31666667","10.00","10.00","-","-","-","5.25","-"
"268","DIREDAWA","Dire Dawa ","JUNE","2014","41.8572763","9.593652332","10.80","-","10.00","-","-","4.05","14.49"
"269","DIREDAWA","Melka- Jebdu ","JUNE","2014","41.77420401","9.617496554","10.66","-","-","-","-","4.20","-"
"270","GAMBELLA","Gambella","MAY","2014","34.58547076","8.249396585","14.00","-","-","-","-","3.76","-"
"271","GAMBELLA","Shebo- kire ","MAY","2014",NA,NA,"-","-","-","-","-","4.89","-"
"272","GAMBELLA","Meti","MAY","2014","7.233333333","35.31666667","10.00","10.00","-","-","-","4.58","-"
"273","DIREDAWA","Dire Dawa ","MAY","2014","41.8572763","9.593652332","11.30","-","9.49","-","-","4.11","15.33"
"274","DIREDAWA","Melka- Jebdu ","MAY","2014","41.77420401","9.617496554","10.00","-","-","-","-","4.20","-"
"275","GAMBELLA","Gambella","NOVEMBER","2013","34.58547076","8.249396585","14.00","-","-","-","-","3.69","-"
"276","GAMBELLA","Shebo- kire ","NOVEMBER","2013",NA,NA,"-","-","-","-","-","5.25","-"
"277","GAMBELLA","Meti","NOVEMBER","2013","7.233333333","35.31666667","10.32","10.32","-","-","-","6.18","-"
"278","DIREDAWA","Dire Dawa ","NOVEMBER","2013","41.8572763","9.593652332","11.66","-","10.00","-","11.49","4.17","14.66"
"279","DIREDAWA","Melka- Jebdu ","NOVEMBER","2013","41.77420401","9.617496554","10.83","-","-","-","-","4.35","-"
"280","GAMBELLA","Gambella","OCTOBER","2013","34.58547076","8.249396585","14.00","-","-","-","-","3.91","-"
"281","GAMBELLA","Shebo- kire ","OCTOBER","2013",NA,NA,"-","-","-","-","-","5.68","-"
"282","GAMBELLA","Meti","OCTOBER","2013","7.233333333","35.31666667","10.00","10.00","-","-","-","4.78","17.65"
"283","DIREDAWA","Dire Dawa ","OCTOBER","2013","41.8572763","9.593652332","11.31","-","9.62","-","-","4.51","14.66"
"284","DIREDAWA","Melka- Jebdu ","OCTOBER","2013","41.77420401","9.617496554","10.66","-","10.00","-","-","4.35","-"
"285","GAMBELLA","Gambella","SEPTEMBER(1)","2013(1)","34.58547076","8.249396585","13.66","-","-","-","-","3.91","-"
"286","GAMBELLA","Shebo- kire ","SEPTEMBER(1)","2013(1)",NA,NA,"-","-","-","-","-","5.53","-"
"287","GAMBELLA","Meti","SEPTEMBER(1)","2013(1)","7.233333333","35.31666667","9.65","-","-","-","-","5.00","-"
"288","DIREDAWA","Dire Dawa ","SEPTEMBER(1)","2013(1)","41.8572763","9.593652332","9.65","-","8.75","-","-","4.07","14.49"
"289","DIREDAWA","Melka- Jebdu ","SEPTEMBER(1)","2013(1)","41.77420401","9.617496554","9.83","-","8.00","-","-","3.90","-"
"290","OROMIYA","Ghimbi","APRIL","2014","35.83291974","9.163103789","9.33","8.00","-","-","-","5.86","-"
"291","OROMIYA","Dembi- dolo ","APRIL","2014","34.79748694","8.530219501","7.00","6.00","-","-","-","3.18","-"
"292","OROMIYA","Shambu","APRIL","2014","37.09431432","9.569809208","7.21","7.25","7.25","-","-","4.51","-"
"293","OROMIYA","Nekemte","APRIL","2014","36.54851971","9.09042469","9.65","9.00","9.00","-","-","4.29","-"
"294","OROMIYA","Bedele","APRIL","2014","36.36017384","8.454821965","10.00","8.33","8.50","-","-","3.50","-"
"295","OROMIYA","Metu","APRIL","2014","35.58726864","8.300606827","11.00","-","10.00","-","-","3.82","-"
"296","OROMIYA","Jimma","APRIL","2014","36.84385226","7.672338798","10.00","-","-","-","-","3.41","-"
"297","OROMIYA","Agaro","APRIL","2014","36.58627683","7.848002731","10.00","-","-","-","-","4.38","10.79"
"298","OROMIYA","Ambo","APRIL","2014","37.8446066","8.976806527","7.73","-","9.11","-","-","4.80","17.34"
"299","OROMIYA","Weliso","APRIL","2014","37.97073066","8.534178897","9.64","-","-","-","-","4.38","11.55"
"300","OROMIYA","Ejere","APRIL","2014","39.262249","8.78288","9.41","-","15.76","-","-","4.67","-"
"301","OROMIYA","Fiche","APRIL","2014","38.73344116","9.791083661","9.76","-","8.95","-","-","5.05","12.31"
"302","OROMIYA","Ghimbi","AUGUST","2013","35.83291974","9.163103789","8.33","7.00","8.00","-","-","5.83","-"
"303","OROMIYA","Dembi- dolo ","AUGUST","2013","34.79748694","8.530219501","9.00","7.00","-","-","-","3.28","-"
"304","OROMIYA","Shambu","AUGUST","2013","37.09431432","9.569809208","6.71","6.59","6.54","-","-","4.38","-"
"305","OROMIYA","Nekemte","AUGUST","2013","36.54851971","9.09042469","7.50","-","-","-","-","4.67","-"
"306","OROMIYA","Bedele","AUGUST","2013","36.36017384","8.454821965","10.49","-","-","-","-","3.50","-"
"307","OROMIYA","Metu","AUGUST","2013","35.58726864","8.300606827","10.00","-","8.00","-","-","4.13","-"
"308","OROMIYA","Jimma","AUGUST","2013","36.84385226","7.672338798","9.40","-","8.23","-","-","3.28","-"
"309","OROMIYA","Agaro","AUGUST","2013","36.58627683","7.848002731","9.02","-","-","-","-","4.38","11.25"
"310","OROMIYA","Ambo","AUGUST","2013","37.8446066","8.976806527","7.90","-","7.55","-","-","4.35","12.17"
"311","OROMIYA","Weliso","AUGUST","2013","37.97073066","8.534178897","8.52","-","-","-","-","4.20","11.55"
"312","OROMIYA","Ejere","AUGUST","2013","39.262249","8.78288","9.57","-","14.18","-","-","4.67","20.47"
"313","OROMIYA","Fiche","AUGUST","2013","38.73344116","9.791083661","9.53","-","10.13","-","-","4.86","16.22"
"314","OROMIYA","Ghimbi","DECEMBER","2013","35.83291974","9.163103789","9.50","9.00","-","-","-","6.46","-"
"315","OROMIYA","Dembi- dolo ","DECEMBER","2013","34.79748694","8.530219501","10.00","8.00","-","-","-","2.73","-"
"316","OROMIYA","Shambu","DECEMBER","2013","37.09431432","9.569809208","8.24","8.22","8.22","-","-","4.14","-"
"317","OROMIYA","Nekemte","DECEMBER","2013","36.54851971","9.09042469","-","8.00","-","-","-","4.67","-"
"318","OROMIYA","Bedele","DECEMBER","2013","36.36017384","8.454821965","10.63","9.32","8.33","-","-","3.50","-"
"319","OROMIYA","Metu","DECEMBER","2013","35.58726864","8.300606827","10.00","-","9.32","-","-","3.97","-"
"320","OROMIYA","Jimma","DECEMBER","2013","36.84385226","7.672338798","9.66","-","9.50","-","-","3.33","-"
"321","OROMIYA","Agaro","DECEMBER","2013","36.58627683","7.848002731","9.71","-","-","-","-","4.38","10.19"
"322","OROMIYA","Ambo","DECEMBER","2013","37.8446066","8.976806527","7.56","-","11.62","-","-","4.38","15.01"
"323","OROMIYA","Weliso","DECEMBER","2013","37.97073066","8.534178897","7.66","-","-","-","-","4.20","13.86"
"324","OROMIYA","Ejere","DECEMBER","2013","39.262249","8.78288","8.91","-","-","-","-","5.00","-"
"325","OROMIYA","Fiche","DECEMBER","2013","38.73344116","9.791083661","8.85","-","12.52","-","-","5.05","15.46"
"326","OROMIYA","Ghimbi","FEBRUARY","2014","35.83291974","9.163103789","9.00","8.00","-","-","20.00","5.83","-"
"327","OROMIYA","Dembi- dolo ","FEBRUARY","2014","34.79748694","8.530219501","8.00","7.00","-","-","-","-","-"
"328","OROMIYA","Shambu","FEBRUARY","2014","37.09431432","9.569809208","6.56","5.90","5.96","-","-","4.36","-"
"329","OROMIYA","Nekemte","FEBRUARY","2014","36.54851971","9.09042469","7.93","7.00","7.83","-","-","4.43","-"
"330","OROMIYA","Bedele","FEBRUARY","2014","36.36017384","8.454821965","9.83","8.00","8.00","-","-","3.50","-"
"331","OROMIYA","Metu","FEBRUARY","2014","35.58726864","8.300606827","9.65","-","9.62","-","-","3.97","-"
"332","OROMIYA","Jimma","FEBRUARY","2014","36.84385226","7.672338798","10.00","-","7.00","-","-","3.43","-"
"333","OROMIYA","Agaro","FEBRUARY","2014","36.58627683","7.848002731","9.41","-","-","-","-","4.38","10.32"
"334","OROMIYA","Ambo","FEBRUARY","2014","37.8446066","8.976806527","6.85","-","8.80","-","-","4.38","14.32"
"335","OROMIYA","Weliso","FEBRUARY","2014","37.97073066","8.534178897","8.62","-","11.89","-","-","4.38","11.55"
"336","OROMIYA","Ejere","FEBRUARY","2014","39.262249","8.78288","8.31","-","13.80","-","-","4.67","-"
"337","OROMIYA","Fiche","FEBRUARY","2014","38.73344116","9.791083661","8.11","-","9.98","-","-","5.05","15.89"
"338","OROMIYA","Ghimbi","JANUARY","2014","35.83291974","9.163103789","9.16","8.16","8.16","-","-","5.68","-"
"339","OROMIYA","Dembi- dolo ","JANUARY","2014","34.79748694","8.530219501","8.00","7.00","-","-","-","-","-"
"340","OROMIYA","Shambu","JANUARY","2014","37.09431432","9.569809208","5.50","5.50","5.52","-","-","4.24","-"
"341","OROMIYA","Nekemte","JANUARY","2014","36.54851971","9.09042469","8.57","8.00","-","-","-","5.16","-"
"342","OROMIYA","Bedele","JANUARY","2014","36.36017384","8.454821965","9.91","9.32","-","-","-","3.50","-"
"343","OROMIYA","Metu","JANUARY","2014","35.58726864","8.300606827","10.00","-","9.00","-","-","3.97","-"
"344","OROMIYA","Jimma","JANUARY","2014","36.84385226","7.672338798","10.00","-","8.00","-","-","3.28","-"
"345","OROMIYA","Agaro","JANUARY","2014","36.58627683","7.848002731","9.12","-","-","-","-","4.38","10.52"
"346","OROMIYA","Ambo","JANUARY","2014","37.8446066","8.976806527","6.07","-","8.71","-","-","4.80","16.40"
"347","OROMIYA","Weliso","JANUARY","2014","37.97073066","8.534178897","7.84","-","-","-","-","4.20","13.86"
"348","OROMIYA","Ejere","JANUARY","2014","39.262249","8.78288","8.14","-","13.95","-","-","5.00","-"
"349","OROMIYA","Fiche","JANUARY","2014","38.73344116","9.791083661","8.66","-","10.08","-","-","5.05","15.34"
"350","OROMIYA","Ghimbi","JULY","2013","35.83291974","9.163103789","-","8.00","-","-","-","5.83","-"
"351","OROMIYA","Dembi- dolo ","JULY","2013","34.79748694","8.530219501","9.00","8.00","-","-","-","3.23","-"
"352","OROMIYA","Shambu","JULY","2013","37.09431432","9.569809208","6.57","6.61","6.57","-","-","4.24","-"
"353","OROMIYA","Nekemte","JULY","2013","36.54851971","9.09042469","8.00","-","-","-","-","4.67","-"
"354","OROMIYA","Bedele","JULY","2013","36.36017384","8.454821965","9.32","8.00","7.62","-","-","3.50","-"
"355","OROMIYA","Metu","JULY","2013","35.58726864","8.300606827","10.00","-","8.00","-","-","4.13","-"
"356","OROMIYA","Jimma","JULY","2013","36.84385226","7.672338798","9.41","-","-","-","-","3.33","-"
"357","OROMIYA","Agaro","JULY","2013","36.58627683","7.848002731","9.41","-","-","-","-","4.38","9.44"
"358","OROMIYA","Ambo","JULY","2013","37.8446066","8.976806527","7.39","-","8.12","-","-","4.29","13.46"
"359","OROMIYA","Weliso","JULY","2013","37.97073066","8.534178897","7.49","-","-","-","-","4.20","11.55"
"360","OROMIYA","Ejere","JULY","2013","39.262249","8.78288","8.51","-","12.65","-","-","4.67","17.67"
"361","OROMIYA","Fiche","JULY","2013","38.73344116","9.791083661","8.59","-","9.97","-","-","5.05","13.35"
"362","OROMIYA","Ghimbi","JUNE","2014","35.83291974","9.163103789","-","-","10.00","-","-","5.83","-"
"363","OROMIYA","Dembi- dolo ","JUNE","2014","34.79748694","8.530219501","10.00","8.00","-","-","-","2.92","-"
"364","OROMIYA","Shambu","JUNE","2014","37.09431432","9.569809208","8.17","8.15","8.25","-","-","4.57","-"
"365","OROMIYA","Nekemte","JUNE","2014","36.54851971","9.09042469","9.66","8.00","8.00","-","-","3.67","-"
"366","OROMIYA","Bedele","JUNE","2014","36.36017384","8.454821965","12.32","9.65","9.00","-","-","3.50","-"
"367","OROMIYA","Metu","JUNE","2014","35.58726864","8.300606827","10.00","-","9.00","-","-","3.82","-"
"368","OROMIYA","Jimma","JUNE","2014","36.84385226","7.672338798","12.00","-","11.00","-","-","3.28","-"
"369","OROMIYA","Agaro","JUNE","2014","36.58627683","7.848002731","11.18","-","-","-","-","4.38","10.92"
"370","OROMIYA","Ambo","JUNE","2014","37.8446066","8.976806527","8.90","-","10.02","-","-","4.38","18.82"
"371","OROMIYA","Weliso","JUNE","2014","37.97073066","8.534178897","5.26","-","-","-","-","4.38","13.86"
"372","OROMIYA","Ejere","JUNE","2014","39.262249","8.78288","10.59","-","15.92","-","-","4.67","18.01"
"373","OROMIYA","Fiche","JUNE","2014","38.73344116","9.791083661","9.39","9.02","10.06","-","-","4.86","15.73"
"374","OROMIYA","Ghimbi","MAY","2014","35.83291974","9.163103789","9.08","8.33","-","-","-","-","-"
"375","OROMIYA","Dembi- dolo ","MAY","2014","34.79748694","8.530219501","7.65","6.00","-","-","-","2.80","-"
"376","OROMIYA","Shambu","MAY","2014","37.09431432","9.569809208","8.15","7.28","7.27","-","-","4.51","-"
"377","OROMIYA","Nekemte","MAY","2014","36.54851971","9.09042469","10.00","9.00","8.33","-","-","4.09","-"
"378","OROMIYA","Bedele","MAY","2014","36.36017384","8.454821965","10.00","8.00","8.00","-","-","3.50","-"
"379","OROMIYA","Metu","MAY","2014","35.58726864","8.300606827","11.66","-","10.00","-","-","3.82","-"
"380","OROMIYA","Jimma","MAY","2014","36.84385226","7.672338798","10.00","-","-","-","-","3.33","-"
"381","OROMIYA","Agaro","MAY","2014","36.58627683","7.848002731","10.59","-","-","-","-","4.38","10.19"
"382","OROMIYA","Ambo","MAY","2014","37.8446066","8.976806527","9.11","-","9.43","-","-","4.05","18.01"
"383","OROMIYA","Weliso","MAY","2014","37.97073066","8.534178897","9.86","-","-","-","-","4.38","13.65"
"384","OROMIYA","Ejere","MAY","2014","39.262249","8.78288","9.59","-","13.33","-","-","5.00","16.37"
"385","OROMIYA","Fiche","MAY","2014","38.73344116","9.791083661","8.78","-","9.34","-","-","5.05","12.02"
"386","OROMIYA","Ghimbi","NOVEMBER","2013","35.83291974","9.163103789","9.00","8.32","-","-","-","6.46","-"
"387","OROMIYA","Dembi- dolo ","NOVEMBER","2013","34.79748694","8.530219501","10.00","8.00","-","-","-","2.80","-"
"388","OROMIYA","Shambu","NOVEMBER","2013","37.09431432","9.569809208","8.27","8.35","8.21","-","-","4.17","-"
"389","OROMIYA","Nekemte","NOVEMBER","2013","36.54851971","9.09042469","8.00","-","-","-","-","4.67","-"
"390","OROMIYA","Bedele","NOVEMBER","2013","36.36017384","8.454821965","10.83","9.33","-","-","-","3.50","-"
"391","OROMIYA","Metu","NOVEMBER","2013","35.58726864","8.300606827","10.00","-","9.00","-","-","4.04","-"
"392","OROMIYA","Jimma","NOVEMBER","2013","36.84385226","7.672338798","10.00","-","9.57","-","-","3.28","-"
"393","OROMIYA","Agaro","NOVEMBER","2013","36.58627683","7.848002731","9.71","-","-","-","-","4.38","10.21"
"394","OROMIYA","Ambo","NOVEMBER","2013","37.8446066","8.976806527","10.28","-","10.67","-","-","4.38","16.74"
"395","OROMIYA","Weliso","NOVEMBER","2013","37.97073066","8.534178897","10.16","-","-","-","-","4.20","15.68"
"396","OROMIYA","Ejere","NOVEMBER","2013","39.262249","8.78288","8.45","-","-","-","-","4.67","-"
"397","OROMIYA","Fiche","NOVEMBER","2013","38.73344116","9.791083661","11.11","-","12.01","-","-","5.05","15.16"
"398","OROMIYA","Ghimbi","OCTOBER","2013","35.83291974","9.163103789","8.83","7.65","-","-","-","5.83","-"
"399","OROMIYA","Dembi- dolo ","OCTOBER","2013","34.79748694","8.530219501","9.00","7.00","-","-","-","3.92","-"
"400","OROMIYA","Shambu","OCTOBER","2013","37.09431432","9.569809208","8.17","8.44","8.11","-","-","3.94","-"
"401","OROMIYA","Nekemte","OCTOBER","2013","36.54851971","9.09042469","8.00","-","-","-","-","4.67","11.09"
"402","OROMIYA","Bedele","OCTOBER","2013","36.36017384","8.454821965","12.00","10.16","9.30","-","-","3.50","-"
"403","OROMIYA","Metu","OCTOBER","2013","35.58726864","8.300606827","10.00","-","9.00","-","-","4.20","-"
"404","OROMIYA","Jimma","OCTOBER","2013","36.84385226","7.672338798","8.88","-","13.50","-","-","3.33","-"
"405","OROMIYA","Agaro","OCTOBER","2013","36.58627683","7.848002731","9.80","-","-","-","-","4.38","10.98"
"406","OROMIYA","Ambo","OCTOBER","2013","37.8446066","8.976806527","9.11","-","10.33","-","-","4.95","16.62"
"407","OROMIYA","Weliso","OCTOBER","2013","37.97073066","8.534178897","9.75","-","-","-","-","4.38","16.44"
"408","OROMIYA","Ejere","OCTOBER","2013","39.262249","8.78288","10.28","-","-","-","-","4.67","19.57"
"409","OROMIYA","Fiche","OCTOBER","2013","38.73344116","9.791083661","11.38","-","12.85","-","-","4.86","15.68"
"410","OROMIYA","Ghimbi","SEPTEMBER(1)","2013(1)","35.83291974","9.163103789","9.00","8.16","-","-","-","5.83","-"
"411","OROMIYA","Dembi- dolo ","SEPTEMBER(1)","2013(1)","34.79748694","8.530219501","9.00","7.00","-","-","-","3.50","-"
"412","OROMIYA","Shambu","SEPTEMBER(1)","2013(1)","37.09431432","9.569809208","7.49","6.69","6.54","-","-","4.44","-"
"413","OROMIYA","Nekemte","SEPTEMBER(1)","2013(1)","36.54851971","9.09042469","8.50","-","-","-","-","4.67","-"
"414","OROMIYA","Bedele","SEPTEMBER(1)","2013(1)","36.36017384","8.454821965","11.00","9.00","7.50","-","-","3.50","-"
"415","OROMIYA","Metu","SEPTEMBER(1)","2013(1)","35.58726864","8.300606827","10.00","-","9.00","-","-","4.29","-"
"416","OROMIYA","Jimma","SEPTEMBER(1)","2013(1)","36.84385226","7.672338798","10.00","-","8.23","-","-","3.24","-"
"417","OROMIYA","Agaro","SEPTEMBER(1)","2013(1)","36.58627683","7.848002731","9.71","-","-","-","-","4.38","10.59"
"418","OROMIYA","Ambo","SEPTEMBER(1)","2013(1)","37.8446066","8.976806527","8.90","-","-","-","-","4.55","12.17"
"419","OROMIYA","Weliso","SEPTEMBER(1)","2013(1)","37.97073066","8.534178897","8.52","-","-","-","-","4.38","11.04"
"420","OROMIYA","Ejere","SEPTEMBER(1)","2013(1)","39.262249","8.78288","10.59","-","-","-","-","4.67","18.78"
"421","OROMIYA","Fiche","SEPTEMBER(1)","2013(1)","38.73344116","9.791083661","9.46","-","10.90","-","-","4.86","19.28"
"422","OROMIYA","Nazareth","APRIL","2014","39.26941988","8.535362997","9.32","9.00","-","10.00","-","4.20","12.16"
"423","OROMIYA","Shashe-","APRIL","2014","38.608142","7.205388","9.50","9.00","9.00","13.00","-","4.67","13.67"
"424","OROMIYA","Diksise","APRIL","2014","39.55824","8.059179","10.30","10.06","9.98","-","-","5.25","-"
"425","OROMIYA","Asella","APRIL","2014","39.12972322","7.949589951","8.20","-","-","10.00","-","4.20","14.76"
"426","OROMIYA","Asebe- Teferi ","APRIL","2014","40.86319806","9.072493603","10.32","-","8.00","-","-","3.91","-"
"427","OROMIYA","Bedessa","APRIL","2014","40.77378712","8.902011546","12.00","-","-","-","-","5.54","-"
"428","OROMIYA","Alemaya","APRIL","2014","42.01641123","9.379383214","10.66","-","8.50","-","-","4.75","-"
"429","OROMIYA","Boreda","APRIL","2014","41.278686","9.331067","10.00","9.00","-","-","-","4.25","-"
"430","OROMIYA","Adaba","APRIL","2014","39.3890878","7.004454253","8.54","7.46","-","-","10.00","4.46","-"
"431","OROMIYA","Robe","APRIL","2014","39.631104","7.860619","8.26","7.44","-","-","-","5.50","-"
"432","OROMIYA","Hagere- Mariam ","APRIL","2014","38.23373735","5.63380625","8.99","-","-","11.00","-","5.25","11.73"
"433","OROMIYA","Negele- Borena ","APRIL","2014","39.577385","5.33699","7.33","6.94","6.70","-","-","4.38","-"
"434","OROMIYA","Nazareth","AUGUST","2013","39.26941988","8.535362997","7.66","7.16","10.66","10.00","-","4.20","21.26"
"435","OROMIYA","Shashe-","AUGUST","2013","38.608142","7.205388","8.50","8.07","8.00","11.00","-","4.35","15.81"
"436","OROMIYA","Diksise","AUGUST","2013","39.55824","8.059179","8.52","8.36","8.84","-","-","5.25","-"
"437","OROMIYA","Asella","AUGUST","2013","39.12972322","7.949589951","7.20","-","-","9.00","-","4.20","10.80"
"438","OROMIYA","Asebe- Teferi ","AUGUST","2013","40.86319806","9.072493603","8.49","-","8.00","9.00","-","4.05","-"
"439","OROMIYA","Bedessa","AUGUST","2013","40.77378712","8.902011546","9.83","-","7.63","-","-","4.78","-"
"440","OROMIYA","Alemaya","AUGUST","2013","42.01641123","9.379383214","11.66","-","8.50","-","-","4.38","-"
"441","OROMIYA","Boreda","AUGUST","2013","41.278686","9.331067","8.00","-","8.00","-","-","3.85","-"
"442","OROMIYA","Adaba","AUGUST","2013","39.3890878","7.004454253","6.52","5.92","-","-","-","5.38","-"
"443","OROMIYA","Robe","AUGUST","2013","39.631104","7.860619","6.61","5.95","-","-","9.00","4.72","-"
"444","OROMIYA","Hagere- Mariam ","AUGUST","2013","38.23373735","5.63380625","8.00","-","-","9.32","-","5.00","11.11"
"445","OROMIYA","Negele- Borena ","AUGUST","2013","39.577385","5.33699","7.24","6.64","6.73","-","-","4.38","-"
"446","OROMIYA","Nazareth","DECEMBER","2013","39.26941988","8.535362997","9.83","9.83","10.32","10.00","-","4.20","10.14"
"447","OROMIYA","Shashe-","DECEMBER","2013","38.608142","7.205388","8.50","8.00","8.00","12.00","-","4.67","13.24"
"448","OROMIYA","Diksise","DECEMBER","2013","39.55824","8.059179","8.54","8.51","6.79","-","-","5.25","-"
"449","OROMIYA","Asella","DECEMBER","2013","39.12972322","7.949589951","7.49","-","-","10.00","-","4.20","15.00"
"450","OROMIYA","Asebe- Teferi ","DECEMBER","2013","40.86319806","9.072493603","10.63","-","8.00","-","-","4.21","-"
"451","OROMIYA","Bedessa","DECEMBER","2013","40.77378712","8.902011546","12.00","-","9.76","-","-","5.26","-"
"452","OROMIYA","Alemaya","DECEMBER","2013","42.01641123","9.379383214","10.32","-","9.00","-","-","4.84","-"
"453","OROMIYA","Boreda","DECEMBER","2013","41.278686","9.331067","9.65","-","10.00","-","-","4.47","-"
"454","OROMIYA","Adaba","DECEMBER","2013","39.3890878","7.004454253","6.73","6.04","-","-","9.00","4.57","-"
"455","OROMIYA","Robe","DECEMBER","2013","39.631104","7.860619","7.28","6.68","-","-","-","6.89","-"
"456","OROMIYA","Hagere- Mariam ","DECEMBER","2013","38.23373735","5.63380625","7.83","-","-","10.66","-","4.47","13.47"
"457","OROMIYA","Negele- Borena ","DECEMBER","2013","39.577385","5.33699","7.93","6.91","5.53","-","-","4.38","-"
"458","OROMIYA","Nazareth","FEBRUARY","2014","39.26941988","8.535362997","8.83","8.83","11.66","10.00","-","4.20","10.14"
"459","OROMIYA","Shashe-","FEBRUARY","2014","38.608142","7.205388","8.50","8.23","8.27","12.00","-","4.67","14.19"
"460","OROMIYA","Diksise","FEBRUARY","2014","39.55824","8.059179","7.68","6.34","6.36","-","-","5.25","-"
"461","OROMIYA","Asella","FEBRUARY","2014","39.12972322","7.949589951","7.20","-","-","10.00","-","4.20","15.00"
"462","OROMIYA","Asebe- Teferi ","FEBRUARY","2014","40.86319806","9.072493603","10.32","-","8.00","-","-","3.91","-"
"463","OROMIYA","Bedessa","FEBRUARY","2014","40.77378712","8.902011546","11.32","-","7.65","-","-","5.26","-"
"464","OROMIYA","Alemaya","FEBRUARY","2014","42.01641123","9.379383214","10.66","-","8.50","-","-","3.73","-"
"465","OROMIYA","Boreda","FEBRUARY","2014","41.278686","9.331067","9.65","-","9.00","-","-","4.41","-"
