"","Region","Market","Month","Year","Longitude","Latitude","pkg.wht.white","pkg.wht.mixed","pkg.wht.blred","pkg.wht.millw","pkg.wht.millm","pkg.wht.bread","pkg.wht.maltw"
"894","Snnp","Gidola","July",2014,37.34772952,5.647078098,10.47,NA,9.03,NA,NA,4.6,NA
"895","Snnp","Tercha","July",2014,37.175334,7.146295,8.91,8.33,8.2,NA,NA,5.68,NA
"896","Snnp","Besite- Chere ","July",2014,NA,NA,8.96,NA,NA,NA,NA,6.36,NA
"897","Snnp","Lasoka","July",2014,36.60777815,6.30774507,10.11,NA,NA,NA,NA,5.16,NA
"898","Snnp","Amaya","July",2014,36.68000727,7.105541206,9.75,NA,9.03,NA,NA,3.89,NA
"899","Snnp","Shewa- Bench ","June",2015,NA,NA,8,7.5,NA,NA,NA,4.57,NA
"900","Snnp","Mizan- Teferi ","June",2015,35.41120174,6.883477024,12,10,10,NA,NA,5.12,20
"901","Snnp","Deri","June",2015,36.28577951,7.384839762,NA,8.67,NA,NA,NA,4.77,NA
"902","Snnp","Amaro Kele ","June",2015,6.083333333,38.03333333,9.64,NA,11,NA,NA,5.68,NA
"903","Snnp","Soyama","June",2015,5.7,37.88333333,8.54,8.54,NA,NA,NA,5,NA
"904","Snnp","Karate","June",2015,5.25,37.48333333,13.41,13.83,NA,NA,NA,6.57,NA
"905","Snnp","Gidola","June",2015,37.34772952,5.647078098,12.64,NA,11.92,NA,NA,5.3,NA
"906","Snnp","Tercha","June",2015,37.175334,7.146295,12,11,11,NA,NA,5.68,NA
"907","Snnp","Besite- Chere ","June",2015,NA,NA,10,NA,NA,NA,NA,6,NA
"908","Snnp","Lasoka","June",2015,36.60777815,6.30774507,11.25,NA,NA,NA,NA,7.18,NA
"909","Snnp","Amaya","June",2015,36.68000727,7.105541206,11.01,NA,10.99,NA,NA,4.13,NA
"910","Snnp","Shewa- Bench ","March",2015,NA,NA,9,8.5,9,NA,NA,4.67,NA
"911","Snnp","Mizan- Teferi ","March",2015,35.41120174,6.883477024,12,10,10,NA,NA,5.25,20
"912","Snnp","Deri","March",2015,36.28577951,7.384839762,NA,7.76,NA,NA,NA,4.77,NA
"913","Snnp","Amaro Kele ","March",2015,6.083333333,38.03333333,8.79,NA,11,NA,NA,5.12,NA
"914","Snnp","Soyama","March",2015,5.7,37.88333333,8.6,NA,NA,NA,NA,5.25,NA
"915","Snnp","Karate","March",2015,5.25,37.48333333,11.49,14.02,NA,NA,NA,6.57,NA
"916","Snnp","Gidola","March",2015,37.34772952,5.647078098,11.64,NA,10.88,NA,NA,5.26,NA
"917","Snnp","Tercha","March",2015,37.175334,7.146295,8.47,8.18,7.98,NA,NA,5.68,NA
"918","Snnp","Besite- Chere ","March",2015,NA,NA,8,NA,NA,NA,NA,6,NA
"919","Snnp","Lasoka","March",2015,36.60777815,6.30774507,9,NA,NA,NA,NA,5.57,NA
"920","Snnp","Amaya","March",2015,36.68000727,7.105541206,8.26,NA,7.75,NA,NA,4.13,NA
"921","Snnp","Shewa- Bench ","May",2015,NA,NA,8,7,7,NA,NA,4.57,NA
"922","Snnp","Mizan- Teferi ","May",2015,35.41120174,6.883477024,12,10,10,NA,NA,5.25,20
"923","Snnp","Deri","May",2015,36.28577951,7.384839762,NA,7.76,NA,NA,NA,4.77,NA
"924","Snnp","Amaro Kele ","May",2015,6.083333333,38.03333333,10.83,NA,11,NA,NA,6.38,NA
"925","Snnp","Soyama","May",2015,5.7,37.88333333,10.68,NA,NA,NA,NA,5.12,NA
"926","Snnp","Karate","May",2015,5.25,37.48333333,11.46,13.89,13.7,NA,NA,6.57,NA
"927","Snnp","Gidola","May",2015,37.34772952,5.647078098,13.24,NA,12.67,NA,NA,4.84,NA
"928","Snnp","Tercha","May",2015,37.175334,7.146295,8.31,7.92,7.67,NA,NA,6,NA
"929","Snnp","Besite- Chere ","May",2015,NA,NA,9,NA,NA,NA,NA,6.18,NA
"930","Snnp","Lasoka","May",2015,36.60777815,6.30774507,10.77,NA,NA,NA,NA,6,NA
"931","Snnp","Amaya","May",2015,36.68000727,7.105541206,10.72,NA,10.34,NA,NA,3.89,NA
"932","Snnp","Shewa- Bench ","November",2014,NA,NA,8.32,8,8,NA,NA,5,NA
"933","Snnp","Mizan- Teferi ","November",2014,35.41120174,6.883477024,12,NA,NA,NA,NA,5.25,20
"934","Snnp","Deri","November",2014,36.28577951,7.384839762,NA,10.17,NA,NA,NA,4.38,NA
"935","Snnp","Amaro Kele ","November",2014,6.083333333,38.03333333,NA,NA,12,NA,NA,5.68,NA
"936","Snnp","Soyama","November",2014,5.7,37.88333333,10,9.34,9.41,NA,NA,5.53,NA
"937","Snnp","Karate","November",2014,5.25,37.48333333,11.45,NA,13.7,NA,NA,6.78,NA
"938","Snnp","Gidola","November",2014,37.34772952,5.647078098,12.36,NA,9.96,NA,NA,5.26,NA
"939","Snnp","Tercha","November",2014,37.175334,7.146295,12.5,12.3,13.16,NA,NA,5.53,NA
"940","Snnp","Besite- Chere ","November",2014,NA,NA,12.1,NA,NA,NA,NA,5.83,NA
"941","Snnp","Lasoka","November",2014,36.60777815,6.30774507,13.19,NA,NA,NA,NA,5,NA
"942","Snnp","Amaya","November",2014,36.68000727,7.105541206,8.62,NA,9.45,NA,NA,4.13,NA
"943","Snnp","Shewa- Bench ","October",2014,NA,NA,10,9.49,9,NA,NA,4.78,NA
"944","Snnp","Mizan- Teferi ","October",2014,35.41120174,6.883477024,12,NA,10,NA,NA,5.25,20
"945","Snnp","Deri","October",2014,36.28577951,7.384839762,NA,9.65,NA,NA,NA,4.77,NA
"946","Snnp","Amaro Kele ","October",2014,6.083333333,38.03333333,NA,NA,12.87,NA,NA,5.25,NA
"947","Snnp","Soyama","October",2014,5.7,37.88333333,7.58,NA,6.5,NA,NA,6.41,NA
"948","Snnp","Karate","October",2014,5.25,37.48333333,11.45,13.64,13.83,NA,NA,6.57,NA
"949","Snnp","Gidola","October",2014,37.34772952,5.647078098,10.02,NA,11.91,NA,NA,3.94,NA
"950","Snnp","Tercha","October",2014,37.175334,7.146295,11.81,10.91,10.64,NA,NA,4.55,NA
"951","Snnp","Besite- Chere ","October",2014,NA,NA,11.86,12.5,NA,NA,NA,5.83,NA
"952","Snnp","Lasoka","October",2014,36.60777815,6.30774507,11.17,NA,NA,NA,NA,6.39,NA
"953","Snnp","Amaya","October",2014,36.68000727,7.105541206,7.96,NA,8,NA,NA,5.19,NA
"954","Snnp","Shewa- Bench ","October.doc",NA,NA,NA,9,8.5,8,NA,NA,5.12,NA
"955","Snnp","Mizan- Teferi ","October.doc",NA,35.41120174,6.883477024,12,10,10,NA,NA,5.25,20
"956","Snnp","Deri","October.doc",NA,36.28577951,7.384839762,NA,7.76,NA,NA,NA,4.77,NA
"957","Snnp","Amaro Kele ","October.doc",NA,6.083333333,38.03333333,9.78,NA,11,NA,NA,5.01,NA
"958","Snnp","Soyama","October.doc",NA,5.7,37.88333333,8.57,8.6,8.6,NA,NA,5.12,NA
"959","Snnp","Karate","October.doc",NA,5.25,37.48333333,13.41,13.76,NA,NA,NA,6.78,NA
"960","Snnp","Gidola","October.doc",NA,37.34772952,5.647078098,13.24,NA,12.67,NA,NA,4.23,NA
"961","Snnp","Tercha","October.doc",NA,37.175334,7.146295,11,10.35,10.2,NA,NA,5.68,NA
"962","Snnp","Besite- Chere ","October.doc",NA,NA,NA,10,NA,NA,NA,NA,6,NA
"963","Snnp","Lasoka","October.doc",NA,36.60777815,6.30774507,10.32,NA,NA,NA,NA,5.7,NA
"964","Snnp","Amaya","October.doc",NA,36.68000727,7.105541206,11.01,NA,10.78,NA,NA,4.39,NA
"965","Snnp","Shewa- Bench ","September",2014,NA,NA,11,9.25,9.25,NA,NA,4.78,NA
"966","Snnp","Mizan- Teferi ","September",2014,35.41120174,6.883477024,12,10,10,NA,NA,5.25,20
"967","Snnp","Deri","September",2014,36.28577951,7.384839762,NA,9.48,NA,NA,NA,4.77,NA
"968","Snnp","Amaro Kele ","September",2014,6.083333333,38.03333333,10.91,NA,11,NA,NA,4.57,NA
"969","Snnp","Soyama","September",2014,5.7,37.88333333,9.51,9.01,NA,NA,NA,5.25,NA
"970","Snnp","Karate","September",2014,5.25,37.48333333,11.46,14.18,14.02,NA,NA,6.78,NA
"971","Snnp","Gidola","September",2014,37.34772952,5.647078098,12.77,NA,12.55,NA,NA,4.4,NA
"972","Snnp","Tercha","September",2014,37.175334,7.146295,10.72,10.53,10.2,NA,NA,4.55,NA
"973","Snnp","Besite- Chere ","September",2014,NA,NA,9.87,10.24,NA,NA,NA,6.36,NA
"974","Snnp","Lasoka","September",2014,36.60777815,6.30774507,16.49,NA,NA,NA,NA,4.9,NA
"975","Snnp","Amaya","September",2014,36.68000727,7.105541206,8.16,NA,8.11,NA,NA,4.67,NA
"976","Somalie","Shinile","August",2014,41.844013,9.686515,NA,NA,9.32,NA,NA,4.86,NA
"977","Somalie","Arere","August",2014,NA,NA,11.75,NA,9.65,12,NA,5.26,NA
"978","Somalie","Jigjiga","August",2014,42.792342,9.367259,13.33,NA,10.43,NA,14,5.83,26
"979","Somalie","Hartshek","August",2014,43.356499,9.161111,NA,NA,7.93,NA,NA,8.75,NA
"980","Somalie","Dolo","August",2014,42.059257,4.179211,NA,NA,NA,NA,NA,6.38,NA
"981","Somalie","Moyale","August",2014,3.527,39.056,14.33,NA,10.63,NA,NA,4.78,NA
"982","Benishangul-Gumuz","Mambook","August",2014,NA,NA,10,NA,NA,NA,NA,4.3,NA
"983","Benishangul-Gumuz","Mender- Sebat ","August",2014,NA,NA,10.66,NA,NA,NA,NA,5.25,NA
"984","Benishangul-Gumuz","Asossa","August",2014,34.53730603,10.05784932,12,NA,NA,NA,NA,4.76,NA
"985","Benishangul-Gumuz","Bambasi","August",2014,34.73046863,9.751504664,13.04,NA,NA,NA,NA,3.47,NA
"986","Benishangul-Gumuz","Kemashi","August",2014,35.85916991,9.515450626,NA,8.98,NA,NA,NA,4.9,NA
"987","Benishangul-Gumuz","Agelo- Meti ","August",2014,35.77048443,9.640776618,NA,NA,NA,NA,NA,4.27,NA
"988","Benishangul-Gumuz","Avera","August",2014,NA,NA,11.36,8.98,NA,NA,NA,4.45,NA
"989","Somalie","Shinile","December",2014,41.844013,9.686515,NA,NA,9.65,NA,NA,5.25,NA
"990","Somalie","Arere","December",2014,NA,NA,NA,NA,8,NA,NA,5.26,NA
"991","Somalie","Jigjiga","December",2014,42.792342,9.367259,13.33,NA,11.23,NA,14,6.77,26
"992","Somalie","Hartshek","December",2014,43.356499,9.161111,NA,NA,8.66,NA,12,8.75,NA
"993","Somalie","Dolo","December",2014,42.059257,4.179211,NA,NA,NA,NA,NA,6.78,NA
"994","Somalie","Moyale","December",2014,3.527,39.056,NA,12.96,NA,NA,NA,4.78,NA
"995","Benishangul-Gumuz","Mambook","December",2014,NA,NA,10.66,NA,NA,NA,NA,3.5,NA
"996","Benishangul-Gumuz","Mender- Sebat ","December",2014,NA,NA,10,NA,NA,NA,NA,5.25,NA
"997","Benishangul-Gumuz","Asossa","December",2014,34.53730603,10.05784932,12.49,NA,NA,NA,NA,4.59,NA
"998","Benishangul-Gumuz","Bambasi","December",2014,34.73046863,9.751504664,NA,NA,NA,NA,NA,3.53,NA
"999","Benishangul-Gumuz","Kemashi","December",2014,35.85916991,9.515450626,9.85,NA,NA,NA,NA,5.07,NA
"1000","Benishangul-Gumuz","Agelo- Meti ","December",2014,35.77048443,9.640776618,NA,NA,NA,NA,NA,4.99,NA
"1001","Benishangul-Gumuz","Avera","December",2014,NA,NA,10.7,NA,NA,NA,NA,4.43,NA
"1002","Somalie","Shinile","February",2015,41.844013,9.686515,NA,NA,11,NA,NA,5.25,NA
"1003","Somalie","Arere","February",2015,NA,NA,NA,NA,8.16,NA,NA,5.54,NA
"1004","Somalie","Jigjiga","February",2015,42.792342,9.367259,13.66,NA,10.64,NA,13.66,6.66,26
"1005","Somalie","Hartshek","February",2015,43.356499,9.161111,NA,NA,8.2,NA,NA,8.75,NA
"1006","Somalie","Dolo","February",2015,42.059257,4.179211,NA,NA,NA,NA,NA,6.78,NA
"1007","Somalie","Moyale","February",2015,3.527,39.056,NA,12,10,NA,NA,4.58,NA
"1008","Benishangul-Gumuz","Mambook","February",2015,NA,NA,10.32,NA,NA,NA,NA,3.5,NA
"1009","Benishangul-Gumuz","Mender- Sebat ","February",2015,NA,NA,10.49,NA,NA,NA,NA,5.25,NA
"1010","Benishangul-Gumuz","Asossa","February",2015,34.53730603,10.05784932,11.49,NA,NA,NA,NA,4.89,NA
"1011","Benishangul-Gumuz","Bambasi","February",2015,34.73046863,9.751504664,6.34,NA,NA,NA,NA,5.07,NA
"1012","Benishangul-Gumuz","Kemashi","February",2015,35.85916991,9.515450626,11.66,NA,NA,NA,NA,4.62,NA
"1013","Benishangul-Gumuz","Agelo- Meti ","February",2015,35.77048443,9.640776618,NA,NA,10.25,NA,NA,5.81,NA
"1014","Benishangul-Gumuz","Avera","February",2015,NA,NA,9.83,NA,10.25,NA,NA,4.8,NA
"1015","Somalie","Shinile","January",2015,41.844013,9.686515,NA,NA,9.32,NA,NA,5.63,NA
"1016","Somalie","Arere","January",2015,NA,NA,NA,NA,7.83,NA,NA,5.54,NA
"1017","Somalie","Jigjiga","January",2015,42.792342,9.367259,14,NA,11.17,NA,13.66,6.28,26
"1018","Somalie","Hartshek","January",2015,43.356499,9.161111,NA,NA,7.81,NA,NA,NA,NA
"1019","Somalie","Dolo","January",2015,42.059257,4.179211,NA,NA,NA,NA,NA,6.78,NA
"1020","Somalie","Moyale","January",2015,3.527,39.056,NA,12,NA,NA,NA,4.58,NA
"1021","Benishangul-Gumuz","Mambook","January",2015,NA,NA,NA,NA,NA,NA,NA,3.5,NA
"1022","Benishangul-Gumuz","Mender- Sebat ","January",2015,NA,NA,NA,NA,NA,NA,NA,5.25,NA
"1023","Benishangul-Gumuz","Asossa","January",2015,34.53730603,10.05784932,11.32,NA,NA,NA,NA,4.38,NA
"1024","Benishangul-Gumuz","Bambasi","January",2015,34.73046863,9.751504664,16.99,NA,NA,NA,NA,3.45,NA
"1025","Benishangul-Gumuz","Kemashi","January",2015,35.85916991,9.515450626,9.53,NA,NA,NA,NA,4.46,NA
"1026","Benishangul-Gumuz","Agelo- Meti ","January",2015,35.77048443,9.640776618,NA,NA,NA,NA,NA,4.65,NA
"1027","Benishangul-Gumuz","Avera","January",2015,NA,NA,12.24,NA,NA,NA,NA,4.23,NA
"1028","Somalie","Shinile","July",2014,41.844013,9.686515,NA,NA,10,NA,NA,4.86,NA
"1029","Somalie","Arere","July",2014,NA,NA,11.49,NA,9,12.75,NA,4.78,NA
"1030","Somalie","Jigjiga","July",2014,42.792342,9.367259,13,NA,10.43,NA,13.66,5.83,26
"1031","Somalie","Hartshek","July",2014,43.356499,9.161111,NA,NA,8.1,NA,NA,8.75,NA
"1032","Somalie","Dolo","July",2014,42.059257,4.179211,NA,NA,NA,NA,NA,6.78,NA
"1033","Somalie","Moyale","July",2014,3.527,39.056,13.66,NA,8.99,NA,NA,4.78,NA
"1034","Benishangul-Gumuz","Mambook","July",2014,NA,NA,10,NA,NA,NA,NA,4.59,NA
"1035","Benishangul-Gumuz","Mender- Sebat ","July",2014,NA,NA,10.32,NA,NA,NA,NA,5.25,NA
"1036","Benishangul-Gumuz","Asossa","July",2014,34.53730603,10.05784932,13,NA,NA,NA,NA,4.43,NA
"1037","Benishangul-Gumuz","Bambasi","July",2014,34.73046863,9.751504664,12.83,NA,NA,NA,NA,3.03,NA
"1038","Benishangul-Gumuz","Kemashi","July",2014,35.85916991,9.515450626,NA,9.26,NA,NA,NA,4.23,NA
"1039","Benishangul-Gumuz","Agelo- Meti ","July",2014,35.77048443,9.640776618,NA,NA,NA,NA,NA,4.27,NA
"1040","Benishangul-Gumuz","Avera","July",2014,NA,NA,11.45,9.26,NA,NA,NA,4.24,NA
"1041","Somalie","Shinile","June",2015,41.844013,9.686515,NA,NA,10,NA,NA,5.25,NA
"1042","Somalie","Arere","June",2015,NA,NA,13,NA,12,NA,NA,5.25,NA
"1043","Somalie","Jigjiga","June",2015,42.792342,9.367259,17.66,NA,10.43,NA,14,6.02,26
"1044","Somalie","Hartshek","June",2015,43.356499,9.161111,NA,NA,7.97,NA,NA,8.75,NA
"1045","Somalie","Dolo","June",2015,42.059257,4.179211,NA,NA,NA,NA,NA,6.59,NA
"1046","Somalie","Moyale","June",2015,3.527,39.056,NA,NA,12,NA,NA,4.78,NA
"1047","Benishangul-Gumuz","Mambook","June",2015,NA,NA,11,NA,NA,NA,NA,4.59,NA
"1048","Benishangul-Gumuz","Mender- Sebat ","June",2015,NA,NA,11.32,NA,NA,NA,NA,5.25,NA
"1049","Benishangul-Gumuz","Asossa","June",2015,34.53730603,10.05784932,12,NA,NA,NA,NA,4.76,NA
"1050","Benishangul-Gumuz","Bambasi","June",2015,34.73046863,9.751504664,NA,NA,NA,NA,NA,5.63,NA
"1051","Benishangul-Gumuz","Kemashi","June",2015,35.85916991,9.515450626,9.45,NA,NA,NA,NA,5,NA
"1052","Benishangul-Gumuz","Agelo- Meti ","June",2015,35.77048443,9.640776618,NA,NA,11.65,NA,NA,5.58,NA
"1053","Benishangul-Gumuz","Avera","June",2015,NA,NA,10.9,NA,11.65,NA,NA,5.12,NA
"1054","Somalie","Shinile","March",2015,41.844013,9.686515,NA,NA,8,NA,NA,5.25,NA
"1055","Somalie","Arere","March",2015,NA,NA,NA,NA,8.16,NA,NA,5.54,NA
"1056","Somalie","Jigjiga","March",2015,42.792342,9.367259,12.66,NA,10.46,NA,13.66,6.62,26
"1057","Somalie","Hartshek","March",2015,43.356499,9.161111,NA,NA,8.53,NA,NA,8.75,NA
"1058","Somalie","Dolo","March",2015,42.059257,4.179211,NA,NA,NA,NA,NA,6.57,NA
"1059","Somalie","Moyale","March",2015,3.527,39.056,NA,12.97,10,NA,NA,4.21,NA
"1060","Benishangul-Gumuz","Mambook","March",2015,NA,NA,11,NA,NA,NA,NA,3.89,NA
"1061","Benishangul-Gumuz","Mender- Sebat ","March",2015,NA,NA,10,NA,NA,NA,NA,5.25,NA
"1062","Benishangul-Gumuz","Asossa","March",2015,34.53730603,10.05784932,11,NA,NA,NA,NA,4.87,NA
"1063","Benishangul-Gumuz","Bambasi","March",2015,34.73046863,9.751504664,12.88,NA,NA,NA,NA,5.12,NA
"1064","Benishangul-Gumuz","Kemashi","March",2015,35.85916991,9.515450626,8.77,NA,NA,NA,NA,4.57,NA
"1065","Benishangul-Gumuz","Agelo- Meti ","March",2015,35.77048443,9.640776618,NA,NA,9.85,NA,NA,6.1,NA
"1066","Benishangul-Gumuz","Avera","March",2015,NA,NA,10.64,NA,9.85,NA,NA,4.92,NA
"1067","Somalie","Shinile","May",2015,41.844013,9.686515,NA,10.66,NA,NA,NA,5.25,NA
"1068","Somalie","Arere","May",2015,NA,NA,NA,NA,8.16,NA,NA,4.21,NA
"1069","Somalie","Jigjiga","May",2015,42.792342,9.367259,13,NA,8.26,NA,14,7.04,26
"1070","Somalie","Hartshek","May",2015,43.356499,9.161111,NA,NA,7.97,NA,NA,8.75,NA
"1071","Somalie","Dolo","May",2015,42.059257,4.179211,NA,NA,NA,NA,NA,7.51,NA
"1072","Somalie","Moyale","May",2015,3.527,39.056,16,14,NA,NA,NA,4.78,NA
"1073","Benishangul-Gumuz","Mambook","May",2015,NA,NA,10.66,NA,NA,NA,NA,3.5,NA
"1074","Benishangul-Gumuz","Mender- Sebat ","May",2015,NA,NA,12,NA,NA,NA,NA,5.25,NA
"1075","Benishangul-Gumuz","Asossa","May",2015,34.53730603,10.05784932,11.32,NA,NA,NA,NA,4.49,NA
"1076","Benishangul-Gumuz","Bambasi","May",2015,34.73046863,9.751504664,14.8,NA,NA,NA,NA,5.37,NA
"1077","Benishangul-Gumuz","Kemashi","May",2015,35.85916991,9.515450626,9.85,NA,NA,NA,NA,4.83,NA
"1078","Benishangul-Gumuz","Agelo- Meti ","May",2015,35.77048443,9.640776618,NA,NA,NA,NA,NA,5.28,NA
"1079","Benishangul-Gumuz","Avera","May",2015,NA,NA,11.61,NA,NA,NA,NA,4.74,NA
"1080","Somalie","Shinile","November",2014,41.844013,9.686515,NA,NA,10,NA,NA,5.25,NA
"1081","Somalie","Arere","November",2014,NA,NA,11,NA,8.16,NA,NA,5.54,NA
"1082","Somalie","Jigjiga","November",2014,42.792342,9.367259,13,NA,10.31,NA,13.33,6.47,26
"1083","Somalie","Hartshek","November",2014,43.356499,9.161111,NA,NA,8.56,NA,NA,8.75,NA
"1084","Somalie","Dolo","November",2014,42.059257,4.179211,NA,NA,NA,NA,NA,6.57,NA
"1085","Somalie","Moyale","November",2014,3.527,39.056,14.33,NA,10.63,NA,NA,4.78,NA
"1086","Benishangul-Gumuz","Mambook","November",2014,NA,NA,10.32,NA,NA,NA,NA,3.63,NA
"1087","Benishangul-Gumuz","Mender- Sebat ","November",2014,NA,NA,11,NA,NA,NA,NA,5.25,NA
"1088","Benishangul-Gumuz","Asossa","November",2014,34.53730603,10.05784932,13,NA,NA,NA,NA,4.84,NA
"1089","Benishangul-Gumuz","Bambasi","November",2014,34.73046863,9.751504664,15.8,NA,NA,NA,NA,3.43,NA
"1090","Benishangul-Gumuz","Kemashi","November",2014,35.85916991,9.515450626,9.25,NA,NA,NA,NA,4.76,NA
"1091","Benishangul-Gumuz","Agelo- Meti ","November",2014,35.77048443,9.640776618,NA,NA,NA,NA,NA,5.16,NA
"1092","Benishangul-Gumuz","Avera","November",2014,NA,NA,11.66,NA,NA,NA,NA,4.45,NA
"1093","Somalie","Shinile","October",2014,41.844013,9.686515,NA,NA,10,NA,NA,4.86,NA
"1094","Somalie","Arere","October",2014,NA,NA,NA,NA,8,NA,NA,5,NA
"1095","Somalie","Jigjiga","October",2014,42.792342,9.367259,13.66,NA,11.22,NA,14,6.97,26
"1096","Somalie","Hartshek","October",2014,43.356499,9.161111,NA,NA,8.54,NA,12,8.75,NA
"1097","Somalie","Dolo","October",2014,42.059257,4.179211,NA,NA,NA,NA,NA,6.57,NA
"1098","Somalie","Moyale","October",2014,3.527,39.056,14,NA,10,NA,NA,4.38,NA
"1099","Benishangul-Gumuz","Mambook","October",2014,NA,NA,10,NA,NA,NA,NA,3.39,NA
"1100","Benishangul-Gumuz","Mender- Sebat ","October",2014,NA,NA,11,NA,NA,NA,NA,5.25,NA
"1101","Benishangul-Gumuz","Asossa","October",2014,34.53730603,10.05784932,NA,NA,NA,NA,NA,4.48,NA
"1102","Benishangul-Gumuz","Bambasi","October",2014,34.73046863,9.751504664,12.51,NA,NA,NA,NA,3.21,NA
"1103","Benishangul-Gumuz","Kemashi","October",2014,35.85916991,9.515450626,9.2,NA,NA,NA,NA,4.34,NA
"1104","Benishangul-Gumuz","Agelo- Meti ","October",2014,35.77048443,9.640776618,NA,NA,NA,NA,NA,4.38,NA
"1105","Benishangul-Gumuz","Avera","October",2014,NA,NA,10.61,NA,NA,NA,NA,4.12,NA
"1106","Somalie","Shinile","October.doc",NA,41.844013,9.686515,NA,NA,10.32,NA,NA,5.25,NA
"1107","Somalie","Arere","October.doc",NA,NA,NA,NA,NA,8,NA,NA,4.78,NA
"1108","Somalie","Jigjiga","October.doc",NA,42.792342,9.367259,13,NA,8.27,NA,14,6.54,26
"1109","Somalie","Hartshek","October.doc",NA,43.356499,9.161111,NA,NA,7.91,NA,NA,8.75,NA
"1110","Somalie","Dolo","October.doc",NA,42.059257,4.179211,NA,NA,NA,NA,NA,6.78,NA
"1111","Somalie","Moyale","October.doc",NA,3.527,39.056,NA,14.64,12,NA,NA,4.58,NA
"1112","Benishangul-Gumuz","Mambook","October.doc",NA,NA,NA,10.32,NA,NA,NA,NA,3.76,NA
"1113","Benishangul-Gumuz","Mender- Sebat ","October.doc",NA,NA,NA,11,NA,NA,NA,NA,5.25,NA
"1114","Benishangul-Gumuz","Asossa","October.doc",NA,34.53730603,10.05784932,11,NA,NA,NA,NA,4.59,NA
"1115","Benishangul-Gumuz","Bambasi","October.doc",NA,34.73046863,9.751504664,14.8,NA,NA,NA,NA,5.01,NA
"1116","Benishangul-Gumuz","Kemashi","October.doc",NA,35.85916991,9.515450626,8.52,NA,NA,NA,NA,4.7,NA
"1117","Benishangul-Gumuz","Agelo- Meti ","October.doc",NA,35.77048443,9.640776618,NA,NA,NA,NA,NA,5.75,NA
"1118","Benishangul-Gumuz","Avera","October.doc",NA,NA,NA,10.95,NA,NA,NA,NA,4.8,NA
"1119","Somalie","Shinile","September",2014,41.844013,9.686515,NA,NA,7,NA,NA,4.86,NA
"1120","Somalie","Arere","September",2014,NA,NA,NA,NA,7.83,NA,NA,6.2,NA
"1121","Somalie","Jigjiga","September",2014,42.792342,9.367259,13,NA,10.48,NA,14,6.59,26
"1122","Somalie","Hartshek","September",2014,43.356499,9.161111,NA,NA,8.46,NA,NA,8.75,NA
"1123","Somalie","Dolo","September",2014,42.059257,4.179211,NA,NA,NA,NA,NA,6.67,NA
"1124","Somalie","Moyale","September",2014,3.527,39.056,14.33,NA,10.63,NA,NA,4.58,NA
"1125","Benishangul-Gumuz","Mambook","September",2014,NA,NA,10,NA,NA,NA,NA,3.5,NA
"1126","Benishangul-Gumuz","Mender- Sebat ","September",2014,NA,NA,10.66,NA,NA,NA,NA,5.25,NA
"1127","Benishangul-Gumuz","Asossa","September",2014,34.53730603,10.05784932,12,NA,NA,NA,NA,4.91,NA
"1128","Benishangul-Gumuz","Bambasi","September",2014,34.73046863,9.751504664,12.65,NA,NA,NA,NA,3.19,NA
"1129","Benishangul-Gumuz","Kemashi","September",2014,35.85916991,9.515450626,7.59,NA,NA,NA,NA,4.84,NA
"1130","Benishangul-Gumuz","Agelo- Meti ","September",2014,35.77048443,9.640776618,NA,NA,11.8,NA,NA,4.57,NA
"1131","Benishangul-Gumuz","Avera","September",2014,NA,NA,10.42,NA,11.8,NA,NA,4.31,NA
"1132","Tigray","Enda- Silase ","August",2014,38.27211005,14.08944251,12.82,NA,6.48,NA,NA,6.31,NA
"1133","Tigray","Enda- Baguna ","August",2014,38.19317204,13.97860867,11.49,NA,8.77,NA,NA,5.86,NA
"1134","Tigray","Adwa","August",2014,38.88818805,14.14845458,8,NA,NA,NA,NA,4.38,NA
"1135","Tigray","Axum","August",2014,38.71879888,14.11130791,16.25,NA,NA,NA,NA,4.01,NA
"1136","Tigray","Adigrat","August",2014,39.46033457,14.26667752,9.83,NA,8,NA,NA,4.2,NA
"1137","Tigray","Wukiro","August",2014,39.599747,13.796083,8.87,NA,11.63,NA,NA,4.38,30
"1138","Tigray","Mai- Chew ","August",2014,39.541533,12.78792086,8.73,NA,9.29,11.31,NA,5.48,16.19
"1139","Tigray","Mekelle","August",2014,39.47221911,13.48719005,10,NA,9.47,NA,NA,4.2,43.11
"1140","Afar","Ayisaeta","August",2014,41.43333,11.56667,11,NA,10,NA,NA,4.57,NA
"1141","Afar","Dubti","August",2014,41.08260323,11.72765333,NA,NA,NA,NA,NA,7,NA
"1142","Afar","Melka Werers ","August",2014,40.18154914,9.340880502,9.32,NA,NA,NA,NA,3.82,14.66
"1143","Afar","Sebat Killo ","August",2014,8.983333333,40.16666667,10,NA,NA,NA,NA,7,15.49
"1144","Tigray","Enda- Silase ","December",2014,38.27211005,14.08944251,12.66,NA,NA,NA,NA,5.83,NA
"1145","Tigray","Enda- Baguna ","December",2014,38.19317204,13.97860867,11.69,NA,NA,NA,NA,6.38,NA
"1146","Tigray","Adwa","December",2014,38.88818805,14.14845458,8,NA,NA,NA,NA,4.38,NA
"1147","Tigray","Axum","December",2014,38.71879888,14.11130791,8.04,NA,NA,NA,NA,4.38,NA
