"","Region","Market","Month","Year","Longitude","Latitude","Unmilled Maize Price Birr.KG","Milled Maize Price Birr.KG"
"418","OROMIYA","Fiche","SEPTEMBER(1)","2013(1)","38.73344116","9.791083661","7.69","-"
"419","OROMIYA","Nazareth","APRIL","2014","39.26941988","8.535362997","6.50","10.32"
"420","OROMIYA","Shashe-","APRIL","2014","38.608142","7.205388","5.50","-"
"421","OROMIYA","Diksise","APRIL","2014","39.55824","8.059179","-","-"
"422","OROMIYA","Asella","APRIL","2014","39.12972322","7.949589951","5.16","10.00"
"423","OROMIYA","Asebe- Teferi ","APRIL","2014","40.86319806","9.072493603","6.66","7.16"
"424","OROMIYA","Bedessa","APRIL","2014","40.77378712","8.902011546","6.24","-"
"425","OROMIYA","Alemaya","APRIL","2014","42.01641123","9.379383214","6.00","7.83"
"426","OROMIYA","Boreda","APRIL","2014","41.278686","9.331067","6.16","-"
"427","OROMIYA","Adaba","APRIL","2014","39.3890878","7.004454253","5.52","8.00"
"428","OROMIYA","Robe","APRIL","2014","39.631104","7.860619","5.51","-"
"429","OROMIYA","Hagere- Mariam ","APRIL","2014","38.23373735","5.63380625","6.00","6.50"
"430","OROMIYA","Negele- Borena ","APRIL","2014","39.577385","5.33699","5.74","12.35"
"431","OROMIYA","Nazareth","AUGUST","2013","39.26941988","8.535362997","6.16","10.00"
"432","OROMIYA","Shashe-","AUGUST","2013","38.608142","7.205388","7.00","-"
"433","OROMIYA","Diksise","AUGUST","2013","39.55824","8.059179","6.67","-"
"434","OROMIYA","Asella","AUGUST","2013","39.12972322","7.949589951","6.83","11.00"
"435","OROMIYA","Asebe- Teferi ","AUGUST","2013","40.86319806","9.072493603","7.16","8.00"
"436","OROMIYA","Bedessa","AUGUST","2013","40.77378712","8.902011546","6.83","8.00"
"437","OROMIYA","Alemaya","AUGUST","2013","42.01641123","9.379383214","7.00","7.83"
"438","OROMIYA","Boreda","AUGUST","2013","41.278686","9.331067","6.83","-"
"439","OROMIYA","Adaba","AUGUST","2013","39.3890878","7.004454253","5.64","-"
"440","OROMIYA","Robe","AUGUST","2013","39.631104","7.860619","6.30","7.16"
"441","OROMIYA","Hagere- Mariam ","AUGUST","2013","38.23373735","5.63380625","6.66","7.33"
"442","OROMIYA","Negele- Borena ","AUGUST","2013","39.577385","5.33699","5.26","8.67"
