"","Region","Market","Month","Year","Longitude","Latitude","CEREALS UNMILLED_Wheat White","CEREALS UNMILLED_Wheat Mixed","CEREALS UNMILLED_Wheat Black (Red)","CEREALS MILLED_Wheat White","CEREALS MILLED_Wheat Mixed","BREAD AND OTHER PREPARED FOODS_Bread Wheat (Bakery)","P R I C E   I N    B I R R_Malt-Wheat"
"246","AMHARa","Mota","September","2015","37.8807432","11.07475582","9.00","-","-","-","-","4.30","-"
"247","AMHARa","Debre- markos ","September","2015","37.72636868","10.33641293","10.03","-","13.24","-","-","5.01","20.95"
"248","AMHARa","Dembecha","September","2015","37.48251554","10.56669266","10.09","-","-","-","-","4.20","-"
"249","AMHARa","Bahir- Dar ","September","2015","37.3815488","11.58416449","13.98","-","13.28","-","-","3.97","19.31"
"250","AMHARa","Sekota","September","2015","39.03355257","12.62479803","8.99","-","-","-","-","4.14","-"
"251","AMHARa","Amde Work ","September","2015","38.85815043","12.45920199","10.73","-","-","-","-","3.50","-"
"252","AMHARa","Danigla","September","2015","36.83153176","11.25223153","11.54","-","-","-","-","4.20","23.11"
"253","AMHARa","Chagni","September","2015","36.50793596","10.95196565","11.00","-","-","-","-","5.02","19.37"
"254","AMHARa","Kemise","September","2015","39.85696873","10.71374234","10.83","10.96","11.98","-","-","4.05","25.62"
"255","AMHARa","Bati","September","2015","40.0181327","11.19153266","-","-","-","-","-","6.56","-"
"256","GAMBELLA","Gambella","April","2016","34.58547076","8.249396585","-","-","-","-","-","3.57","-"
"257","GAMBELLA","Shebo- kire ","April","2016",NA,NA,"-","-","-","-","-","5.01","-"
"258","GAMBELLA","Meti","April","2016","7.233333333","35.31666667","11.00","-","10.00","-","-","5.39","-"
"259","DIREDAWA","Dire Dawa ","April","2016","41.8572763","9.593652332","13.98","-","11.83","14.00","12.32","5.68","23.33"
"260","DIREDAWA","Melka- Jebdu ","April","2016","41.77420401","9.617496554","13.00","-","11.00","-","-","4.55","-"
"261","GAMBELLA","Gambella","AUGUST","2015","34.58547076","8.249396585","20.00","-","-","-","-","3.33","-"
"262","GAMBELLA","Shebo- kire ","AUGUST","2015",NA,NA,"-","-","-","-","-","-","-"
"263","GAMBELLA","Meti","AUGUST","2015","7.233333333","35.31666667","12.00","-","-","-","-","5.12","-"
"264","DIREDAWA","Dire Dawa ","AUGUST","2015","41.8572763","9.593652332","15.15","-","12.24","15.00","13.66","4.97","20.98"
"265","DIREDAWA","Melka- Jebdu ","AUGUST","2015","41.77420401","9.617496554","13.66","-","11.00","-","-","4.55","-"
"266","GAMBELLA","Gambella","DECEMBER","2015","34.58547076","8.249396585","19.31","-","-","-","-","3.39","-"
"267","GAMBELLA","Shebo- kire ","DECEMBER","2015",NA,NA,"-","-","-","-","-","5.12","-"
"268","GAMBELLA","Meti","DECEMBER","2015","7.233333333","35.31666667","11.66","-","10.63","-","-","5.39","-"
"269","DIREDAWA","Dire Dawa ","DECEMBER","2015","41.8572763","9.593652332","14.74","-","12.96","14.00","13.83","4.66","24.00"
"270","DIREDAWA","Melka- Jebdu ","DECEMBER","2015","41.77420401","9.617496554","13.66","-","11.00","-","-","4.55","-"
"271","GAMBELLA","Gambella","February","2016","34.58547076","8.249396585","17.31","-","-","-","-","3.50","-"
"272","GAMBELLA","Shebo- kire ","February","2016",NA,NA,"-","-","-","-","-","5.25","-"
"273","GAMBELLA","Meti","February","2016","7.233333333","35.31666667","11.00","-","10.00","-","-","5.39","-"
"274","DIREDAWA","Dire Dawa ","February","2016","41.8572763","9.593652332","14.64","-","10.95","16.00","13.33","5.84","22.98"
"275","DIREDAWA","Melka- Jebdu ","February","2016","41.77420401","9.617496554","13.00","-","11.00","-","-","4.55","-"
"276","GAMBELLA","Gambella","JANUARY","2016","34.58547076","8.249396585","19.31","-","-","-","-","3.39","-"
"277","GAMBELLA","Shebo- kire ","JANUARY","2016",NA,NA,"-","-","-","-","-","4.89","-"
"278","GAMBELLA","Meti","JANUARY","2016","7.233333333","35.31666667","10.00","-","-","-","-","5.39","-"
"279","DIREDAWA","Dire Dawa ","JANUARY","2016","41.8572763","9.593652332","14.66","-","12.49","15.00","13.66","5.32","24.00"
"280","DIREDAWA","Melka- Jebdu ","JANUARY","2016","41.77420401","9.617496554","13.00","-","11.00","-","-","4.55","-"
"281","GAMBELLA","Gambella","JULY","2015","34.58547076","8.249396585","18.64","-","-","-","-","3.33","-"
"282","GAMBELLA","Shebo- kire ","JULY","2015",NA,NA,"-","-","-","-","-","4.78","-"
"283","GAMBELLA","Meti","JULY","2015","7.233333333","35.31666667","12.66","10.00","10.00","-","-","4.89","-"
"284","DIREDAWA","Dire Dawa ","JULY","2015","41.8572763","9.593652332","14.82","-","11.49","16.00","13.33","4.81","22.49"
"285","DIREDAWA","Melka- Jebdu ","JULY","2015","41.77420401","9.617496554","13.16","-","11.00","-","-","4.55","-"
"286","GAMBELLA","Gambella","June","2016","34.58547076","8.249396585","20.00","-","-","-","-","3.50","-"
"287","GAMBELLA","Shebo- kire ","June","2016",NA,NA,"-","-","-","-","-","4.89","-"
"288","GAMBELLA","Meti","June","2016","7.233333333","35.31666667","11.00","10.00","-","-","-","5.01","-"
"289","DIREDAWA","Dire Dawa ","June","2016","41.8572763","9.593652332","15.00","-","10.95","-","12.32","5.44","22.98"
"290","DIREDAWA","Melka- Jebdu ","June","2016","41.77420401","9.617496554","14.00","-","11.00","-","-","4.55","-"
"291","GAMBELLA","Gambella","March","2016","34.58547076","8.249396585","-","-","-","-","-","3.57","-"
"292","GAMBELLA","Shebo- kire ","March","2016",NA,NA,"-","-","-","-","-","5.12","-"
"293","GAMBELLA","Meti","March","2016","7.233333333","35.31666667","12.00","-","10.00","-","-","5.53","-"
"294","DIREDAWA","Dire Dawa ","March","2016","41.8572763","9.593652332","13.98","-","10.49","16.00","13.66","6.67","22.00"
"295","DIREDAWA","Melka- Jebdu ","March","2016","41.77420401","9.617496554","13.33","-","11.00","-","-","4.55","-"
"296","GAMBELLA","Gambella","May","2016","34.58547076","8.249396585","20.00","-","-","-","-","3.57","-"
"297","GAMBELLA","Shebo- kire ","May","2016",NA,NA,"-","-","-","-","-","4.89","-"
"298","GAMBELLA","Meti","May","2016","7.233333333","35.31666667","12.00","-","12.00","-","-","5.25","-"
"299","DIREDAWA","Dire Dawa ","May","2016","41.8572763","9.593652332","14.16","-","10.00","16.00","12.66","5.46","23.31"
"300","DIREDAWA","Melka- Jebdu ","May","2016","41.77420401","9.617496554","13.00","-","11.00","-","-","4.55","-"
"301","GAMBELLA","Gambella","NOVEMBER","2015","34.58547076","8.249396585","20.00","-","-","-","-","3.33","-"
"302","GAMBELLA","Shebo- kire ","NOVEMBER","2015",NA,NA,"-","-","-","-","-","4.89","-"
"303","GAMBELLA","Meti","NOVEMBER","2015","7.233333333","35.31666667","12.00","-","10.00","-","-","6.38","-"
"304","DIREDAWA","Dire Dawa ","NOVEMBER","2015","41.8572763","9.593652332","13.99","-","11.49","14.00","13.33","4.80","22.00"
"305","DIREDAWA","Melka- Jebdu ","NOVEMBER","2015","41.77420401","9.617496554","14.00","-","-","-","-","4.55","-"
"306","GAMBELLA","Gambella","October","2015","34.58547076","8.249396585","20.00","-","-","-","-","3.33","-"
"307","GAMBELLA","Shebo- kire ","October","2015",NA,NA,"-","-","-","-","-","5.01","-"
"308","GAMBELLA","Meti","October","2015","7.233333333","35.31666667","10.00","-","10.00","-","-","5.39","-"
"309","DIREDAWA","Dire Dawa ","October","2015","41.8572763","9.593652332","14.83","-","12.68","15.00","13.33","4.92","22.00"
"310","DIREDAWA","Melka- Jebdu ","October","2015","41.77420401","9.617496554","14.66","-","-","-","-","4.55","-"
"311","GAMBELLA","Gambella","September","2015","34.58547076","8.249396585","19.31","-","-","-","-","3.34","-"
"312","GAMBELLA","Shebo- kire ","September","2015",NA,NA,"-","-","-","-","-","4.89","-"
"313","GAMBELLA","Meti","September","2015","7.233333333","35.31666667","13.00","-","-","-","-","6.38","-"
"314","DIREDAWA","Dire Dawa ","September","2015","41.8572763","9.593652332","14.44","-","11.49","16.00","13.66","5.98","17.00"
"315","DIREDAWA","Melka- Jebdu ","September","2015","41.77420401","9.617496554","14.33","-","-","-","-","4.55","-"
"316","OROMIYA","Ghimbi","April","2016","35.83291974","9.163103789","10.97","-","-","-","-","7.00","-"
"317","OROMIYA","Dembi- dolo ","April","2016","34.79748694","8.530219501","10.00","8.00","-","-","-","3.96","-"
"318","OROMIYA","Shambu","April","2016","37.09431432","9.569809208","7.12","7.10","6.44","-","-","5.81","-"
"319","OROMIYA","Nekemte","April","2016","36.54851971","9.09042469","10.00","9.00","9.00","-","-","5.00","-"
"320","OROMIYA","Bedele","April","2016","36.36017384","8.454821965","15.00","12.00","10.00","-","-","3.50","-"
"321","OROMIYA","Metu","April","2016","35.58726864","8.300606827","12.00","-","10.00","-","-","3.75","-"
"322","OROMIYA","Jimma","April","2016","36.84385226","7.672338798","12.00","12.00","11.00","-","-","3.92","-"
"323","OROMIYA","Agaro","April","2016","36.58627683","7.848002731","11.76","-","-","-","-","4.38","10.72"
"324","OROMIYA","Ambo","April","2016","37.8446066","8.976806527","7.10","8.07","8.90","-","-","3.76","16.14"
"325","OROMIYA","Weliso","April","2016","37.97073066","8.534178897","7.89","-","-","-","-","4.24","16.71"
"326","OROMIYA","Ejere","April","2016","39.262249","8.78288","10.10","-","11.52","-","-","4.67","28.62"
"327","OROMIYA","Fiche","April","2016","38.73344116","9.791083661","8.39","8.00","10.41","-","-","4.55","15.51"
"328","OROMIYA","Ghimbi","AUGUST","2015","35.83291974","9.163103789","12.00","-","-","-","-","5.00","-"
"329","OROMIYA","Dembi- dolo ","AUGUST","2015","34.79748694","8.530219501","12.00","9.32","-","-","-","3.50","-"
"330","OROMIYA","Shambu","AUGUST","2015","37.09431432","9.569809208","9.13","9.12","-","-","-","4.88","-"
"331","OROMIYA","Nekemte","AUGUST","2015","36.54851971","9.09042469","10.00","10.00","10.00","-","-","5.44","-"
"332","OROMIYA","Bedele","AUGUST","2015","36.36017384","8.454821965","15.00","13.00","11.00","-","-","4.29","-"
"333","OROMIYA","Metu","AUGUST","2015","35.58726864","8.300606827","11.00","-","11.00","-","-","3.82","-"
"334","OROMIYA","Jimma","AUGUST","2015","36.84385226","7.672338798","12.00","-","11.00","-","-","3.41","-"
"335","OROMIYA","Agaro","AUGUST","2015","36.58627683","7.848002731","11.76","-","-","-","-","4.38","10.13"
"336","OROMIYA","Ambo","AUGUST","2015","37.8446066","8.976806527","10.67","-","11.06","-","-","4.40","17.22"
"337","OROMIYA","Weliso","AUGUST","2015","37.97073066","8.534178897","10.50","-","-","-","-","3.63","16.17"
"338","OROMIYA","Ejere","AUGUST","2015","39.262249","8.78288","11.50","-","-","-","-","4.67","-"
"339","OROMIYA","Fiche","AUGUST","2015","38.73344116","9.791083661","11.40","-","12.20","17.02","-","4.55","18.32"
"340","OROMIYA","Ghimbi","DECEMBER","2015","35.83291974","9.163103789","11.00","10.00","9.85","-","-","5.00","-"
"341","OROMIYA","Dembi- dolo ","DECEMBER","2015","34.79748694","8.530219501","9.00","7.00","-","-","-","3.61","-"
"342","OROMIYA","Shambu","DECEMBER","2015","37.09431432","9.569809208","8.02","8.00","8.02","-","-","6.02","-"
"343","OROMIYA","Nekemte","DECEMBER","2015","36.54851971","9.09042469","11.00","10.00","10.00","-","-","4.93","-"
"344","OROMIYA","Bedele","DECEMBER","2015","36.36017384","8.454821965","13.92","12.48","11.00","-","-","3.77","-"
"345","OROMIYA","Metu","DECEMBER","2015","35.58726864","8.300606827","10.00","-","10.00","-","-","3.82","-"
"346","OROMIYA","Jimma","DECEMBER","2015","36.84385226","7.672338798","12.00","-","10.00","-","-","3.86","-"
"347","OROMIYA","Agaro","DECEMBER","2015","36.58627683","7.848002731","11.66","-","-","-","-","4.29","10.45"
"348","OROMIYA","Ambo","DECEMBER","2015","37.8446066","8.976806527","9.00","-","11.05","-","-","4.40","14.01"
"349","OROMIYA","Weliso","DECEMBER","2015","37.97073066","8.534178897","8.43","-","11.89","-","-","4.05","17.93"
"350","OROMIYA","Ejere","DECEMBER","2015","39.262249","8.78288","9.68","-","14.98","-","-","4.67","-"
"351","OROMIYA","Fiche","DECEMBER","2015","38.73344116","9.791083661","11.08","-","11.89","-","-","4.55","17.25"
"352","OROMIYA","Ghimbi","February","2016","35.83291974","9.163103789","11.66","10.00","-","-","-","5.00","-"
"353","OROMIYA","Dembi- dolo ","February","2016","34.79748694","8.530219501","12.00","9.00","-","-","-","3.57","-"
"354","OROMIYA","Shambu","February","2016","37.09431432","9.569809208","8.01","7.95","7.97","-","-","5.73","-"
"355","OROMIYA","Nekemte","February","2016","36.54851971","9.09042469","10.00","9.00","9.00","-","-","5.13","-"
"356","OROMIYA","Bedele","February","2016","36.36017384","8.454821965","15.00","12.00","10.00","-","-","3.50","-"
"357","OROMIYA","Metu","February","2016","35.58726864","8.300606827","10.00","-","10.00","-","-","3.75","-"
"358","OROMIYA","Jimma","February","2016","36.84385226","7.672338798","12.00","-","10.00","-","-","3.65","-"
"359","OROMIYA","Agaro","February","2016","36.58627683","7.848002731","11.76","-","-","-","-","4.38","11.08"
"360","OROMIYA","Ambo","February","2016","37.8446066","8.976806527","8.52","-","8.35","-","-","4.26","18.03"
"361","OROMIYA","Weliso","February","2016","37.97073066","8.534178897","8.43","-","-","-","-","3.76","19.68"
"362","OROMIYA","Ejere","February","2016","39.262249","8.78288","9.43","-","11.43","-","-","4.67","22.24"
"363","OROMIYA","Fiche","February","2016","38.73344116","9.791083661","8.96","-","11.56","-","-","4.55","10.84"
"364","OROMIYA","Ghimbi","JANUARY","2016","35.83291974","9.163103789","11.00","-","-","-","-","5.00","-"
"365","OROMIYA","Dembi- dolo ","JANUARY","2016","34.79748694","8.530219501","13.00","10.00","-","-","-","4.04","-"
"366","OROMIYA","Shambu","JANUARY","2016","37.09431432","9.569809208","8.00","6.38","6.43","-","-","5.93","-"
"367","OROMIYA","Nekemte","JANUARY","2016","36.54851971","9.09042469","10.00","9.00","9.00","-","-","4.77","-"
"368","OROMIYA","Bedele","JANUARY","2016","36.36017384","8.454821965","15.00","10.00","9.00","-","-","3.50","-"
"369","OROMIYA","Metu","JANUARY","2016","35.58726864","8.300606827","12.00","-","10.32","-","-","3.75","-"
"370","OROMIYA","Jimma","JANUARY","2016","36.84385226","7.672338798","12.00","-","10.00","-","-","3.92","-"
"371","OROMIYA","Agaro","JANUARY","2016","36.58627683","7.848002731","11.47","-","-","-","-","4.38","10.32"
"372","OROMIYA","Ambo","JANUARY","2016","37.8446066","8.976806527","7.73","-","11.16","-","-","4.07","15.23"
"373","OROMIYA","Weliso","JANUARY","2016","37.97073066","8.534178897","9.02","-","13.63","-","-","3.76","18.49"
"374","OROMIYA","Ejere","JANUARY","2016","39.262249","8.78288","9.35","-","11.06","-","-","4.67","25.03"
"375","OROMIYA","Fiche","JANUARY","2016","38.73344116","9.791083661","9.48","-","11.31","-","-","4.55","15.99"
"376","OROMIYA","Ghimbi","JULY","2015","35.83291974","9.163103789","12.32","-","-","-","-","5.00","-"
"377","OROMIYA","Dembi- dolo ","JULY","2015","34.79748694","8.530219501","14.00","10.00","-","-","-","3.09","-"
"378","OROMIYA","Shambu","JULY","2015","37.09431432","9.569809208","9.13","9.15","9.13","-","-","5.15","-"
"379","OROMIYA","Nekemte","JULY","2015","36.54851971","9.09042469","10.00","9.00","-","-","-","5.49","-"
"380","OROMIYA","Bedele","JULY","2015","36.36017384","8.454821965","13.00","10.00","10.00","-","-","3.70","-"
"381","OROMIYA","Metu","JULY","2015","35.58726864","8.300606827","12.00","-","11.32","-","-","3.82","-"
"382","OROMIYA","Jimma","JULY","2015","36.84385226","7.672338798","12.00","-","10.00","-","-","3.28","-"
"383","OROMIYA","Agaro","JULY","2015","36.58627683","7.848002731","11.76","-","-","-","-","4.38","10.93"
"384","OROMIYA","Ambo","JULY","2015","37.8446066","8.976806527","10.92","-","10.01","-","-","4.27","17.35"
"385","OROMIYA","Weliso","JULY","2015","37.97073066","8.534178897","11.35","-","-","-","-","3.76","16.42"
"386","OROMIYA","Ejere","JULY","2015","39.262249","8.78288","10.59","-","17.65","-","-","4.67","25.03"
"387","OROMIYA","Fiche","JULY","2015","38.73344116","9.791083661","10.10","-","12.74","-","-","4.55","18.55"
"388","OROMIYA","Ghimbi","June","2016","35.83291974","9.163103789","-","-","10.00","-","-","7.05","-"
"389","OROMIYA","Dembi- dolo ","June","2016","34.79748694","8.530219501","11.75","8.92","-","-","-","3.56","-"
"390","OROMIYA","Shambu","June","2016","37.09431432","9.569809208","6.52","6.40","6.45","-","-","5.26","-"
"391","OROMIYA","Nekemte","June","2016","36.54851971","9.09042469","10.00","8.34","8.38","-","-","4.90","-"
"392","OROMIYA","Bedele","June","2016","36.36017384","8.454821965","15.64","13.00","11.00","-","-","3.50","-"
"393","OROMIYA","Metu","June","2016","35.58726864","8.300606827","12.00","-","10.32","-","-","3.75","-"
"394","OROMIYA","Jimma","June","2016","36.84385226","7.672338798","12.00","-","10.00","-","-","3.86","-"
"395","OROMIYA","Agaro","June","2016","36.58627683","7.848002731","10.59","-","-","-","-","4.38","10.10"
"396","OROMIYA","Ambo","June","2016","37.8446066","8.976806527","8.20","-","10.03","-","-","4.04","21.79"
"397","OROMIYA","Weliso","June","2016","37.97073066","8.534178897","8.15","-","13.79","-","-","4.38","17.40"
"398","OROMIYA","Ejere","June","2016","39.262249","8.78288","9.35","-","10.98","-","-","4.67","25.54"
"399","OROMIYA","Fiche","June","2016","38.73344116","9.791083661","8.72","-","11.22","-","-","4.55","15.64"
"400","OROMIYA","Ghimbi","March","2016","35.83291974","9.163103789","12.00","-","-","-","-","7.00","-"
"401","OROMIYA","Dembi- dolo ","March","2016","34.79748694","8.530219501","11.66","9.00","-","-","-","3.63","-"
"402","OROMIYA","Shambu","March","2016","37.09431432","9.569809208","7.09","7.12","6.49","-","-","5.83","-"
"403","OROMIYA","Nekemte","March","2016","36.54851971","9.09042469","10.00","9.00","8.00","-","-","4.69","-"
"404","OROMIYA","Bedele","March","2016","36.36017384","8.454821965","13.00","12.00","10.00","-","-","3.50","11.55"
"405","OROMIYA","Metu","March","2016","35.58726864","8.300606827","12.00","-","10.00","-","-","3.75","-"
"406","OROMIYA","Jimma","March","2016","36.84385226","7.672338798","11.76","-","-","-","-","4.38","10.52"
"407","OROMIYA","Agaro","March","2016","36.58627683","7.848002731","11.76","-","-","-","-","4.38","10.52"
"408","OROMIYA","Ambo","March","2016","37.8446066","8.976806527","10.00","8.61","8.75","-","-","3.89","10.36"
"409","OROMIYA","Weliso","March","2016","37.97073066","8.534178897","8.71","-","-","-","-","4.21","16.44"
"410","OROMIYA","Ejere","March","2016","39.262249","8.78288","9.68","-","11.11","-","-","4.67","24.07"
"411","OROMIYA","Fiche","March","2016","38.73344116","9.791083661","8.47","-","10.22","-","-","4.55","14.72"
"412","OROMIYA","Ghimbi","May","2016","35.83291974","9.163103789","10.00","10.00","-","-","-","7.00","-"
"413","OROMIYA","Dembi- dolo ","May","2016","34.79748694","8.530219501","12.00","10.00","-","-","-","3.43","-"
"414","OROMIYA","Shambu","May","2016","37.09431432","9.569809208","6.41","6.38","6.41","-","-","5.83","-"
"415","OROMIYA","Nekemte","May","2016","36.54851971","9.09042469","10.00","10.00","9.00","-","-","4.97","-"
"416","OROMIYA","Bedele","May","2016","36.36017384","8.454821965","15.00","9.32","10.00","-","-","3.50","-"
"417","OROMIYA","Metu","May","2016","35.58726864","8.300606827","12.00","-","10.66","-","-","3.75","-"
"418","OROMIYA","Jimma","May","2016","36.84385226","7.672338798","12.00","-","10.49","-","-","3.86","-"
"419","OROMIYA","Agaro","May","2016","36.58627683","7.848002731","11.56","-","-","-","-","4.38","10.59"
"420","OROMIYA","Ambo","May","2016","37.8446066","8.976806527","7.55","-","10.55","-","-","4.04","28.32"
"421","OROMIYA","Weliso","May","2016","37.97073066","8.534178897","9.29","-","10.16","-","-","4.38","18.49"
"422","OROMIYA","Ejere","May","2016","39.262249","8.78288","9.72","-","11.30","-","-","4.67","28.01"
"423","OROMIYA","Fiche","May","2016","38.73344116","9.791083661","8.64","-","12.67","-","-","4.55","12.83"
"424","OROMIYA","Ghimbi","NOVEMBER","2015","35.83291974","9.163103789","12.00","10.49","-","-","-","5.00","-"
"425","OROMIYA","Dembi- dolo ","NOVEMBER","2015","34.79748694","8.530219501","12.32","9.65","-","-","-","3.28","-"
"426","OROMIYA","Shambu","NOVEMBER","2015","37.09431432","9.569809208","8.04","7.99","8.04","-","-","5.77","-"
"427","OROMIYA","Nekemte","NOVEMBER","2015","36.54851971","9.09042469","11.00","9.48","9.99","-","-","4.78","-"
"428","OROMIYA","Bedele","NOVEMBER","2015","36.36017384","8.454821965","15.00","15.00","10.00","-","-","3.77","-"
"429","OROMIYA","Metu","NOVEMBER","2015","35.58726864","8.300606827","12.00","-","11.00","-","-","3.75","-"
"430","OROMIYA","Jimma","NOVEMBER","2015","36.84385226","7.672338798","12.00","-","11.00","-","-","3.28","-"
"431","OROMIYA","Agaro","NOVEMBER","2015","36.58627683","7.848002731","11.76","-","-","-","-","4.38","10.45"
"432","OROMIYA","Ambo","NOVEMBER","2015","37.8446066","8.976806527","9.93","-","11.43","-","-","4.07","17.83"
"433","OROMIYA","Weliso","NOVEMBER","2015","37.97073066","8.534178897","10.39","12.14","-","-","-","3.76","18.48"
"434","OROMIYA","Ejere","NOVEMBER","2015","39.262249","8.78288","9.68","-","18.52","-","-","4.67","25.54"
"435","OROMIYA","Fiche","NOVEMBER","2015","38.73344116","9.791083661","10.60","-","13.31","-","-","4.04","16.46"
"436","OROMIYA","Ghimbi","October","2015","35.83291974","9.163103789","12.00","11.00","-","-","-","5.00","-"
"437","OROMIYA","Dembi- dolo ","October","2015","34.79748694","8.530219501","10.00","8.00","-","-","-","3.76","-"
"438","OROMIYA","Shambu","October","2015","37.09431432","9.569809208","9.19","9.14","9.13","-","-","5.03","-"
"439","OROMIYA","Nekemte","October","2015","36.54851971","9.09042469","12.49","10.00","10.00","-","-","4.15","-"
"440","OROMIYA","Bedele","October","2015","36.36017384","8.454821965","15.00","13.50","12.00","-","-","3.50","-"
"441","OROMIYA","Metu","October","2015","35.58726864","8.300606827","12.00","-","11.00","-","-","3.75","-"
"442","OROMIYA","Jimma","October","2015","36.84385226","7.672338798","12.00","-","10.49","-","-","3.33","-"
"443","OROMIYA","Agaro","October","2015","36.58627683","7.848002731","11.76","-","-","-","-","4.38","10.51"
"444","OROMIYA","Ambo","October","2015","37.8446066","8.976806527","10.92","-","11.30","-","-","4.07","16.41"
"445","OROMIYA","Weliso","October","2015","37.97073066","8.534178897","10.98","-","13.56","-","-","3.63","17.91"
"446","OROMIYA","Ejere","October","2015","39.262249","8.78288","10.69","-","18.82","-","-","4.67","25.54"
"447","OROMIYA","Fiche","October","2015","38.73344116","9.791083661","11.15","-","11.78","-","-","4.55","17.07"
"448","OROMIYA","Ghimbi","September","2015","35.83291974","9.163103789","12.00","-","-","-","-","5.00","-"
"449","OROMIYA","Dembi- dolo ","September","2015","34.79748694","8.530219501","12.00","10.00","-","-","-","3.63","-"
"450","OROMIYA","Shambu","September","2015","37.09431432","9.569809208","10.32","10.00","10.00","-","-","4.80","-"
"451","OROMIYA","Nekemte","September","2015","36.54851971","9.09042469","10.32","10.00","10.00","-","-","4.80","-"
"452","OROMIYA","Bedele","September","2015","36.36017384","8.454821965","15.00","13.00","11.00","-","-","4.29","-"
"453","OROMIYA","Metu","September","2015","35.58726864","8.300606827","12.00","-","11.00","-","-","3.75","-"
"454","OROMIYA","Jimma","September","2015","36.84385226","7.672338798","12.66","-","12.00","-","-","3.33","-"
"455","OROMIYA","Agaro","September","2015","36.58627683","7.848002731","11.76","-","-","-","-","4.38","11.15"
"456","OROMIYA","Ambo","September","2015","37.8446066","8.976806527","10.92","-","10.92","-","-","4.61","18.49"
"457","OROMIYA","Weliso","September","2015","37.97073066","8.534178897","10.67","-","-","-","-","3.63","18.19"
"458","OROMIYA","Ejere","September","2015","39.262249","8.78288","10.75","-","19.28","-","-","4.67","24.50"
"459","OROMIYA","Fiche","September","2015","38.73344116","9.791083661","11.03","-","12.57","-","-","4.55","18.56"
"460","OROMIYA","Nazareth","April","2016","39.26941988","8.535362997","11.66","11.00","-","14.66","-","4.55","13.05"
"461","OROMIYA","Shashe-","April","2016","38.608142","7.205388","10.83","9.66","9.00","15.00","-","4.86","21.78"
"462","OROMIYA","Diksise","April","2016","39.55824","8.059179","7.33","6.64","-","-","-","5.01","-"
"463","OROMIYA","Asella","April","2016","39.12972322","7.949589951","8.83","-","-","10.00","-","4.55","15.26"
"464","OROMIYA","Asebe- Teferi ","April","2016","40.86319806","9.072493603","15.00","-","11.00","-","-","8.12","-"
"465","OROMIYA","Bedessa","April","2016","40.77378712","8.902011546","13.33","-","9.84","-","-","7.09","-"
"466","OROMIYA","Alemaya","April","2016","42.01641123","9.379383214","14.00","-","11.00","-","-","5.74","-"
"467","OROMIYA","Boreda","April","2016","41.278686","9.331067","-","-","12.32","-","-","4.61","-"
"468","OROMIYA","Adaba","April","2016","39.3890878","7.004454253","8.63","7.13","-","-","10.66","5.46","-"
"469","OROMIYA","Robe","April","2016","39.631104","7.860619","8.60","7.57","-","-","-","6.18","-"
"470","OROMIYA","Hagere- Mariam ","April","2016","38.23373735","5.63380625","10.00","-","-","10.66","-","5.26","9.11"
"471","OROMIYA","Negele- Borena ","April","2016","39.577385","5.33699","-","9.46","8.45","-","-","5.00","-"
"472","OROMIYA","Nazareth","AUGUST","2015","39.26941988","8.535362997","10.66","9.00","-","13.66","-","4.20","12.16"
"473","OROMIYA","Shashe-","AUGUST","2015","38.608142","7.205388","12.50","11.66","11.16","15.00","-","4.35","21.78"
"474","OROMIYA","Diksise","AUGUST","2015","39.55824","8.059179","12.59","11.40","11.40","-","-","5.25","-"
"475","OROMIYA","Asella","AUGUST","2015","39.12972322","7.949589951","10.50","-","-","12.00","-","4.20","17.50"
"476","OROMIYA","Asebe- Teferi ","AUGUST","2015","40.86319806","9.072493603","13.98","-","10.00","-","-","4.40","-"
"477","OROMIYA","Bedessa","AUGUST","2015","40.77378712","8.902011546","13.00","-","9.84","-","-","5.54","-"
"478","OROMIYA","Alemaya","AUGUST","2015","42.01641123","9.379383214","13.66","-","10.00","-","-","5.26","-"
"479","OROMIYA","Boreda","AUGUST","2015","41.278686","9.331067","-","-","10.66","-","-","4.77","-"
"480","OROMIYA","Adaba","AUGUST","2015","39.3890878","7.004454253","10.07","8.42","-","-","12.00","5.64","-"
"481","OROMIYA","Robe","AUGUST","2015","39.631104","7.860619","10.14","9.36","-","-","-","6.63","-"
"482","OROMIYA","Hagere- Mariam ","AUGUST","2015","38.23373735","5.63380625","12.32","-","-","12.00","-","5.53","12.50"
"483","OROMIYA","Negele- Borena ","AUGUST","2015","39.577385","5.33699","9.46","10.07","-","-","-","4.38","-"
"484","OROMIYA","Nazareth","DECEMBER","2015","39.26941988","8.535362997","11.97","10.97","-","13.66","-","4.55","13.83"
"485","OROMIYA","Shashe-","DECEMBER","2015","38.608142","7.205388","11.00","10.00","10.33","15.00","-","4.38","16.60"
"486","OROMIYA","Diksise","DECEMBER","2015","39.55824","8.059179","11.45","8.48","8.51","-","-","4.55","-"
"487","OROMIYA","Asella","DECEMBER","2015","39.12972322","7.949589951","9.75","-","-","12.00","-","5.25","14.88"
"488","OROMIYA","Asebe- Teferi ","DECEMBER","2015","40.86319806","9.072493603","14.61","-","11.00","-","-","4.40","-"
"489","OROMIYA","Bedessa","DECEMBER","2015","40.77378712","8.902011546","13.66","-","9.37","-","-","5.54","-"
