"","Region","Market","Month","Year","Longitude","Latitude","CEREALS UNMILLED_Wheat White","CEREALS UNMILLED_Wheat Mixed","CEREALS UNMILLED_Wheat Black (Red)","CEREALS MILLED_Wheat White","CEREALS MILLED_Wheat Mixed","BREAD AND OTHER PREPARED FOODS_Bread Wheat (Bakery)","P R I C E   I N    B I R R_Malt-Wheat"
"49","AMHARA","Debre- Tabor ","February","2016","38.00833967","11.84769551","11.73","-","7.51","-","-","4.57","-"
"50","AMHARA","Kobo","February","2016","39.63127424","12.16406542","9.66","-","14.49","-","-","4.88","-"
"51","AMHARA","Weldiya","February","2016","39.6014117","11.82360232","11.97","-","12.40","-","-","4.38","24.20"
"52","AMHARA","Kombolcha","February","2016","39.73724188","11.07807805","9.83","-","-","-","-","3.97","38.93"
"53","AMHARA","Dessie","February","2016","39.63548793","11.11703902","8.86","8.06","12.34","-","-","2.93","26.83"
"54","AMHARA","Shewa- Robit ","February","2016","39.90269733","10.00580856","11.86","-","-","-","-","5.15","-"
"55","AMHARA","Debre-¦","February","2016","39.52890047","9.67650294","9.83","8.99","-","-","-","5.82","-"
"56","AMHARA","Chuahit","JANUARY","2016","39.311961","10.643157","10.00","-","-","-","-","4.43","-"
"57","AMHARA","Gondar","JANUARY","2016","37.46149667","12.59878688","10.00","-","-","-","-","4.53","15.00"
"58","AMHARA","Esete","JANUARY","2016","37.88657423","10.92298692","8.14","-","7.36","-","-","4.17","13.21"
"59","AMHARA","Debre- Tabor ","JANUARY","2016","38.00833967","11.84769551","11.76","-","8.34","-","-","3.93","15.40"
"60","AMHARA","Kobo","JANUARY","2016","39.63127424","12.16406542","10.13","-","11.15","-","-","4.53","-"
"61","AMHARA","Weldiya","JANUARY","2016","39.6014117","11.82360232","9.58","-","11.88","-","-","4.72","24.20"
"62","AMHARA","Kombolcha","JANUARY","2016","39.73724188","11.07807805","10.04","-","-","-","-","3.69","40.40"
"63","AMHARA","Dessie","JANUARY","2016","39.63548793","11.11703902","10.54","9.72","12.69","-","-","3.40","35.13"
"64","AMHARA","Shewa- Robit ","JANUARY","2016","39.90269733","10.00580856","11.92","-","-","-","-","5.14","-"
"65","AMHARA","Debre-¦","JANUARY","2016","39.52890047","9.67650294","10.33","9.50","-","-","-","5.82","-"
"66","AMHARA","Chuahit","JULY","2015","39.311961","10.643157","10.00","-","-","-","-","4.41","-"
"67","AMHARA","Gondar","JULY","2015","37.46149667","12.59878688","10.32","-","-","-","-","4.53","15.00"
"68","AMHARA","Esete","JULY","2015","37.88657423","10.92298692","9.56","-","8.00","-","-","3.99","12.49"
"69","AMHARA","Debre- Tabor ","JULY","2015","38.00833967","11.84769551","12.22","-","9.13","-","-","3.51","14.59"
"70","AMHARA","Kobo","JULY","2015","39.63127424","12.16406542","10.11","9.60","12.49","-","-","4.53","-"
"71","AMHARA","Weldiya","JULY","2015","39.6014117","11.82360232","10.00","-","10.46","-","-","4.38","22.47"
"72","AMHARA","Kombolcha","JULY","2015","39.73724188","11.07807805","9.26","-","11.43","-","-","4.47","34.62"
"73","AMHARA","Dessie","JULY","2015","39.63548793","11.11703902","8.97","8.81","13.25","-","-","3.78","23.61"
"74","AMHARA","Shewa- Robit ","JULY","2015","39.90269733","10.00580856","13.00","-","12.87","-","-","5.69","-"
"75","AMHARA","Debre-¦","JULY","2015","39.52890047","9.67650294","10.50","9.77","-","-","-","4.81","-"
"76","AMHARA","Chuahit","June","2016","39.311961","10.643157","-","-","-","-","-","4.43","14.37"
"77","AMHARA","Gondar","June","2016","37.46149667","12.59878688","10.00","-","-","-","-","4.38","14.00"
"78","AMHARA","Esete","June","2016","37.88657423","10.92298692","7.39","-","6.11","-","-","4.24","12.17"
"79","AMHARA","Debre- Tabor ","June","2016","38.00833967","11.84769551","11.82","-","6.64","-","-","4.87","11.27"
"80","AMHARA","Kobo","June","2016","39.63127424","12.16406542","10.35","-","13.61","-","-","5.26","-"
"81","AMHARA","Weldiya","June","2016","39.6014117","11.82360232","11.35","-","12.90","-","-","4.72","24.20"
"82","AMHARA","Kombolcha","June","2016","39.73724188","11.07807805","7.09","-","-","-","-","4.13","41.23"
"83","AMHARA","Dessie","June","2016","39.63548793","11.11703902","7.59","7.13","12.04","-","-","3.78","28.35"
"84","AMHARA","Shewa- Robit ","June","2016","39.90269733","10.00580856","11.80","-","-","-","-","5.04","-"
"85","AMHARA","Debre-¦","June","2016","39.52890047","9.67650294","9.00","7.50","-","-","-","5.69","-"
"86","AMHARA","Chuahit","March","2016","39.311961","10.643157","-","-","-","-","-","4.41","-"
"87","AMHARA","Gondar","March","2016","37.46149667","12.59878688","10.66","-","-","-","-","4.53","15.00"
"88","AMHARA","Esete","March","2016","37.88657423","10.92298692","8.45","-","6.97","-","-","4.25","11.21"
"89","AMHARA","Debre- Tabor ","March","2016","38.00833967","11.84769551","11.00","-","7.56","-","-","4.08","-"
"90","AMHARA","Kobo","March","2016","39.63127424","12.16406542","10.22","-","13.71","-","-","4.21","-"
"91","AMHARA","Weldiya","March","2016","39.6014117","11.82360232","10.86","-","11.88","-","-","5.01","25.72"
"92","AMHARA","Kombolcha","March","2016","39.73724188","11.07807805","8.54","-","-","-","-","3.97","39.64"
"93","AMHARA","Dessie","March","2016","39.63548793","11.11703902","8.35","8.00","11.61","-","-","-","38.44"
"94","AMHARA","Shewa- Robit ","March","2016","39.90269733","10.00580856","11.73","-","-","-","-","5.16","-"
"95","AMHARA","Debre-¦","March","2016","39.52890047","9.67650294","9.00","8.16","-","-","-","5.78","-"
"96","AMHARA","Chuahit","May","2016","39.311961","10.643157","-","-","-","-","-","5.55","-"
"97","AMHARA","Gondar","May","2016","37.46149667","12.59878688","10.16","-","-","-","-","4.53","15.00"
"98","AMHARA","Esete","May","2016","37.88657423","10.92298692","8.82","-","6.81","-","-","4.08","11.05"
"99","AMHARA","Debre- Tabor ","May","2016","38.00833967","11.84769551","11.92","-","7.34","-","-","3.99","-"
"100","AMHARA","Kobo","May","2016","39.63127424","12.16406542","10.03","-","-","-","-","4.89","-"
"101","AMHARA","Weldiya","May","2016","39.6014117","11.82360232","9.58","-","11.88","-","-","4.72","24.20"
"102","AMHARA","Kombolcha","May","2016","39.73724188","11.07807805","8.75","-","-","-","-","4.38","40.40"
"103","AMHARA","Dessie","May","2016","39.63548793","11.11703902","8.12","7.96","13.97","-","-","4.17","27.87"
"104","AMHARA","Shewa- Robit ","May","2016","39.90269733","10.00580856","11.91","-","-","-","-","5.03","-"
"105","AMHARA","Debre-¦","May","2016","39.52890047","9.67650294","9.00","8.16","-","-","-","5.50","-"
"106","AMHARA","Chuahit","NOVEMBER","2015","39.311961","10.643157","10.00","-","-","-","-","4.41","-"
"107","AMHARA","Gondar","NOVEMBER","2015","37.46149667","12.59878688","10.16","-","-","-","-","4.38","15.00"
"108","AMHARA","Esete","NOVEMBER","2015","37.88657423","10.92298692","8.93","-","7.92","-","-","-","11.38"
"109","AMHARA","Debre- Tabor ","NOVEMBER","2015","38.00833967","11.84769551","11.57","-","8.05","-","-","4.28","11.48"
"110","AMHARA","Kobo","NOVEMBER","2015","39.63127424","12.16406542","10.85","-","12.79","-","-","4.36","-"
"111","AMHARA","Weldiya","NOVEMBER","2015","39.6014117","11.82360232","9.63","-","10.68","-","-","4.38","24.20"
"112","AMHARA","Kombolcha","NOVEMBER","2015","39.73724188","11.07807805","10.39","-","11.36","-","-","3.97","40.40"
"113","AMHARA","Dessie","NOVEMBER","2015","39.63548793","11.11703902","10.20","9.52","14.93","-","-","2.11","19.78"
"114","AMHARA","Shewa- Robit ","NOVEMBER","2015","39.90269733","10.00580856","12.88","-","-","-","-","5.11","-"
"115","AMHARA","Debre-¦","NOVEMBER","2015","39.52890047","9.67650294","10.00","9.58","-","-","-","5.72","-"
"116","AMHARA","Chuahit","October","2015","39.311961","10.643157","10.00","-","-","-","-","4.43","-"
"117","AMHARA","Gondar","October","2015","37.46149667","12.59878688","10.16","-","-","-","-","4.53","15.00"
"118","AMHARA","Esete","October","2015","37.88657423","10.92298692","9.70","-","8.58","-","-","4.29","11.73"
"119","AMHARA","Debre- Tabor ","October","2015","38.00833967","11.84769551","11.92","-","8.02","-","-","4.16","16.43"
"120","AMHARA","Kobo","October","2015","39.63127424","12.16406542","10.48","-","11.72","-","-","4.21","19.45"
"121","AMHARA","Weldiya","October","2015","39.6014117","11.82360232","11.48","-","11.24","-","-","4.38","25.02"
"122","AMHARA","Kombolcha","October","2015","39.73724188","11.07807805","10.27","-","11.33","-","-","4.04","38.93"
"123","AMHARA","Dessie","October","2015","39.63548793","11.11703902","9.69","9.62","14.69","-","-","3.42","28.07"
"124","AMHARA","Shewa- Robit ","October","2015","39.90269733","10.00580856","12.70","-","-","-","-","5.09","-"
"125","AMHARA","Debre-¦","October","2015","39.52890047","9.67650294","10.16","9.68","-","-","-","5.29","-"
"126","AMHARA","Chuahit","September","2015","39.311961","10.643157","10.00","-","-","-","-","4.41","-"
"127","AMHARA","Gondar","September","2015","37.46149667","12.59878688","11.00","-","-","-","-","4.53","15.00"
"128","AMHARA","Esete","September","2015","37.88657423","10.92298692","10.91","-","9.18","-","-","3.94","10.48"
"129","AMHARA","Debre- Tabor ","September","2015","38.00833967","11.84769551","11.80","-","8.44","-","-","3.22","9.30"
"130","AMHARA","Kobo","September","2015","39.63127424","12.16406542","10.92","-","14.40","-","-","4.53","-"
"131","AMHARA","Weldiya","September","2015","39.6014117","11.82360232","10.98","-","10.85","-","-","4.38","25.02"
"132","AMHARA","Kombolcha","September","2015","39.73724188","11.07807805","11.30","-","11.33","-","-","4.20","39.64"
"133","AMHARA","Dessie","September","2015","39.63548793","11.11703902","9.36","9.63","11.25","-","-","3.30","15.59"
"134","AMHARA","Shewa- Robit ","September","2015","39.90269733","10.00580856","12.78","-","-","-","-","5.12","-"
"135","AMHARA","Debre-¦","September","2015","39.52890047","9.67650294","10.50","10.00","-","-","-","5.34","-"
"136","AMHARa","Mota","April","2016","37.8807432","11.07475582","6.83","-","-","-","-","3.87","-"
"137","AMHARa","Debre- markos ","April","2016","37.72636868","10.33641293","7.35","-","11.21","-","-","4.88","18.57"
"138","AMHARa","Dembecha","April","2016","37.48251554","10.56669266","7.80","-","-","-","-","4.38","-"
"139","AMHARa","Bahir- Dar ","April","2016","37.3815488","11.58416449","14.66","-","12.66","-","-","3.97","19.31"
"140","AMHARa","Sekota","April","2016","39.03355257","12.62479803","9.50","-","-","-","-","4.26","-"
"141","AMHARa","Amde Work ","April","2016","38.85815043","12.45920199","9.92","-","-","-","-","3.50","-"
"142","AMHARa","Danigla","April","2016","36.83153176","11.25223153","11.43","-","-","-","-","4.20","25.13"
"143","AMHARa","Chagni","April","2016","36.50793596","10.95196565","10.00","-","-","-","-","5.05","17.66"
"144","AMHARa","Kemise","April","2016","39.85696873","10.71374234","-","-","13.05","-","-","4.05","24.01"
"145","AMHARa","Bati","April","2016","40.0181327","11.19153266","-","-","-","-","-","-","-"
"146","AMHARa","Mota","AUGUST","2015","37.8807432","11.07475582","9.00","-","-","-","-","4.78","-"
"147","AMHARa","Debre- markos ","AUGUST","2015","37.72636868","10.33641293","10.35","-","13.20","-","-","5.01","26.71"
"148","AMHARa","Dembecha","AUGUST","2015","37.48251554","10.56669266","9.95","-","-","-","-","4.43","-"
"149","AMHARa","Bahir- Dar ","AUGUST","2015","37.3815488","11.58416449","13.98","-","12.16","-","-","3.97","18.33"
"150","AMHARa","Sekota","AUGUST","2015","39.03355257","12.62479803","9.33","-","-","-","-","4.14","-"
"151","AMHARa","Amde Work ","AUGUST","2015","38.85815043","12.45920199","10.53","-","-","-","-","3.20","-"
"152","AMHARa","Danigla","AUGUST","2015","36.83153176","11.25223153","11.54","-","-","-","-","4.20","24.04"
"153","AMHARa","Chagni","AUGUST","2015","36.50793596","10.95196565","10.00","-","-","-","-","5.05","18.77"
"154","AMHARa","Kemise","AUGUST","2015","39.85696873","10.71374234","10.91","11.11","13.45","-","-","4.05","24.66"
"155","AMHARa","Bati","AUGUST","2015","40.0181327","11.19153266","-","-","-","-","-","6.86","-"
"156","AMHARa","Mota","DECEMBER","2015","37.8807432","11.07475582","-","-","-","-","-","4.06","-"
"157","AMHARa","Debre- markos ","DECEMBER","2015","37.72636868","10.33641293","9.59","-","-","-","-","4.88","20.05"
"158","AMHARa","Dembecha","DECEMBER","2015","37.48251554","10.56669266","9.95","-","-","-","-","4.49","-"
"159","AMHARa","Bahir- Dar ","DECEMBER","2015","37.3815488","11.58416449","14.33","-","13.66","-","-","3.97","18.64"
"160","AMHARa","Sekota","DECEMBER","2015","39.03355257","12.62479803","8.85","-","-","-","-","4.14","-"
"161","AMHARa","Amde Work ","DECEMBER","2015","38.85815043","12.45920199","10.06","-","-","-","-","3.50","-"
"162","AMHARa","Danigla","DECEMBER","2015","36.83153176","11.25223153","11.88","-","-","-","-","4.38","25.13"
"163","AMHARa","Chagni","DECEMBER","2015","36.50793596","10.95196565","10.32","-","-","-","-","4.77","17.66"
"164","AMHARa","Kemise","DECEMBER","2015","39.85696873","10.71374234","10.91","-","-","-","-","4.05","19.79"
"165","AMHARa","Bati","DECEMBER","2015","40.0181327","11.19153266","-","-","-","-","-","6.56","-"
"166","AMHARa","Mota","February","2016","37.8807432","11.07475582","7.50","-","-","-","-","4.13","-"
"167","AMHARa","Debre- markos ","February","2016","37.72636868","10.33641293","8.80","-","-","-","-","4.88","17.12"
"168","AMHARa","Dembecha","February","2016","37.48251554","10.56669266","8.47","-","-","-","-","4.38","-"
"169","AMHARa","Bahir- Dar ","February","2016","37.3815488","11.58416449","13.61","-","13.66","-","-","3.97","18.64"
"170","AMHARa","Sekota","February","2016","39.03355257","12.62479803","8.79","-","-","-","-","4.14","-"
"171","AMHARa","Amde Work ","February","2016","38.85815043","12.45920199","9.81","-","-","-","-","3.50","-"
"172","AMHARa","Danigla","February","2016","36.83153176","11.25223153","11.65","-","-","-","-","4.20","26.14"
"173","AMHARa","Chagni","February","2016","36.50793596","10.95196565","10.00","-","-","-","-","4.89","18.23"
"174","AMHARa","Kemise","February","2016","39.85696873","10.71374234","-","7.91","13.42","-","-","4.21","24.10"
"175","AMHARa","Bati","February","2016","40.0181327","11.19153266","-","-","-","-","-","6.56","36.11"
"176","AMHARa","Mota","JANUARY","2016","37.8807432","11.07475582","7.50","-","-","-","-","3.97","-"
"177","AMHARa","Debre- markos ","JANUARY","2016","37.72636868","10.33641293","8.09","-","-","-","-","4.83","21.20"
"178","AMHARa","Dembecha","JANUARY","2016","37.48251554","10.56669266","8.73","-","-","-","-","4.38","-"
"179","AMHARa","Bahir- Dar ","JANUARY","2016","37.3815488","11.58416449","13.61","-","13.66","-","-","3.97","18.64"
"180","AMHARa","Sekota","JANUARY","2016","39.03355257","12.62479803","8.45","-","-","-","-","4.09","-"
"181","AMHARa","Amde Work ","JANUARY","2016","38.85815043","12.45920199","10.03","-","-","-","-","3.50","-"
"182","AMHARa","Danigla","JANUARY","2016","36.83153176","11.25223153","11.65","-","-","-","-","4.38","26.14"
"183","AMHARa","Chagni","JANUARY","2016","36.50793596","10.95196565","10.00","-","-","-","-","4.95","17.16"
"184","AMHARa","Kemise","JANUARY","2016","39.85696873","10.71374234","10.81","11.05","13.33","-","-","4.05","21.26"
"185","AMHARa","Bati","JANUARY","2016","40.0181327","11.19153266","-","-","-","-","-","6.31","-"
"186","AMHARa","Mota","JULY","2015","37.8807432","11.07475582","8.50","-","-","-","-","3.76","-"
"187","AMHARa","Debre- markos ","JULY","2015","37.72636868","10.33641293","10.10","-","14.29","-","-","4.23","16.67"
"188","AMHARa","Dembecha","JULY","2015","37.48251554","10.56669266","10.41","-","-","-","-","4.43","-"
"189","AMHARa","Bahir- Dar ","JULY","2015","37.3815488","11.58416449","14.33","-","14.66","-","-","3.97","16.33"
"190","AMHARa","Sekota","JULY","2015","39.03355257","12.62479803","9.04","-","-","-","-","4.14","-"
"191","AMHARa","Amde Work ","JULY","2015","38.85815043","12.45920199","10.64","-","-","-","-","3.50","-"
"192","AMHARa","Danigla","JULY","2015","36.83153176","11.25223153","11.11","-","-","-","-","4.35","20.71"
"193","AMHARa","Chagni","JULY","2015","36.50793596","10.95196565","10.00","-","-","-","-","5.05","18.23"
"194","AMHARa","Kemise","JULY","2015","39.85696873","10.71374234","9.60","9.54","11.22","-","-","4.05","24.66"
"195","AMHARa","Bati","JULY","2015","40.0181327","11.19153266","-","-","-","-","-","6.56","-"
"196","AMHARa","Mota","June","2016","37.8807432","11.07475582","8.09","-","-","-","-","4.05","-"
"197","AMHARa","Debre- markos ","June","2016","37.72636868","10.33641293","6.81","-","11.23","-","-","4.75","18.78"
"198","AMHARa","Dembecha","June","2016","37.48251554","10.56669266","7.22","-","-","-","-","4.38","-"
"199","AMHARa","Bahir- Dar ","June","2016","37.3815488","11.58416449","14.66","-","14.33","-","-","3.97","18.64"
"200","AMHARa","Sekota","June","2016","39.03355257","12.62479803","9.07","-","-","-","-","4.14","-"
"201","AMHARa","Amde Work ","June","2016","38.85815043","12.45920199","8.87","-","-","-","-","3.50","-"
"202","AMHARa","Danigla","June","2016","36.83153176","11.25223153","11.65","-","-","-","-","4.20","24.04"
"203","AMHARa","Chagni","June","2016","36.50793596","10.95196565","10.00","-","-","-","-","4.92","17.66"
"204","AMHARa","Kemise","June","2016","39.85696873","10.71374234","-","7.80","10.77","-","-","3.89","23.86"
"205","AMHARa","Bati","June","2016","40.0181327","11.19153266","-","-","-","-","-","6.56","-"
"206","AMHARa","Mota","March","2016","37.8807432","11.07475582","6.80","-","-","-","-","4.30","-"
"207","AMHARa","Debre- markos ","March","2016","37.72636868","10.33641293","7.63","-","10.45","-","-","4.88","17.67"
"208","AMHARa","Dembecha","March","2016","37.48251554","10.56669266","8.27","-","-","-","-","4.38","-"
"209","AMHARa","Bahir- Dar ","March","2016","37.3815488","11.58416449","14.00","-","13.66","-","-","3.97","18.64"
"210","AMHARa","Sekota","March","2016","39.03355257","12.62479803","8.97","-","-","-","-","4.14","-"
"211","AMHARa","Amde Work ","March","2016","38.85815043","12.45920199","9.94","-","-","-","-","3.50","-"
"212","AMHARa","Danigla","March","2016","36.83153176","11.25223153","11.88","-","-","-","-","4.20","22.31"
"213","AMHARa","Chagni","March","2016","36.50793596","10.95196565","9.65","-","-","-","-","4.51","18.77"
"214","AMHARa","Kemise","March","2016","39.85696873","10.71374234","-","10.35","10.84","-","-","4.05","24.33"
"215","AMHARa","Bati","March","2016","40.0181327","11.19153266","-","-","-","-","-","6.86","-"
"216","AMHARa","Mota","May","2016","37.8807432","11.07475582","6.50","-","-","-","-","4.30","-"
"217","AMHARa","Debre- markos ","May","2016","37.72636868","10.33641293","7.79","-","-","-","-","5.12","18.38"
"218","AMHARa","Dembecha","May","2016","37.48251554","10.56669266","7.55","-","-","-","-","4.38","-"
"219","AMHARa","Bahir- Dar ","May","2016","37.3815488","11.58416449","14.66","-","13.33","-","-","3.97","19.31"
"220","AMHARa","Sekota","May","2016","39.03355257","12.62479803","9.61","-","-","-","-","4.14","-"
"221","AMHARa","Amde Work ","May","2016","38.85815043","12.45920199","8.87","-","-","-","-","3.50","-"
"222","AMHARa","Danigla","May","2016","36.83153176","11.25223153","11.65","-","-","-","-","4.38","28.77"
"223","AMHARa","Chagni","May","2016","36.50793596","10.95196565","10.00","-","-","-","-","4.86","17.16"
"224","AMHARa","Kemise","May","2016","39.85696873","10.71374234","9.31","-","9.94","-","-","4.05","24.34"
"225","AMHARa","Bati","May","2016","40.0181327","11.19153266","-","-","-","-","-","6.06","-"
"226","AMHARa","Mota","NOVEMBER","2015","37.8807432","11.07475582","7.50","-","-","-","-","4.25","-"
"227","AMHARa","Debre- markos ","NOVEMBER","2015","37.72636868","10.33641293","8.90","-","12.41","-","-","5.27","20.44"
"228","AMHARa","Dembecha","NOVEMBER","2015","37.48251554","10.56669266","10.00","-","-","-","-","4.43","-"
"229","AMHARa","Bahir- Dar ","NOVEMBER","2015","37.3815488","11.58416449","14.66","-","14.33","-","-","3.97","19.31"
"230","AMHARa","Sekota","NOVEMBER","2015","39.03355257","12.62479803","9.28","-","-","-","-","4.14","-"
"231","AMHARa","Amde Work ","NOVEMBER","2015","38.85815043","12.45920199","9.61","-","-","-","-","3.50","-"
"232","AMHARa","Danigla","NOVEMBER","2015","36.83153176","11.25223153","11.88","-","-","-","-","4.38","23.11"
"233","AMHARa","Chagni","NOVEMBER","2015","36.50793596","10.95196565","11.00","-","-","-","-","4.38","18.77"
"234","AMHARa","Kemise","NOVEMBER","2015","39.85696873","10.71374234","10.67","10.91","13.39","-","-","4.05","22.29"
"235","AMHARa","Bati","NOVEMBER","2015","40.0181327","11.19153266","-","-","-","-","-","6.56","-"
"236","AMHARa","Mota","October","2015","37.8807432","11.07475582","8.80","-","-","-","-","4.23","-"
"237","AMHARa","Debre- markos ","October","2015","37.72636868","10.33641293","10.00","-","10.99","-","-","5.01","21.22"
"238","AMHARa","Dembecha","October","2015","37.48251554","10.56669266","10.02","-","-","-","-","4.20","-"
"239","AMHARa","Bahir- Dar ","October","2015","37.3815488","11.58416449","14.66","-","14.66","-","-","3.97","18.98"
"240","AMHARa","Sekota","October","2015","39.03355257","12.62479803","9.72","-","-","-","-","4.14","-"
"241","AMHARa","Amde Work ","October","2015","38.85815043","12.45920199","9.94","-","-","-","-","3.50","-"
"242","AMHARa","Danigla","October","2015","36.83153176","11.25223153","11.54","-","-","-","-","4.38","27.33"
"243","AMHARa","Chagni","October","2015","36.50793596","10.95196565","11.00","-","-","-","-","4.57","17.66"
"244","AMHARa","Kemise","October","2015","39.85696873","10.71374234","-","17.62","13.30","-","-","4.05","20.72"
"245","AMHARa","Bati","October","2015","40.0181327","11.19153266","-","-","-","-","-","6.56","-"
