"","Region","Market","Month","Year","Longitude","Latitude","pkg.bar.white","pkg.bar.mixed","pkg.bar.black","pkg.bar.bbeer","pkg.bar.hullb","pkg.bar.millw","pkg.bar.millm","pkg.bar.maltb","pkg.bar.allba"
"227","Amhara","Debre- Markos ","November",2015,37.72636868,10.33641293,11.03,NA,NA,NA,NA,NA,NA,NA,11.03
"228","Amhara","Dembecha","November",2015,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Amhara","Bahir- Dar ","November",2015,37.3815488,11.58416449,13.33,NA,12,NA,19.31,NA,NA,14.98,13.33
"230","Amhara","Sekota","November",2015,39.03355257,12.62479803,10.3,9.82,9.37,NA,NA,NA,NA,15.78,10.3
"231","Amhara","Amde Work ","November",2015,38.85815043,12.45920199,10.17,NA,NA,NA,NA,NA,NA,NA,10.17
"232","Amhara","Danigla","November",2015,36.83153176,11.25223153,13.56,NA,NA,NA,NA,NA,NA,14.31,13.56
"233","Amhara","Chagni","November",2015,36.50793596,10.95196565,12,NA,10.83,NA,NA,NA,NA,10.36,12
"234","Amhara","Kemise","November",2015,39.85696873,10.71374234,13.05,11.96,11.98,NA,NA,NA,NA,23.22,13.05
"235","Amhara","Bati","November",2015,40.0181327,11.19153266,12.31,NA,NA,NA,NA,30,NA,28.05,12.31
"236","Amhara","Mota","October",2015,37.8807432,11.07475582,20.83,NA,13.64,NA,20,NA,NA,13.5,20.83
"237","Amhara","Debre- Markos ","October",2015,37.72636868,10.33641293,11.6,NA,NA,NA,NA,NA,NA,NA,11.6
"238","Amhara","Dembecha","October",2015,37.48251554,10.56669266,17,NA,NA,NA,NA,NA,NA,NA,17
"239","Amhara","Bahir- Dar ","October",2015,37.3815488,11.58416449,13.15,NA,12.32,NA,19.31,NA,NA,15.66,13.15
"240","Amhara","Sekota","October",2015,39.03355257,12.62479803,12.4,11.85,11.18,NA,NA,NA,NA,16.46,12.4
"241","Amhara","Amde Work ","October",2015,38.85815043,12.45920199,11.16,NA,NA,NA,NA,NA,NA,NA,11.16
"242","Amhara","Danigla","October",2015,36.83153176,11.25223153,13.56,NA,NA,NA,NA,NA,NA,18.23,13.56
"243","Amhara","Chagni","October",2015,36.50793596,10.95196565,13,NA,10,NA,NA,NA,NA,10.36,13
"244","Amhara","Kemise","October",2015,39.85696873,10.71374234,12.97,12.9,11.95,NA,NA,NA,NA,20.84,12.97
"245","Amhara","Bati","October",2015,40.0181327,11.19153266,12.96,NA,NA,NA,NA,26,NA,28.3,12.96
"246","Amhara","Mota","September",2015,37.8807432,11.07475582,15.54,NA,15.85,NA,17.45,NA,NA,21.03,15.54
"247","Amhara","Debre- Markos ","September",2015,37.72636868,10.33641293,12.02,NA,NA,NA,NA,NA,NA,NA,12.02
"248","Amhara","Dembecha","September",2015,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"249","Amhara","Bahir- Dar ","September",2015,37.3815488,11.58416449,13.15,NA,11.97,NA,18.64,NA,NA,15.66,13.15
"250","Amhara","Sekota","September",2015,39.03355257,12.62479803,11.66,11.08,9.76,NA,NA,NA,NA,15.19,11.66
"251","Amhara","Amde Work ","September",2015,38.85815043,12.45920199,11.51,NA,NA,NA,NA,NA,NA,NA,11.51
"252","Amhara","Danigla","September",2015,36.83153176,11.25223153,13.22,NA,NA,NA,NA,NA,NA,15.42,13.22
"253","Amhara","Chagni","September",2015,36.50793596,10.95196565,NA,NA,10,NA,NA,NA,NA,9.38,10
"254","Amhara","Kemise","September",2015,39.85696873,10.71374234,9.68,9.92,11.32,NA,NA,NA,NA,28.01,9.68
"255","Amhara","Bati","September",2015,40.0181327,11.19153266,12.75,NA,NA,NA,NA,30,NA,28.04,12.75
"256","Gambella","Gambella","April",2016,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"257","Gambella","Shebo- Kire ","April",2016,NA,NA,15,NA,15,5.12,NA,NA,NA,NA,15
"258","Gambella","Meti","April",2016,7.233333333,35.31666667,10,NA,10,NA,NA,NA,NA,23.09,10
"259","Diredawa","Dire Dawa ","April",2016,41.8572763,9.593652332,12.73,NA,10.49,13,NA,NA,NA,25.65,12.73
"260","Diredawa","Melka- Jebdu ","April",2016,41.77420401,9.617496554,11,NA,10,NA,NA,NA,NA,30,11
"261","Gambella","Gambella","August",2015,34.58547076,8.249396585,14,14,14,NA,NA,NA,NA,NA,14
"262","Gambella","Shebo- Kire ","August",2015,NA,NA,15,NA,15,NA,NA,NA,NA,NA,15
"263","Gambella","Meti","August",2015,7.233333333,35.31666667,12,NA,9.65,NA,NA,NA,NA,17.15,12
"264","Diredawa","Dire Dawa ","August",2015,41.8572763,9.593652332,13.47,12,11.66,13.66,NA,NA,NA,24.33,13.47
"265","Diredawa","Melka- Jebdu ","August",2015,41.77420401,9.617496554,12,11,11,12,NA,NA,NA,30,12
"266","Gambella","Gambella","December",2015,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"267","Gambella","Shebo- Kire ","December",2015,NA,NA,15,NA,15,NA,NA,NA,NA,NA,15
"268","Gambella","Meti","December",2015,7.233333333,35.31666667,10.66,NA,10,NA,NA,NA,NA,18.19,10.66
"269","Diredawa","Dire Dawa ","December",2015,41.8572763,9.593652332,13.06,NA,11,14,NA,NA,NA,23.31,13.06
"270","Diredawa","Melka- Jebdu ","December",2015,41.77420401,9.617496554,11.66,NA,10.66,NA,NA,NA,NA,30,11.66
"271","Gambella","Gambella","February",2016,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"272","Gambella","Shebo- Kire ","February",2016,NA,NA,15,NA,15,NA,NA,NA,NA,NA,15
"273","Gambella","Meti","February",2016,7.233333333,35.31666667,12,NA,10,NA,NA,NA,NA,23.76,12
"274","Diredawa","Dire Dawa ","February",2016,41.8572763,9.593652332,12.65,NA,11.49,13.33,NA,NA,NA,24.33,12.65
"275","Diredawa","Melka- Jebdu ","February",2016,41.77420401,9.617496554,11,NA,10,NA,NA,NA,NA,30,11
"276","Gambella","Gambella","January",2016,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"277","Gambella","Shebo- Kire ","January",2016,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,15
"278","Gambella","Meti","January",2016,7.233333333,35.31666667,10,NA,8,NA,NA,NA,NA,25.01,10
"279","Diredawa","Dire Dawa ","January",2016,41.8572763,9.593652332,12.83,NA,11,13,NA,NA,NA,24,12.83
"280","Diredawa","Melka- Jebdu ","January",2016,41.77420401,9.617496554,11.66,NA,10.33,NA,NA,NA,NA,30,11.66
"281","Gambella","Gambella","July",2015,34.58547076,8.249396585,14,14,14,NA,NA,NA,NA,NA,14
"282","Gambella","Shebo- Kire ","July",2015,NA,NA,15,NA,15,NA,NA,NA,NA,NA,15
"283","Gambella","Meti","July",2015,7.233333333,35.31666667,13,10,10,NA,NA,30,NA,23.12,13
"284","Diredawa","Dire Dawa ","July",2015,41.8572763,9.593652332,12.83,11.49,11.81,13.33,NA,NA,NA,25,12.83
"285","Diredawa","Melka- Jebdu ","July",2015,41.77420401,9.617496554,11.83,NA,11,12,NA,NA,NA,30,11.83
"286","Gambella","Gambella","June",2016,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"287","Gambella","Shebo- Kire ","June",2016,NA,NA,15.33,NA,15,NA,NA,NA,NA,NA,15.33
"288","Gambella","Meti","June",2016,7.233333333,35.31666667,11,NA,10,NA,NA,NA,NA,13.89,11
"289","Diredawa","Dire Dawa ","June",2016,41.8572763,9.593652332,8.82,NA,10.83,13.66,NA,NA,NA,25.65,8.82
"290","Diredawa","Melka- Jebdu ","June",2016,41.77420401,9.617496554,11.66,NA,10,NA,NA,NA,NA,30,11.66
"291","Gambella","Gambella","March",2016,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"292","Gambella","Shebo- Kire ","March",2016,NA,NA,15,NA,15,NA,NA,NA,NA,NA,15
"293","Gambella","Meti","March",2016,7.233333333,35.31666667,11,NA,9,NA,NA,NA,NA,23.71,11
"294","Diredawa","Dire Dawa ","March",2016,41.8572763,9.593652332,12.91,NA,11,14,NA,NA,NA,24.33,12.91
"295","Diredawa","Melka- Jebdu ","March",2016,41.77420401,9.617496554,11,NA,10,NA,NA,NA,NA,30,11
"296","Gambella","Gambella","May",2016,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"297","Gambella","Shebo- Kire ","May",2016,NA,NA,15,NA,15,NA,NA,NA,NA,NA,15
"298","Gambella","Meti","May",2016,7.233333333,35.31666667,11,NA,10,NA,NA,NA,NA,22.52,11
"299","Diredawa","Dire Dawa ","May",2016,41.8572763,9.593652332,12.65,NA,11,14,NA,NA,NA,26.66,12.65
"300","Diredawa","Melka- Jebdu ","May",2016,41.77420401,9.617496554,11.32,NA,10,NA,NA,NA,NA,30,11.32
"301","Gambella","Gambella","November",2015,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"302","Gambella","Shebo- Kire ","November",2015,NA,NA,NA,NA,15,5.15,NA,NA,NA,NA,15
"303","Gambella","Meti","November",2015,7.233333333,35.31666667,11,NA,10,NA,NA,NA,NA,28.84,11
"304","Diredawa","Dire Dawa ","November",2015,41.8572763,9.593652332,12.28,NA,11.49,14,NA,NA,NA,24.33,12.28
"305","Diredawa","Melka- Jebdu ","November",2015,41.77420401,9.617496554,11.66,NA,11,NA,NA,NA,NA,30,11.66
"306","Gambella","Gambella","October",2015,34.58547076,8.249396585,15,15,15,NA,NA,NA,NA,NA,15
"307","Gambella","Shebo- Kire ","October",2015,NA,NA,15,NA,15,NA,NA,NA,NA,NA,15
"308","Gambella","Meti","October",2015,7.233333333,35.31666667,11,NA,9.32,NA,NA,NA,NA,17.15,11
"309","Diredawa","Dire Dawa ","October",2015,41.8572763,9.593652332,12.99,NA,11,13.66,NA,NA,NA,23.31,12.99
"310","Diredawa","Melka- Jebdu ","October",2015,41.77420401,9.617496554,11.32,NA,10.66,NA,NA,NA,NA,30,11.32
"311","Gambella","Gambella","September",2015,34.58547076,8.249396585,14,14,14,NA,NA,NA,NA,NA,14
"312","Gambella","Shebo- Kire ","September",2015,NA,NA,15,NA,15,NA,NA,NA,NA,NA,15
"313","Gambella","Meti","September",2015,7.233333333,35.31666667,12.66,NA,12,NA,NA,NA,NA,16.99,12.66
"314","Diredawa","Dire Dawa ","September",2015,41.8572763,9.593652332,13.06,12,11,14,NA,NA,NA,25.65,13.06
"315","Diredawa","Melka- Jebdu ","September",2015,41.77420401,9.617496554,12,NA,10.66,NA,NA,NA,NA,30,12
"316","Oromiya","Ghimbi","April",2016,35.83291974,9.163103789,10.82,NA,9.32,NA,NA,NA,22.65,NA,10.82
"317","Oromiya","Dembi- Dolo ","April",2016,34.79748694,8.530219501,14,10,NA,NA,NA,30,20,NA,14
"318","Oromiya","Shambu","April",2016,37.09431432,9.569809208,7.05,6.18,6.01,NA,NA,NA,NA,NA,7.05
"319","Oromiya","Nekemte","April",2016,36.54851971,9.09042469,10,8,9,NA,NA,32,30,12.12,10
"320","Oromiya","Bedele","April",2016,36.36017384,8.454821965,15,12,10,NA,NA,NA,NA,14.16,15
"321","Oromiya","Metu","April",2016,35.58726864,8.300606827,11.66,10.32,10.32,NA,NA,NA,NA,NA,11.66
"322","Oromiya","Jimma","April",2016,36.84385226,7.672338798,12,NA,12,NA,NA,NA,NA,NA,12
"323","Oromiya","Agaro","April",2016,36.58627683,7.848002731,11.76,10,10,NA,NA,NA,NA,12.79,11.76
"324","Oromiya","Ambo","April",2016,37.8446066,8.976806527,8.11,8,8.11,NA,9,NA,NA,NA,8.11
"325","Oromiya","Weliso","April",2016,37.97073066,8.534178897,7.8,NA,8.22,NA,15.88,NA,NA,17.24,7.8
"326","Oromiya","Ejere","April",2016,39.262249,8.78288,10,8.97,NA,NA,11.47,NA,NA,NA,10
"327","Oromiya","Fiche","April",2016,38.73344116,9.791083661,7.78,6.17,6.62,NA,13.11,NA,NA,12.9,7.78
"328","Oromiya","Ghimbi","August",2015,35.83291974,9.163103789,12,10.32,10,NA,NA,34,NA,NA,12
"329","Oromiya","Dembi- Dolo ","August",2015,34.79748694,8.530219501,16,12,NA,NA,NA,40,30,NA,16
"330","Oromiya","Shambu","August",2015,37.09431432,9.569809208,7.53,6.81,6.79,NA,NA,NA,NA,NA,7.53
"331","Oromiya","Nekemte","August",2015,36.54851971,9.09042469,12,10,12,NA,NA,28,12.37,14.84,12
"332","Oromiya","Bedele","August",2015,36.36017384,8.454821965,15,13,12,NA,NA,NA,NA,13.76,15
"333","Oromiya","Metu","August",2015,35.58726864,8.300606827,12,10,10,NA,NA,NA,NA,NA,12
"334","Oromiya","Jimma","August",2015,36.84385226,7.672338798,12.32,NA,13,NA,NA,NA,NA,NA,12.32
"335","Oromiya","Agaro","August",2015,36.58627683,7.848002731,12.35,NA,10,NA,NA,NA,NA,11.72,12.35
"336","Oromiya","Ambo","August",2015,37.8446066,8.976806527,10.26,8.45,9.17,NA,13.63,NA,NA,NA,10.26
"337","Oromiya","Weliso","August",2015,37.97073066,8.534178897,9.87,9,9.88,NA,13.96,NA,NA,18.95,9.87
"338","Oromiya","Ejere","August",2015,39.262249,8.78288,11.73,NA,10.86,NA,15.98,NA,NA,25.03,11.73
"339","Oromiya","Fiche","August",2015,38.73344116,9.791083661,9.4,8.26,10.34,NA,13.51,NA,NA,14.32,9.4
"340","Oromiya","Ghimbi","December",2015,35.83291974,9.163103789,11.32,11,9.65,NA,NA,24,20,NA,11.32
"341","Oromiya","Dembi- Dolo ","December",2015,34.79748694,8.530219501,14,10,NA,NA,NA,40,30,NA,14
"342","Oromiya","Shambu","December",2015,37.09431432,9.569809208,5.84,5.18,5.12,NA,NA,NA,NA,NA,5.84
"343","Oromiya","Nekemte","December",2015,36.54851971,9.09042469,11,10,12,NA,NA,32.65,29.32,12.19,11
"344","Oromiya","Bedele","December",2015,36.36017384,8.454821965,13,12,9.28,NA,NA,NA,NA,14.02,13
"345","Oromiya","Metu","December",2015,35.58726864,8.300606827,12,10,10,NA,NA,NA,NA,NA,12
"346","Oromiya","Jimma","December",2015,36.84385226,7.672338798,12,NA,12,NA,NA,NA,NA,NA,12
"347","Oromiya","Agaro","December",2015,36.58627683,7.848002731,11.37,10,10.59,NA,NA,NA,NA,12.79,11.37
"348","Oromiya","Ambo","December",2015,37.8446066,8.976806527,8.83,7.91,8.11,NA,14.13,NA,NA,NA,8.83
"349","Oromiya","Weliso","December",2015,37.97073066,8.534178897,8.11,7.9,10.01,NA,NA,NA,NA,20.38,8.11
"350","Oromiya","Ejere","December",2015,39.262249,8.78288,9.02,10.49,NA,NA,10.38,NA,NA,NA,9.02
"351","Oromiya","Fiche","December",2015,38.73344116,9.791083661,8.41,7.39,8.28,NA,18.45,NA,NA,12.69,8.41
"352","Oromiya","Ghimbi","February",2016,35.83291974,9.163103789,10.97,10,9.32,NA,NA,35,24,NA,10.97
"353","Oromiya","Dembi- Dolo ","February",2016,34.79748694,8.530219501,15,13,NA,NA,NA,NA,30,NA,15
"354","Oromiya","Shambu","February",2016,37.09431432,9.569809208,7.03,5.87,5.84,NA,NA,NA,NA,NA,7.03
"355","Oromiya","Nekemte","February",2016,36.54851971,9.09042469,10,7,8,NA,NA,30,27.32,11.55,10
"356","Oromiya","Bedele","February",2016,36.36017384,8.454821965,12.97,8.96,9.65,NA,NA,NA,NA,13.89,12.97
"357","Oromiya","Metu","February",2016,35.58726864,8.300606827,12,10,10,NA,NA,NA,NA,NA,12
"358","Oromiya","Jimma","February",2016,36.84385226,7.672338798,12,NA,12,NA,NA,NA,NA,NA,12
"359","Oromiya","Agaro","February",2016,36.58627683,7.848002731,11.76,NA,10.59,NA,NA,NA,NA,12.79,11.76
"360","Oromiya","Ambo","February",2016,37.8446066,8.976806527,8,8.11,8.11,NA,9.58,NA,NA,19.16,8
"361","Oromiya","Weliso","February",2016,37.97073066,8.534178897,7.9,8,7.9,NA,13.95,NA,NA,21.45,7.9
"362","Oromiya","Ejere","February",2016,39.262249,8.78288,9.28,8.96,NA,NA,10.88,NA,NA,NA,9.28
"363","Oromiya","Fiche","February",2016,38.73344116,9.791083661,7.99,6.84,7.63,NA,13.97,NA,NA,16.28,7.99
"364","Oromiya","Ghimbi","January",2016,35.83291974,9.163103789,12,11,9.28,NA,NA,NA,34,NA,12
"365","Oromiya","Dembi- Dolo ","January",2016,34.79748694,8.530219501,15.33,12.32,NA,NA,NA,44.81,30,NA,15.33
"366","Oromiya","Shambu","January",2016,37.09431432,9.569809208,6.87,5.86,5.79,NA,NA,NA,NA,NA,6.87
"367","Oromiya","Nekemte","January",2016,36.54851971,9.09042469,10,8,10.32,NA,NA,30,28,11.76,10
"368","Oromiya","Bedele","January",2016,36.36017384,8.454821965,11.32,8,8,NA,NA,NA,NA,14.02,11.32
"369","Oromiya","Metu","January",2016,35.58726864,8.300606827,11.29,10,10,NA,NA,NA,NA,NA,11.29
"370","Oromiya","Jimma","January",2016,36.84385226,7.672338798,12,NA,12.32,NA,NA,NA,NA,NA,12
"371","Oromiya","Agaro","January",2016,36.58627683,7.848002731,11.56,NA,11.18,NA,NA,NA,NA,12.79,11.56
"372","Oromiya","Ambo","January",2016,37.8446066,8.976806527,10.11,9.82,11.13,NA,NA,NA,NA,NA,10.11
"373","Oromiya","Weliso","January",2016,37.97073066,8.534178897,8.77,10.01,9.87,NA,NA,NA,NA,21.45,8.77
"374","Oromiya","Ejere","January",2016,39.262249,8.78288,10.26,10.47,NA,NA,10.46,NA,NA,NA,10.26
"375","Oromiya","Fiche","January",2016,38.73344116,9.791083661,8.6,7.43,8.27,NA,14.93,NA,NA,12.46,8.6
"376","Oromiya","Ghimbi","July",2015,35.83291974,9.163103789,11.66,11,10,NA,NA,34,NA,NA,11.66
"377","Oromiya","Dembi- Dolo ","July",2015,34.79748694,8.530219501,16,12,NA,NA,NA,40,30,NA,16
"378","Oromiya","Shambu","July",2015,37.09431432,9.569809208,6.8,6.45,NA,NA,NA,NA,NA,NA,6.8
"379","Oromiya","Nekemte","July",2015,36.54851971,9.09042469,11,8,8,NA,NA,28,26,14.74,11
"380","Oromiya","Bedele","July",2015,36.36017384,8.454821965,12.66,8,9,NA,NA,NA,NA,9.89,12.66
"381","Oromiya","Metu","July",2015,35.58726864,8.300606827,12,10,10,NA,NA,NA,NA,NA,12
"382","Oromiya","Jimma","July",2015,36.84385226,7.672338798,13,NA,12.32,NA,NA,NA,NA,NA,13
"383","Oromiya","Agaro","July",2015,36.58627683,7.848002731,11.76,NA,9.41,NA,NA,NA,NA,12.71,11.76
"384","Oromiya","Ambo","July",2015,37.8446066,8.976806527,8.57,7.64,9.29,NA,14.12,NA,NA,NA,8.57
"385","Oromiya","Weliso","July",2015,37.97073066,8.534178897,10.14,8.89,9.87,NA,13.19,NA,NA,18.47,10.14
"386","Oromiya","Ejere","July",2015,39.262249,8.78288,11.56,NA,NA,NA,13.92,NA,NA,NA,11.56
"387","Oromiya","Fiche","July",2015,38.73344116,9.791083661,9.46,8.63,9.47,NA,13.48,NA,NA,16.02,9.46
"388","Oromiya","Ghimbi","June",2016,35.83291974,9.163103789,11.32,10,10,NA,NA,40,22,NA,11.32
"389","Oromiya","Dembi- Dolo ","June",2016,34.79748694,8.530219501,13.41,10.49,NA,NA,NA,42.28,30,NA,13.41
"390","Oromiya","Shambu","June",2016,37.09431432,9.569809208,6.94,5.63,6.02,NA,NA,NA,NA,NA,6.94
"391","Oromiya","Nekemte","June",2016,36.54851971,9.09042469,10,8,10,NA,NA,32,28,12.3,10
"392","Oromiya","Bedele","June",2016,36.36017384,8.454821965,15.66,11.29,10,NA,NA,NA,NA,14.02,15.66
"393","Oromiya","Metu","June",2016,35.58726864,8.300606827,12,10.32,10,NA,NA,NA,NA,NA,12
"394","Oromiya","Jimma","June",2016,36.84385226,7.672338798,13,NA,11.32,NA,NA,NA,NA,NA,13
"395","Oromiya","Agaro","June",2016,36.58627683,7.848002731,11.18,10,10,NA,NA,NA,NA,11.87,11.18
"396","Oromiya","Ambo","June",2016,37.8446066,8.976806527,7.79,7.9,8.11,NA,9.37,NA,NA,NA,7.79
"397","Oromiya","Weliso","June",2016,37.97073066,8.534178897,9.87,8.23,8.22,NA,15.21,NA,NA,17.91,9.87
"398","Oromiya","Ejere","June",2016,39.262249,8.78288,10.38,NA,9.38,NA,11.75,NA,NA,NA,10.38
"399","Oromiya","Fiche","June",2016,38.73344116,9.791083661,8.83,7.28,8.13,NA,14.32,NA,NA,13.08,8.83
"400","Oromiya","Ghimbi","March",2016,35.83291974,9.163103789,11,9.32,9.32,NA,NA,NA,20.65,NA,11
"401","Oromiya","Dembi- Dolo ","March",2016,34.79748694,8.530219501,12,10,NA,NA,NA,50,38.26,NA,12
"402","Oromiya","Shambu","March",2016,37.09431432,9.569809208,5.92,5.87,5.92,NA,NA,NA,NA,NA,5.92
"403","Oromiya","Nekemte","March",2016,36.54851971,9.09042469,10,8,9,NA,NA,32,26,12.21,10
"404","Oromiya","Bedele","March",2016,36.36017384,8.454821965,15,13.16,12,NA,NA,NA,NA,NA,15
"405","Oromiya","Metu","March",2016,35.58726864,8.300606827,12,10.32,10,NA,NA,NA,NA,NA,12
"406","Oromiya","Jimma","March",2016,36.84385226,7.672338798,11.52,10.39,10,NA,NA,NA,NA,13.42,11.52
"407","Oromiya","Agaro","March",2016,36.58627683,7.848002731,11.52,10.39,10,NA,NA,NA,NA,13.42,11.52
"408","Oromiya","Ambo","March",2016,37.8446066,8.976806527,12.01,7.9,7.9,NA,6.19,NA,NA,NA,12.01
"409","Oromiya","Weliso","March",2016,37.97073066,8.534178897,8.77,9,8,NA,11.75,NA,NA,17.54,8.77
"410","Oromiya","Ejere","March",2016,39.262249,8.78288,10.05,8.97,NA,NA,10.5,NA,NA,NA,10.05
"411","Oromiya","Fiche","March",2016,38.73344116,9.791083661,8.59,7.58,7.83,NA,14.14,NA,NA,13.15,8.59
"412","Oromiya","Ghimbi","May",2016,35.83291974,9.163103789,10.66,10,9.65,NA,NA,NA,36,NA,10.66
"413","Oromiya","Dembi- Dolo ","May",2016,34.79748694,8.530219501,15,10,NA,NA,NA,40,31.58,NA,15
"414","Oromiya","Shambu","May",2016,37.09431432,9.569809208,6.96,6.95,6.36,NA,NA,NA,NA,NA,6.96
"415","Oromiya","Nekemte","May",2016,36.54851971,9.09042469,10,9,9,NA,NA,40,36.65,12.35,10
"416","Oromiya","Bedele","May",2016,36.36017384,8.454821965,14.66,9.32,8,NA,NA,NA,NA,11.22,14.66
"417","Oromiya","Metu","May",2016,35.58726864,8.300606827,12,10,10,NA,NA,NA,NA,NA,12
"418","Oromiya","Jimma","May",2016,36.84385226,7.672338798,12.66,NA,11.49,NA,NA,NA,NA,NA,12.66
"419","Oromiya","Agaro","May",2016,36.58627683,7.848002731,11.56,NA,10.77,NA,NA,NA,NA,13,11.56
"420","Oromiya","Ambo","May",2016,37.8446066,8.976806527,7.9,8,7.79,NA,12.35,NA,NA,NA,7.9
"421","Oromiya","Weliso","May",2016,37.97073066,8.534178897,8.65,8.98,8.96,NA,12.8,NA,NA,20.02,8.65
"422","Oromiya","Ejere","May",2016,39.262249,8.78288,10,NA,8.86,NA,12.22,NA,NA,NA,10
"423","Oromiya","Fiche","May",2016,38.73344116,9.791083661,7.87,7.43,7.19,NA,11.91,NA,NA,15.26,7.87
"424","Oromiya","Ghimbi","November",2015,35.83291974,9.163103789,11.83,10.32,10,NA,NA,40,22,NA,11.83
"425","Oromiya","Dembi- Dolo ","November",2015,34.79748694,8.530219501,14.66,12.66,NA,NA,NA,46.61,34.66,NA,14.66
"426","Oromiya","Shambu","November",2015,37.09431432,9.569809208,6.9,6.88,6.82,NA,NA,NA,NA,NA,6.9
"427","Oromiya","Nekemte","November",2015,36.54851971,9.09042469,11,10,12,NA,NA,28,24,12.31,11
"428","Oromiya","Bedele","November",2015,36.36017384,8.454821965,14,12,11,NA,NA,NA,NA,14.02,14
"429","Oromiya","Metu","November",2015,35.58726864,8.300606827,11.66,10,9.65,NA,NA,NA,NA,NA,11.66
"430","Oromiya","Jimma","November",2015,36.84385226,7.672338798,12.32,NA,12.66,NA,NA,NA,NA,NA,12.32
"431","Oromiya","Agaro","November",2015,36.58627683,7.848002731,11.76,NA,10.59,NA,NA,NA,NA,12.6,11.76
"432","Oromiya","Ambo","November",2015,37.8446066,8.976806527,7.85,7.06,8.34,NA,13.19,NA,NA,NA,7.85
"433","Oromiya","Weliso","November",2015,37.97073066,8.534178897,8.65,9,7.9,NA,11.75,NA,NA,18.12,8.65
"434","Oromiya","Ejere","November",2015,39.262249,8.78288,8.79,NA,NA,NA,14.33,NA,NA,NA,8.79
"435","Oromiya","Fiche","November",2015,38.73344116,9.791083661,8.24,7.02,7.38,NA,13.09,NA,NA,12.7,8.24
"436","Oromiya","Ghimbi","October",2015,35.83291974,9.163103789,11.66,11,9.65,NA,NA,40,22,NA,11.66
"437","Oromiya","Dembi- Dolo ","October",2015,34.79748694,8.530219501,14,10,NA,NA,NA,50,35,NA,14
"438","Oromiya","Shambu","October",2015,37.09431432,9.569809208,7.58,6.99,6.98,NA,NA,NA,NA,NA,7.58
"439","Oromiya","Nekemte","October",2015,36.54851971,9.09042469,12,10,10,NA,NA,33.66,29.32,12.27,12
"440","Oromiya","Bedele","October",2015,36.36017384,8.454821965,14,12,10,NA,NA,NA,NA,14.02,14
"441","Oromiya","Metu","October",2015,35.58726864,8.300606827,12,10,10,NA,NA,NA,NA,NA,12
"442","Oromiya","Jimma","October",2015,36.84385226,7.672338798,12.32,NA,12.32,NA,NA,NA,NA,NA,12.32
"443","Oromiya","Agaro","October",2015,36.58627683,7.848002731,11.76,NA,10.59,NA,NA,NA,NA,13,11.76
"444","Oromiya","Ambo","October",2015,37.8446066,8.976806527,10.11,8.57,9.28,NA,15.64,NA,NA,NA,10.11
"445","Oromiya","Weliso","October",2015,37.97073066,8.534178897,9.16,8.65,9.87,NA,NA,NA,NA,17.83,9.16
"446","Oromiya","Ejere","October",2015,39.262249,8.78288,11.07,NA,NA,NA,13.71,NA,NA,NA,11.07
"447","Oromiya","Fiche","October",2015,38.73344116,9.791083661,9.87,8.86,9.66,NA,15.94,NA,NA,12.82,9.87
"448","Oromiya","Ghimbi","September",2015,35.83291974,9.163103789,12,10,10,NA,NA,NA,20.65,NA,12
"449","Oromiya","Dembi- Dolo ","September",2015,34.79748694,8.530219501,NA,14,NA,NA,NA,NA,NA,NA,14
"450","Oromiya","Shambu","September",2015,37.09431432,9.569809208,11.32,9,12,NA,NA,31.32,28,14.73,11.32
"451","Oromiya","Nekemte","September",2015,36.54851971,9.09042469,11.32,9,12,NA,NA,31.32,28,14.73,11.32
"452","Oromiya","Bedele","September",2015,36.36017384,8.454821965,15,13,12,NA,NA,NA,NA,13.76,15
"453","Oromiya","Metu","September",2015,35.58726864,8.300606827,12,10.32,10,NA,NA,NA,NA,NA,12
"454","Oromiya","Jimma","September",2015,36.84385226,7.672338798,13,NA,13,NA,NA,NA,NA,NA,13
"455","Oromiya","Agaro","September",2015,36.58627683,7.848002731,12.74,10.38,10.38,NA,NA,NA,NA,13.31,12.74
"456","Oromiya","Ambo","September",2015,37.8446066,8.976806527,10.26,8.7,9.68,NA,11.81,NA,NA,NA,10.26
"457","Oromiya","Weliso","September",2015,37.97073066,8.534178897,9.75,10.01,9.87,NA,13.64,NA,NA,21.45,9.75
"458","Oromiya","Ejere","September",2015,39.262249,8.78288,9.3,NA,NA,NA,15.8,NA,NA,NA,9.3
"459","Oromiya","Fiche","September",2015,38.73344116,9.791083661,9.43,9.2,9.71,NA,15.78,NA,NA,13.68,9.43
