"","Region","Market","Month","Year","Longitude","Latitude","pkg.bar.white","pkg.bar.mixed","pkg.bar.black","pkg.bar.bbeer","pkg.bar.hullb","pkg.bar.millw","pkg.bar.millm","pkg.bar.maltb","pkg.bar.allba"
"29","Amhara","Debre- Tabor ","August",2015,38.00833967,11.84769551,NA,10.4,10.92,NA,16.03,NA,NA,11.9,10.92
"30","Amhara","Kobo","August",2015,39.63127424,12.16406542,12.5,11.43,NA,NA,NA,NA,NA,21.15,12.5
"31","Amhara","Weldiya","August",2015,39.6014117,11.82360232,14.33,10.22,8.5,NA,18.34,NA,NA,16.69,14.33
"32","Amhara","Kombolcha","August",2015,39.73724188,11.07807805,12.74,10.1,10.02,NA,34.9,NA,NA,42.02,12.74
"33","Amhara","Dessie","August",2015,39.63548793,11.11703902,10.06,9.79,NA,NA,NA,NA,NA,15.95,10.06
"34","Amhara","Shewa- Robit ","August",2015,39.90269733,10.00580856,11.24,NA,NA,12.51,35.71,NA,NA,16.44,11.24
"35","Amhara","Debre-¦","August",2015,39.52890047,9.67650294,8.5,7.33,NA,10.49,13.51,NA,NA,23.45,8.5
"36","Amhara","Chuahit","December",2015,39.311961,10.643157,NA,6,NA,NA,NA,NA,NA,NA,6
"37","Amhara","Gondar","December",2015,37.46149667,12.59878688,8.83,NA,NA,NA,18,NA,NA,NA,8.83
"38","Amhara","Esete","December",2015,37.88657423,10.92298692,8.69,8.62,7.02,9.85,16.04,NA,NA,11.11,8.69
"39","Amhara","Debre- Tabor ","December",2015,38.00833967,11.84769551,NA,6.9,6.75,11.37,16.14,NA,NA,11.75,6.75
"40","Amhara","Kobo","December",2015,39.63127424,12.16406542,10.63,NA,NA,NA,NA,NA,NA,27.89,10.63
"41","Amhara","Weldiya","December",2015,39.6014117,11.82360232,11.97,9.93,9.09,NA,17.3,NA,NA,15.81,11.97
"42","Amhara","Kombolcha","December",2015,39.73724188,11.07807805,11.34,9.22,8.73,NA,NA,NA,NA,37.59,11.34
"43","Amhara","Dessie","December",2015,39.63548793,11.11703902,8.83,8,NA,NA,22.24,NA,NA,18.4,8.83
"44","Amhara","Shewa- Robit ","December",2015,39.90269733,10.00580856,10.24,NA,10.39,11.99,NA,NA,NA,12.99,10.24
"45","Amhara","Debre-¦","December",2015,39.52890047,9.67650294,8.5,6.83,NA,NA,NA,NA,NA,22.99,8.5
"46","Amhara","Chuahit","February",2016,39.311961,10.643157,NA,6,NA,NA,NA,NA,NA,11.76,6
"47","Amhara","Gondar","February",2016,37.46149667,12.59878688,10.83,NA,NA,NA,17.66,NA,NA,NA,10.83
"48","Amhara","Esete","February",2016,37.88657423,10.92298692,8.39,8.46,6.79,10.21,16.74,NA,NA,11.25,8.39
"49","Amhara","Debre- Tabor ","February",2016,38.00833967,11.84769551,NA,8.65,8.76,NA,16.16,NA,NA,9.61,8.76
"50","Amhara","Kobo","February",2016,39.63127424,12.16406542,12.42,NA,NA,NA,NA,NA,NA,19.86,12.42
"51","Amhara","Weldiya","February",2016,39.6014117,11.82360232,11.75,9.56,9.09,NA,16.14,NA,NA,15.81,11.75
"52","Amhara","Kombolcha","February",2016,39.73724188,11.07807805,12.2,10.27,9.42,NA,32.99,NA,NA,39.64,12.2
"53","Amhara","Dessie","February",2016,39.63548793,11.11703902,10,9.6,NA,NA,21.47,NA,NA,15.04,10
"54","Amhara","Shewa- Robit ","February",2016,39.90269733,10.00580856,10.12,NA,10.02,13.2,23.33,NA,NA,11.49,10.12
"55","Amhara","Debre-¦","February",2016,39.52890047,9.67650294,7.66,6.48,7,10.63,NA,NA,NA,24.59,7.66
"56","Amhara","Chuahit","January",2016,39.311961,10.643157,NA,6,NA,NA,NA,NA,NA,12.16,6
"57","Amhara","Gondar","January",2016,37.46149667,12.59878688,11,NA,NA,NA,17.66,NA,NA,NA,11
"58","Amhara","Esete","January",2016,37.88657423,10.92298692,7.53,7.54,6.87,9.55,15.87,NA,NA,11.86,7.53
"59","Amhara","Debre- Tabor ","January",2016,38.00833967,11.84769551,7.15,8.66,8.79,NA,16.02,NA,NA,9.29,7.15
"60","Amhara","Kobo","January",2016,39.63127424,12.16406542,11.53,NA,NA,NA,NA,NA,NA,26.93,11.53
"61","Amhara","Weldiya","January",2016,39.6014117,11.82360232,11.79,9.03,9.12,NA,15.64,NA,NA,15.81,11.79
"62","Amhara","Kombolcha","January",2016,39.73724188,11.07807805,12.17,10.02,9.33,NA,34.49,NA,NA,NA,12.17
"63","Amhara","Dessie","January",2016,39.63548793,11.11703902,11.51,10.49,NA,NA,22.45,NA,NA,14.81,11.51
"64","Amhara","Shewa- Robit ","January",2016,39.90269733,10.00580856,10.35,NA,12.45,12.45,33.33,NA,NA,14.31,10.35
"65","Amhara","Debre-¦","January",2016,39.52890047,9.67650294,8,7.5,NA,11.5,14.27,NA,NA,24.1,8
"66","Amhara","Chuahit","July",2015,39.311961,10.643157,NA,8,NA,NA,NA,NA,NA,13.55,8
"67","Amhara","Gondar","July",2015,37.46149667,12.59878688,11.66,NA,NA,NA,15.66,NA,NA,14,11.66
"68","Amhara","Esete","July",2015,37.88657423,10.92298692,11.32,11.39,7.64,13.58,13.43,NA,NA,12.35,11.32
"69","Amhara","Debre- Tabor ","July",2015,38.00833967,11.84769551,NA,9.97,10.42,14.83,16.09,NA,NA,14.09,10.42
"70","Amhara","Kobo","July",2015,39.63127424,12.16406542,11.04,NA,NA,NA,NA,NA,NA,22.57,11.04
"71","Amhara","Weldiya","July",2015,39.6014117,11.82360232,15.5,9.4,9.75,NA,NA,NA,NA,16.69,15.5
"72","Amhara","Kombolcha","July",2015,39.73724188,11.07807805,13.05,10.02,9.27,NA,NA,NA,NA,36.01,13.05
"73","Amhara","Dessie","July",2015,39.63548793,11.11703902,9.73,8.77,NA,NA,NA,NA,NA,18.79,9.73
"74","Amhara","Shewa- Robit ","July",2015,39.90269733,10.00580856,10.38,NA,10.22,13.47,33.79,NA,NA,14.16,10.38
"75","Amhara","Debre-¦","July",2015,39.52890047,9.67650294,8.83,7.5,NA,10.66,14.24,NA,NA,24.2,8.83
"76","Amhara","Chuahit","June",2016,39.311961,10.643157,NA,8,NA,NA,NA,NA,NA,NA,8
"77","Amhara","Gondar","June",2016,37.46149667,12.59878688,11.16,NA,NA,NA,17,NA,NA,NA,11.16
"78","Amhara","Esete","June",2016,37.88657423,10.92298692,7.64,7.52,5.82,10.33,16.36,NA,NA,10.7,7.64
"79","Amhara","Debre- Tabor ","June",2016,38.00833967,11.84769551,NA,9.95,11.01,11.54,17.14,NA,NA,8.7,11.01
"80","Amhara","Kobo","June",2016,39.63127424,12.16406542,10.54,10.49,NA,NA,NA,NA,NA,19.4,10.54
"81","Amhara","Weldiya","June",2016,39.6014117,11.82360232,15.33,11.05,9.03,NA,11.36,NA,NA,15.81,15.33
"82","Amhara","Kombolcha","June",2016,39.73724188,11.07807805,12.8,9.27,NA,NA,31.41,NA,NA,NA,12.8
"83","Amhara","Dessie","June",2016,39.63548793,11.11703902,8.69,7.96,NA,NA,23.9,NA,NA,17.72,8.69
"84","Amhara","Shewa- Robit ","June",2016,39.90269733,10.00580856,10.44,NA,10.37,12.29,34.13,NA,NA,14.64,10.44
"85","Amhara","Debre-¦","June",2016,39.52890047,9.67650294,7.83,6,NA,10,13.57,NA,NA,NA,7.83
"86","Amhara","Chuahit","March",2016,39.311961,10.643157,NA,6.5,NA,NA,NA,NA,NA,11.54,6.5
"87","Amhara","Gondar","March",2016,37.46149667,12.59878688,11.16,NA,NA,NA,17.17,NA,NA,NA,11.16
"88","Amhara","Esete","March",2016,37.88657423,10.92298692,8.88,8.95,6.4,11.68,15.99,NA,NA,9.76,8.88
"89","Amhara","Debre- Tabor ","March",2016,38.00833967,11.84769551,8.9,9.36,9.63,NA,15.83,NA,NA,16.61,8.9
"90","Amhara","Kobo","March",2016,39.63127424,12.16406542,12.18,NA,NA,NA,NA,NA,NA,15.9,12.18
"91","Amhara","Weldiya","March",2016,39.6014117,11.82360232,13.11,10.07,9,NA,11.63,NA,NA,16.64,13.11
"92","Amhara","Kombolcha","March",2016,39.73724188,11.07807805,12.17,9.4,9.47,NA,25.82,NA,NA,39.68,12.17
"93","Amhara","Dessie","March",2016,39.63548793,11.11703902,8.6,8.15,NA,NA,21.08,NA,NA,14.41,8.6
"94","Amhara","Shewa- Robit ","March",2016,39.90269733,10.00580856,10,NA,10.46,12.4,NA,NA,NA,13.71,10
"95","Amhara","Debre-¦","March",2016,39.52890047,9.67650294,7.16,5.83,NA,10,NA,NA,NA,37.04,7.16
"96","Amhara","Chuahit","May",2016,39.311961,10.643157,NA,7.5,NA,NA,NA,NA,NA,15.05,7.5
"97","Amhara","Gondar","May",2016,37.46149667,12.59878688,11.16,NA,NA,NA,17.33,NA,NA,14,11.16
"98","Amhara","Esete","May",2016,37.88657423,10.92298692,9.21,9.07,7.35,14.18,14.93,NA,NA,11.63,9.21
"99","Amhara","Debre- Tabor ","May",2016,38.00833967,11.84769551,NA,9.76,10.53,NA,17.16,NA,NA,13.43,10.53
"100","Amhara","Kobo","May",2016,39.63127424,12.16406542,11.46,11.33,NA,NA,NA,NA,NA,15.92,11.46
"101","Amhara","Weldiya","May",2016,39.6014117,11.82360232,11.79,9.65,8.91,NA,11.37,NA,NA,15.81,11.79
"102","Amhara","Kombolcha","May",2016,39.73724188,11.07807805,12.19,9.03,NA,NA,32.97,NA,NA,42.02,12.19
"103","Amhara","Dessie","May",2016,39.63548793,11.11703902,8.42,8,NA,NA,17.27,NA,NA,17.43,8.42
"104","Amhara","Shewa- Robit ","May",2016,39.90269733,10.00580856,8.8,NA,8.99,11.58,32.16,NA,NA,12.28,8.8
"105","Amhara","Debre-¦","May",2016,39.52890047,9.67650294,6.99,5.83,NA,10,13.57,NA,NA,15.27,6.99
"106","Amhara","Chuahit","November",2015,39.311961,10.643157,NA,5.5,NA,NA,NA,NA,NA,11.84,5.5
"107","Amhara","Gondar","November",2015,37.46149667,12.59878688,8.32,NA,NA,NA,17.33,NA,NA,NA,8.32
"108","Amhara","Esete","November",2015,37.88657423,10.92298692,9.38,9.6,6.94,10.82,13.57,NA,NA,8.82,9.38
"109","Amhara","Debre- Tabor ","November",2015,38.00833967,11.84769551,10.91,9.85,10.64,10.44,16.21,NA,NA,15.19,10.91
"110","Amhara","Kobo","November",2015,39.63127424,12.16406542,10.08,NA,NA,NA,NA,NA,NA,19.28,10.08
"111","Amhara","Weldiya","November",2015,39.6014117,11.82360232,10.85,9.83,9,NA,18.07,NA,NA,16.08,10.85
"112","Amhara","Kombolcha","November",2015,39.73724188,11.07807805,10.61,10.17,9.35,NA,34.49,NA,NA,41.23,10.61
"113","Amhara","Dessie","November",2015,39.63548793,11.11703902,9.39,7.59,NA,NA,NA,NA,NA,13.67,9.39
"114","Amhara","Shewa- Robit ","November",2015,39.90269733,10.00580856,11.88,NA,11.18,12.97,NA,NA,NA,15.84,11.88
"115","Amhara","Debre-¦","November",2015,39.52890047,9.67650294,7.5,6.66,NA,10.97,13.33,NA,NA,24.49,7.5
"116","Amhara","Chuahit","October",2015,39.311961,10.643157,NA,5,NA,NA,NA,NA,NA,10.19,5
"117","Amhara","Gondar","October",2015,37.46149667,12.59878688,11.66,NA,15.83,NA,17.17,NA,NA,NA,11.66
"118","Amhara","Esete","October",2015,37.88657423,10.92298692,9.82,10,8.24,12.99,16.26,NA,NA,11.47,9.82
"119","Amhara","Debre- Tabor ","October",2015,38.00833967,11.84769551,NA,10.29,10.44,11.61,16.1,NA,NA,16.18,10.44
"120","Amhara","Kobo","October",2015,39.63127424,12.16406542,12.21,NA,NA,NA,NA,NA,NA,NA,12.21
"121","Amhara","Weldiya","October",2015,39.6014117,11.82360232,13.77,10.32,9.09,NA,17.82,NA,NA,15.81,13.77
"122","Amhara","Kombolcha","October",2015,39.73724188,11.07807805,12.03,9.29,9.26,NA,35.33,NA,NA,39.64,12.03
"123","Amhara","Dessie","October",2015,39.63548793,11.11703902,9.01,7.65,NA,NA,20.29,NA,NA,13.96,9.01
"124","Amhara","Shewa- Robit ","October",2015,39.90269733,10.00580856,11.45,NA,10.53,12.72,37.23,NA,NA,12.94,11.45
"125","Amhara","Debre-¦","October",2015,39.52890047,9.67650294,8,6.66,NA,11.13,14.43,NA,NA,24.39,8
"126","Amhara","Chuahit","September",2015,39.311961,10.643157,NA,NA,NA,NA,NA,NA,NA,12.6,NA
"127","Amhara","Gondar","September",2015,37.46149667,12.59878688,12,NA,16,NA,16.33,NA,NA,14,12
"128","Amhara","Esete","September",2015,37.88657423,10.92298692,10.12,10.11,7.78,13.19,17.91,NA,NA,11.83,10.12
"129","Amhara","Debre- Tabor ","September",2015,38.00833967,11.84769551,NA,10.24,10.74,NA,16.54,NA,NA,13.48,10.74
"130","Amhara","Kobo","September",2015,39.63127424,12.16406542,10.8,NA,NA,NA,NA,NA,NA,22.58,10.8
"131","Amhara","Weldiya","September",2015,39.6014117,11.82360232,13.83,10.27,9,NA,14.97,NA,NA,16.69,13.83
"132","Amhara","Kombolcha","September",2015,39.73724188,11.07807805,13.08,10.02,9.98,NA,34.92,NA,NA,40.4,13.08
"133","Amhara","Dessie","September",2015,39.63548793,11.11703902,8.35,7.58,NA,NA,19.26,NA,NA,13.64,8.35
"134","Amhara","Shewa- Robit ","September",2015,39.90269733,10.00580856,11.6,NA,9.97,14.05,26.26,NA,NA,13.83,11.6
"135","Amhara","Debre-¦","September",2015,39.52890047,9.67650294,8.83,7.5,NA,11,14.33,NA,NA,23.91,8.83
"136","Amhara","Mota","April",2016,37.8807432,11.07475582,18.75,NA,14.79,NA,16.86,NA,NA,15.81,18.75
"137","Amhara","Debre- Markos ","April",2016,37.72636868,10.33641293,10.34,NA,NA,NA,14.67,NA,NA,NA,10.34
"138","Amhara","Dembecha","April",2016,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"139","Amhara","Bahir- Dar ","April",2016,37.3815488,11.58416449,12.32,NA,9.65,NA,20,NA,NA,15.66,12.32
"140","Amhara","Sekota","April",2016,39.03355257,12.62479803,9.56,9.14,9.34,NA,NA,NA,NA,16.88,9.56
"141","Amhara","Amde Work ","April",2016,38.85815043,12.45920199,10.61,NA,NA,NA,NA,NA,NA,NA,10.61
"142","Amhara","Danigla","April",2016,36.83153176,11.25223153,12.25,NA,NA,NA,NA,NA,NA,13.35,12.25
"143","Amhara","Chagni","April",2016,36.50793596,10.95196565,12,NA,8,NA,NA,NA,NA,10.39,12
"144","Amhara","Kemise","April",2016,39.85696873,10.71374234,11.61,11.72,11.43,NA,NA,NA,NA,24.34,11.61
"145","Amhara","Bati","April",2016,40.0181327,11.19153266,12.32,NA,NA,NA,NA,30,NA,33.66,12.32
"146","Amhara","Mota","August",2015,37.8807432,11.07475582,11.59,NA,12.16,NA,16.49,NA,NA,14.49,11.59
"147","Amhara","Debre- Markos ","August",2015,37.72636868,10.33641293,11.78,NA,NA,NA,NA,NA,NA,NA,11.78
"148","Amhara","Dembecha","August",2015,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"149","Amhara","Bahir- Dar ","August",2015,37.3815488,11.58416449,13.66,NA,12,NA,18.64,NA,NA,15.33,13.66
"150","Amhara","Sekota","August",2015,39.03355257,12.62479803,9.41,9.04,8.61,NA,NA,NA,NA,15.39,9.41
"151","Amhara","Amde Work ","August",2015,38.85815043,12.45920199,12.58,NA,NA,NA,NA,NA,NA,NA,12.58
"152","Amhara","Danigla","August",2015,36.83153176,11.25223153,13.5,NA,NA,NA,NA,NA,NA,18.23,13.5
"153","Amhara","Chagni","August",2015,36.50793596,10.95196565,12,NA,10,NA,NA,NA,NA,11.16,12
"154","Amhara","Kemise","August",2015,39.85696873,10.71374234,9.68,9.76,11.54,NA,NA,NA,NA,25.98,9.68
"155","Amhara","Bati","August",2015,40.0181327,11.19153266,13.17,NA,NA,NA,NA,26,NA,28.06,13.17
"156","Amhara","Mota","December",2015,37.8807432,11.07475582,20.01,NA,NA,NA,20,NA,NA,21.99,20.01
"157","Amhara","Debre- Markos ","December",2015,37.72636868,10.33641293,10.82,NA,NA,NA,NA,NA,NA,NA,10.82
"158","Amhara","Dembecha","December",2015,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Amhara","Bahir- Dar ","December",2015,37.3815488,11.58416449,13.66,NA,11.66,NA,18,NA,NA,14.66,13.66
"160","Amhara","Sekota","December",2015,39.03355257,12.62479803,10.28,9.73,9.33,NA,NA,NA,NA,13.53,10.28
"161","Amhara","Amde Work ","December",2015,38.85815043,12.45920199,10.78,NA,NA,NA,NA,NA,NA,NA,10.78
"162","Amhara","Danigla","December",2015,36.83153176,11.25223153,16.24,NA,NA,NA,NA,NA,NA,11.56,16.24
"163","Amhara","Chagni","December",2015,36.50793596,10.95196565,12,NA,8.32,NA,NA,NA,NA,10.03,12
"164","Amhara","Kemise","December",2015,39.85696873,10.71374234,12.64,9.84,9.81,NA,NA,NA,NA,19.08,12.64
"165","Amhara","Bati","December",2015,40.0181327,11.19153266,11.68,NA,NA,NA,NA,30,NA,34.32,11.68
"166","Amhara","Mota","February",2016,37.8807432,11.07475582,18.16,NA,13.64,NA,20.46,NA,NA,15.03,18.16
"167","Amhara","Debre- Markos ","February",2016,37.72636868,10.33641293,9.99,NA,NA,NA,NA,NA,NA,NA,9.99
"168","Amhara","Dembecha","February",2016,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"169","Amhara","Bahir- Dar ","February",2016,37.3815488,11.58416449,12.66,NA,12,NA,20,NA,NA,14.33,12.66
"170","Amhara","Sekota","February",2016,39.03355257,12.62479803,10.4,9.91,9.56,NA,NA,NA,NA,18.98,10.4
"171","Amhara","Amde Work ","February",2016,38.85815043,12.45920199,10.99,NA,NA,NA,NA,NA,NA,NA,10.99
"172","Amhara","Danigla","February",2016,36.83153176,11.25223153,12.25,NA,NA,NA,NA,NA,NA,13.35,12.25
"173","Amhara","Chagni","February",2016,36.50793596,10.95196565,11.66,NA,8,NA,NA,NA,NA,10.36,11.66
"174","Amhara","Kemise","February",2016,39.85696873,10.71374234,11.18,10.24,10.52,NA,NA,NA,NA,25.96,11.18
"175","Amhara","Bati","February",2016,40.0181327,11.19153266,12.13,NA,NA,NA,NA,35,NA,33.66,12.13
"176","Amhara","Mota","January",2016,37.8807432,11.07475582,19.74,NA,14,NA,20.46,NA,NA,18.74,19.74
"177","Amhara","Debre- Markos ","January",2016,37.72636868,10.33641293,10.34,NA,NA,NA,NA,NA,NA,NA,10.34
"178","Amhara","Dembecha","January",2016,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"179","Amhara","Bahir- Dar ","January",2016,37.3815488,11.58416449,12.66,NA,11.66,NA,20,NA,NA,14.66,12.66
"180","Amhara","Sekota","January",2016,39.03355257,12.62479803,10.5,9.91,9.87,NA,NA,NA,NA,18.97,10.5
"181","Amhara","Amde Work ","January",2016,38.85815043,12.45920199,10.79,NA,NA,NA,NA,NA,NA,NA,10.79
"182","Amhara","Danigla","January",2016,36.83153176,11.25223153,12.12,NA,NA,NA,NA,NA,NA,15.06,12.12
"183","Amhara","Chagni","January",2016,36.50793596,10.95196565,12,NA,8,NA,NA,NA,NA,9.69,12
"184","Amhara","Kemise","January",2016,39.85696873,10.71374234,12.07,11.79,11.32,NA,NA,NA,NA,21.04,12.07
"185","Amhara","Bati","January",2016,40.0181327,11.19153266,12.63,NA,NA,NA,NA,30,NA,35.37,12.63
"186","Amhara","Mota","July",2015,37.8807432,11.07475582,12.51,NA,11.84,NA,16.86,NA,NA,16.14,12.51
"187","Amhara","Debre- Markos ","July",2015,37.72636868,10.33641293,12.08,NA,NA,NA,NA,NA,NA,NA,12.08
"188","Amhara","Dembecha","July",2015,37.48251554,10.56669266,17,NA,NA,NA,NA,NA,NA,NA,17
"189","Amhara","Bahir- Dar ","July",2015,37.3815488,11.58416449,13.33,NA,11.83,NA,18,NA,NA,14.66,13.33
"190","Amhara","Sekota","July",2015,39.03355257,12.62479803,9.52,8.82,9.03,NA,NA,NA,NA,14.9,9.52
"191","Amhara","Amde Work ","July",2015,38.85815043,12.45920199,12.25,NA,NA,NA,NA,NA,NA,NA,12.25
"192","Amhara","Danigla","July",2015,36.83153176,11.25223153,14.01,NA,NA,NA,NA,NA,NA,16.23,14.01
"193","Amhara","Chagni","July",2015,36.50793596,10.95196565,12,NA,9.65,NA,NA,NA,NA,10.36,12
"194","Amhara","Kemise","July",2015,39.85696873,10.71374234,12.91,11.32,11.54,NA,NA,NA,NA,24.01,12.91
"195","Amhara","Bati","July",2015,40.0181327,11.19153266,12.28,NA,NA,NA,NA,28.98,NA,27.83,12.28
"196","Amhara","Mota","June",2016,37.8807432,11.07475582,19.84,NA,14.58,NA,16.86,NA,NA,13.89,19.84
"197","Amhara","Debre- Markos ","June",2016,37.72636868,10.33641293,9.77,NA,NA,NA,NA,NA,NA,NA,9.77
"198","Amhara","Dembecha","June",2016,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"199","Amhara","Bahir- Dar ","June",2016,37.3815488,11.58416449,13.16,NA,10.66,NA,23.66,NA,NA,15.66,13.16
"200","Amhara","Sekota","June",2016,39.03355257,12.62479803,9,8.34,8.48,NA,NA,NA,NA,14.9,9
"201","Amhara","Amde Work ","June",2016,38.85815043,12.45920199,10.83,NA,NA,NA,NA,NA,NA,NA,10.83
"202","Amhara","Danigla","June",2016,36.83153176,11.25223153,13.85,NA,NA,NA,NA,NA,NA,14.31,13.85
"203","Amhara","Chagni","June",2016,36.50793596,10.95196565,12,NA,8,NA,NA,NA,NA,9.38,12
"204","Amhara","Kemise","June",2016,39.85696873,10.71374234,12.85,11.28,10.81,NA,NA,NA,NA,24.66,12.85
"205","Amhara","Bati","June",2016,40.0181327,11.19153266,12.39,NA,NA,NA,NA,32,NA,36.82,12.39
"206","Amhara","Mota","March",2016,37.8807432,11.07475582,19.57,NA,17.15,NA,19.64,NA,NA,17.35,19.57
"207","Amhara","Debre- Markos ","March",2016,37.72636868,10.33641293,NA,11.52,NA,NA,16.18,NA,NA,NA,11.52
"208","Amhara","Dembecha","March",2016,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"209","Amhara","Bahir- Dar ","March",2016,37.3815488,11.58416449,13.33,NA,11.66,NA,19.66,NA,NA,15.33,13.33
"210","Amhara","Sekota","March",2016,39.03355257,12.62479803,10.67,10.27,9.83,NA,NA,NA,NA,18.45,10.67
"211","Amhara","Amde Work ","March",2016,38.85815043,12.45920199,11.04,NA,NA,NA,NA,NA,NA,NA,11.04
"212","Amhara","Danigla","March",2016,36.83153176,11.25223153,11.94,NA,NA,NA,NA,NA,NA,14.31,11.94
"213","Amhara","Chagni","March",2016,36.50793596,10.95196565,10,NA,8,NA,NA,NA,NA,11.16,10
"214","Amhara","Kemise","March",2016,39.85696873,10.71374234,11.54,11.22,11.54,NA,NA,NA,NA,25.02,11.54
"215","Amhara","Bati","March",2016,40.0181327,11.19153266,12.59,NA,NA,NA,NA,NA,NA,34.57,12.59
"216","Amhara","Mota","May",2016,37.8807432,11.07475582,18.5,NA,14.38,NA,17.24,NA,NA,15.09,18.5
"217","Amhara","Debre- Markos ","May",2016,37.72636868,10.33641293,9.19,NA,NA,NA,NA,NA,NA,NA,9.19
"218","Amhara","Dembecha","May",2016,37.48251554,10.56669266,16,NA,NA,NA,NA,NA,NA,NA,16
"219","Amhara","Bahir- Dar ","May",2016,37.3815488,11.58416449,13.33,NA,9.65,NA,20.33,NA,NA,15.66,13.33
"220","Amhara","Sekota","May",2016,39.03355257,12.62479803,9.39,8.93,8.54,NA,NA,NA,NA,18.37,9.39
"221","Amhara","Amde Work ","May",2016,38.85815043,12.45920199,10.85,NA,NA,NA,NA,NA,NA,NA,10.85
"222","Amhara","Danigla","May",2016,36.83153176,11.25223153,12.31,NA,NA,NA,NA,NA,NA,15.42,12.31
"223","Amhara","Chagni","May",2016,36.50793596,10.95196565,12,NA,8,NA,NA,NA,NA,9.38,12
"224","Amhara","Kemise","May",2016,39.85696873,10.71374234,11.5,11.78,11.54,NA,NA,NA,NA,23.21,11.5
"225","Amhara","Bati","May",2016,40.0181327,11.19153266,10.83,NA,NA,NA,NA,30,NA,33.66,10.83
"226","Amhara","Mota","November",2015,37.8807432,11.07475582,20.01,NA,15.04,NA,20,NA,NA,12.32,20.01
