"","Region","Market","Month","Year","Longitude","Latitude","CEREALS UNMILLED_Barley White","CEREALS UNMILLED_Barley Mixed","CEREALS UNMILLED_Barley Black","CEREALS UNMILLED_Barley for Beer","CEREALS UNMILLED_Hulled Barley","CEREALS MILLED_Barley White","CEREALS MILLED_Barley Mixed","P R I C E   I N    B I R R_Malt-Barley"
"1","Region","Market","Month","Year","Longitude","Latitude","CEREALS UNMILLED","CEREALS UNMILLED","CEREALS UNMILLED","CEREALS UNMILLED","CEREALS UNMILLED","CEREALS MILLED","CEREALS MILLED","P R I C E   I N    B I R R"
"68","AMHARA","Esete","JULY","2015","37.88657423","10.92298692","11.32","11.39","7.64","13.58","13.43","-","-","12.35"
"69","AMHARA","Debre- Tabor ","JULY","2015","38.00833967","11.84769551","-","9.97","10.42","14.83","16.09","-","-","14.09"
"70","AMHARA","Kobo","JULY","2015","39.63127424","12.16406542","11.04","-","-","-","-","-","-","22.57"
"71","AMHARA","Weldiya","JULY","2015","39.6014117","11.82360232","15.50","9.40","9.75","-","-","-","-","16.69"
"72","AMHARA","Kombolcha","JULY","2015","39.73724188","11.07807805","13.05","10.02","9.27","-","-","-","-","36.01"
"73","AMHARA","Dessie","JULY","2015","39.63548793","11.11703902","9.73","8.77","-","-","-","-","-","18.79"
"74","AMHARA","Shewa- Robit ","JULY","2015","39.90269733","10.00580856","10.38","-","10.22","13.47","33.79","-","-","14.16"
"75","AMHARA","Debre-¦","JULY","2015","39.52890047","9.67650294","8.83","7.50","-","10.66","14.24","-","-","24.20"
"76","AMHARA","Chuahit","June","2016","39.311961","10.643157","-","8.00","-","-","-","-","-","-"
"77","AMHARA","Gondar","June","2016","37.46149667","12.59878688","11.16","-","-","-","17.00","-","-","-"
"78","AMHARA","Esete","June","2016","37.88657423","10.92298692","7.64","7.52","5.82","10.33","16.36","-","-","10.70"
"79","AMHARA","Debre- Tabor ","June","2016","38.00833967","11.84769551","-","9.95","11.01","11.54","17.14","-","-","8.70"
"80","AMHARA","Kobo","June","2016","39.63127424","12.16406542","10.54","10.49","-","-","-","-","-","19.40"
"81","AMHARA","Weldiya","June","2016","39.6014117","11.82360232","15.33","11.05","9.03","-","11.36","-","-","15.81"
"82","AMHARA","Kombolcha","June","2016","39.73724188","11.07807805","12.80","9.27","-","-","31.41","-","-","-"
