"","Region","Market","Month","Year","Longitude","Latitude","CEREALS UNMILLED_Barley White","CEREALS UNMILLED_Barley Mixed","CEREALS UNMILLED_Barley Black","CEREALS UNMILLED_Barley for Beer","CEREALS UNMILLED_Hulled Barley","CEREALS MILLED_Barley White","CEREALS MILLED_Barley Mixed","P R I C E   I N    B I R R_Malt-Barley"
"72","AMHARA","Dessie","JULY","2013","39.63548793","11.11703902","9.51","8.82","-","-","-","14.00","-","13.94"
"73","AMHARA","Shewa- Robit ","JULY","2013","39.90269733","10.00580856","9.89","-","8.83","10.04","16.42","-","-","13.42"
"74","AMHARA","Debre-¦","JULY","2013","39.52890047","9.67650294","8.00","7.08","-","-","9.49","-","-","10.69"
"75","AMHARA","Chuahit","JUNE","2014","39.311961","10.643157","-","7.50","-","-","-","-","-","13.71"
"76","AMHARA","Gondar","JUNE","2014","37.46149667","12.59878688","10.00","-","-","-","16.66","-","-","-"
"77","AMHARA","Esete","JUNE","2014","37.88657423","10.92298692","7.63","7.59","7.22","8.30","12.63","-","-","10.15"
"78","AMHARA","Debre- Tabor ","JUNE","2014","38.00833967","11.84769551","-","8.03","8.51","10.08","11.24","-","-","13.01"
"79","AMHARA","Kobo","JUNE","2014","39.63127424","12.16406542","7.94","-","-","-","-","-","-","14.43"
"80","AMHARA","Weldiya","JUNE","2014","39.6014117","11.82360232","11.83","9.20","8.59","-","16.10","-","-","16.69"
"81","AMHARA","Kombolcha","JUNE","2014","39.73724188","11.07807805","9.42","8.41","8.59","-","-","-","-","34.62"
"82","AMHARA","Dessie","JUNE","2014","39.63548793","11.11703902","9.60","8.66","-","-","-","26.00","-","29.23"
"83","AMHARA","Shewa- Robit ","JUNE","2014","39.90269733","10.00580856","10.38","10.05","-","12.22","23.65","-","-","9.59"
"84","AMHARA","Debre-¦","JUNE","2014","39.52890047","9.67650294","8.33","8.00","8.31","9.00","11.42","-","-","21.68"
"85","AMHARA","Chuahit","MAY","2014","39.311961","10.643157","-","8.00","-","-","-","-","-","13.67"
"86","AMHARA","Gondar","MAY","2014","37.46149667","12.59878688","10.00","-","-","-","16.00","-","-","-"
"87","AMHARA","Esete","MAY","2014","37.88657423","10.92298692","7.83","7.65","7.87","8.48","12.81","-","-","11.20"
"88","AMHARA","Debre- Tabor ","MAY","2014","38.00833967","11.84769551","-","8.10","8.12","9.93","10.53","-","-","-"
"89","AMHARA","Kobo","MAY","2014","39.63127424","12.16406542","7.64","7.64","-","-","-","-","-","19.58"
"90","AMHARA","Weldiya","MAY","2014","39.6014117","11.82360232","10.70","-","-","-","-","-","-","-"
"91","AMHARA","Kombolcha","MAY","2014","39.73724188","11.07807805","9.01","8.72","8.59","-","23.08","-","-","33.37"
"92","AMHARA","Dessie","MAY","2014","39.63548793","11.11703902","9.09","8.39","-","-","-","26.00","-","17.67"
"93","AMHARA","Shewa- Robit ","MAY","2014","39.90269733","10.00580856","10.50","-","9.65","10.11","24.30","-","-","12.20"
"94","AMHARA","Debre-¦","MAY","2014","39.52890047","9.67650294","7.50","6.50","7.54","8.00","7.64","-","-","21.51"
"95","AMHARA","Chuahit","NOVEMBER","2013","39.311961","10.643157","-","-","-","-","-","-","-","11.97"
"96","AMHARA","Gondar","NOVEMBER","2013","37.46149667","12.59878688","11.16","-","-","-","13.83","-","-","15.83"
"97","AMHARA","Esete","NOVEMBER","2013","37.88657423","10.92298692","8.85","8.85","7.60","8.85","12.54","-","-","11.29"
"98","AMHARA","Debre- Tabor ","NOVEMBER","2013","38.00833967","11.84769551","-","9.30","9.25","-","11.50","-","-","9.21"
"99","AMHARA","Kobo","NOVEMBER","2013","39.63127424","12.16406542","9.41","9.44","-","-","-","-","-","21.30"
"100","AMHARA","Weldiya","NOVEMBER","2013","39.6014117","11.82360232","10.46","9.16","8.45","-","17.56","-","-","18.44"
"101","AMHARA","Kombolcha","NOVEMBER","2013","39.73724188","11.07807805","9.49","8.76","8.74","-","-","-","-","27.86"
"102","AMHARA","Dessie","NOVEMBER","2013","39.63548793","11.11703902","10.45","9.02","-","-","23.22","-","-","12.87"
"103","AMHARA","Shewa- Robit ","NOVEMBER","2013","39.90269733","10.00580856","9.71","-","9.69","9.75","16.24","-","-","13.51"
"104","AMHARA","Debre-¦","NOVEMBER","2013","39.52890047","9.67650294","8.50","7.92","7.79","9.00","9.55","-","-","21.52"
"105","AMHARA","Chuahit","OCTOBER","2013","39.311961","10.643157","-","-","-","-","-","-","-","12.07"
"106","AMHARA","Gondar","OCTOBER","2013","37.46149667","12.59878688","10.00","-","-","-","17.00","-","-","15.33"
"107","AMHARA","Esete","OCTOBER","2013","37.88657423","10.92298692","10.64","10.88","8.92","8.61","12.42","-","-","14.45"
"108","AMHARA","Debre- Tabor ","OCTOBER","2013","38.00833967","11.84769551","9.92","8.60","8.47","-","12.15","-","-","10.71"
"109","AMHARA","Kobo","OCTOBER","2013","39.63127424","12.16406542","9.37","9.18","-","-","-","-","-","13.90"
"110","AMHARA","Weldiya","OCTOBER","2013","39.6014117","11.82360232","11.20","9.00","8.50","-","21.08","-","-","16.21"
"111","AMHARA","Kombolcha","OCTOBER","2013","39.73724188","11.07807805","9.42","8.63","8.63","-","-","-","-","28.86"
"112","AMHARA","Dessie","OCTOBER","2013","39.63548793","11.11703902","10.37","8.83","-","-","22.97","14.00","-","13.96"
"113","AMHARA","Shewa- Robit ","OCTOBER","2013","39.90269733","10.00580856","9.57","-","9.48","9.76","17.45","-","-","12.92"
"114","AMHARA","Debre-¦","OCTOBER","2013","39.52890047","9.67650294","8.50","8.00","7.88","8.75","9.61","-","-","22.48"
"115","AMHARA","Chuahit","SEPTEMBER(1)","2013(1)","39.311961","10.643157","-","-","-","-","-","-","-","13.62"
"116","AMHARA","Gondar","SEPTEMBER(1)","2013(1)","37.46149667","12.59878688","10.00","-","-","-","14.33","-","-","-"
"117","AMHARA","Esete","SEPTEMBER(1)","2013(1)","37.88657423","10.92298692","8.86","9.08","8.79","9.23","12.67","-","-","9.68"
"118","AMHARA","Debre- Tabor ","SEPTEMBER(1)","2013(1)","38.00833967","11.84769551","-","8.66","8.27","-","12.15","-","-","12.89"
"119","AMHARA","Kobo","SEPTEMBER(1)","2013(1)","39.63127424","12.16406542","10.26","9.78","-","-","-","-","-","19.83"
"120","AMHARA","Weldiya","SEPTEMBER(1)","2013(1)","39.6014117","11.82360232","10.66","9.59","8.50","-","-","-","-","20.82"
"121","AMHARA","Kombolcha","SEPTEMBER(1)","2013(1)","39.73724188","11.07807805","9.07","8.72","9.15","-","-","-","-","28.86"
"122","AMHARA","Dessie","SEPTEMBER(1)","2013(1)","39.63548793","11.11703902","10.04","8.96","-","-","27.02","17.00","-","13.40"
"123","AMHARA","Shewa- Robit ","SEPTEMBER(1)","2013(1)","39.90269733","10.00580856","8.83","-","9.25","9.15","16.97","-","-","19.49"
"124","AMHARA","Debre-¦","SEPTEMBER(1)","2013(1)","39.52890047","9.67650294","7.47","7.16","8.41","8.00","11.40","-","-","12.72"
"125","AMHARa","Mota","APRIL","2014","37.8807432","11.07475582","7.22","-","11.84","-","13.80","-","-","-"
"126","AMHARa","Debre- markos ","APRIL","2014","37.72636868","10.33641293","8.90","-","-","-","12.23","-","-","-"
"127","AMHARa","Dembecha","APRIL","2014","37.48251554","10.56669266","15.00","-","-","-","-","-","-","-"
"128","AMHARa","Bahir- Dar ","APRIL","2014","37.3815488","11.58416449","11.66","-","9.65","-","17.31","-","-","13.33"
"129","AMHARa","Sekota","APRIL","2014","39.03355257","12.62479803","8.93","8.31","8.38","-","-","-","-","15.00"
"130","AMHARa","Amde Work ","APRIL","2014","38.85815043","12.45920199","10.66","-","-","-","-","-","-","-"
"131","AMHARa","Danigla","APRIL","2014","36.83153176","11.25223153","8.95","-","7.73","-","-","-","-","20.71"
"132","AMHARa","Chagni","APRIL","2014","36.50793596","10.95196565","9.00","-","6.93","-","-","-","-","10.03"
"133","AMHARa","Kemise","APRIL","2014","39.85696873","10.71374234","9.35","9.01","8.22","-","-","-","-","19.52"
"134","AMHARa","Bati","APRIL","2014","40.0181327","11.19153266","10.14","-","-","-","-","-","-","16.99"
"135","AMHARa","Mota","AUGUST","2013","37.8807432","11.07475582","-","-","11.70","-","13.19","-","-","-"
"136","AMHARa","Debre- markos ","AUGUST","2013","37.72636868","10.33641293","9.64","-","-","-","-","-","-","-"
"137","AMHARa","Dembecha","AUGUST","2013","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"138","AMHARa","Bahir- Dar ","AUGUST","2013","37.3815488","11.58416449","10.66","-","9.15","-","17.66","-","-","12.32"
"139","AMHARa","Sekota","AUGUST","2013","39.03355257","12.62479803","9.52","8.83","8.96","-","-","-","-","14.66"
"140","AMHARa","Amde Work ","AUGUST","2013","38.85815043","12.45920199","10.13","-","-","-","-","-","-","-"
"141","AMHARa","Danigla","AUGUST","2013","36.83153176","11.25223153","10.27","-","8.04","-","-","-","-","18.23"
"142","AMHARa","Chagni","AUGUST","2013","36.50793596","10.95196565","8.00","-","7.83","-","-","-","-","10.36"
"143","AMHARa","Kemise","AUGUST","2013","39.85696873","10.71374234","9.10","8.57","-","-","-","-","-","18.83"
"144","AMHARa","Bati","AUGUST","2013","40.0181327","11.19153266","9.36","-","-","-","-","-","-","16.99"
"145","AMHARa","Mota","DECEMBER","2013","37.8807432","11.07475582","-","-","14.63","-","15.37","-","-","-"
"146","AMHARa","Debre- markos ","DECEMBER","2013","37.72636868","10.33641293","8.82","-","-","-","-","-","-","-"
"147","AMHARa","Dembecha","DECEMBER","2013","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"148","AMHARa","Bahir- Dar ","DECEMBER","2013","37.3815488","11.58416449","11.00","-","9.15","-","18.64","-","-","12.32"
"149","AMHARa","Sekota","DECEMBER","2013","39.03355257","12.62479803","7.67","7.28","7.77","-","-","-","-","13.74"
"150","AMHARa","Amde Work ","DECEMBER","2013","38.85815043","12.45920199","9.62","-","-","-","-","-","-","-"
"151","AMHARa","Danigla","DECEMBER","2013","36.83153176","11.25223153","8.97","-","6.20","-","-","-","-","11.47"
"152","AMHARa","Chagni","DECEMBER","2013","36.50793596","10.95196565","-","-","8.00","-","-","-","-","11.16"
"153","AMHARa","Kemise","DECEMBER","2013","39.85696873","10.71374234","8.57","8.85","8.24","-","-","-","-","19.79"
"154","AMHARa","Bati","DECEMBER","2013","40.0181327","11.19153266","10.87","-","-","-","-","-","-","17.32"
"155","AMHARa","Mota","FEBRUARY","2014","37.8807432","11.07475582","9.14","-","11.39","-","16.49","-","-","-"
"156","AMHARa","Debre- markos ","FEBRUARY","2014","37.72636868","10.33641293","8.29","-","-","-","-","-","-","-"
"157","AMHARa","Dembecha","FEBRUARY","2014","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"158","AMHARa","Bahir- Dar ","FEBRUARY","2014","37.3815488","11.58416449","10.00","-","10.32","-","19.31","-","-","13.33"
"159","AMHARa","Sekota","FEBRUARY","2014","39.03355257","12.62479803","8.50","8.17","8.16","-","-","-","-","11.44"
"160","AMHARa","Amde Work ","FEBRUARY","2014","38.85815043","12.45920199","10.11","-","-","-","-","-","-","-"
"161","AMHARa","Danigla","FEBRUARY","2014","36.83153176","11.25223153","11.06","-","7.81","-","-","-","-","17.66"
"162","AMHARa","Chagni","FEBRUARY","2014","36.50793596","10.95196565","9.00","-","7.00","-","-","-","-","9.69"
"163","AMHARa","Kemise","FEBRUARY","2014","39.85696873","10.71374234","8.34","8.45","7.96","-","-","-","-","19.52"
"164","AMHARa","Bati","FEBRUARY","2014","40.0181327","11.19153266","9.86","-","-","-","-","-","-","17.26"
"165","AMHARa","Mota","JANUARY","2014","37.8807432","11.07475582","-","-","11.70","-","15.92","-","-","-"
"166","AMHARa","Debre- markos ","JANUARY","2014","37.72636868","10.33641293","7.58","-","-","-","-","-","-","-"
"167","AMHARa","Dembecha","JANUARY","2014","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"168","AMHARa","Bahir- Dar ","JANUARY","2014","37.3815488","11.58416449","10.97","-","10.32","-","16.33","-","-","13.33"
"169","AMHARa","Sekota","JANUARY","2014","39.03355257","12.62479803","8.60","8.12","8.25","-","-","-","-","14.72"
"170","AMHARa","Amde Work ","JANUARY","2014","38.85815043","12.45920199","9.58","-","-","-","-","-","-","-"
"171","AMHARa","Danigla","JANUARY","2014","36.83153176","11.25223153","9.27","-","6.56","-","-","-","-","13.33"
"172","AMHARa","Chagni","JANUARY","2014","36.50793596","10.95196565","10.97","-","10.32","-","16.33","-","-","13.33"
"173","AMHARa","Kemise","JANUARY","2014","39.85696873","10.71374234","8.93","8.22","8.06","-","-","-","-","20.56"
"174","AMHARa","Bati","JANUARY","2014","40.0181327","11.19153266","9.63","-","-","-","-","-","-","18.80"
"175","AMHARa","Mota","JULY","2013","37.8807432","11.07475582","8.84","-","11.39","-","13.19","-","-","-"
"176","AMHARa","Debre- markos ","JULY","2013","37.72636868","10.33641293","10.05","-","-","-","-","-","-","-"
"177","AMHARa","Dembecha","JULY","2013","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"178","AMHARa","Bahir- Dar ","JULY","2013","37.3815488","11.58416449","10.00","-","9.32","-","13.66","-","-","12.32"
"179","AMHARa","Sekota","JULY","2013","39.03355257","12.62479803","10.16","9.73","9.30","-","-","-","-","13.06"
"180","AMHARa","Amde Work ","JULY","2013","38.85815043","12.45920199","9.53","-","-","-","-","-","-","-"
"181","AMHARa","Danigla","JULY","2013","36.83153176","11.25223153","10.51","-","7.62","-","-","-","-","20.71"
"182","AMHARa","Chagni","JULY","2013","36.50793596","10.95196565","8.49","-","8.00","-","-","-","-","10.54"
"183","AMHARa","Kemise","JULY","2013","39.85696873","10.71374234","8.75","9.10","8.80","-","-","-","-","18.37"
"184","AMHARa","Bati","JULY","2013","40.0181327","11.19153266","9.08","-","-","-","-","-","-","14.03"
"185","AMHARa","Mota","JUNE","2014","37.8807432","11.07475582","11.25","-","11.77","-","13.34","-","-","-"
"186","AMHARa","Debre- markos ","JUNE","2014","37.72636868","10.33641293","11.58","-","-","-","-","-","-","-"
"187","AMHARa","Dembecha","JUNE","2014","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"188","AMHARa","Bahir- Dar ","JUNE","2014","37.3815488","11.58416449","12.00","-","9.65","-","18.00","-","-","13.33"
"189","AMHARa","Sekota","JUNE","2014","39.03355257","12.62479803","8.17","8.04","7.68","-","-","-","-","15.00"
"190","AMHARa","Amde Work ","JUNE","2014","38.85815043","12.45920199","10.85","-","-","-","-","-","-","-"
"191","AMHARa","Danigla","JUNE","2014","36.83153176","11.25223153","8.82","-","8.04","-","-","-","-","13.05"
"192","AMHARa","Chagni","JUNE","2014","36.50793596","10.95196565","9.00","-","7.66","-","-","-","-","-"
"193","AMHARa","Kemise","JUNE","2014","39.85696873","10.71374234","11.28","10.40","9.02","-","-","-","-","18.33"
"194","AMHARa","Bati","JUNE","2014","40.0181327","11.19153266","10.00","-","-","-","-","-","-","16.98"
"195","AMHARa","Mota","MAY","2014","37.8807432","11.07475582","8.53","-","11.40","-","16.49","-","-","-"
"196","AMHARa","Debre- markos ","MAY","2014","37.72636868","10.33641293","9.47","-","-","-","-","-","-","-"
"197","AMHARa","Dembecha","MAY","2014","37.48251554","10.56669266","15.00","-","-","-","-","-","-","-"
"198","AMHARa","Bahir- Dar ","MAY","2014","37.3815488","11.58416449","10.97","-","9.32","-","17.66","-","-","13.33"
"199","AMHARa","Sekota","MAY","2014","39.03355257","12.62479803","8.27","7.86","7.98","-","-","-","-","14.64"
"200","AMHARa","Amde Work ","MAY","2014","38.85815043","12.45920199","10.70","-","-","-","-","-","-","-"
"201","AMHARa","Danigla","MAY","2014","36.83153176","11.25223153","9.23","-","8.21","-","-","-","-","14.70"
"202","AMHARa","Chagni","MAY","2014","36.50793596","10.95196565","9.00","-","8.00","-","-","-","-","8.83"
"203","AMHARa","Kemise","MAY","2014","39.85696873","10.71374234","9.04","9.06","8.85","-","-","-","-","19.52"
"204","AMHARa","Bati","MAY","2014","40.0181327","11.19153266","10.13","-","-","-","-","-","-","18.59"
"205","AMHARa","Mota","NOVEMBER","2013","37.8807432","11.07475582","-","-","14.63","-","14.11","-","-","-"
"206","AMHARa","Debre- markos ","NOVEMBER","2013","37.72636868","10.33641293","9.71","-","-","-","-","-","-","-"
"207","AMHARa","Dembecha","NOVEMBER","2013","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"208","AMHARa","Bahir- Dar ","NOVEMBER","2013","37.3815488","11.58416449","11.00","-","9.49","-","17.66","-","-","12.32"
"209","AMHARa","Sekota","NOVEMBER","2013","39.03355257","12.62479803","8.13","7.46","7.68","-","-","-","-","14.82"
"210","AMHARa","Amde Work ","NOVEMBER","2013","38.85815043","12.45920199","9.52","-","-","-","-","-","-","-"
"211","AMHARa","Danigla","NOVEMBER","2013","36.83153176","11.25223153","9.10","-","9.01","-","-","-","-","22.31"
"212","AMHARa","Chagni","NOVEMBER","2013","36.50793596","10.95196565","9.50","-","9.00","-","-","-","-","11.56"
"213","AMHARa","Kemise","NOVEMBER","2013","39.85696873","10.71374234","9.32","9.23","8.57","-","-","-","-","20.84"
"214","AMHARa","Bati","NOVEMBER","2013","40.0181327","11.19153266","9.27","-","-","-","-","-","-","16.83"
"215","AMHARa","Mota","OCTOBER","2013","37.8807432","11.07475582","-","-","-","-","13.19","-","-","-"
"216","AMHARa","Debre- markos ","OCTOBER","2013","37.72636868","10.33641293","9.97","-","-","-","-","-","-","-"
"217","AMHARa","Dembecha","OCTOBER","2013","37.48251554","10.56669266","-","-","-","-","-","-","-","-"
"218","AMHARa","Bahir- Dar ","OCTOBER","2013","37.3815488","11.58416449","10.66","-","9.65","-","18.64","-","-","12.00"
"219","AMHARa","Sekota","OCTOBER","2013","39.03355257","12.62479803","9.49","8.75","8.92","-","-","-","-","14.29"
"220","AMHARa","Amde Work ","OCTOBER","2013","38.85815043","12.45920199","10.13","-","9.88","-","-","-","-","-"
"221","AMHARa","Danigla","OCTOBER","2013","36.83153176","11.25223153","10.52","-","9.14","-","-","-","-","20.71"
"222","AMHARa","Chagni","OCTOBER","2013","36.50793596","10.95196565","9.66","-","8.00","-","-","-","-","10.73"
"223","AMHARa","Kemise","OCTOBER","2013","39.85696873","10.71374234","9.38","8.93","8.70","-","-","-","-","18.83"
"224","AMHARa","Bati","OCTOBER","2013","40.0181327","11.19153266","10.24","-","-","-","-","-","-","16.98"
