"","Region","Market","Month","Year","Longitude","Latitude","pkg.bar.white","pkg.bar.mixed","pkg.bar.black","pkg.bar.bbeer","pkg.bar.temez","pkg.bar.millw","pkg.bar.millm","pkg.bar.maltb","pkg.bar.hullb","pkg.bar.allba"
"2","Addis","Addis Ababa","April",2019,38.793806,9.023748,20,17,18.22,19.5,35.5,NA,NA,43.775,NA,20
"4","Addis","Addis Ababa","April",2019,38.793806,9.023748,20,17,18.22,19.5,35.5,NA,NA,43.775,NA,20
"5","Addis","Addis Ababa","August",2018,38.793806,9.023748,20,20,18.73,20,40,NA,NA,40.57,NA,20
"6","Addis","Addis Ababa","December",2018,38.793806,9.023748,19.49,17,18.245,20,39,NA,NA,45.67,NA,19.49
"7","Addis","Addis Ababa","February",2019,38.793806,9.023748,19.485,17.985,18.97,19.485,35,NA,NA,43.495,NA,19.485
"8","Addis","Addis Ababa","January",2019,38.793806,9.023748,19.745,18.745,18.97,20,39,NA,NA,41.775,NA,19.745
"9","Addis","Addis Ababa","July",2018,38.793806,9.023748,20,20,18,20,37.5,NA,NA,39.025,NA,20
"10","Addis","Addis Ababa","March",2019,38.793806,9.023748,19.5,17,18.245,18.5,35,NA,NA,40.67,NA,19.5
"11","Addis","Addis Ababa","May",2019,38.793806,9.023748,20,17.7,18.485,20,40,NA,NA,45.46,NA,20
"12","Addis","Addis Ababa","November",2018,38.793806,9.023748,19.23,18,18.73,20,35,NA,NA,36.26,NA,19.23
"13","Addis","Addis Ababa","October",2018,38.793806,9.023748,20,17.5,19.23,20,38.495,NA,NA,48.78,NA,20
"14","Addis","Addis Ababa","September",2018,38.793806,9.023748,19.23,17.485,18.985,20,40,NA,NA,50.16,NA,19.23
"15","Amhara","Chuahit","April",2019,39.311961,10.643157,NA,12,NA,NA,NA,NA,NA,17.7,NA,12
"16","Amhara","Gondar","April",2019,37.46149667,12.59878688,16.25,NA,NA,NA,24,NA,NA,24,NA,16.25
"17","Amhara","Esete","April",2019,37.88657423,10.92298692,13.86,14.18,11.54,13.2,19.65,NA,NA,NA,NA,13.86
"18","Amhara","Debre- Tabor ","April",2019,38.00833967,11.84769551,NA,12.52,14.56,17.14,22.95,NA,NA,29.19,NA,12.52
"19","Amhara","Kobo","April",2019,39.63127424,12.16406542,14.09,14.71,NA,NA,NA,NA,NA,26.37,NA,14.09
"20","Amhara","Weldiya","April",2019,39.6014117,11.82360232,20.62,13.97,13.79,NA,18.6,NA,NA,24.4,NA,20.62
"21","Amhara","Kombolcha","April",2019,39.73724188,11.07807805,19.3,12.83,NA,NA,NA,NA,NA,NA,NA,19.3
"22","Amhara","Dessie","April",2019,39.63548793,11.11703902,17.44,14.13,13.58,NA,30.46,NA,NA,19.8,NA,17.44
"23","Amhara","Shewa- Robit ","April",2019,39.90269733,10.00580856,15.09,NA,15.29,17.78,NA,NA,NA,17.41,NA,15.09
"24","Amhara","Debre-¦","April",2019,39.52890047,9.67650294,13,12,NA,15,20.36,NA,NA,34.72,NA,13
"25","Amhara","Chuahit","August",2018,39.311961,10.643157,NA,12,NA,NA,NA,NA,NA,20.41,NA,12
"26","Amhara","Gondar","August",2018,37.46149667,12.59878688,16.25,NA,NA,NA,30,NA,NA,NA,NA,16.25
"27","Amhara","Esete","August",2018,37.88657423,10.92298692,14.05,14.14,11.38,13.56,20.54,NA,NA,NA,NA,14.05
"28","Amhara","Debre- Tabor ","August",2018,38.00833967,11.84769551,NA,11.54,14.09,13.29,23.35,NA,NA,22.15,NA,11.54
"29","Amhara","Kobo","August",2018,39.63127424,12.16406542,15.13,NA,NA,NA,NA,NA,NA,31.55,NA,15.13
"30","Amhara","Weldiya","August",2018,39.6014117,11.82360232,14.62,12.87,12.29,NA,18.46,NA,NA,21.76,NA,14.62
"31","Amhara","Kombolcha","August",2018,39.73724188,11.07807805,17.67,13.12,NA,NA,31.05,NA,NA,NA,NA,17.67
"32","Amhara","Dessie","August",2018,39.63548793,11.11703902,13.63,11.88,12.66,NA,18.48,NA,NA,NA,NA,13.63
"33","Amhara","Shewa- Robit ","August",2018,39.90269733,10.00580856,14.55,NA,15.19,16.77,33.61,NA,NA,NA,NA,14.55
"34","Amhara","Debre-¦","August",2018,39.52890047,9.67650294,13,12,NA,15,NA,NA,NA,31.85,NA,13
"35","Amhara","Chuahit","December",2018,39.311961,10.643157,NA,NA,NA,NA,NA,NA,NA,17.91,NA,NA
"36","Amhara","Gondar","December",2018,37.46149667,12.59878688,16.25,NA,NA,NA,30,NA,NA,NA,NA,16.25
"37","Amhara","Esete","December",2018,37.88657423,10.92298692,12.94,13.12,NA,12.64,21.11,NA,NA,NA,NA,12.94
"38","Amhara","Debre- Tabor ","December",2018,38.00833967,11.84769551,NA,14.82,15.42,16.65,20.83,NA,NA,18.35,NA,14.82
"39","Amhara","Kobo","December",2018,39.63127424,12.16406542,15.27,NA,20.12,NA,NA,NA,NA,24.29,NA,15.27
"40","Amhara","Weldiya","December",2018,39.6014117,11.82360232,17.82,13.96,13.92,NA,18.51,NA,NA,23.49,NA,17.82
"41","Amhara","Kombolcha","December",2018,39.73724188,11.07807805,15.29,13.48,NA,NA,NA,NA,NA,NA,NA,15.29
"42","Amhara","Dessie","December",2018,39.63548793,11.11703902,12.54,10.95,NA,NA,30.45,NA,NA,13.66,NA,12.54
"43","Amhara","Shewa- Robit ","December",2018,39.90269733,10.00580856,15.19,15.89,16.17,16.77,NA,NA,NA,17.41,NA,15.19
"44","Amhara","Debre-¦","December",2018,39.52890047,9.67650294,12.75,12,NA,14.75,14.46,NA,NA,NA,NA,12.75
"45","Amhara","Chuahit","February",2019,39.311961,10.643157,NA,NA,10,NA,NA,NA,NA,NA,NA,10
"46","Amhara","Gondar","February",2019,37.46149667,12.59878688,16,NA,NA,NA,30,NA,NA,NA,NA,16
"47","Amhara","Esete","February",2019,37.88657423,10.92298692,13.11,13.14,10.97,15.29,21.84,NA,NA,NA,NA,13.11
"48","Amhara","Debre- Tabor ","February",2019,38.00833967,11.84769551,NA,9.19,9.34,17.3,21.67,NA,NA,19.34,NA,9.19
"49","Amhara","Kobo","February",2019,39.63127424,12.16406542,13.62,NA,NA,NA,NA,NA,NA,23.86,NA,13.62
"50","Amhara","Weldiya","February",2019,39.6014117,11.82360232,17.85,13.94,13.32,NA,21.37,NA,NA,23.82,NA,17.85
"51","Amhara","Kombolcha","February",2019,39.73724188,11.07807805,16.73,12.38,NA,NA,40.68,NA,NA,NA,NA,16.73
"52","Amhara","Dessie","February",2019,39.63548793,11.11703902,16.61,13.35,13.6,NA,29.63,NA,NA,NA,NA,16.61
"53","Amhara","Shewa- Robit ","February",2019,39.90269733,10.00580856,15.29,NA,15.49,17.5,NA,NA,NA,NA,NA,15.29
"54","Amhara","Debre-¦","February",2019,39.52890047,9.67650294,12,10,NA,14,18.01,NA,NA,33.44,NA,12
"55","Amhara","Chuahit","January",2019,39.311961,10.643157,NA,8,NA,NA,NA,NA,NA,17.78,NA,8
"56","Amhara","Gondar","January",2019,37.46149667,12.59878688,16.5,NA,NA,NA,23.49,NA,NA,NA,NA,16.5
"57","Amhara","Esete","January",2019,37.88657423,10.92298692,12.66,12.89,9.35,11.81,20.25,NA,NA,NA,NA,12.66
"58","Amhara","Debre- Tabor ","January",2019,38.00833967,11.84769551,NA,15.46,16.45,17.68,25.66,NA,NA,28.13,NA,15.46
"59","Amhara","Kobo","January",2019,39.63127424,12.16406542,15.22,NA,NA,NA,NA,NA,NA,23.08,NA,15.22
"60","Amhara","Weldiya","January",2019,39.6014117,11.82360232,17.85,13.99,13.95,NA,23.4,NA,NA,23.92,NA,17.85
"61","Amhara","Kombolcha","January",2019,39.73724188,11.07807805,15.26,12.34,NA,NA,37.21,NA,NA,NA,NA,15.26
"62","Amhara","Dessie","January",2019,39.63548793,11.11703902,15.61,12.83,13.44,NA,29.67,NA,NA,NA,NA,15.61
"63","Amhara","Shewa- Robit ","January",2019,39.90269733,10.00580856,15.38,NA,15.84,17.61,NA,NA,NA,NA,NA,15.38
"64","Amhara","Debre-¦","January",2019,39.52890047,9.67650294,13,12,NA,15,20.23,NA,NA,32.68,NA,13
"65","Amhara","Chuahit","July",2018,39.311961,10.643157,NA,13,NA,NA,NA,NA,NA,20.89,NA,13
"66","Amhara","Gondar","July",2018,37.46149667,12.59878688,16.49,NA,NA,NA,30,NA,NA,NA,NA,16.49
"67","Amhara","Esete","July",2018,37.88657423,10.92298692,11.77,12.29,11.97,12.69,20.24,NA,NA,NA,NA,11.77
"68","Amhara","Debre- Tabor ","July",2018,38.00833967,11.84769551,NA,13.56,11.64,12.91,27.36,NA,NA,16.31,NA,13.56
"69","Amhara","Kobo","July",2018,39.63127424,12.16406542,13.52,12,NA,NA,NA,NA,NA,24.49,NA,13.52
"70","Amhara","Weldiya","July",2018,39.6014117,11.82360232,13.85,13.42,12.57,NA,19.36,NA,NA,21.76,NA,13.85
"71","Amhara","Kombolcha","July",2018,39.73724188,11.07807805,14.43,13.04,NA,NA,31.15,NA,NA,NA,NA,14.43
"72","Amhara","Dessie","July",2018,39.63548793,11.11703902,12.99,NA,12.38,NA,17.52,NA,NA,13.93,NA,12.99
"73","Amhara","Shewa- Robit ","July",2018,39.90269733,10.00580856,15.39,NA,15.4,17.42,33.61,NA,NA,14.82,NA,15.39
"74","Amhara","Debre-¦","July",2018,39.52890047,9.67650294,12,12,NA,15,20.33,NA,NA,32.06,NA,12
"75","Amhara","Chuahit","March",2019,39.311961,10.643157,NA,11,NA,NA,NA,NA,NA,21.47,NA,11
"76","Amhara","Gondar","March",2019,37.46149667,12.59878688,16,NA,NA,NA,25,NA,NA,NA,NA,16
"77","Amhara","Esete","March",2019,37.88657423,10.92298692,15.06,14.64,12.53,14.04,21.18,NA,NA,NA,NA,15.06
"78","Amhara","Debre- Tabor ","March",2019,38.00833967,11.84769551,16.06,11.67,11.17,17.63,22.47,NA,NA,24.05,NA,16.06
"79","Amhara","Kobo","March",2019,39.63127424,12.16406542,14.36,NA,NA,NA,NA,NA,NA,24.41,NA,14.36
"80","Amhara","Weldiya","March",2019,39.6014117,11.82360232,16.96,13.46,13.39,NA,NA,NA,NA,24.69,NA,16.96
"81","Amhara","Kombolcha","March",2019,39.73724188,11.07807805,17.08,12.5,NA,NA,38.71,NA,NA,NA,NA,17.08
"82","Amhara","Dessie","March",2019,39.63548793,11.11703902,17.16,13.71,13.42,NA,29.59,NA,NA,NA,NA,17.16
"83","Amhara","Shewa- Robit ","March",2019,39.90269733,10.00580856,15.43,NA,15.33,17.55,NA,NA,NA,17.41,NA,15.43
"84","Amhara","Debre-¦","March",2019,39.52890047,9.67650294,12.75,11,NA,14.75,18.01,NA,NA,32.47,NA,12.75
"85","Amhara","Chuahit","May",2019,39.311961,10.643157,NA,13,NA,NA,NA,NA,NA,22.13,NA,13
"86","Amhara","Gondar","May",2019,37.46149667,12.59878688,16.75,NA,NA,NA,24,NA,NA,NA,NA,16.75
"87","Amhara","Esete","May",2019,37.88657423,10.92298692,15.34,15.09,12.7,15.83,20.53,NA,NA,NA,NA,15.34
"88","Amhara","Debre- Tabor ","May",2019,38.00833967,11.84769551,NA,12.68,14.26,17.45,24.16,NA,NA,25.41,NA,12.68
"89","Amhara","Kobo","May",2019,39.63127424,12.16406542,17.98,NA,NA,NA,NA,NA,NA,31.45,NA,17.98
"90","Amhara","Weldiya","May",2019,39.6014117,11.82360232,NA,NA,NA,NA,26.03,NA,NA,NA,NA,NA
"91","Amhara","Kombolcha","May",2019,39.73724188,11.07807805,19.85,14.54,NA,NA,NA,NA,NA,NA,NA,19.85
"92","Amhara","Dessie","May",2019,39.63548793,11.11703902,18.58,14.5,13.56,NA,31.62,NA,NA,33.81,NA,18.58
"93","Amhara","Shewa- Robit ","May",2019,39.90269733,10.00580856,15.49,NA,15.74,19.76,NA,NA,NA,16.67,NA,15.49
"94","Amhara","Debre-¦","May",2019,39.52890047,9.67650294,13,12.25,NA,15,NA,NA,NA,32.26,NA,13
"95","Amhara","Chuahit","November",2018,39.311961,10.643157,NA,NA,NA,NA,NA,NA,NA,20.37,NA,NA
"96","Amhara","Gondar","November",2018,37.46149667,12.59878688,16.25,NA,NA,NA,30,NA,NA,NA,NA,16.25
"97","Amhara","Esete","November",2018,37.88657423,10.92298692,13.27,13.06,10.8,13.31,20.86,NA,NA,16.99,NA,13.27
"98","Amhara","Debre- Tabor ","November",2018,38.00833967,11.84769551,NA,15,15.51,14.79,21.63,NA,NA,23.78,NA,15
"99","Amhara","Kobo","November",2018,39.63127424,12.16406542,15.13,NA,18.62,NA,NA,NA,NA,22.1,NA,15.13
"100","Amhara","Weldiya","November",2018,39.6014117,11.82360232,14.31,13.68,13.4,NA,21.8,NA,NA,25.13,NA,14.31
"101","Amhara","Kombolcha","November",2018,39.73724188,11.07807805,14.96,12.61,NA,NA,37.92,NA,NA,NA,NA,14.96
"102","Amhara","Dessie","November",2018,39.63548793,11.11703902,12.69,11.31,10.64,NA,30.02,NA,NA,13.48,NA,12.69
"103","Amhara","Shewa- Robit ","November",2018,39.90269733,10.00580856,14.59,NA,15,16.29,32.62,NA,NA,NA,NA,14.59
"104","Amhara","Debre-¦","November",2018,39.52890047,9.67650294,13,12,NA,15,NA,NA,NA,33.33,NA,13
"105","Amhara","Chuahit","October",2018,39.311961,10.643157,NA,NA,NA,NA,NA,NA,NA,19.12,NA,NA
"106","Amhara","Gondar","October",2018,37.46149667,12.59878688,16,NA,NA,NA,30,NA,NA,NA,NA,16
"107","Amhara","Esete","October",2018,37.88657423,10.92298692,14.56,14.72,12.15,13.69,22.44,NA,NA,NA,NA,14.56
"108","Amhara","Debre- Tabor ","October",2018,38.00833967,11.84769551,16.3,12.59,13.36,16.1,24.34,NA,NA,26.34,NA,16.3
"109","Amhara","Kobo","October",2018,39.63127424,12.16406542,14.9,NA,NA,NA,NA,NA,NA,22.5,NA,14.9
"110","Amhara","Weldiya","October",2018,39.6014117,11.82360232,15.98,13.79,14.31,NA,18.64,NA,NA,24.76,NA,15.98
"111","Amhara","Kombolcha","October",2018,39.73724188,11.07807805,12.23,12.51,12.91,NA,32.16,NA,NA,NA,NA,12.23
"112","Amhara","Dessie","October",2018,39.63548793,11.11703902,12.57,11.14,10.07,NA,25.62,NA,NA,13.3,NA,12.57
"113","Amhara","Shewa- Robit ","October",2018,39.90269733,10.00580856,15.1,NA,15.44,16.87,NA,NA,NA,16.01,NA,15.1
"114","Amhara","Debre-¦","October",2018,39.52890047,9.67650294,13,12,NA,14.49,NA,NA,NA,NA,NA,13
"115","Amhara","Chuahit","September",2018,39.311961,10.643157,NA,11.25,NA,NA,NA,NA,NA,20.29,NA,11.25
"116","Amhara","Gondar","September",2018,37.46149667,12.59878688,16.25,NA,NA,NA,30,NA,NA,NA,NA,16.25
"117","Amhara","Esete","September",2018,37.88657423,10.92298692,12.81,12.8,11.14,13.32,21.4,NA,NA,16.58,NA,12.81
"118","Amhara","Debre- Tabor ","September",2018,38.00833967,11.84769551,NA,12.99,13.3,15.99,23.02,NA,NA,15.76,NA,12.99
"119","Amhara","Kobo","September",2018,39.63127424,12.16406542,16.14,NA,NA,NA,NA,NA,NA,24.35,NA,16.14
"120","Amhara","Weldiya","September",2018,39.6014117,11.82360232,15.7,13.87,13,NA,18.75,NA,NA,29.86,NA,15.7
"121","Amhara","Kombolcha","September",2018,39.73724188,11.07807805,17.68,12.71,NA,NA,NA,NA,NA,NA,NA,17.68
"122","Amhara","Dessie","September",2018,39.63548793,11.11703902,11.91,12.33,NA,NA,26.62,NA,NA,NA,NA,11.91
"123","Amhara","Shewa- Robit ","September",2018,39.90269733,10.00580856,15.09,NA,15,16.23,32,NA,NA,15.38,NA,15.09
"124","Amhara","Debre-¦","September",2018,39.52890047,9.67650294,13,12,NA,15,NA,NA,NA,NA,NA,13
"125","Amhara","Mota","April",2019,37.8807432,11.07475582,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA
"126","Amhara","Debre- Markos ","April",2019,37.72636868,10.33641293,15.76,NA,NA,NA,NA,NA,NA,NA,NA,15.76
"127","Amhara","Dembecha","April",2019,37.48251554,10.56669266,20.98,NA,NA,NA,NA,NA,NA,NA,NA,20.98
"128","Amhara","Bahir- Dar ","April",2019,37.3815488,11.58416449,17,NA,16.49,NA,34.5,NA,NA,25,NA,17
"129","Amhara","Sekota","April",2019,39.03355257,12.62479803,13.79,13.33,NA,NA,NA,NA,NA,28.85,NA,13.79
"130","Amhara","Amde Work ","April",2019,38.85815043,12.45920199,17.77,17.59,NA,NA,NA,NA,NA,NA,NA,17.77
"131","Amhara","Danigla","April",2019,36.83153176,11.25223153,19.54,NA,NA,NA,NA,NA,NA,16.01,NA,19.54
"132","Amhara","Chagni","April",2019,36.50793596,10.95196565,17,NA,13,NA,NA,NA,NA,12.5,NA,17
"133","Amhara","Kemise","April",2019,39.85696873,10.71374234,19.15,15.69,17.9,NA,NA,NA,NA,33.33,NA,19.15
"134","Amhara","Bati","April",2019,40.0181327,11.19153266,16.47,NA,NA,NA,NA,45,NA,NA,NA,16.47
"135","Amhara","Mota","August",2018,37.8807432,11.07475582,NA,NA,NA,NA,29.42,NA,NA,NA,NA,NA
"136","Amhara","Debre- Markos ","August",2018,37.72636868,10.33641293,14.52,NA,NA,16.66,20.07,NA,NA,NA,NA,14.52
"137","Amhara","Dembecha","August",2018,37.48251554,10.56669266,20,NA,NA,NA,NA,NA,NA,NA,NA,20
"138","Amhara","Bahir- Dar ","August",2018,37.3815488,11.58416449,18.97,NA,15.49,NA,32.5,NA,NA,25,NA,18.97
"139","Amhara","Sekota","August",2018,39.03355257,12.62479803,14.55,14.86,14.95,NA,NA,NA,NA,NA,NA,14.55
"140","Amhara","Amde Work ","August",2018,38.85815043,12.45920199,18.92,21.43,NA,NA,NA,NA,NA,NA,NA,18.92
"141","Amhara","Danigla","August",2018,36.83153176,11.25223153,19.54,NA,NA,NA,NA,NA,NA,20,NA,19.54
"142","Amhara","Chagni","August",2018,36.50793596,10.95196565,15,NA,14,NA,NA,NA,NA,NA,NA,15
"143","Amhara","Kemise","August",2018,39.85696873,10.71374234,14.98,13.75,16.46,NA,NA,NA,NA,41.67,NA,14.98
"144","Amhara","Bati","August",2018,40.0181327,11.19153266,15.34,NA,NA,NA,NA,40,NA,NA,NA,15.34
"145","Amhara","Mota","December",2018,37.8807432,11.07475582,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
"146","Amhara","Debre- Markos ","December",2018,37.72636868,10.33641293,16.53,NA,NA,NA,NA,NA,NA,NA,NA,16.53
"147","Amhara","Dembecha","December",2018,37.48251554,10.56669266,20.98,NA,NA,NA,NA,NA,NA,NA,NA,20.98
"148","Amhara","Bahir- Dar ","December",2018,37.3815488,11.58416449,16,NA,13,NA,NA,NA,NA,22,NA,16
"149","Amhara","Sekota","December",2018,39.03355257,12.62479803,11.95,11.13,NA,NA,NA,NA,NA,20.87,NA,11.95
"150","Amhara","Amde Work ","December",2018,38.85815043,12.45920199,15.29,NA,NA,NA,NA,NA,NA,NA,NA,15.29
"151","Amhara","Danigla","December",2018,36.83153176,11.25223153,19.84,NA,NA,NA,NA,NA,NA,17.41,NA,19.84
"152","Amhara","Chagni","December",2018,36.50793596,10.95196565,16,NA,15,NA,NA,NA,NA,NA,NA,16
"153","Amhara","Kemise","December",2018,39.85696873,10.71374234,15.78,13.86,16.43,NA,NA,NA,NA,NA,NA,15.78
"154","Amhara","Bati","December",2018,40.0181327,11.19153266,16.91,NA,NA,NA,NA,NA,NA,NA,NA,16.91
"155","Amhara","Mota","February",2019,37.8807432,11.07475582,NA,NA,NA,NA,28.13,NA,NA,NA,NA,NA
"156","Amhara","Debre- Markos ","February",2019,37.72636868,10.33641293,16.09,NA,NA,NA,NA,NA,NA,NA,NA,16.09
"157","Amhara","Dembecha","February",2019,37.48251554,10.56669266,21.49,NA,NA,NA,NA,NA,NA,NA,NA,21.49
"158","Amhara","Bahir- Dar ","February",2019,37.3815488,11.58416449,17.49,NA,14.49,NA,31.46,NA,NA,25,NA,17.49
"159","Amhara","Sekota","February",2019,39.03355257,12.62479803,12.65,12.52,NA,NA,NA,NA,NA,25.09,NA,12.65
"160","Amhara","Amde Work ","February",2019,38.85815043,12.45920199,17.92,NA,NA,NA,NA,NA,NA,NA,NA,17.92
"161","Amhara","Danigla","February",2019,36.83153176,11.25223153,19.54,NA,NA,NA,NA,NA,NA,NA,NA,19.54
"162","Amhara","Chagni","February",2019,36.50793596,10.95196565,16,NA,13,NA,NA,NA,NA,NA,NA,16
"163","Amhara","Kemise","February",2019,39.85696873,10.71374234,15.41,15.69,16.16,NA,NA,NA,NA,31.85,NA,15.41
"164","Amhara","Bati","February",2019,40.0181327,11.19153266,16.83,NA,NA,NA,NA,42.43,NA,NA,NA,16.83
"165","Amhara","Mota","January",2019,37.8807432,11.07475582,NA,NA,NA,NA,21.88,NA,NA,NA,NA,NA
"166","Amhara","Debre- Markos ","January",2019,37.72636868,10.33641293,15.44,NA,NA,NA,NA,NA,NA,NA,NA,15.44
"167","Amhara","Dembecha","January",2019,37.48251554,10.56669266,20,NA,NA,NA,NA,NA,NA,NA,NA,20
"168","Amhara","Bahir- Dar ","January",2019,37.3815488,11.58416449,17,NA,13.49,NA,33.5,NA,NA,25,NA,17
"169","Amhara","Sekota","January",2019,39.03355257,12.62479803,15.01,12.27,12.43,NA,NA,NA,NA,27.19,NA,15.01
"170","Amhara","Amde Work ","January",2019,38.85815043,12.45920199,15.12,NA,NA,NA,NA,NA,NA,NA,NA,15.12
"171","Amhara","Danigla","January",2019,36.83153176,11.25223153,19.69,NA,NA,NA,NA,NA,NA,NA,NA,19.69
"172","Amhara","Chagni","January",2019,36.50793596,10.95196565,16,NA,15,NA,NA,NA,NA,NA,NA,16
"173","Amhara","Kemise","January",2019,39.85696873,10.71374234,16.14,13.82,NA,NA,NA,NA,NA,31.75,NA,16.14
"174","Amhara","Bati","January",2019,40.0181327,11.19153266,16.91,NA,NA,NA,NA,NA,NA,NA,NA,16.91
"175","Amhara","Mota","July",2018,37.8807432,11.07475582,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
"176","Amhara","Debre- Markos ","July",2018,37.72636868,10.33641293,15.28,NA,NA,15.64,20.95,NA,NA,NA,NA,15.28
"177","Amhara","Dembecha","July",2018,37.48251554,10.56669266,20.98,NA,NA,NA,NA,NA,NA,NA,NA,20.98
"178","Amhara","Bahir- Dar ","July",2018,37.3815488,11.58416449,20,NA,16.49,NA,30.98,NA,NA,25,NA,20
"179","Amhara","Sekota","July",2018,39.03355257,12.62479803,14.71,14.69,15.07,NA,NA,NA,NA,17.6,NA,14.71
"180","Amhara","Amde Work ","July",2018,38.85815043,12.45920199,22.58,NA,NA,NA,NA,NA,NA,NA,NA,22.58
"181","Amhara","Danigla","July",2018,36.83153176,11.25223153,19.84,NA,NA,NA,NA,NA,NA,19.07,NA,19.84
"182","Amhara","Chagni","July",2018,36.50793596,10.95196565,15,NA,13.75,NA,NA,NA,NA,NA,NA,15
"183","Amhara","Kemise","July",2018,39.85696873,10.71374234,16.15,13.47,18.26,NA,NA,NA,NA,34.05,NA,16.15
"184","Amhara","Bati","July",2018,40.0181327,11.19153266,16.59,NA,NA,NA,NA,NA,NA,45.07,NA,16.59
"185","Amhara","Mota","March",2019,37.8807432,11.07475582,NA,NA,NA,NA,28.13,NA,NA,NA,NA,NA
"186","Amhara","Debre- Markos ","March",2019,37.72636868,10.33641293,15.55,NA,NA,NA,NA,NA,NA,NA,NA,15.55
"187","Amhara","Dembecha","March",2019,37.48251554,10.56669266,20.98,NA,NA,NA,NA,NA,NA,NA,NA,20.98
"188","Amhara","Bahir- Dar ","March",2019,37.3815488,11.58416449,16.49,NA,14.49,NA,30.98,NA,NA,25,NA,16.49
"189","Amhara","Sekota","March",2019,39.03355257,12.62479803,12.65,13.66,NA,NA,NA,NA,NA,24.9,NA,12.65
"190","Amhara","Amde Work ","March",2019,38.85815043,12.45920199,17.82,NA,NA,NA,NA,NA,NA,NA,NA,17.82
"191","Amhara","Danigla","March",2019,36.83153176,11.25223153,19.54,NA,NA,NA,NA,NA,NA,17.41,NA,19.54
"192","Amhara","Chagni","March",2019,36.50793596,10.95196565,17,NA,13,NA,NA,NA,NA,NA,NA,17
"193","Amhara","Kemise","March",2019,39.85696873,10.71374234,15.59,15.81,15.87,NA,NA,NA,NA,NA,NA,15.59
"194","Amhara","Bati","March",2019,40.0181327,11.19153266,16.79,NA,NA,NA,NA,45,NA,NA,NA,16.79
"195","Amhara","Mota","May",2019,37.8807432,11.07475582,NA,NA,NA,NA,26.67,NA,NA,NA,NA,NA
"196","Amhara","Debre- Markos ","May",2019,37.72636868,10.33641293,14.46,NA,NA,NA,20.52,NA,NA,NA,NA,14.46
"197","Amhara","Dembecha","May",2019,37.48251554,10.56669266,20,NA,NA,NA,NA,NA,NA,NA,NA,20
"198","Amhara","Bahir- Dar ","May",2019,37.3815488,11.58416449,20,NA,17.49,NA,30.98,NA,NA,25,NA,20
"199","Amhara","Sekota","May",2019,39.03355257,12.62479803,14.11,13.56,NA,NA,NA,NA,NA,28.79,NA,14.11
"200","Amhara","Amde Work ","May",2019,38.85815043,12.45920199,17.81,NA,NA,NA,NA,NA,NA,NA,NA,17.81
"201","Amhara","Danigla","May",2019,36.83153176,11.25223153,19.54,NA,NA,NA,NA,NA,NA,16.01,NA,19.54
"202","Amhara","Chagni","May",2019,36.50793596,10.95196565,17,NA,13,NA,NA,NA,NA,NA,NA,17
"203","Amhara","Kemise","May",2019,39.85696873,10.71374234,20,15.27,17.61,NA,NA,NA,NA,30.19,NA,20
"204","Amhara","Bati","May",2019,40.0181327,11.19153266,17.39,NA,NA,NA,NA,NA,NA,NA,NA,17.39
"205","Amhara","Mota","November",2018,37.8807432,11.07475582,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
"206","Amhara","Debre- Markos ","November",2018,37.72636868,10.33641293,15.72,NA,NA,NA,NA,NA,NA,NA,NA,15.72
"207","Amhara","Dembecha","November",2018,37.48251554,10.56669266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Amhara","Bahir- Dar ","November",2018,37.3815488,11.58416449,16.49,NA,13.49,NA,35,NA,NA,22,NA,16.49
"209","Amhara","Sekota","November",2018,39.03355257,12.62479803,NA,10.02,NA,NA,NA,NA,NA,17.73,NA,10.02
"210","Amhara","Amde Work ","November",2018,38.85815043,12.45920199,16.68,NA,NA,NA,NA,NA,NA,NA,NA,16.68
"211","Amhara","Danigla","November",2018,36.83153176,11.25223153,NA,NA,NA,NA,NA,NA,NA,17.41,NA,NA
"212","Amhara","Chagni","November",2018,36.50793596,10.95196565,15,NA,14.75,NA,NA,NA,NA,NA,NA,15
"213","Amhara","Kemise","November",2018,39.85696873,10.71374234,18.06,14.01,NA,NA,NA,NA,NA,32.56,NA,18.06
"214","Amhara","Bati","November",2018,40.0181327,11.19153266,16.91,NA,NA,NA,NA,NA,NA,33.21,NA,16.91
"215","Amhara","Mota","October",2018,37.8807432,11.07475582,NA,NA,NA,NA,26.52,NA,NA,NA,NA,NA
"216","Amhara","Debre- Markos ","October",2018,37.72636868,10.33641293,15.14,NA,NA,16.28,NA,NA,NA,NA,NA,15.14
"217","Amhara","Dembecha","October",2018,37.48251554,10.56669266,20,NA,NA,NA,NA,NA,NA,NA,NA,20
"218","Amhara","Bahir- Dar ","October",2018,37.3815488,11.58416449,16,NA,12.49,NA,33.99,NA,NA,25,NA,16
"219","Amhara","Sekota","October",2018,39.03355257,12.62479803,14.05,14.69,15.07,NA,NA,NA,NA,17.63,NA,14.05
"220","Amhara","Amde Work ","October",2018,38.85815043,12.45920199,16.79,NA,NA,NA,NA,NA,NA,NA,NA,16.79
