"","Region","Market","Month","Year","Longitude","Latitude","pkg.wht.white","pkg.wht.mixed","pkg.wht.blred","pkg.wht.millw","pkg.wht.millm","pkg.wht.bread","pkg.wht.maltw","pkg.wht.allwh"
"77","Amhara","Gondar","June",2016,37.46149667,12.59878688,10,NA,NA,NA,NA,4.38,14,10
"78","Amhara","Esete","June",2016,37.88657423,10.92298692,7.39,NA,6.11,NA,NA,4.24,12.17,7.39
"79","Amhara","Debre- Tabor ","June",2016,38.00833967,11.84769551,11.82,NA,6.64,NA,NA,4.87,11.27,11.82
"80","Amhara","Kobo","June",2016,39.63127424,12.16406542,10.35,NA,13.61,NA,NA,5.26,NA,10.35
"81","Amhara","Weldiya","June",2016,39.6014117,11.82360232,11.35,NA,12.9,NA,NA,4.72,24.2,11.35
"82","Amhara","Kombolcha","June",2016,39.73724188,11.07807805,7.09,NA,NA,NA,NA,4.13,41.23,7.09
"83","Amhara","Dessie","June",2016,39.63548793,11.11703902,7.59,7.13,12.04,NA,NA,3.78,28.35,7.59
"84","Amhara","Shewa- Robit ","June",2016,39.90269733,10.00580856,11.8,NA,NA,NA,NA,5.04,NA,11.8
"85","Amhara","Debre-¦","June",2016,39.52890047,9.67650294,9,7.5,NA,NA,NA,5.69,NA,9
"86","Amhara","Chuahit","March",2016,39.311961,10.643157,NA,NA,NA,NA,NA,4.41,NA,NA
"87","Amhara","Gondar","March",2016,37.46149667,12.59878688,10.66,NA,NA,NA,NA,4.53,15,10.66
"88","Amhara","Esete","March",2016,37.88657423,10.92298692,8.45,NA,6.97,NA,NA,4.25,11.21,8.45
"89","Amhara","Debre- Tabor ","March",2016,38.00833967,11.84769551,11,NA,7.56,NA,NA,4.08,NA,11
"90","Amhara","Kobo","March",2016,39.63127424,12.16406542,10.22,NA,13.71,NA,NA,4.21,NA,10.22
"91","Amhara","Weldiya","March",2016,39.6014117,11.82360232,10.86,NA,11.88,NA,NA,5.01,25.72,10.86
"92","Amhara","Kombolcha","March",2016,39.73724188,11.07807805,8.54,NA,NA,NA,NA,3.97,39.64,8.54
"93","Amhara","Dessie","March",2016,39.63548793,11.11703902,8.35,8,11.61,NA,NA,NA,38.44,8.35
"94","Amhara","Shewa- Robit ","March",2016,39.90269733,10.00580856,11.73,NA,NA,NA,NA,5.16,NA,11.73
"95","Amhara","Debre-¦","March",2016,39.52890047,9.67650294,9,8.16,NA,NA,NA,5.78,NA,9
"96","Amhara","Chuahit","May",2016,39.311961,10.643157,NA,NA,NA,NA,NA,5.55,NA,NA
"97","Amhara","Gondar","May",2016,37.46149667,12.59878688,10.16,NA,NA,NA,NA,4.53,15,10.16
"98","Amhara","Esete","May",2016,37.88657423,10.92298692,8.82,NA,6.81,NA,NA,4.08,11.05,8.82
"99","Amhara","Debre- Tabor ","May",2016,38.00833967,11.84769551,11.92,NA,7.34,NA,NA,3.99,NA,11.92
"100","Amhara","Kobo","May",2016,39.63127424,12.16406542,10.03,NA,NA,NA,NA,4.89,NA,10.03
"101","Amhara","Weldiya","May",2016,39.6014117,11.82360232,9.58,NA,11.88,NA,NA,4.72,24.2,9.58
"102","Amhara","Kombolcha","May",2016,39.73724188,11.07807805,8.75,NA,NA,NA,NA,4.38,40.4,8.75
"103","Amhara","Dessie","May",2016,39.63548793,11.11703902,8.12,7.96,13.97,NA,NA,4.17,27.87,8.12
"104","Amhara","Shewa- Robit ","May",2016,39.90269733,10.00580856,11.91,NA,NA,NA,NA,5.03,NA,11.91
"105","Amhara","Debre-¦","May",2016,39.52890047,9.67650294,9,8.16,NA,NA,NA,5.5,NA,9
"106","Amhara","Chuahit","November",2015,39.311961,10.643157,10,NA,NA,NA,NA,4.41,NA,10
"107","Amhara","Gondar","November",2015,37.46149667,12.59878688,10.16,NA,NA,NA,NA,4.38,15,10.16
"108","Amhara","Esete","November",2015,37.88657423,10.92298692,8.93,NA,7.92,NA,NA,NA,11.38,8.93
"109","Amhara","Debre- Tabor ","November",2015,38.00833967,11.84769551,11.57,NA,8.05,NA,NA,4.28,11.48,11.57
"110","Amhara","Kobo","November",2015,39.63127424,12.16406542,10.85,NA,12.79,NA,NA,4.36,NA,10.85
"111","Amhara","Weldiya","November",2015,39.6014117,11.82360232,9.63,NA,10.68,NA,NA,4.38,24.2,9.63
"112","Amhara","Kombolcha","November",2015,39.73724188,11.07807805,10.39,NA,11.36,NA,NA,3.97,40.4,10.39
"113","Amhara","Dessie","November",2015,39.63548793,11.11703902,10.2,9.52,14.93,NA,NA,2.11,19.78,10.2
"114","Amhara","Shewa- Robit ","November",2015,39.90269733,10.00580856,12.88,NA,NA,NA,NA,5.11,NA,12.88
"115","Amhara","Debre-¦","November",2015,39.52890047,9.67650294,10,9.58,NA,NA,NA,5.72,NA,10
"116","Amhara","Chuahit","October",2015,39.311961,10.643157,10,NA,NA,NA,NA,4.43,NA,10
"117","Amhara","Gondar","October",2015,37.46149667,12.59878688,10.16,NA,NA,NA,NA,4.53,15,10.16
"118","Amhara","Esete","October",2015,37.88657423,10.92298692,9.7,NA,8.58,NA,NA,4.29,11.73,9.7
"119","Amhara","Debre- Tabor ","October",2015,38.00833967,11.84769551,11.92,NA,8.02,NA,NA,4.16,16.43,11.92
"120","Amhara","Kobo","October",2015,39.63127424,12.16406542,10.48,NA,11.72,NA,NA,4.21,19.45,10.48
"121","Amhara","Weldiya","October",2015,39.6014117,11.82360232,11.48,NA,11.24,NA,NA,4.38,25.02,11.48
"122","Amhara","Kombolcha","October",2015,39.73724188,11.07807805,10.27,NA,11.33,NA,NA,4.04,38.93,10.27
"123","Amhara","Dessie","October",2015,39.63548793,11.11703902,9.69,9.62,14.69,NA,NA,3.42,28.07,9.69
"124","Amhara","Shewa- Robit ","October",2015,39.90269733,10.00580856,12.7,NA,NA,NA,NA,5.09,NA,12.7
"125","Amhara","Debre-¦","October",2015,39.52890047,9.67650294,10.16,9.68,NA,NA,NA,5.29,NA,10.16
"126","Amhara","Chuahit","September",2015,39.311961,10.643157,10,NA,NA,NA,NA,4.41,NA,10
"127","Amhara","Gondar","September",2015,37.46149667,12.59878688,11,NA,NA,NA,NA,4.53,15,11
"128","Amhara","Esete","September",2015,37.88657423,10.92298692,10.91,NA,9.18,NA,NA,3.94,10.48,10.91
"129","Amhara","Debre- Tabor ","September",2015,38.00833967,11.84769551,11.8,NA,8.44,NA,NA,3.22,9.3,11.8
"130","Amhara","Kobo","September",2015,39.63127424,12.16406542,10.92,NA,14.4,NA,NA,4.53,NA,10.92
"131","Amhara","Weldiya","September",2015,39.6014117,11.82360232,10.98,NA,10.85,NA,NA,4.38,25.02,10.98
"132","Amhara","Kombolcha","September",2015,39.73724188,11.07807805,11.3,NA,11.33,NA,NA,4.2,39.64,11.3
"133","Amhara","Dessie","September",2015,39.63548793,11.11703902,9.36,9.63,11.25,NA,NA,3.3,15.59,9.36
"134","Amhara","Shewa- Robit ","September",2015,39.90269733,10.00580856,12.78,NA,NA,NA,NA,5.12,NA,12.78
"135","Amhara","Debre-¦","September",2015,39.52890047,9.67650294,10.5,10,NA,NA,NA,5.34,NA,10.5
"136","Amhara","Mota","April",2016,37.8807432,11.07475582,6.83,NA,NA,NA,NA,3.87,NA,6.83
"137","Amhara","Debre- Markos ","April",2016,37.72636868,10.33641293,7.35,NA,11.21,NA,NA,4.88,18.57,7.35
"138","Amhara","Dembecha","April",2016,37.48251554,10.56669266,7.8,NA,NA,NA,NA,4.38,NA,7.8
"139","Amhara","Bahir- Dar ","April",2016,37.3815488,11.58416449,14.66,NA,12.66,NA,NA,3.97,19.31,14.66
"140","Amhara","Sekota","April",2016,39.03355257,12.62479803,9.5,NA,NA,NA,NA,4.26,NA,9.5
"141","Amhara","Amde Work ","April",2016,38.85815043,12.45920199,9.92,NA,NA,NA,NA,3.5,NA,9.92
"142","Amhara","Danigla","April",2016,36.83153176,11.25223153,11.43,NA,NA,NA,NA,4.2,25.13,11.43
"143","Amhara","Chagni","April",2016,36.50793596,10.95196565,10,NA,NA,NA,NA,5.05,17.66,10
"144","Amhara","Kemise","April",2016,39.85696873,10.71374234,NA,NA,13.05,NA,NA,4.05,24.01,13.05
"145","Amhara","Bati","April",2016,40.0181327,11.19153266,NA,NA,NA,NA,NA,NA,NA,NA
"146","Amhara","Mota","August",2015,37.8807432,11.07475582,9,NA,NA,NA,NA,4.78,NA,9
"147","Amhara","Debre- Markos ","August",2015,37.72636868,10.33641293,10.35,NA,13.2,NA,NA,5.01,26.71,10.35
"148","Amhara","Dembecha","August",2015,37.48251554,10.56669266,9.95,NA,NA,NA,NA,4.43,NA,9.95
"149","Amhara","Bahir- Dar ","August",2015,37.3815488,11.58416449,13.98,NA,12.16,NA,NA,3.97,18.33,13.98
"150","Amhara","Sekota","August",2015,39.03355257,12.62479803,9.33,NA,NA,NA,NA,4.14,NA,9.33
"151","Amhara","Amde Work ","August",2015,38.85815043,12.45920199,10.53,NA,NA,NA,NA,3.2,NA,10.53
"152","Amhara","Danigla","August",2015,36.83153176,11.25223153,11.54,NA,NA,NA,NA,4.2,24.04,11.54
"153","Amhara","Chagni","August",2015,36.50793596,10.95196565,10,NA,NA,NA,NA,5.05,18.77,10
"154","Amhara","Kemise","August",2015,39.85696873,10.71374234,10.91,11.11,13.45,NA,NA,4.05,24.66,10.91
"155","Amhara","Bati","August",2015,40.0181327,11.19153266,NA,NA,NA,NA,NA,6.86,NA,NA
"156","Amhara","Mota","December",2015,37.8807432,11.07475582,NA,NA,NA,NA,NA,4.06,NA,NA
"157","Amhara","Debre- Markos ","December",2015,37.72636868,10.33641293,9.59,NA,NA,NA,NA,4.88,20.05,9.59
"158","Amhara","Dembecha","December",2015,37.48251554,10.56669266,9.95,NA,NA,NA,NA,4.49,NA,9.95
"159","Amhara","Bahir- Dar ","December",2015,37.3815488,11.58416449,14.33,NA,13.66,NA,NA,3.97,18.64,14.33
"160","Amhara","Sekota","December",2015,39.03355257,12.62479803,8.85,NA,NA,NA,NA,4.14,NA,8.85
"161","Amhara","Amde Work ","December",2015,38.85815043,12.45920199,10.06,NA,NA,NA,NA,3.5,NA,10.06
"162","Amhara","Danigla","December",2015,36.83153176,11.25223153,11.88,NA,NA,NA,NA,4.38,25.13,11.88
"163","Amhara","Chagni","December",2015,36.50793596,10.95196565,10.32,NA,NA,NA,NA,4.77,17.66,10.32
"164","Amhara","Kemise","December",2015,39.85696873,10.71374234,10.91,NA,NA,NA,NA,4.05,19.79,10.91
"165","Amhara","Bati","December",2015,40.0181327,11.19153266,NA,NA,NA,NA,NA,6.56,NA,NA
"166","Amhara","Mota","February",2016,37.8807432,11.07475582,7.5,NA,NA,NA,NA,4.13,NA,7.5
"167","Amhara","Debre- Markos ","February",2016,37.72636868,10.33641293,8.8,NA,NA,NA,NA,4.88,17.12,8.8
"168","Amhara","Dembecha","February",2016,37.48251554,10.56669266,8.47,NA,NA,NA,NA,4.38,NA,8.47
"169","Amhara","Bahir- Dar ","February",2016,37.3815488,11.58416449,13.61,NA,13.66,NA,NA,3.97,18.64,13.61
"170","Amhara","Sekota","February",2016,39.03355257,12.62479803,8.79,NA,NA,NA,NA,4.14,NA,8.79
"171","Amhara","Amde Work ","February",2016,38.85815043,12.45920199,9.81,NA,NA,NA,NA,3.5,NA,9.81
"172","Amhara","Danigla","February",2016,36.83153176,11.25223153,11.65,NA,NA,NA,NA,4.2,26.14,11.65
"173","Amhara","Chagni","February",2016,36.50793596,10.95196565,10,NA,NA,NA,NA,4.89,18.23,10
"174","Amhara","Kemise","February",2016,39.85696873,10.71374234,NA,7.91,13.42,NA,NA,4.21,24.1,13.42
"175","Amhara","Bati","February",2016,40.0181327,11.19153266,NA,NA,NA,NA,NA,6.56,36.11,NA
"176","Amhara","Mota","January",2016,37.8807432,11.07475582,7.5,NA,NA,NA,NA,3.97,NA,7.5
"177","Amhara","Debre- Markos ","January",2016,37.72636868,10.33641293,8.09,NA,NA,NA,NA,4.83,21.2,8.09
"178","Amhara","Dembecha","January",2016,37.48251554,10.56669266,8.73,NA,NA,NA,NA,4.38,NA,8.73
"179","Amhara","Bahir- Dar ","January",2016,37.3815488,11.58416449,13.61,NA,13.66,NA,NA,3.97,18.64,13.61
"180","Amhara","Sekota","January",2016,39.03355257,12.62479803,8.45,NA,NA,NA,NA,4.09,NA,8.45
"181","Amhara","Amde Work ","January",2016,38.85815043,12.45920199,10.03,NA,NA,NA,NA,3.5,NA,10.03
"182","Amhara","Danigla","January",2016,36.83153176,11.25223153,11.65,NA,NA,NA,NA,4.38,26.14,11.65
"183","Amhara","Chagni","January",2016,36.50793596,10.95196565,10,NA,NA,NA,NA,4.95,17.16,10
"184","Amhara","Kemise","January",2016,39.85696873,10.71374234,10.81,11.05,13.33,NA,NA,4.05,21.26,10.81
"185","Amhara","Bati","January",2016,40.0181327,11.19153266,NA,NA,NA,NA,NA,6.31,NA,NA
"186","Amhara","Mota","July",2015,37.8807432,11.07475582,8.5,NA,NA,NA,NA,3.76,NA,8.5
"187","Amhara","Debre- Markos ","July",2015,37.72636868,10.33641293,10.1,NA,14.29,NA,NA,4.23,16.67,10.1
"188","Amhara","Dembecha","July",2015,37.48251554,10.56669266,10.41,NA,NA,NA,NA,4.43,NA,10.41
"189","Amhara","Bahir- Dar ","July",2015,37.3815488,11.58416449,14.33,NA,14.66,NA,NA,3.97,16.33,14.33
"190","Amhara","Sekota","July",2015,39.03355257,12.62479803,9.04,NA,NA,NA,NA,4.14,NA,9.04
"191","Amhara","Amde Work ","July",2015,38.85815043,12.45920199,10.64,NA,NA,NA,NA,3.5,NA,10.64
"192","Amhara","Danigla","July",2015,36.83153176,11.25223153,11.11,NA,NA,NA,NA,4.35,20.71,11.11
"193","Amhara","Chagni","July",2015,36.50793596,10.95196565,10,NA,NA,NA,NA,5.05,18.23,10
"194","Amhara","Kemise","July",2015,39.85696873,10.71374234,9.6,9.54,11.22,NA,NA,4.05,24.66,9.6
"195","Amhara","Bati","July",2015,40.0181327,11.19153266,NA,NA,NA,NA,NA,6.56,NA,NA
"196","Amhara","Mota","June",2016,37.8807432,11.07475582,8.09,NA,NA,NA,NA,4.05,NA,8.09
"197","Amhara","Debre- Markos ","June",2016,37.72636868,10.33641293,6.81,NA,11.23,NA,NA,4.75,18.78,6.81
"198","Amhara","Dembecha","June",2016,37.48251554,10.56669266,7.22,NA,NA,NA,NA,4.38,NA,7.22
"199","Amhara","Bahir- Dar ","June",2016,37.3815488,11.58416449,14.66,NA,14.33,NA,NA,3.97,18.64,14.66
"200","Amhara","Sekota","June",2016,39.03355257,12.62479803,9.07,NA,NA,NA,NA,4.14,NA,9.07
"201","Amhara","Amde Work ","June",2016,38.85815043,12.45920199,8.87,NA,NA,NA,NA,3.5,NA,8.87
"202","Amhara","Danigla","June",2016,36.83153176,11.25223153,11.65,NA,NA,NA,NA,4.2,24.04,11.65
"203","Amhara","Chagni","June",2016,36.50793596,10.95196565,10,NA,NA,NA,NA,4.92,17.66,10
"204","Amhara","Kemise","June",2016,39.85696873,10.71374234,NA,7.8,10.77,NA,NA,3.89,23.86,10.77
"205","Amhara","Bati","June",2016,40.0181327,11.19153266,NA,NA,NA,NA,NA,6.56,NA,NA
"206","Amhara","Mota","March",2016,37.8807432,11.07475582,6.8,NA,NA,NA,NA,4.3,NA,6.8
"207","Amhara","Debre- Markos ","March",2016,37.72636868,10.33641293,7.63,NA,10.45,NA,NA,4.88,17.67,7.63
"208","Amhara","Dembecha","March",2016,37.48251554,10.56669266,8.27,NA,NA,NA,NA,4.38,NA,8.27
"209","Amhara","Bahir- Dar ","March",2016,37.3815488,11.58416449,14,NA,13.66,NA,NA,3.97,18.64,14
"210","Amhara","Sekota","March",2016,39.03355257,12.62479803,8.97,NA,NA,NA,NA,4.14,NA,8.97
"211","Amhara","Amde Work ","March",2016,38.85815043,12.45920199,9.94,NA,NA,NA,NA,3.5,NA,9.94
"212","Amhara","Danigla","March",2016,36.83153176,11.25223153,11.88,NA,NA,NA,NA,4.2,22.31,11.88
"213","Amhara","Chagni","March",2016,36.50793596,10.95196565,9.65,NA,NA,NA,NA,4.51,18.77,9.65
"214","Amhara","Kemise","March",2016,39.85696873,10.71374234,NA,10.35,10.84,NA,NA,4.05,24.33,10.84
"215","Amhara","Bati","March",2016,40.0181327,11.19153266,NA,NA,NA,NA,NA,6.86,NA,NA
"216","Amhara","Mota","May",2016,37.8807432,11.07475582,6.5,NA,NA,NA,NA,4.3,NA,6.5
"217","Amhara","Debre- Markos ","May",2016,37.72636868,10.33641293,7.79,NA,NA,NA,NA,5.12,18.38,7.79
"218","Amhara","Dembecha","May",2016,37.48251554,10.56669266,7.55,NA,NA,NA,NA,4.38,NA,7.55
"219","Amhara","Bahir- Dar ","May",2016,37.3815488,11.58416449,14.66,NA,13.33,NA,NA,3.97,19.31,14.66
"220","Amhara","Sekota","May",2016,39.03355257,12.62479803,9.61,NA,NA,NA,NA,4.14,NA,9.61
"221","Amhara","Amde Work ","May",2016,38.85815043,12.45920199,8.87,NA,NA,NA,NA,3.5,NA,8.87
"222","Amhara","Danigla","May",2016,36.83153176,11.25223153,11.65,NA,NA,NA,NA,4.38,28.77,11.65
"223","Amhara","Chagni","May",2016,36.50793596,10.95196565,10,NA,NA,NA,NA,4.86,17.16,10
"224","Amhara","Kemise","May",2016,39.85696873,10.71374234,9.31,NA,9.94,NA,NA,4.05,24.34,9.31
"225","Amhara","Bati","May",2016,40.0181327,11.19153266,NA,NA,NA,NA,NA,6.06,NA,NA
"226","Amhara","Mota","November",2015,37.8807432,11.07475582,7.5,NA,NA,NA,NA,4.25,NA,7.5
"227","Amhara","Debre- Markos ","November",2015,37.72636868,10.33641293,8.9,NA,12.41,NA,NA,5.27,20.44,8.9
"228","Amhara","Dembecha","November",2015,37.48251554,10.56669266,10,NA,NA,NA,NA,4.43,NA,10
"229","Amhara","Bahir- Dar ","November",2015,37.3815488,11.58416449,14.66,NA,14.33,NA,NA,3.97,19.31,14.66
"230","Amhara","Sekota","November",2015,39.03355257,12.62479803,9.28,NA,NA,NA,NA,4.14,NA,9.28
"231","Amhara","Amde Work ","November",2015,38.85815043,12.45920199,9.61,NA,NA,NA,NA,3.5,NA,9.61
"232","Amhara","Danigla","November",2015,36.83153176,11.25223153,11.88,NA,NA,NA,NA,4.38,23.11,11.88
"233","Amhara","Chagni","November",2015,36.50793596,10.95196565,11,NA,NA,NA,NA,4.38,18.77,11
"234","Amhara","Kemise","November",2015,39.85696873,10.71374234,10.67,10.91,13.39,NA,NA,4.05,22.29,10.67
"235","Amhara","Bati","November",2015,40.0181327,11.19153266,NA,NA,NA,NA,NA,6.56,NA,NA
"236","Amhara","Mota","October",2015,37.8807432,11.07475582,8.8,NA,NA,NA,NA,4.23,NA,8.8
"237","Amhara","Debre- Markos ","October",2015,37.72636868,10.33641293,10,NA,10.99,NA,NA,5.01,21.22,10
"238","Amhara","Dembecha","October",2015,37.48251554,10.56669266,10.02,NA,NA,NA,NA,4.2,NA,10.02
