"","Region","Market","Month","Year","Longitude","Latitude","pkg.bar.white","pkg.bar.mixed","pkg.bar.black","pkg.bar.bbeer","pkg.bar.temez","pkg.bar.millw","pkg.bar.millm","pkg.bar.maltb","pkg.bar.allba"
"684","Snnp","Doyugena","October",2017,37.78333,7.33333,28,16.22,28,24,NA,NA,NA,20.47,28
"685","Snnp","Alaba","October",2017,38.086143,7.311546,17,NA,NA,NA,NA,NA,NA,18.1,17
"686","Snnp","Awasa","October",2017,38.474819,7.058624,17,NA,18,17,NA,NA,NA,41.67,17
"687","Snnp","Hagere- Selam ","October",2017,38.51921184,6.513880636,15.38,NA,NA,NA,NA,NA,NA,16.67,15.38
"688","Snnp","Dilla","October",2017,38.30745962,6.410516676,18,NA,13,16,NA,NA,NA,NA,18
"689","Snnp","Yirega-¦ Chefie ","October",2017,38.1988827,6.16095383,16,NA,NA,16,NA,NA,NA,15,16
"690","Snnp","Welikite","September",2017,37.77266735,8.27732366,15.1,NA,14.9,NA,NA,NA,NA,32.26,15.1
"691","Snnp","Butajira","September",2017,38.42140499,8.173264069,18.75,15.79,17.67,19.97,NA,NA,NA,14.34,18.75
"692","Snnp","Hosahna","September",2017,37.84747123,7.538579317,13,10,12,NA,NA,NA,NA,14.98,13
"693","Snnp","Shone","September",2017,37.94869425,7.134857075,12,NA,10,NA,NA,NA,NA,NA,12
"694","Snnp","Doyugena","September",2017,37.78333,7.33333,12.5,13.68,13,NA,NA,NA,NA,15.91,12.5
"695","Snnp","Alaba","September",2017,38.086143,7.311546,16,NA,16,NA,NA,NA,NA,18.02,16
"696","Snnp","Awasa","September",2017,38.474819,7.058624,17,NA,17,17.49,NA,NA,NA,43.01,17
"697","Snnp","Hagere- Selam ","September",2017,38.51921184,6.513880636,13.84,NA,NA,NA,NA,NA,NA,16.67,13.84
"698","Snnp","Dilla","September",2017,38.30745962,6.410516676,15.49,NA,11.49,10.49,NA,NA,NA,NA,15.49
"699","Snnp","Yirega-¦ Chefie ","September",2017,38.1988827,6.16095383,14.97,NA,NA,15,NA,NA,NA,15,14.97
"700","Snnp","Welayita","April",2018,NA,NA,17,14,15,NA,NA,NA,NA,29.28,17
"701","Snnp","Bodite","April",2018,37.89064905,7.038034865,16,14,16,17,NA,NA,NA,16.29,16
"702","Snnp","Jinka","April",2018,36.56441614,5.78310286,12.21,12.15,12.22,NA,15.9,NA,NA,22.82,12.21
"703","Snnp","Dimeka","April",2018,36.45041198,4.892522922,18.19,NA,NA,NA,NA,NA,NA,NA,18.19
"704","Snnp","Masha","April",2018,35.47956686,7.741652627,10.99,11.23,11.23,NA,NA,NA,NA,24.15,10.99
"705","Snnp","Tepi","April",2018,35.36770327,7.320015599,14,12,14,NA,12,35,NA,27.83,14
"706","Snnp","Boniga","April",2018,36.24008346,7.388535704,13,11,12,NA,NA,NA,NA,19.83,13
"707","Snnp","Chana","April",2018,36.11775846,6.226550231,16,12,12,NA,NA,NA,NA,13.48,16
"708","Snnp","Arbam- Minch ","April",2018,37.5527474,6.024547891,16,NA,15,NA,NA,NA,NA,18.52,16
"709","Snnp","Sawla","April",2018,36.87437474,6.300226567,9.82,8.54,11.47,NA,15.17,NA,NA,NA,9.82
"710","Snnp","Welayita","August",2017,NA,NA,14.49,12.49,15,NA,NA,NA,NA,27.62,14.49
"711","Snnp","Bodite","August",2017,37.89064905,7.038034865,13,12,13.49,14,NA,NA,NA,16.56,13
"712","Snnp","Jinka","August",2017,36.56441614,5.78310286,12.2,12.15,12.23,NA,14.79,NA,NA,21.16,12.2
"713","Snnp","Dimeka","August",2017,36.45041198,4.892522922,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Snnp","Masha","August",2017,35.47956686,7.741652627,12.31,11.23,11.23,NA,NA,NA,NA,25,12.31
"715","Snnp","Tepi","August",2017,35.36770327,7.320015599,14,9,10,NA,NA,25,NA,26.67,14
"716","Snnp","Boniga","August",2017,36.24008346,7.388535704,12.49,10.75,11,NA,NA,NA,NA,16.51,12.49
"717","Snnp","Chana","August",2017,36.11775846,6.226550231,13,8,8,NA,NA,NA,NA,12.25,13
"718","Snnp","Arbam- Minch ","August",2017,37.5527474,6.024547891,12,NA,12,NA,NA,NA,NA,14.81,12
"719","Snnp","Sawla","August",2017,36.87437474,6.300226567,10.61,12.4,13.27,NA,17.02,NA,NA,14.83,10.61
"720","Snnp","Welayita","December",2017,NA,NA,18,10,14.49,NA,NA,NA,NA,22.62,18
"721","Snnp","Bodite","December",2017,37.89064905,7.038034865,14.49,13,15,15,NA,NA,NA,17.62,14.49
"722","Snnp","Jinka","December",2017,36.56441614,5.78310286,12.14,12.14,12.18,NA,14.52,NA,NA,21.63,12.14
"723","Snnp","Dimeka","December",2017,36.45041198,4.892522922,14.71,NA,NA,NA,NA,NA,NA,NA,14.71
"724","Snnp","Masha","December",2017,35.47956686,7.741652627,11.49,11.23,11.23,NA,NA,NA,NA,25.09,11.49
"725","Snnp","Tepi","December",2017,35.36770327,7.320015599,17,10,12,NA,NA,35,40,27.59,17
"726","Snnp","Boniga","December",2017,36.24008346,7.388535704,16,16,13,NA,NA,NA,NA,16.53,16
"727","Snnp","Chana","December",2017,36.11775846,6.226550231,16,10,10,NA,NA,NA,NA,13.33,16
"728","Snnp","Arbam- Minch ","December",2017,37.5527474,6.024547891,15,NA,15,NA,NA,NA,NA,16.05,15
"729","Snnp","Sawla","December",2017,36.87437474,6.300226567,12.75,12.99,14.49,NA,16.27,NA,NA,NA,12.75
"730","Snnp","Welayita","February",2018,NA,NA,17,13,14,NA,NA,NA,NA,26.56,17
"731","Snnp","Bodite","February",2018,37.89064905,7.038034865,16,13,15.49,NA,NA,NA,NA,15.36,16
"732","Snnp","Jinka","February",2018,36.56441614,5.78310286,12.15,12.17,12.18,NA,14.68,NA,NA,20.66,12.15
"733","Snnp","Dimeka","February",2018,36.45041198,4.892522922,14.82,NA,NA,NA,NA,NA,NA,NA,14.82
"734","Snnp","Masha","February",2018,35.47956686,7.741652627,11.13,11.33,11.11,NA,NA,NA,NA,23.98,11.13
"735","Snnp","Tepi","February",2018,35.36770327,7.320015599,14,12,NA,NA,NA,35,NA,28.08,14
"736","Snnp","Boniga","February",2018,36.24008346,7.388535704,13,9,11,NA,NA,NA,NA,19.67,13
"737","Snnp","Chana","February",2018,36.11775846,6.226550231,16,10,10,NA,NA,NA,NA,13.48,16
"738","Snnp","Arbam- Minch ","February",2018,37.5527474,6.024547891,16,NA,15,NA,NA,NA,NA,19.75,16
"739","Snnp","Sawla","February",2018,36.87437474,6.300226567,10.05,12.99,12.73,NA,17.75,NA,NA,NA,10.05
"740","Snnp","Welayita","January",2018,NA,NA,17,12,13.49,NA,NA,NA,NA,35,17
"741","Snnp","Bodite","January",2018,37.89064905,7.038034865,15,14,14,17,NA,NA,NA,16.57,15
"742","Snnp","Jinka","January",2018,36.56441614,5.78310286,12.18,12.15,12.21,NA,15.02,NA,NA,19.35,12.18
"743","Snnp","Dimeka","January",2018,36.45041198,4.892522922,18.35,NA,NA,NA,NA,NA,NA,NA,18.35
"744","Snnp","Masha","January",2018,35.47956686,7.741652627,11.32,11.23,11.23,NA,NA,NA,NA,24.6,11.32
"745","Snnp","Tepi","January",2018,35.36770327,7.320015599,15,12,13,NA,NA,35,NA,32.27,15
"746","Snnp","Boniga","January",2018,36.24008346,7.388535704,14,10,13,NA,NA,NA,NA,19.83,14
"747","Snnp","Chana","January",2018,36.11775846,6.226550231,17,10,10,NA,NA,NA,NA,13.48,17
"748","Snnp","Arbam- Minch ","January",2018,37.5527474,6.024547891,15,NA,15,NA,NA,NA,NA,19.75,15
"749","Snnp","Sawla","January",2018,36.87437474,6.300226567,12.47,12.73,14.46,NA,16.55,NA,NA,16.5,12.47
"750","Snnp","Welayita","July",2017,NA,NA,12,10.49,14,NA,NA,NA,NA,22.13,12
"751","Snnp","Bodite","July",2017,37.89064905,7.038034865,12,10.49,12,12,NA,NA,NA,16.14,12
"752","Snnp","Jinka","July",2017,36.56441614,5.78310286,12.15,12.2,12.21,NA,14.86,NA,NA,21.51,12.15
"753","Snnp","Dimeka","July",2017,36.45041198,4.892522922,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Snnp","Masha","July",2017,35.47956686,7.741652627,13.48,13.34,13.33,NA,NA,NA,NA,28.08,13.48
"755","Snnp","Tepi","July",2017,35.36770327,7.320015599,12.49,9,10,NA,NA,24,NA,26.67,12.49
"756","Snnp","Boniga","July",2017,36.24008346,7.388535704,12,10,10,NA,NA,NA,NA,16.68,12
"757","Snnp","Chana","July",2017,36.11775846,6.226550231,13,7,7,NA,NA,NA,NA,12.37,13
"758","Snnp","Arbam- Minch ","July",2017,37.5527474,6.024547891,12,NA,12,NA,NA,NA,NA,14.81,12
"759","Snnp","Sawla","July",2017,36.87437474,6.300226567,8.09,8.07,8.39,NA,13.7,NA,NA,14.29,8.09
"760","Snnp","Welayita","June",2018,NA,NA,18,14,14.49,NA,NA,NA,NA,29.28,18
"761","Snnp","Bodite","June",2018,37.89064905,7.038034865,17,15,17,NA,NA,NA,NA,16.08,17
"762","Snnp","Jinka","June",2018,36.56441614,5.78310286,18.11,18.01,18.16,NA,NA,NA,NA,27.73,18.11
"763","Snnp","Dimeka","June",2018,36.45041198,4.892522922,17.86,NA,NA,NA,NA,NA,NA,NA,17.86
"764","Snnp","Masha","June",2018,35.47956686,7.741652627,11.11,11.23,11.36,NA,NA,NA,NA,24.15,11.11
"765","Snnp","Tepi","June",2018,35.36770327,7.320015599,15.49,14,15,NA,NA,35,35,26.03,15.49
"766","Snnp","Boniga","June",2018,36.24008346,7.388535704,15,12.75,13.75,NA,NA,NA,NA,18.53,15
"767","Snnp","Chana","June",2018,36.11775846,6.226550231,16,15,15,NA,NA,NA,NA,22.73,16
"768","Snnp","Arbam- Minch ","June",2018,37.5527474,6.024547891,15,NA,15,NA,NA,NA,NA,18.52,15
"769","Snnp","Sawla","June",2018,36.87437474,6.300226567,12.35,12.2,13.52,NA,20.41,NA,NA,NA,12.35
"770","Snnp","Welayita","March",2018,NA,NA,17,14,13.49,NA,NA,NA,NA,34.79,17
"771","Snnp","Bodite","March",2018,37.89064905,7.038034865,16,15,15.49,NA,NA,NA,NA,15.57,16
"772","Snnp","Jinka","March",2018,36.56441614,5.78310286,12.16,12.18,12.19,NA,15.6,NA,NA,21.66,12.16
"773","Snnp","Dimeka","March",2018,36.45041198,4.892522922,14.82,NA,NA,NA,NA,NA,NA,NA,14.82
"774","Snnp","Masha","March",2018,35.47956686,7.741652627,11.11,10.99,11.23,NA,NA,NA,NA,23.81,11.11
"775","Snnp","Tepi","March",2018,35.36770327,7.320015599,15,12,14,NA,12,35,NA,28.08,15
"776","Snnp","Boniga","March",2018,36.24008346,7.388535704,12,9,11,NA,NA,NA,NA,16.53,12
"777","Snnp","Chana","March",2018,36.11775846,6.226550231,16,10,10,NA,NA,NA,NA,13.96,16
"778","Snnp","Arbam- Minch ","March",2018,37.5527474,6.024547891,15,NA,14,NA,NA,NA,NA,18.52,15
"779","Snnp","Sawla","March",2018,36.87437474,6.300226567,9.63,9.74,11.57,NA,16.33,NA,NA,NA,9.63
"780","Snnp","Welayita","May",2018,NA,NA,18,14,14.49,NA,NA,NA,NA,29.28,18
"781","Snnp","Bodite","May",2018,37.89064905,7.038034865,15.49,15,14,NA,NA,NA,NA,16.67,15.49
"782","Snnp","Jinka","May",2018,36.56441614,5.78310286,18.09,16.87,18.12,NA,22.94,NA,NA,29.07,18.09
"783","Snnp","Dimeka","May",2018,36.45041198,4.892522922,14.18,NA,NA,NA,NA,NA,NA,NA,14.18
"784","Snnp","Masha","May",2018,35.47956686,7.741652627,11.23,11.23,11.23,NA,NA,NA,NA,24.15,11.23
"785","Snnp","Tepi","May",2018,35.36770327,7.320015599,15,13,NA,NA,NA,NA,NA,27.6,15
"786","Snnp","Boniga","May",2018,36.24008346,7.388535704,14,12,13,NA,NA,NA,NA,19.83,14
"787","Snnp","Chana","May",2018,36.11775846,6.226550231,16,13,13,NA,NA,NA,NA,17.28,16
"788","Snnp","Arbam- Minch ","May",2018,37.5527474,6.024547891,17,NA,15,NA,NA,NA,NA,18.52,17
"789","Snnp","Sawla","May",2018,36.87437474,6.300226567,12.21,13.58,11.89,NA,19.18,NA,NA,NA,12.21
"790","Snnp","Welayita","November",2017,NA,NA,17,14,17.49,NA,NA,NA,NA,30.32,17
"791","Snnp","Bodite","November",2017,37.89064905,7.038034865,17.49,15.49,18,18,NA,NA,NA,17.92,17.49
"792","Snnp","Jinka","November",2017,36.56441614,5.78310286,12.22,12.17,12.23,NA,15.22,NA,NA,21.24,12.22
"793","Snnp","Dimeka","November",2017,36.45041198,4.892522922,18.18,NA,NA,NA,NA,NA,NA,NA,18.18
"794","Snnp","Masha","November",2017,35.47956686,7.741652627,10.99,12.31,12.31,NA,25,NA,NA,24.15,10.99
"795","Snnp","Tepi","November",2017,35.36770327,7.320015599,18,11,14,NA,NA,NA,NA,26.67,18
"796","Snnp","Boniga","November",2017,36.24008346,7.388535704,15,10,12,NA,NA,NA,NA,20.51,15
"797","Snnp","Chana","November",2017,36.11775846,6.226550231,17,9,9,NA,NA,NA,NA,13.48,17
"798","Snnp","Arbam- Minch ","November",2017,37.5527474,6.024547891,15,NA,15,NA,NA,NA,NA,16.05,15
"799","Snnp","Sawla","November",2017,36.87437474,6.300226567,12.85,14.85,16.74,NA,20.43,NA,NA,NA,12.85
"800","Snnp","Welayita","October",2017,NA,NA,18,14.49,16,NA,NA,NA,NA,33.11,18
"801","Snnp","Bodite","October",2017,37.89064905,7.038034865,15,13,14,NA,NA,NA,NA,17.61,15
"802","Snnp","Jinka","October",2017,36.56441614,5.78310286,12.18,12.21,12.22,NA,15.34,NA,NA,21.2,12.18
"803","Snnp","Dimeka","October",2017,36.45041198,4.892522922,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","Snnp","Masha","October",2017,35.47956686,7.741652627,12.31,13.48,12.17,NA,25,NA,NA,24.15,12.31
"805","Snnp","Tepi","October",2017,35.36770327,7.320015599,17,10,12,NA,NA,30,40,26.67,17
"806","Snnp","Boniga","October",2017,36.24008346,7.388535704,15,11,13,NA,NA,NA,NA,22.22,15
"807","Snnp","Chana","October",2017,36.11775846,6.226550231,17,8,8,NA,NA,NA,NA,10.53,17
"808","Snnp","Arbam- Minch ","October",2017,37.5527474,6.024547891,14,NA,13,NA,NA,NA,NA,18.52,14
"809","Snnp","Sawla","October",2017,36.87437474,6.300226567,13.5,14.69,16.74,NA,20.48,NA,NA,14.29,13.5
"810","Snnp","Welayita","September",2017,NA,NA,14.49,12,14,NA,NA,NA,NA,22.13,14.49
"811","Snnp","Bodite","September",2017,37.89064905,7.038034865,14,13,13,NA,NA,NA,NA,22.73,14
"812","Snnp","Jinka","September",2017,36.56441614,5.78310286,12.2,12.17,12.22,NA,14.79,NA,NA,20.84,12.2
"813","Snnp","Dimeka","September",2017,36.45041198,4.892522922,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","Snnp","Masha","September",2017,35.47956686,7.741652627,13.33,13.18,13.33,NA,24,NA,NA,27.6,13.33
"815","Snnp","Tepi","September",2017,35.36770327,7.320015599,17,12,14,NA,NA,25,NA,26.67,17
"816","Snnp","Boniga","September",2017,36.24008346,7.388535704,12,10,11,NA,NA,NA,NA,22.04,12
"817","Snnp","Chana","September",2017,36.11775846,6.226550231,15,8,8,NA,NA,NA,NA,13.48,15
"818","Snnp","Arbam- Minch ","September",2017,37.5527474,6.024547891,12,NA,12,NA,NA,NA,NA,16.05,12
"819","Snnp","Sawla","September",2017,36.87437474,6.300226567,13.06,12.43,12.85,NA,17.76,NA,NA,14.44,13.06
"820","Snnp","Shewa- Bench ","April",2018,NA,NA,15,12,15,NA,NA,NA,NA,24.4,15
"821","Snnp","Mizan- Teferi ","April",2018,35.41120174,6.883477024,15,12,12,NA,NA,NA,NA,20,15
"822","Snnp","Deri","April",2018,36.28577951,7.384839762,17.91,16.9,17.39,NA,NA,NA,NA,NA,17.91
"823","Snnp","Amaro Kele ","April",2018,6.083333333,38.03333333,13.42,11.92,13.92,13.79,18.68,NA,NA,NA,13.42
"824","Snnp","Soyama","April",2018,5.7,37.88333333,10.46,9.6,NA,NA,NA,NA,NA,NA,10.46
"825","Snnp","Karate","April",2018,5.25,37.48333333,11.7,NA,NA,NA,NA,NA,NA,NA,11.7
"826","Snnp","Gidola","April",2018,37.34772952,5.647078098,11.82,10.52,11.84,NA,16.45,NA,NA,NA,11.82
"827","Snnp","Tercha","April",2018,37.175334,7.146295,18,16,16,NA,NA,NA,NA,NA,18
"828","Snnp","Besite- Chere ","April",2018,NA,NA,20,18,18,NA,NA,NA,NA,NA,20
"829","Snnp","Lasoka","April",2018,36.60777815,6.30774507,10,9.81,10,NA,19.61,NA,NA,15.63,10
"830","Snnp","Amaya","April",2018,36.68000727,7.105541206,8.23,8.75,8.07,NA,16.17,NA,NA,NA,8.23
"831","Snnp","Shewa- Bench ","August",2017,NA,NA,14.49,12,14,NA,NA,NA,NA,25,14.49
"832","Snnp","Mizan- Teferi ","August",2017,35.41120174,6.883477024,14,10,11,NA,NA,NA,NA,18,14
"833","Snnp","Deri","August",2017,36.28577951,7.384839762,13.79,13.48,13.64,NA,NA,NA,NA,22.24,13.79
"834","Snnp","Amaro Kele ","August",2017,6.083333333,38.03333333,12.25,NA,14.02,NA,16.4,NA,NA,NA,12.25
"835","Snnp","Soyama","August",2017,5.7,37.88333333,10.6,9.53,NA,NA,NA,NA,NA,NA,10.6
"836","Snnp","Karate","August",2017,5.25,37.48333333,10.58,NA,NA,NA,NA,NA,NA,NA,10.58
"837","Snnp","Gidola","August",2017,37.34772952,5.647078098,12.47,9.95,8.69,NA,11.3,NA,NA,NA,12.47
"838","Snnp","Tercha","August",2017,37.175334,7.146295,16,15,14,NA,NA,NA,NA,NA,16
"839","Snnp","Besite- Chere ","August",2017,NA,NA,12.25,12,13,NA,NA,NA,NA,NA,12.25
"840","Snnp","Lasoka","August",2017,36.60777815,6.30774507,6.51,NA,9.44,NA,18.87,NA,NA,11.43,6.51
"841","Snnp","Amaya","August",2017,36.68000727,7.105541206,8.1,7.75,7.6,NA,12,NA,NA,NA,8.1
"842","Snnp","Shewa- Bench ","December",2017,NA,NA,20,10,14,NA,NA,NA,NA,29.21,20
"843","Snnp","Mizan- Teferi ","December",2017,35.41120174,6.883477024,17,12,10,NA,NA,NA,NA,18,17
"844","Snnp","Deri","December",2017,36.28577951,7.384839762,18.39,17.98,17.98,NA,NA,NA,NA,22.24,18.39
"845","Snnp","Amaro Kele ","December",2017,6.083333333,38.03333333,15.89,NA,15.19,NA,18.68,NA,NA,NA,15.89
"846","Snnp","Soyama","December",2017,5.7,37.88333333,9.91,8.05,NA,NA,NA,NA,NA,NA,9.91
"847","Snnp","Karate","December",2017,5.25,37.48333333,11.7,NA,NA,NA,NA,NA,NA,NA,11.7
"848","Snnp","Gidola","December",2017,37.34772952,5.647078098,11.76,12.05,17.98,NA,22.54,NA,NA,NA,11.76
"849","Snnp","Tercha","December",2017,37.175334,7.146295,18,16,15,NA,NA,NA,NA,NA,18
"850","Snnp","Besite- Chere ","December",2017,NA,NA,15,12,NA,NA,20,NA,NA,NA,15
"851","Snnp","Lasoka","December",2017,36.60777815,6.30774507,NA,NA,7.55,NA,18.87,NA,NA,15.63,7.55
"852","Snnp","Amaya","December",2017,36.68000727,7.105541206,8.7,8.3,8.34,NA,NA,NA,NA,NA,8.7
"853","Snnp","Shewa- Bench ","February",2018,NA,NA,15,10,14,NA,NA,NA,NA,25.78,15
"854","Snnp","Mizan- Teferi ","February",2018,35.41120174,6.883477024,15.49,12,10,NA,NA,NA,NA,20,15.49
"855","Snnp","Deri","February",2018,36.28577951,7.384839762,14.12,13.79,13.64,NA,NA,NA,NA,23.15,14.12
"856","Snnp","Amaro Kele ","February",2018,6.083333333,38.03333333,13.89,NA,15.89,NA,19.46,NA,NA,NA,13.89
"857","Snnp","Soyama","February",2018,5.7,37.88333333,9.21,8.61,NA,NA,NA,NA,NA,NA,9.21
"858","Snnp","Karate","February",2018,5.25,37.48333333,12.58,NA,NA,NA,NA,NA,NA,NA,12.58
"859","Snnp","Gidola","February",2018,37.34772952,5.647078098,13.87,11.96,15.56,NA,21.16,NA,NA,NA,13.87
"860","Snnp","Tercha","February",2018,37.175334,7.146295,18,16,15,NA,NA,NA,NA,NA,18
"861","Snnp","Besite- Chere ","February",2018,NA,NA,20,17,17,NA,NA,NA,NA,NA,20
"862","Snnp","Lasoka","February",2018,36.60777815,6.30774507,9.81,NA,10,NA,19.61,NA,NA,15.63,9.81
"863","Snnp","Amaya","February",2018,36.68000727,7.105541206,10.06,10.33,10.13,NA,9.66,NA,NA,NA,10.06
"864","Snnp","Shewa- Bench ","January",2018,NA,NA,18,16,18,NA,NA,NA,NA,28.87,18
"865","Snnp","Mizan- Teferi ","January",2018,35.41120174,6.883477024,15,12,10,NA,NA,NA,NA,20,15
"866","Snnp","Deri","January",2018,36.28577951,7.384839762,13.79,13.48,13.48,NA,NA,NA,NA,23.08,13.79
"867","Snnp","Amaro Kele ","January",2018,6.083333333,38.03333333,14.76,NA,15.29,NA,17.58,NA,NA,NA,14.76
"868","Snnp","Soyama","January",2018,5.7,37.88333333,9.91,8.05,NA,NA,NA,NA,NA,NA,9.91
"869","Snnp","Karate","January",2018,5.25,37.48333333,14.76,NA,NA,NA,NA,NA,NA,NA,14.76
"870","Snnp","Gidola","January",2018,37.34772952,5.647078098,11.96,NA,13.18,NA,14.46,NA,NA,NA,11.96
"871","Snnp","Tercha","January",2018,37.175334,7.146295,18,16,14,NA,NA,NA,NA,NA,18
"872","Snnp","Besite- Chere ","January",2018,NA,NA,18,15,17,NA,NA,NA,NA,NA,18
"873","Snnp","Lasoka","January",2018,36.60777815,6.30774507,10,NA,9.62,NA,19.23,NA,NA,15.63,10
"874","Snnp","Amaya","January",2018,36.68000727,7.105541206,10.46,10.45,10.49,NA,NA,NA,NA,NA,10.46
"875","Snnp","Shewa- Bench ","July",2017,NA,NA,13,10,12,NA,NA,NA,NA,22.23,13
"876","Snnp","Mizan- Teferi ","July",2017,35.41120174,6.883477024,12,NA,9.49,NA,NA,NA,NA,20,12
"877","Snnp","Deri","July",2017,36.28577951,7.384839762,14.12,13.64,13.96,NA,NA,NA,NA,22.24,14.12
"878","Snnp","Amaro Kele ","July",2017,6.083333333,38.03333333,13.51,NA,14.02,NA,18.18,NA,NA,NA,13.51
"879","Snnp","Soyama","July",2017,5.7,37.88333333,10.6,9.33,NA,NA,NA,NA,NA,NA,10.6
"880","Snnp","Karate","July",2017,5.25,37.48333333,10.26,NA,NA,NA,NA,NA,NA,NA,10.26
"881","Snnp","Gidola","July",2017,37.34772952,5.647078098,19.75,14.09,17.58,NA,20.78,NA,NA,NA,19.75
"882","Snnp","Tercha","July",2017,37.175334,7.146295,16,15,14,NA,NA,NA,NA,NA,16
"883","Snnp","Besite- Chere ","July",2017,NA,NA,15,10.95,12,NA,NA,NA,NA,NA,15
"884","Snnp","Lasoka","July",2017,36.60777815,6.30774507,9.81,9.62,NA,NA,15.88,NA,NA,15.63,9.81
"885","Snnp","Amaya","July",2017,36.68000727,7.105541206,7.95,6.98,6.93,NA,10.61,NA,NA,NA,7.95
"886","Snnp","Shewa- Bench ","June",2018,NA,NA,18,14,16,NA,NA,30,25,21.32,18
"887","Snnp","Mizan- Teferi ","June",2018,35.41120174,6.883477024,16,15,15,NA,NA,NA,NA,20,16
"888","Snnp","Deri","June",2018,36.28577951,7.384839762,13.2,12.01,NA,NA,NA,NA,NA,33.33,13.2
"889","Snnp","Amaro Kele ","June",2018,6.083333333,38.03333333,13.51,NA,15.28,14.66,18.38,NA,NA,NA,13.51
"890","Snnp","Soyama","June",2018,5.7,37.88333333,11.92,10.46,NA,NA,NA,NA,NA,NA,11.92
"891","Snnp","Karate","June",2018,5.25,37.48333333,15.57,NA,NA,NA,NA,NA,NA,NA,15.57
"892","Snnp","Gidola","June",2018,37.34772952,5.647078098,14.12,11.56,15.63,NA,17.95,NA,NA,NA,14.12
"893","Snnp","Tercha","June",2018,37.175334,7.146295,20,16,16,NA,NA,NA,NA,NA,20
"894","Snnp","Besite- Chere ","June",2018,NA,NA,20,18,18,NA,NA,NA,NA,NA,20
"895","Snnp","Lasoka","June",2018,36.60777815,6.30774507,13.06,NA,15.38,NA,19.61,NA,NA,31.25,13.06
"896","Snnp","Amaya","June",2018,36.68000727,7.105541206,10.15,10.23,10.33,NA,12.38,NA,NA,NA,10.15
"897","Snnp","Shewa- Bench ","March",2018,NA,NA,15,12,15,NA,NA,NA,NA,33.33,15
"898","Snnp","Mizan- Teferi ","March",2018,35.41120174,6.883477024,15,11.49,10,NA,NA,NA,NA,20,15
"899","Snnp","Deri","March",2018,36.28577951,7.384839762,13.05,13.79,13.18,NA,NA,NA,NA,13.65,13.05
"900","Snnp","Amaro Kele ","March",2018,6.083333333,38.03333333,13.42,NA,15.68,14.97,18.58,NA,NA,NA,13.42
"901","Snnp","Soyama","March",2018,5.7,37.88333333,10.6,9.21,NA,NA,NA,NA,NA,NA,10.6
"902","Snnp","Karate","March",2018,5.25,37.48333333,12.71,NA,NA,NA,NA,NA,NA,NA,12.71
"903","Snnp","Gidola","March",2018,37.34772952,5.647078098,16.47,14.54,16.09,NA,19.28,NA,NA,NA,16.47
"904","Snnp","Tercha","March",2018,37.175334,7.146295,20,16,15,NA,NA,NA,NA,NA,20
"905","Snnp","Besite- Chere ","March",2018,NA,NA,20,15,17,NA,NA,NA,NA,NA,20
"906","Snnp","Lasoka","March",2018,36.60777815,6.30774507,9.81,10,9.62,NA,20,NA,NA,15.16,9.81
"907","Snnp","Amaya","March",2018,36.68000727,7.105541206,9.11,9.05,8.95,NA,12.51,NA,NA,NA,9.11
"908","Snnp","Shewa- Bench ","May",2018,NA,NA,16,12.49,15,NA,NA,30,NA,25.56,16
"909","Snnp","Mizan- Teferi ","May",2018,35.41120174,6.883477024,15.49,13,13,NA,NA,NA,NA,20,15.49
"910","Snnp","Deri","May",2018,36.28577951,7.384839762,13.79,13.64,13.48,NA,NA,NA,NA,11.77,13.79
"911","Snnp","Amaro Kele ","May",2018,6.083333333,38.03333333,14.76,NA,15.29,13.79,19.05,NA,NA,NA,14.76
"912","Snnp","Soyama","May",2018,5.7,37.88333333,11.09,10.33,NA,15.58,NA,NA,NA,NA,11.09
"913","Snnp","Karate","May",2018,5.25,37.48333333,10.68,NA,NA,NA,NA,NA,NA,NA,10.68
"914","Snnp","Gidola","May",2018,37.34772952,5.647078098,16.41,13.19,16.87,NA,16.72,NA,NA,NA,16.41
"915","Snnp","Tercha","May",2018,37.175334,7.146295,20,16,16,NA,NA,NA,NA,NA,20
"916","Snnp","Besite- Chere ","May",2018,NA,NA,20,15,NA,NA,NA,NA,NA,NA,20
"917","Snnp","Lasoka","May",2018,36.60777815,6.30774507,10,NA,13.06,NA,20,NA,NA,15.16,10
"918","Snnp","Amaya","May",2018,36.68000727,7.105541206,8.01,8.55,8.09,NA,11.01,NA,NA,NA,8.01
"919","Snnp","Shewa- Bench ","November",2017,NA,NA,15,10,13.49,NA,NA,NA,NA,26.35,15
"920","Snnp","Mizan- Teferi ","November",2017,35.41120174,6.883477024,17.49,NA,10,NA,NA,NA,NA,18,17.49
"921","Snnp","Deri","November",2017,36.28577951,7.384839762,18.39,18.19,18.39,NA,NA,NA,NA,24.02,18.39
"922","Snnp","Amaro Kele ","November",2017,6.083333333,38.03333333,13.99,NA,15.58,NA,18.97,NA,NA,NA,13.99
"923","Snnp","Soyama","November",2017,5.7,37.88333333,9.33,7.94,NA,NA,NA,NA,NA,NA,9.33
