"","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley White","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Mixed","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley Black","01.1.1.2 UNMILLED CEREALS/GRAINS_Barley for Beer","P R I C E   I N    B I R R_Hulled Barley (Temez)","CEREALS MILLED_Barley White","CEREALS MILLED_Barley Mixed","01.2.1.1 COFFEE AND TEA_Malt-Barley"
"1","Region","Market","Month","Year","Longitude","Latitude","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","01.1.1.2 UNMILLED CEREALS/GRAINS","P R I C E   I N    B I R R","CEREALS MILLED","CEREALS MILLED","01.2.1.1 COFFEE AND TEA"
"244","AMHARa","Kemise","October","2017","39.85696873","10.71374234","13.24","13.11","-","-","-","-","-","29.42"
"245","AMHARa","Bati","October","2017","40.0181327","11.19153266","13.79","-","-","-","-","-","-","38.91"
"246","AMHARa","Mota","September","2017","37.8807432","11.07475582","11.63","-","-","-","24.62","-","-","13.06"
"247","AMHARa","Debre- markos ","September","2017","37.72636868","10.33641293","14.36","-","-","16.52","-","-","-","-"
"248","AMHARa","Dembecha","September","2017","37.48251554","10.56669266","17.00","-","-","-","-","-","-","-"
"249","AMHARa","Bahir- Dar ","September","2017","37.3815488","11.58416449","15.49","-","12.49","-","27.50","-","-","19.49"
"250","AMHARa","Sekota","September","2017","39.03355257","12.62479803","8.45","8.73","8.63","-","-","-","-","22.19"
"251","AMHARa","Amde Work ","September","2017","38.85815043","12.45920199","11.68","12.56","-","-","-","-","-","-"
"252","AMHARa","Danigla","September","2017","36.83153176","11.25223153","19.54","-","-","-","-","-","-","17.41"
"253","AMHARa","Chagni","September","2017","36.50793596","10.95196565","15.00","-","13.00","-","-","-","-","-"
"254","AMHARa","Kemise","September","2017","39.85696873","10.71374234","15.50","15.09","-","-","-","-","-","30.94"
"255","AMHARa","Bati","September","2017","40.0181327","11.19153266","13.73","-","-","-","-","32.00","-","42.29"
"256","GAMBELLA","Gambella","April","2018","34.58547076","8.249396585","18.97","18.97","18.97","-","-","-","-","-"
"257","GAMBELLA","Shebo- kire ","April","2018",NA,NA,"18.49","-","16.49","-","-","38.99","-","-"
"258","GAMBELLA","Meti","April","2018","7.233333333","35.31666667","15.00","-","13.00","-","-","-","-","28.33"
"259","GAMBELLA","Gambella","August","2017","34.58547076","8.249396585","15.00","15.00","15.00","-","-","-","-","-"
"260","GAMBELLA","Shebo- kire ","August","2017",NA,NA,"15.00","-","15.00","-","-","48.99","-","-"
"261","GAMBELLA","Meti","August","2017","7.233333333","35.31666667","10.00","10.00","10.00","-","-","-","-","19.33"
"262","GAMBELLA","Gambella","December","2017","34.58547076","8.249396585","18.97","18.49","19.49","-","-","-","-","-"
"263","GAMBELLA","Shebo- kire ","December","2017",NA,NA,"15.49","-","15.49","-","-","50.99","-","-"
"264","GAMBELLA","Meti","December","2017","7.233333333","35.31666667","17.00","-","10.00","-","-","-","-","26.49"
"265","GAMBELLA","Gambella","February","2018","34.58547076","8.249396585","19.49","18.00","17.49","-","-","-","-","-"
"266","GAMBELLA","Shebo- kire ","February","2018",NA,NA,"18.00","18.25","17.49","-","-","-","-","-"
"267","GAMBELLA","Meti","February","2018","7.233333333","35.31666667","14.00","12.00","12.00","-","-","-","-","32.48"
"268","GAMBELLA","Gambella","January","2018","34.58547076","8.249396585","18.97","19.49","18.97","-","-","-","-","-"
"269","GAMBELLA","Shebo- kire ","January","2018",NA,NA,"15.25","-","15.00","-","-","48.99","-","-"
"270","GAMBELLA","Meti","January","2018","7.233333333","35.31666667","17.00","-","10.00","-","-","-","-","28.86"
"271","GAMBELLA","Gambella","July","2017","34.58547076","8.249396585","15.00","15.00","15.00","-","-","-","-","-"
"272","GAMBELLA","Shebo- kire ","July","2017",NA,NA,"15.00","-","15.00","-","-","48.99","-","-"
"273","GAMBELLA","Meti","July","2017","7.233333333","35.31666667","12.00","-","10.00","-","-","-","-","22.95"
"274","GAMBELLA","Gambella","June","2018","34.58547076","8.249396585","19.49","19.49","19.49","-","-","-","-","-"
"275","GAMBELLA","Shebo- kire ","June","2018",NA,NA,"19.75","-","17.75","-","-","38.99","-","-"
"276","GAMBELLA","Meti","June","2018","7.233333333","35.31666667","15.00","-","14.00","-","-","-","-","31.24"
"277","GAMBELLA","Gambella","March","2018","34.58547076","8.249396585","18.97","17.49","18.97","-","-","-","-","-"
"278","GAMBELLA","Shebo- kire ","March","2018",NA,NA,"18.49","-","17.75","-","-","-","42.43","-"
"279","GAMBELLA","Meti","March","2018","7.233333333","35.31666667","14.00","12.00","12.00","-","-","-","-","29.74"
"280","GAMBELLA","Gambella","May","2018","34.58547076","8.249396585","19.49","19.49","18.49","-","-","-","-","-"
"281","GAMBELLA","Shebo- kire ","May","2018",NA,NA,"18.49","-","17.49","-","-","42.43","-","-"
"282","GAMBELLA","Meti","May","2018","7.233333333","35.31666667","15.00","-","14.00","-","-","-","-","28.45"
"283","GAMBELLA","Gambella","November","2017","34.58547076","8.249396585","20.00","20.00","20.00","-","-","-","-","-"
"284","GAMBELLA","Shebo- kire ","November","2017",NA,NA,"16.00","-","16.00","-","-","50.00","-","-"
"285","GAMBELLA","Meti","November","2017","7.233333333","35.31666667","12.00","12.00","10.00","-","-","-","-","29.25"
"286","GAMBELLA","Gambella","October","2017","34.58547076","8.249396585","40.00","40.00","40.00","-","-","-","-","-"
"287","GAMBELLA","Shebo- kire ","October","2017",NA,NA,"16.00","-","15.00","-","-","48.99","-","-"
"288","GAMBELLA","Meti","October","2017","7.233333333","35.31666667","20.00","12.00","10.00","-","-","-","-","21.64"
"289","GAMBELLA","Gambella","September","2017","34.58547076","8.249396585","15.00","15.00","15.00","-","-","-","-","-"
"290","GAMBELLA","Shebo- kire ","September","2017",NA,NA,"16.00","-","15.00","-","-","50.99","-","-"
"291","GAMBELLA","Meti","September","2017","7.233333333","35.31666667","10.00","12.00","10.00","-","-","-","-","21.15"
"292","OROMIYA","Ghimbi","April","2018","35.83291974","9.163103789","16.00","13.00","13.00","-","-","48.99","30.00","28.52"
"293","OROMIYA","Dembi- dolo ","April","2018","34.79748694","8.530219501","18.97","16.00","-","-","-","50.00","35.00","-"
"294","OROMIYA","Shambu","April","2018","37.09431432","9.569809208","10.00","9.50","-","-","-","-","-","-"
"295","OROMIYA","Nekemte","April","2018","36.54851971","9.09042469","15.00","12.00","15.00","-","-","44.00","40.00","18.76"
"296","OROMIYA","Bedele","April","2018","36.36017384","8.454821965","17.00","14.00","15.00","-","-","-","-","27.78"
"297","OROMIYA","Metu","April","2018","35.58726864","8.300606827","16.00","12.49","12.49","-","-","-","-","-"
"298","OROMIYA","Jimma","April","2018","36.84385226","7.672338798","20.00","-","18.00","-","-","-","-","13.96"
"299","OROMIYA","Agaro","April","2018","36.58627683","7.848002731","14.12","-","14.12","-","-","-","-","19.05"
"300","OROMIYA","Ambo","April","2018","37.8446066","8.976806527","13.31","13.56","13.56","-","17.24","-","-","-"
"301","OROMIYA","Weliso","April","2018","37.97073066","8.534178897","12.69","12.57","12.57","-","16.68","-","-","20.41"
"302","OROMIYA","Ejere","April","2018","39.262249","8.78288","12.60","-","-","-","-","-","-","-"
"303","OROMIYA","Fiche","April","2018","38.73344116","9.791083661","14.40","11.76","13.90","-","21.67","-","-","15.21"
"304","OROMIYA","Ghimbi","August","2017","35.83291974","9.163103789","15.00","-","12.00","-","-","40.00","26.98","-"
"305","OROMIYA","Dembi- dolo ","August","2017","34.79748694","8.530219501","15.00","12.00","-","-","-","45.00","30.00","-"
"306","OROMIYA","Shambu","August","2017","37.09431432","9.569809208","7.50","7.00","-","-","-","-","-","-"
"307","OROMIYA","Nekemte","August","2017","36.54851971","9.09042469","14.00","11.00","14.00","-","-","44.00","-","16.81"
"308","OROMIYA","Bedele","August","2017","36.36017384","8.454821965","18.00","13.00","12.00","-","-","-","-","17.86"
"309","OROMIYA","Metu","August","2017","35.58726864","8.300606827","15.00","10.49","14.49","-","-","-","-","-"
"310","OROMIYA","Jimma","August","2017","36.84385226","7.672338798","15.49","-","15.49","-","-","-","-","18.18"
"311","OROMIYA","Agaro","August","2017","36.58627683","7.848002731","14.85","-","14.85","-","-","-","-","16.06"
"312","OROMIYA","Ambo","August","2017","37.8446066","8.976806527","14.25","16.33","14.53","-","21.82","-","-","-"
"313","OROMIYA","Weliso","August","2017","37.97073066","8.534178897","13.32","-","13.88","-","23.79","-","-","23.84"
"314","OROMIYA","Ejere","August","2017","39.262249","8.78288","12.31","-","-","-","25.25","-","-","-"
"315","OROMIYA","Fiche","August","2017","38.73344116","9.791083661","12.57","11.06","11.99","-","20.93","-","-","13.44"
"316","OROMIYA","Ghimbi","December","2017","35.83291974","9.163103789","16.49","-","12.49","-","-","48.00","30.00","-"
"317","OROMIYA","Dembi- dolo ","December","2017","34.79748694","8.530219501","16.49","14.00","-","-","-","50.00","35.00","-"
"318","OROMIYA","Shambu","December","2017","37.09431432","9.569809208","9.00","8.50","8.50","-","-","-","-","-"
"319","OROMIYA","Nekemte","December","2017","36.54851971","9.09042469","17.00","12.00","16.00","-","-","46.00","40.00","21.37"
"320","OROMIYA","Bedele","December","2017","36.36017384","8.454821965","18.00","12.00","12.00","-","-","-","-","33.33"
"321","OROMIYA","Metu","December","2017","35.58726864","8.300606827","18.00","12.00","12.49","-","-","-","-","-"
"322","OROMIYA","Jimma","December","2017","36.84385226","7.672338798","18.97","-","18.00","-","-","-","-","-"
"323","OROMIYA","Agaro","December","2017","36.58627683","7.848002731","15.87","-","-","-","-","-","-","19.36"
"324","OROMIYA","Ambo","December","2017","37.8446066","8.976806527","12.55","12.55","12.31","-","-","-","-","-"
"325","OROMIYA","Weliso","December","2017","37.97073066","8.534178897","13.06","16.33","16.33","-","-","-","-","32.57"
"326","OROMIYA","Ejere","December","2017","39.262249","8.78288","14.60","-","17.04","-","24.51","-","-","-"
"327","OROMIYA","Fiche","December","2017","38.73344116","9.791083661","13.54","-","14.86","-","22.44","-","-","18.20"
"328","OROMIYA","Ghimbi","February","2018","35.83291974","9.163103789","15.49","12.00","12.00","-","-","48.00","30.00","28.52"
"329","OROMIYA","Dembi- dolo ","February","2018","34.79748694","8.530219501","17.00","14.00","-","-","-","50.00","40.00","-"
"330","OROMIYA","Shambu","February","2018","37.09431432","9.569809208","10.00","9.50","9.50","-","-","-","-","-"
"331","OROMIYA","Nekemte","February","2018","36.54851971","9.09042469","15.00","8.00","12.00","-","-","44.00","40.00","18.63"
"332","OROMIYA","Bedele","February","2018","36.36017384","8.454821965","17.00","14.50","15.00","-","-","-","-","20.00"
"333","OROMIYA","Metu","February","2018","35.58726864","8.300606827","15.49","12.00","12.00","-","-","-","-","-"
"334","OROMIYA","Jimma","February","2018","36.84385226","7.672338798","16.00","-","17.00","-","-","-","-","-"
"335","OROMIYA","Agaro","February","2018","36.58627683","7.848002731","13.54","-","13.54","-","-","-","-","16.90"
"336","OROMIYA","Ambo","February","2018","37.8446066","8.976806527","13.82","13.82","14.10","-","-","-","-","-"
"337","OROMIYA","Weliso","February","2018","37.97073066","8.534178897","12.40","11.33","11.79","-","19.17","-","-","22.47"
"338","OROMIYA","Ejere","February","2018","39.262249","8.78288","11.85","-","-","-","15.14","-","-","-"
"339","OROMIYA","Fiche","February","2018","38.73344116","9.791083661","11.42","9.97","10.88","-","18.59","-","-","14.22"
"340","OROMIYA","Ghimbi","January","2018","35.83291974","9.163103789","17.00","-","12.00","-","-","48.00","30.00","28.52"
"341","OROMIYA","Dembi- dolo ","January","2018","34.79748694","8.530219501","16.00","14.00","-","-","-","50.00","35.00","-"
"342","OROMIYA","Shambu","January","2018","37.09431432","9.569809208","10.00","9.00","-","-","-","-","-","-"
"343","OROMIYA","Nekemte","January","2018","36.54851971","9.09042469","15.00","11.49","14.49","-","-","44.00","40.00","20.59"
"344","OROMIYA","Bedele","January","2018","36.36017384","8.454821965","17.00","14.00","15.00","-","-","-","-","27.78"
"345","OROMIYA","Metu","January","2018","35.58726864","8.300606827","16.49","12.00","12.00","-","-","-","-","-"
"346","OROMIYA","Jimma","January","2018","36.84385226","7.672338798","17.00","-","20.00","-","-","-","-","12.20"
"347","OROMIYA","Agaro","January","2018","36.58627683","7.848002731","13.09","-","13.09","-","-","-","-","19.67"
"348","OROMIYA","Ambo","January","2018","37.8446066","8.976806527","12.07","12.19","12.67","-","21.00","-","-","-"
"349","OROMIYA","Weliso","January","2018","37.97073066","8.534178897","10.96","12.04","15.39","-","23.38","-","-","22.23"
"350","OROMIYA","Ejere","January","2018","39.262249","8.78288","12.98","-","-","-","20.18","-","-","-"
"351","OROMIYA","Fiche","January","2018","38.73344116","9.791083661","12.25","10.21","12.10","-","20.66","-","-","18.33"
"352","OROMIYA","Ghimbi","July","2017","35.83291974","9.163103789","14.49","12.00","12.00","-","-","40.00","28.00","-"
"353","OROMIYA","Dembi- dolo ","July","2017","34.79748694","8.530219501","14.00","12.00","-","-","-","50.00","35.00","-"
"354","OROMIYA","Shambu","July","2017","37.09431432","9.569809208","7.50","7.00","-","-","-","-","-","-"
"355","OROMIYA","Nekemte","July","2017","36.54851971","9.09042469","14.00","11.00","13.00","-","-","44.00","38.00","14.37"
"356","OROMIYA","Bedele","July","2017","36.36017384","8.454821965","15.97","13.00","10.95","-","-","-","-","20.00"
"357","OROMIYA","Metu","July","2017","35.58726864","8.300606827","13.00","12.00","12.49","-","-","-","-","-"
"358","OROMIYA","Jimma","July","2017","36.84385226","7.672338798","12.49","-","12.49","-","-","-","-","19.07"
"359","OROMIYA","Agaro","July","2017","36.58627683","7.848002731","14.11","12.29","12.29","-","-","-","-","-"
"360","OROMIYA","Ambo","July","2017","37.8446066","8.976806527","13.80","11.15","12.55","12.80","20.00","-","-","-"
"361","OROMIYA","Weliso","July","2017","37.97073066","8.534178897","11.18","-","11.40","-","20.39","-","-","22.23"
"362","OROMIYA","Ejere","July","2017","39.262249","8.78288","12.31","-","-","-","14.63","-","-","-"
"363","OROMIYA","Fiche","July","2017","38.73344116","9.791083661","10.94","8.52","10.24","-","16.69","-","-","13.77"
"364","OROMIYA","Ghimbi","June","2018","35.83291974","9.163103789","15.49","14.00","13.00","-","-","-","-","-"
"365","OROMIYA","Dembi- dolo ","June","2018","34.79748694","8.530219501","17.49","16.00","-","-","-","-","-","-"
"366","OROMIYA","Shambu","June","2018","37.09431432","9.569809208","10.00","9.50","9.50","-","-","-","-","-"
"367","OROMIYA","Nekemte","June","2018","36.54851971","9.09042469","15.00","13.00","15.00","-","-","-","-","19.42"
"368","OROMIYA","Bedele","June","2018","36.36017384","8.454821965","20.00","15.49","16.00","-","-","-","-","33.33"
"369","OROMIYA","Metu","June","2018","35.58726864","8.300606827","16.49","13.49","12.00","-","-","-","-","-"
"370","OROMIYA","Jimma","June","2018","36.84385226","7.672338798","17.00","16.00","16.00","-","-","-","-","15.39"
"371","OROMIYA","Agaro","June","2018","36.58627683","7.848002731","15.00","-","15.00","-","-","-","-","20.80"
"372","OROMIYA","Ambo","June","2018","37.8446066","8.976806527","15.39","15.69","16.33","-","23.85","-","-","-"
"373","OROMIYA","Weliso","June","2018","37.97073066","8.534178897","15.69","13.60","14.52","-","-","-","-","22.75"
"374","OROMIYA","Ejere","June","2018","39.262249","8.78288","15.39","-","-","-","-","-","-","-"
"375","OROMIYA","Fiche","June","2018","38.73344116","9.791083661","16.39","12.57","14.26","-","22.58","-","-","14.21"
"376","OROMIYA","Ghimbi","March","2018","35.83291974","9.163103789","15.49","-","12.00","-","-","48.00","30.00","24.95"
"377","OROMIYA","Dembi- dolo ","March","2018","34.79748694","8.530219501","16.00","14.00","-","-","-","50.00","40.00","-"
"378","OROMIYA","Shambu","March","2018","37.09431432","9.569809208","10.00","9.50","9.50","-","-","-","-","-"
"379","OROMIYA","Nekemte","March","2018","36.54851971","9.09042469","15.00","10.00","15.00","-","-","46.00","42.00","20.65"
"380","OROMIYA","Bedele","March","2018","36.36017384","8.454821965","17.49","14.75","15.00","-","-","-","-","27.78"
"381","OROMIYA","Metu","March","2018","35.58726864","8.300606827","16.49","12.49","12.49","-","-","-","-","-"
"382","OROMIYA","Jimma","March","2018","36.84385226","7.672338798","16.49","-","16.00","-","-","-","-","16.01"
"383","OROMIYA","Agaro","March","2018","36.58627683","7.848002731","14.26","-","14.26","-","-","-","-","17.93"
"384","OROMIYA","Ambo","March","2018","37.8446066","8.976806527","11.19","12.07","13.69","-","-","-","-","-"
"385","OROMIYA","Weliso","March","2018","37.97073066","8.534178897","13.88","12.40","12.92","-","23.55","-","-","22.99"
"386","OROMIYA","Ejere","March","2018","39.262249","8.78288","12.84","-","-","-","16.70","-","-","-"
"387","OROMIYA","Fiche","March","2018","38.73344116","9.791083661","13.11","11.61","12.47","-","19.43","-","-","15.14"
"388","OROMIYA","Ghimbi","May","2018","35.83291974","9.163103789","15.49","-","13.00","-","-","-","-","-"
"389","OROMIYA","Dembi- dolo ","May","2018","34.79748694","8.530219501","18.00","16.00","-","-","-","-","-","-"
"390","OROMIYA","Shambu","May","2018","37.09431432","9.569809208","10.00","9.50","-","-","-","-","-","-"
"391","OROMIYA","Nekemte","May","2018","36.54851971","9.09042469","15.00","12.00","15.00","-","-","-","-","17.77"
"392","OROMIYA","Bedele","May","2018","36.36017384","8.454821965","18.97","10.00","15.00","-","-","-","-","32.79"
"393","OROMIYA","Metu","May","2018","35.58726864","8.300606827","16.00","12.49","12.49","-","-","-","-","-"
"394","OROMIYA","Jimma","May","2018","36.84385226","7.672338798","18.49","-","18.00","-","-","-","-","14.64"
"395","OROMIYA","Agaro","May","2018","36.58627683","7.848002731","14.71","-","-","-","-","-","-","19.36"
"396","OROMIYA","Ambo","May","2018","37.8446066","8.976806527","12.19","12.55","12.31","-","14.04","-","-","-"
"397","OROMIYA","Weliso","May","2018","37.97073066","8.534178897","13.07","13.45","13.73","-","22.22","-","-","21.74"
"398","OROMIYA","Ejere","May","2018","39.262249","8.78288","13.61","-","-","-","-","-","-","-"
"399","OROMIYA","Fiche","May","2018","38.73344116","9.791083661","12.99","11.19","12.17","-","20.76","-","-","16.23"
"400","OROMIYA","Ghimbi","November","2017","35.83291974","9.163103789","18.00","-","14.00","-","-","40.00","28.00","-"
"401","OROMIYA","Dembi- dolo ","November","2017","34.79748694","8.530219501","16.00","14.00","-","-","-","50.00","35.00","-"
"402","OROMIYA","Shambu","November","2017","37.09431432","9.569809208","9.00","8.50","8.50","-","-","-","-","-"
"403","OROMIYA","Nekemte","November","2017","36.54851971","9.09042469","17.00","14.00","16.00","-","-","46.00","40.00","20.88"
"404","OROMIYA","Bedele","November","2017","36.36017384","8.454821965","20.00","10.00","15.00","-","-","-","-","28.57"
"405","OROMIYA","Metu","November","2017","35.58726864","8.300606827","18.00","12.49","12.00","-","-","-","-","-"
"406","OROMIYA","Jimma","November","2017","36.84385226","7.672338798","-","-","20.00","-","-","-","-","18.18"
"407","OROMIYA","Agaro","November","2017","36.58627683","7.848002731","17.22","-","17.22","-","-","-","-","15.39"
"408","OROMIYA","Ambo","November","2017","37.8446066","8.976806527","17.93","17.93","18.28","-","13.56","-","-","-"
"409","OROMIYA","Weliso","November","2017","37.97073066","8.534178897","16.76","15.69","16.76","-","25.40","-","-","-"
"410","OROMIYA","Ejere","November","2017","39.262249","8.78288","16.75","-","-","-","20.41","-","-","-"
"411","OROMIYA","Fiche","November","2017","38.73344116","9.791083661","15.81","12.74","15.44","-","23.59","-","-","17.27"
"412","OROMIYA","Ghimbi","October","2017","35.83291974","9.163103789","17.49","-","14.49","-","-","48.00","28.00","-"
"413","OROMIYA","Dembi- dolo ","October","2017","34.79748694","8.530219501","16.00","14.00","-","-","-","50.00","35.00","-"
"414","OROMIYA","Shambu","October","2017","37.09431432","9.569809208","9.00","8.50","8.50","-","-","-","-","-"
"415","OROMIYA","Nekemte","October","2017","36.54851971","9.09042469","16.00","14.00","16.00","-","-","46.00","40.00","24.79"
"416","OROMIYA","Bedele","October","2017","36.36017384","8.454821965","36.00","30.00","28.00","-","-","-","-","55.56"
"417","OROMIYA","Metu","October","2017","35.58726864","8.300606827","17.49","11.49","11.49","-","-","-","-","-"
"418","OROMIYA","Jimma","October","2017","36.84385226","7.672338798","20.00","-","20.00","-","-","-","-","11.63"
"419","OROMIYA","Agaro","October","2017","36.58627683","7.848002731","15.88","-","-","-","-","-","-","20.70"
"420","OROMIYA","Ambo","October","2017","37.8446066","8.976806527","15.09","13.96","15.69","-","12.28","-","-","-"
"421","OROMIYA","Weliso","October","2017","37.97073066","8.534178897","15.69","16.00","18.13","-","19.61","-","-","24.40"
"422","OROMIYA","Ejere","October","2017","39.262249","8.78288","17.44","-","-","-","27.00","-","-","-"
"423","OROMIYA","Fiche","October","2017","38.73344116","9.791083661","15.95","12.11","-","-","25.19","-","-","-"
"424","OROMIYA","Ghimbi","September","2017","35.83291974","9.163103789","14.49","13.00","13.00","-","-","-","-","-"
"425","OROMIYA","Dembi- dolo ","September","2017","34.79748694","8.530219501","16.00","14.00","-","-","-","45.00","35.00","-"
"426","OROMIYA","Shambu","September","2017","37.09431432","9.569809208","8.00","7.50","-","-","-","-","-","-"
"427","OROMIYA","Nekemte","September","2017","36.54851971","9.09042469","14.00","9.00","14.00","-","-","40.00","36.00","18.61"
"428","OROMIYA","Bedele","September","2017","36.36017384","8.454821965","16.43","13.96","13.00","-","-","-","-","27.78"
"429","OROMIYA","Metu","September","2017","35.58726864","8.300606827","15.00","12.00","12.00","-","-","-","-","-"
"430","OROMIYA","Jimma","September","2017","36.84385226","7.672338798","18.97","-","18.97","-","-","-","-","18.18"
"431","OROMIYA","Agaro","September","2017","36.58627683","7.848002731","15.29","-","-","-","-","-","-","19.67"
"432","OROMIYA","Ambo","September","2017","37.8446066","8.976806527","15.39","15.69","16.33","-","23.85","-","-","-"
"433","OROMIYA","Weliso","September","2017","37.97073066","8.534178897","15.69","13.60","14.52","-","-","-","-","22.75"
"434","OROMIYA","Ejere","September","2017","39.262249","8.78288","15.39","-","-","-","-","-","-","-"
"435","OROMIYA","Fiche","September","2017","38.73344116","9.791083661","16.39","12.57","14.26","-","22.58","-","-","14.21"
"436","OROMIYA","Adama","April","2018","39.26941988","8.535362997","16.49","13.49","14.00","17.00","13.49","23.49","-","24.49"
"437","OROMIYA","Shashe- mene ","April","2018","38.608142","7.205388","12.00","12.00","14.00","15.49","-","-","-","15.00"
"438","OROMIYA","Diksise","April","2018","39.55824","8.059179","6.59","6.52","6.52","14.02","-","-","-","-"
"439","OROMIYA","Asella","April","2018","39.12972322","7.949589951","13.25","11.00","11.00","13.25","-","-","-","28.17"
"440","OROMIYA","Asebe- Teferi ","April","2018","40.86319806","9.072493603","16.97","14.49","13.96","16.00","-","-","-","38.19"
"441","OROMIYA","Bedessa","April","2018","40.77378712","8.902011546","16.49","-","-","-","-","-","-","-"
"442","OROMIYA","Haromaya","April","2018","42.01641123","9.379383214","17.00","-","-","18.00","-","-","-","-"
"443","OROMIYA","Boreda","April","2018","41.278686","9.331067","14.49","-","-","-","-","-","-","-"
"444","OROMIYA","Adaba","April","2018","39.3890878","7.004454253","11.57","9.19","9.49","12.79","-","-","-","-"
"445","OROMIYA","Robe","April","2018","39.631104","7.860619","14.59","9.24","-","11.48","-","-","-","-"
"446","OROMIYA","Hagere- Mariam ","April","2018","38.23373735","5.63380625","12.00","-","10.00","18.00","-","-","-","16.67"
"447","OROMIYA","Negele- Borena ","April","2018","39.577385","5.33699","13.49","12.49","-","-","-","40.00","35.00","-"
"448","OROMIYA","Adama","August","2017","39.26941988","8.535362997","12.25","10.00","10.00","12.00","12.75","25.00","-","15.00"
"449","OROMIYA","Shashe- mene ","August","2017","38.608142","7.205388","11.00","11.49","15.00","13.75","-","-","-","15.00"
"450","OROMIYA","Diksise","August","2017","39.55824","8.059179","9.01","9.28","8.72","11.59","-","-","-","-"
"451","OROMIYA","Asella","August","2017","39.12972322","7.949589951","12.00","10.00","10.00","11.00","-","-","-","19.19"
"452","OROMIYA","Asebe- Teferi ","August","2017","40.86319806","9.072493603","14.97","11.49","13.00","14.97","-","-","-","-"
"453","OROMIYA","Bedessa","August","2017","40.77378712","8.902011546","14.00","-","-","-","-","-","-","-"
"454","OROMIYA","Haromaya","August","2017","42.01641123","9.379383214","16.00","-","-","16.00","-","-","-","-"
"455","OROMIYA","Boreda","August","2017","41.278686","9.331067","13.00","-","-","-","-","-","-","-"
"456","OROMIYA","Adaba","August","2017","39.3890878","7.004454253","10.16","8.41","8.41","10.94","-","-","-","-"
"457","OROMIYA","Robe","August","2017","39.631104","7.860619","11.02","8.15","-","-","-","-","-","-"
"458","OROMIYA","Hagere- Mariam ","August","2017","38.23373735","5.63380625","11.00","-","10.00","14.49","-","-","-","10.88"
"459","OROMIYA","Negele- Borena ","August","2017","39.577385","5.33699","13.00","13.00","12.00","13.00","-","27.39","25.00","-"
"460","OROMIYA","Adama","December","2017","39.26941988","8.535362997","17.25","13.00","13.00","17.25","11.49","20.98","-","18.00"
"461","OROMIYA","Shashe- mene ","December","2017","38.608142","7.205388","11.00","10.00","17.49","12.00","-","-","-","15.00"
"462","OROMIYA","Diksise","December","2017","39.55824","8.059179","7.53","6.88","6.88","7.97","-","-","-","-"
"463","OROMIYA","Asella","December","2017","39.12972322","7.949589951","14.49","12.00","12.00","13.00","-","-","-","27.42"
"464","OROMIYA","Asebe- Teferi ","December","2017","40.86319806","9.072493603","17.49","12.00","-","17.49","-","-","-","-"
"465","OROMIYA","Bedessa","December","2017","40.77378712","8.902011546","20.00","-","-","-","-","-","-","-"
"466","OROMIYA","Haromaya","December","2017","42.01641123","9.379383214","20.00","-","16.00","20.00","-","-","-","-"
"467","OROMIYA","Boreda","December","2017","41.278686","9.331067","15.49","-","-","-","-","-","-","-"
"468","OROMIYA","Adaba","December","2017","39.3890878","7.004454253","11.41","7.20","7.27","9.19","-","-","-","-"
"469","OROMIYA","Robe","December","2017","39.631104","7.860619","13.24","7.36","-","-","-","-","-","-"
"470","OROMIYA","Hagere- Mariam ","December","2017","38.23373735","5.63380625","11.00","-","11.03","14.49","-","-","-","13.64"
"471","OROMIYA","Negele- Borena ","December","2017","39.577385","5.33699","12.00","12.00","12.00","-","-","35.00","30.00","-"
"472","OROMIYA","Adama","February","2018","39.26941988","8.535362997","16.49","12.49","12.49","16.49","12.49","22.00","-","25.00"
"473","OROMIYA","Shashe- mene ","February","2018","38.608142","7.205388","12.00","13.00","15.00","15.00","-","-","-","30.09"
"474","OROMIYA","Diksise","February","2018","39.55824","8.059179","10.21","7.46","7.46","13.04","-","-","-","-"
"475","OROMIYA","Asella","February","2018","39.12972322","7.949589951","12.75","10.00","10.00","12.50","-","-","-","27.42"
"476","OROMIYA","Asebe- Teferi ","February","2018","40.86319806","9.072493603","16.00","13.00","15.00","16.00","-","-","-","35.64"
"477","OROMIYA","Bedessa","February","2018","40.77378712","8.902011546","20.00","-","-","-","-","-","-","-"
"478","OROMIYA","Haromaya","February","2018","42.01641123","9.379383214","16.49","-","-","17.00","-","-","-","-"
"479","OROMIYA","Boreda","February","2018","41.278686","9.331067","14.49","-","-","-","-","-","-","-"
"480","OROMIYA","Adaba","February","2018","39.3890878","7.004454253","11.54","8.88","8.95","12.61","-","-","-","-"
"481","OROMIYA","Robe","February","2018","39.631104","7.860619","14.87","7.99","-","-","-","-","-","-"
"482","OROMIYA","Hagere- Mariam ","February","2018","38.23373735","5.63380625","11.00","-","10.00","15.00","-","-","-","16.67"
"483","OROMIYA","Negele- Borena ","February","2018","39.577385","5.33699","13.00","12.75","12.00","-","-","37.42","30.00","-"
